科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付的各项税费,"21,121,009.06","16,846,952.12","23,650,552.54","5,937,365.64","14,689,662.21","29,804,973.49","2,754,092.01","3,977,275.53","7,232,757.81","19,266,742.60","9,952,625.74","10,875,007.79","14,502,920.16","20,382,152.74","11,040,078.34","13,300,207.11","13,888,928.27","14,782,012.60","10,811,706.18","13,015,540.08","13,965,305.81","13,283,316.51","4,683,977.03","11,397,380.16","11,880,459.23","20,420,704.17","1,383,799.97","2,971,759.79","4,795,162.15","10,373,333.49","2,640,605.09","4,538,523.54"
收到其他与筹资活动有关的现金,,"900,000.00",,,,"107,408,179.33",,,,"89,200,000.00",,,,,,"500,000.00","500,000.00","500,000.00",,,,"3,301,727.25",,,,,,,,,,
支付其他与经营活动有关的现金,"26,849,969.45","37,239,557.37","33,216,139.54","19,080,823.02","31,908,040.92","44,577,684.97","14,115,065.39","27,974,854.17","47,724,809.96","39,607,509.27","39,111,074.23","54,833,575.60","79,629,168.76","39,231,823.35","13,703,620.21","34,357,468.88","56,654,496.71","52,464,497.34","24,655,801.44","46,065,839.60","39,888,565.28","45,941,186.85","10,893,280.76","30,625,726.64","59,305,370.59","26,242,765.80","11,134,742.43","26,267,515.04","39,319,881.07","35,408,338.67","11,281,363.48","16,253,372.12"
筹资活动现金流入小计,"47,040,000.00","39,875,700.00","38,310,000.00","15,000,000.00","20,000,000.00","520,738,179.33",,"25,000,000.00","55,000,000.00","144,200,000.00",,"30,000,000.00","30,000,000.00","80,000,000.00",,"500,000.00","10,500,000.00","10,500,000.00",,,"6,860,000.00","11,141,727.25","2,450,000.00","3,650,000.00","3,650,000.00","4,650,000.00",,,,,"490,000.00","490,000.00"
经营活动现金流出小计,"219,672,816.45","259,181,520.48","274,368,645.25","138,852,314.78","223,182,719.81","403,071,225.56","76,525,647.12","141,531,103.76","233,659,276.26","337,224,310.27","166,754,673.06","280,154,284.65","387,639,706.10","482,553,037.93","143,231,575.87","312,217,610.99","425,164,387.20","522,309,272.86","161,946,972.46","263,895,494.23","348,498,939.22","410,669,013.05","95,719,533.26","202,262,527.11","297,385,673.27","366,150,323.34","90,785,439.61","191,628,625.66","263,346,805.21","383,616,012.73","106,003,841.78","177,081,085.18"
偿还债务支付的现金,"46,430,000.00","23,725,700.00","40,810,000.00","3,000,000.00","13,000,000.00","55,500,000.00","16,000,000.00","16,000,000.00","16,000,000.00","71,000,000.00",,"89,200,000.00","89,200,000.00","30,000,000.00",,,"30,000,000.00","50,000,000.00",,,"10,000,000.00","10,000,000.00",,,,"1,200,000.00",,"1,000,000.00","1,000,000.00","1,000,000.00",,
经营活动产生的现金流量净额,"30,185,025.80","26,516,658.06","72,148,089.93","-23,039,306.32","-30,339,109.09","-20,986,902.39","-57,355,952.13","-42,418,310.64","-41,712,688.60","21,446,757.58","-51,228,756.77","-93,986,249.81","-99,251,825.53","-40,785,497.69","1,742,284.55","-30,866,654.71","-20,186,712.01","76,884,032.75","-53,892,512.53","-40,209,076.58","-34,766,077.72","12,457,534.43","-10,046,122.95","-33,062,117.30","-4,059,036.08","43,371,881.58","-4,763,114.83","-35,889,992.19","-21,836,523.85","16,517,247.18","-17,218,374.99","-17,556,045.98"
分配股利、利润或偿还利息支付的现金,"927,323.33","5,894,939.02","1,615,018.30","593,972.68","961,362.70","1,726,302.48","112,112.23","18,506,958.61","19,285,729.44","22,016,188.61",,"983,333.00","20,161,409.30","22,389,666.34","825,000.01","5,423,156.32","6,295,489.66","6,972,083.36","108,166.66","276,833.32","331,833.32","493,166.65",,"4,019,041.36","4,019,041.36","4,046,317.50","11,962.50","16,773,393.33","16,773,393.33","16,773,393.33",,"5,024,997.82"
收回投资收到的现金,,,,,,,,,,,,,,,"1,500,000.00","3,500,000.00","5,000,000.00",,"3,850,000.00","5,030,817.37","15,500,817.37",,,,,,"1,500,000.00","21,500,000.00","21,500,000.00","21,500,000.00",,
支付其他与筹资活动有关的现金,,"1,503,310.00","475,905.50",,,"93,771,184.94",,,"90,000.00","104,893,179.33","50,000,000.00",,,"92,950,000.00","4,390,030.00","24,424,627.75","24,424,627.75","24,424,592.75","3,850,000.00",,,"500,000.00",,,,,,,,"877,998.30",,
取得投资收益收到的现金,,,,,,,,,,,,,,,,"37,983.49","74,791.49",,"9,123.00","205,998.00","205,998.00",,"1,000,000.00","1,000,000.00","2,000,000.00","2,000,000.00","1,210,000.00","1,710,000.00","1,710,000.00","1,710,000.00",,
筹资活动现金流出小计,"47,357,323.33","31,123,949.02","42,900,923.80","3,593,972.68","13,961,362.70","150,997,487.42","16,112,112.23","34,506,958.61","35,375,729.44","197,909,367.94","50,000,000.00","90,183,333.00","109,361,409.30","145,339,666.34","5,215,030.01","29,847,784.07","60,720,117.41","81,396,676.11","3,958,166.66","276,833.32","10,331,833.32","10,993,166.65",,"4,019,041.36","4,019,041.36","5,246,317.50","11,962.50","17,773,393.33","17,773,393.33","18,651,391.63",,"5,024,997.82"
处置固定资产、无形资产和其他长期资产收回的现金净额,"35,000.00",,"255,788.00","62,000.00","62,000.00","62,000.00",,,,"38,000.00",,,,,,,,,"245,097.44","362,057.51","362,057.51",,"67,039.99","27,139.99","27,739.99","63,513,333.41","39,900,820.00","39,901,270.00","39,902,870.00","39,974,870.00","5,115.24","180,534.68"
筹资活动产生的现金流量净额,"-317,323.33","8,751,750.98","-4,590,923.80","11,406,027.32","6,038,637.30","369,740,691.91","-16,112,112.23","-9,506,958.61","19,624,270.56","-53,709,367.94","-50,000,000.00","-60,183,333.00","-79,361,409.30","-65,339,666.34","-5,215,030.01","-29,347,784.07","-50,220,117.41","-70,896,676.11","-3,958,166.66","-276,833.32","-3,471,833.32","148,560.60","2,450,000.00","-369,041.36","-369,041.36","-596,317.50","-11,962.50","-17,773,393.33","-17,773,393.33","-18,651,391.63","490,000.00","-4,534,997.82"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,"10,000,000.00",,"9,287,727.20",,,,,,,,,,
四、汇率变动对现金的影响,-214.35,-7.15,,,,,,,,,,,,0.83,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,"262,113.60","6,344,393.52","418,315.00","3,341,276.00","505,249.20","1,554,569.02","2,118,960.22","3,623,256.70","1,554,569.02",,"12,179,324.09","12,179,324.09","10,624,755.07","16,731.30",,,"3,005,528.83",,,,"5,598,696.45",,"1,276,979.68","1,276,979.68","1,276,979.68","2,824,670.32","42,824,670.32","42,824,670.32","2,824,670.32",,"25,506,966.08"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"35,000.00","262,113.60","6,600,181.52","480,315.00","3,403,276.00","567,249.20","1,554,569.02","2,118,960.22","3,623,256.70","1,592,569.02",,"12,179,324.09","12,179,324.09","10,624,755.07","1,516,731.30","3,537,983.49","5,074,791.49","3,005,528.83","4,104,220.44","15,598,872.88","16,068,872.88","14,886,423.65","1,067,039.99","2,304,119.67","3,304,719.67","66,790,313.09","45,435,490.32","105,935,940.32","105,937,540.32","66,009,540.32","5,115.24","25,687,500.76"
五、现金及现金等价物净增加额,"26,763,540.90","24,897,690.54","71,038,772.54","-14,999,435.37","-25,331,350.36","345,834,257.71","-75,004,662.14","-122,039,769.89","-92,194,236.94","-126,967,045.53","-101,918,866.77","-150,330,453.74","-184,309,825.94","-137,960,720.18","-13,010,572.97","-73,333,981.23","-84,432,897.50","-31,078,699.69","-61,361,653.73","-44,476,649.80","-68,550,571.92","-19,882,539.62","-10,859,677.69","-35,929,119.40","-9,316,552.30","99,652,356.45","40,649,472.82","11,862,921.03","23,810,444.11","41,204,143.41","-16,818,915.29","-17,583,238.16"
购建固定资产、无形资产和其他长期资产支付的现金,"2,641,300.62","4,457,331.43","2,679,958.91","1,010,444.57","1,598,127.77","1,932,211.99","2,526,775.60","70,164,773.18","70,448,279.18","85,672,249.12","690,110.00","2,787,587.50","10,000,984.67","39,454,783.22","2,554,558.81","8,157,525.94","10,600,859.57","34,472,888.71","7,615,194.98","14,409,339.98","19,701,260.96","23,578,078.62","330,594.73","802,080.41","1,189,212.63","3,088,850.40","10,940.17","286,028.17","314,161.51","1,250,015.78","31,335.54","561,512.32"
期初现金及现金等价物余额,"26,824,298.06","53,587,838.96","78,485,529.50","149,524,302.04","149,524,302.04","149,524,302.04","495,358,559.75","495,358,559.75","495,358,559.75","495,358,559.75","379,016,269.29","366,836,945.20","366,836,945.20","368,391,514.22","233,436,322.87","233,436,322.87","233,436,322.87","230,430,794.04","204,943,589.68","204,943,589.68","204,943,589.68","199,352,094.35","179,469,554.73","179,469,554.73","179,469,554.73","179,469,554.73","279,121,911.18","279,121,911.18","279,121,911.18","279,121,911.18","320,326,054.59","320,326,054.59"
投资支付的现金,,,,,,,,,,,,,,,"8,500,000.00","8,500,000.00","8,500,000.00",,,"4,500,000.00","26,000,000.00","22,520,000.00",,"4,000,000.00","4,000,000.00","4,000,000.00",,,,,,
期末现金及现金等价物余额,"53,587,838.96","78,485,529.50","149,524,302.04","134,524,866.67","124,192,951.68","495,358,559.75","420,353,897.61","373,318,789.86","403,164,322.81","368,391,514.22","277,097,402.52","216,506,491.46","182,527,119.26","230,430,794.04","220,425,749.90","160,102,341.64","149,003,425.37","199,352,094.35","143,581,935.95","160,466,939.88","136,393,017.76","179,469,554.73","168,609,877.04","143,540,435.33","170,153,002.43","279,121,911.18","319,771,384.00","290,984,832.21","302,932,355.29","320,326,054.59","303,507,139.30","302,742,816.43"
