科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"42,513,095.88","198,509,647.40","256,328,692.33","67,693,487.13","47,147,478.78","173,016,719.64","82,679,293.45","85,221,080.09","225,771,598.20","583,080,735.61","799,581,382.66","602,759,635.46","705,996,839.89","411,004,249.35","458,598,945.00","346,020,650.51","489,941,298.84","408,834,085.35","280,507,378.01","301,410,878.30","170,402,397.50","146,437,041.60","185,786,763.85","334,472,386.41","108,195,724.17","313,486,232.63","278,157,091.17","263,175,506.94","167,865,609.68","131,454,402.77","271,662,435.12","273,715,804.86","336,224,393.22","352,860,896.67","264,339,785.13","324,654,379.92","359,035,021.32","597,605,308.06","329,619,818.51","138,185,321.96","238,600,765.26","162,153,800.12","195,597,175.54","206,782,403.78","309,924,085.53","295,099,499.30","253,650,145.94","404,173,358.30","517,854,342.82"
短期借款,"238,899,858.82","410,899,858.82","458,100,000.00","382,100,000.00","431,100,000.00","580,000,000.00","472,000,000.00","622,000,000.00","622,000,000.00","602,000,000.00","552,000,000.00","602,000,000.00","602,000,000.00","528,000,000.00","565,000,000.00","608,000,000.00","708,000,000.00","713,000,000.00","854,000,000.00","1,036,377,625.33","1,057,481,257.46","1,102,775,193.34","1,224,019,583.85","1,324,200,000.00","1,205,000,000.00","1,568,000,000.00","1,534,350,000.00","1,280,200,000.00","1,299,500,000.00","1,272,200,000.00","1,324,700,000.00","1,296,243,171.90","1,456,100,000.00","1,329,100,000.00","1,261,980,000.00","1,489,185,456.75","1,082,100,000.00","1,221,610,000.00","1,396,610,000.00","1,239,900,000.00","1,312,500,000.00","1,269,315,400.00","1,379,215,043.17","1,224,686,586.07","1,338,606,975.97","1,669,517,447.93","1,558,803,468.38","1,408,738,665.27","1,210,175,247.11"
交易性金融资产,"31,665,600.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"38,162,846.25","39,289,874.38","59,811,406.47","136,486,705.08","129,022,266.40","138,604,050.58","26,320,511.78","41,615,033.05","42,739,310.80","83,795,070.54","83,215,687.95","102,252,102.76","100,883,784.39","130,304,849.57","73,854,296.30","114,979,130.32","148,587,273.62","151,229,753.62","220,453,150.38","255,178,461.45","247,343,828.41","214,348,287.69","267,802,371.05","233,187,142.05","161,450,013.33","254,303,004.20","306,097,562.64","353,845,750.39","223,699,876.50","319,125,580.88","397,350,503.44","416,315,485.64","440,126,021.90","371,416,218.43","253,197,170.04","390,570,410.50","327,488,364.50","356,775,780.78","411,178,850.42","352,207,994.98","351,732,507.82","618,463,950.35","810,310,989.75","600,902,912.77","669,605,813.92","790,672,599.58","664,013,502.74",,"697,307,674.77"
应付票据,,,,,,,,,"3,684,260.00","61,452,600.00","123,120,200.00","163,013,457.88","110,790,257.88","27,007,709.00","61,949,703.02","56,186,716.02","80,303,500.00","121,178,927.99","111,374,233.43","140,255,006.44","142,353,323.00","75,040,000.00","110,804,500.00","138,864,500.00","180,224,500.00","148,874,500.00","106,064,500.00","217,660,000.00","223,660,000.00","197,452,000.00","365,077,000.00","368,212,800.00","479,212,800.00","485,434,720.00","306,294,720.00","335,933,579.20","335,123,629.20","315,750,033.54","271,688,594.07","37,392,685.91","87,546,423.27","75,683,665.21","199,620,499.03","223,712,375.59","197,940,890.59","324,128,823.19",,"412,630,000.00",
应收账款,"231,516,839.34","176,507,606.14","157,839,289.56","136,763,471.51","191,896,129.77","188,486,494.67","198,893,207.21","166,995,094.58","236,877,151.96","162,949,135.70","224,552,173.45","154,718,390.46","180,139,008.87","144,774,657.76","167,111,173.69","135,898,518.08","238,528,891.71","223,363,213.62","220,119,304.34","167,062,711.90","229,064,116.77","287,442,794.97","275,607,826.58","176,166,555.61","330,808,225.50","283,045,800.86","271,261,808.04","176,096,377.19","328,283,717.96","305,045,001.40","377,964,455.17","213,748,684.66","368,952,978.26","324,953,734.16","381,748,305.98","247,637,096.14","364,869,115.49","342,709,017.65","327,324,299.09","196,150,369.19","260,157,250.47","213,323,079.50","208,511,324.21","139,616,694.59","274,877,708.61","230,247,111.18","296,618,476.44",,"346,132,820.15"
应付账款,"102,069,507.68","86,876,821.16","69,388,668.71","77,088,467.37","74,609,823.21","74,679,150.83","95,697,187.70","120,079,399.55","134,370,584.18","108,224,596.04","150,495,641.49","172,704,431.58","185,525,682.10","320,452,255.99","434,235,174.33","455,492,174.17","469,044,775.20","470,036,885.51","538,397,309.44","774,980,295.03","773,818,372.04","827,174,940.85","926,040,410.66","956,534,930.29","963,389,543.24","848,206,025.23","825,169,960.08","934,394,238.46","872,314,861.85","829,015,928.52","910,989,187.89","684,565,833.37","680,917,338.05","632,466,521.37","697,228,983.05","649,112,802.70","612,883,394.51","584,001,490.33","534,578,550.28","574,766,127.50","573,975,318.10","630,199,516.99","575,828,503.84","676,643,282.01","798,518,951.99","716,469,511.24",,"767,236,492.07",
预付款项,"94,513,031.29","71,739,137.68","78,457,609.81","70,396,242.46","74,768,335.54","110,341,564.21","135,572,296.63","146,008,058.79","144,559,088.34","167,152,568.90","145,803,908.57","596,393,571.77","628,676,056.60","558,445,909.87","678,322,899.73","496,064,368.92","462,278,051.25","459,364,703.06","538,752,986.72","85,813,417.52","146,915,048.32","139,234,039.62","107,931,560.57","231,462,126.26","190,939,837.06","169,554,585.17","182,393,033.56","144,716,242.49","170,358,356.40","75,371,663.25","93,250,521.86","63,332,253.04","68,092,842.36","92,234,447.90","52,910,451.53","47,255,132.49","59,967,249.48","72,002,072.98","70,888,179.46","85,588,946.77","73,736,095.34","66,101,903.00","88,888,693.85","104,811,045.09","103,890,810.19","76,355,446.14","138,523,235.73","137,099,754.75","201,889,392.52"
预收款项,"7,350,760.33","6,702,917.49","13,099,481.93","11,091,344.86","10,667,509.09","15,236,378.94","22,236,682.01","16,729,654.02","23,957,547.83","5,273,715.79","16,428,464.81","46,066,980.15","45,628,057.68","35,652,617.58","26,563,611.63","25,407,283.71","46,384,981.72","23,274,784.56","59,963,636.72","41,276,978.26","97,502,609.25","89,103,341.88","126,256,817.31","124,284,072.89","85,700,280.23","123,722,980.63","167,709,515.15","113,633,280.57","84,158,669.40","109,008,720.59","106,666,628.49","103,019,433.99","59,198,800.23","74,954,996.46","33,670,939.30","40,374,537.54","47,759,795.50","59,076,121.68","48,575,199.41","185,270,566.06","35,793,685.87","84,881,135.62","155,232,077.01","197,471,217.60","144,906,743.83","45,855,725.06","185,792,091.04","258,470,815.16","240,604,311.04"
