科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"253,297,422.05","276,108,090.82","311,485,204.62","52,508,840.11","137,582,952.78","246,348,369.15","381,313,651.62","71,578,120.62","198,043,741.83","328,209,321.12","463,695,064.13","93,358,738.67","257,448,235.16","439,531,773.54","612,976,593.54","101,213,314.86","283,813,168.72","475,220,265.64","676,209,983.83","121,297,985.79","299,280,636.24","487,061,065.00","697,933,365.07","139,059,570.20","313,059,279.80","471,385,891.84","647,047,212.87","150,619,548.94","321,313,048.34","492,391,490.22","695,124,138.59","126,224,747.99","266,969,603.12","424,908,664.86","610,367,498.27","141,891,104.80"
二、营业利润,"47,905,279.15","41,079,752.59","63,274,329.00","5,776,305.63","19,560,911.19","38,699,459.17","56,366,651.01","8,949,310.29","30,136,331.25","51,796,362.42","73,355,359.84","12,407,095.13","39,945,260.64","71,736,085.13","101,031,227.07","14,106,762.87","49,882,462.39","90,885,129.16","127,634,986.29","19,608,641.93","59,658,312.72","107,518,472.24","147,816,664.72","16,914,229.95","57,475,627.07","94,505,425.44","126,592,086.54","28,635,060.50","71,454,939.35","111,082,736.48","133,684,257.63","15,619,335.89","39,291,314.98","60,545,619.75","79,361,287.54","18,034,385.87"
减:营业成本,"196,713,979.51","210,593,613.32","208,298,570.30","39,351,388.75","102,323,199.03","182,303,918.97","282,846,324.77","55,061,144.03","145,479,149.79","242,924,417.27","341,664,364.95","71,696,231.67","192,971,558.83","325,774,841.43","451,690,781.51","73,754,136.35","201,986,295.28","333,818,066.30","470,472,682.94","85,562,795.74","206,918,531.21","329,456,363.22","456,689,290.29","94,691,452.90","208,694,171.41","311,626,034.68","421,430,325.92","93,597,955.21","196,587,203.83","300,670,899.18","427,261,960.61","81,178,439.37","174,602,671.63","280,646,023.87","399,386,631.36","95,583,552.52"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"937,730.58","1,015,877.36","2,313,487.41","485,593.11","798,069.65","1,368,220.86","2,065,264.82","266,002.86","722,022.22","1,233,625.59","1,965,510.48","274,422.35","847,888.99","1,968,171.96","3,178,010.79","769,152.41","1,623,754.19","2,983,206.79","4,588,564.33","961,968.98","1,966,307.08","3,393,734.24","4,822,312.48","1,605,623.65","2,808,503.12","3,650,718.50","5,575,644.39","1,240,814.63","2,693,023.71","4,429,131.46","10,257,268.52","1,776,062.60","3,390,894.66","5,873,102.57","8,211,000.69","2,056,656.72"
营业外收入,"62,822.78","102,121.28","9,834,197.07","2,730,886.93","3,362,137.64","19,716,277.48","23,490,689.71","544,949.91","1,104,949.91","1,491,581.91","2,709,094.41","18,649.25","108,649.25","650,755.89","1,550,421.89","56,800.00","820,528.03","4,202,896.31","6,142,837.74","92,214.10","8,964,269.02","16,977,426.36","22,625,621.72","7,072,451.26","18,918,602.18","36,909,450.44","42,923,627.61","3,836,955.67","15,582,969.20","22,590,698.19","26,551,356.87","8,552,749.45","13,187,485.95","14,743,173.63","15,983,035.91","1,633,570.99"
销售费用,"9,129,105.81","14,541,362.08","24,641,886.33","3,126,592.61","9,020,075.71","17,035,012.13","25,076,232.38","5,466,282.35","13,438,391.01","22,391,636.31","31,245,358.74","7,600,566.85","18,246,989.35","30,458,699.61","43,258,156.50","8,979,811.35","20,362,385.98","32,146,436.05","50,494,548.69","12,213,838.88","21,200,717.88","33,172,412.64","55,742,091.91","17,471,561.59","27,903,283.16","41,511,856.37","64,374,202.11","19,246,035.58","32,061,609.05","49,345,831.28","74,517,501.85","17,585,942.81","30,988,003.67","50,400,454.81","74,551,618.21","16,707,914.13"
减:营业外支出,"38,574.62","341,510.94","109,750.00","14,970.00","14,970.00","15,470.00","88,206.44","5,000.00","20,500.00","62,000.00","67,600.00","18,187.54","18,687.54","24,135.14","44,236.02","8,400.00","15,000.00","17,500.00","80,613.33","11,348.94","134,885.10","138,220.06","1,252,828.13",324.80,"8,235.53","8,539.74","35,533.02","11,039.71","17,233.68","29,933.68","95,895.70","5,286.88","84,010.74","84,610.74","1,648.00","30,000.00"
管理费用,"2,264,204.59","8,414,381.40","11,201,736.64","3,629,821.38","7,151,838.77","11,494,035.30","20,183,665.22","4,777,437.58","13,490,213.31","18,071,860.85","25,987,343.57","4,861,302.33","10,987,909.24","18,249,134.42","27,930,848.70","6,716,626.59","15,387,100.13","25,465,359.24","39,931,481.80","9,709,389.06","20,476,335.92","34,724,138.10","48,619,520.25","13,659,246.75","25,915,049.67","38,425,708.21","52,948,217.08","12,963,999.86","32,239,461.68","50,125,142.07","71,458,239.60","20,211,095.11","37,138,112.42","55,368,960.84","76,191,213.72","20,153,979.63"
其中:非流动资产处置净损失,,"32,038.71",,,,,,,,,,"4,987.54","4,987.54","10,435.14","27,536.02",,,,,,"115,681.06","-118,016.02","1,232,624.09",324.80,"5,735.53","5,735.53","32,728.81","11,039.71","17,067.43","23,067.43","85,429.45","5,286.88","84,010.74","84,010.74",,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"-53,680.45","389,168.57","790,811.52","139,138.63","-2,851,450.45","-6,122,697.43","-7,427,376.88","-2,942,056.49","-6,170,956.72","-9,262,175.91","-12,613,719.52","-3,687,506.84","-6,063,091.13","-9,058,409.49","-10,887,936.85","-2,410,090.51","-4,349,735.58","-6,712,009.23","-8,637,121.71","-3,512,234.67","-4,815,252.14","-6,630,266.30","-8,250,682.53","-3,058,936.89","-6,661,596.70","-11,402,088.69","-14,986,131.70","-2,591,389.78","-6,055,442.04","-8,732,330.18","-12,314,996.20","-2,417,551.17","-4,178,610.65","-5,943,771.09","-7,716,403.28","-1,677,432.11"
三、利润总额,"47,929,527.31","40,840,362.93","72,998,776.07","8,492,222.56","22,908,078.83","58,400,266.65","79,769,134.28","9,489,260.20","31,220,781.16","53,225,944.33","75,996,854.25","12,407,556.84","40,035,222.35","72,362,705.88","102,537,412.94","14,155,162.87","50,687,990.42","95,070,525.47","133,697,210.70","19,689,507.09","68,487,696.64","124,357,678.54","169,189,458.31","23,986,356.41","76,385,993.72","131,406,336.14","169,480,181.13","32,460,976.46","87,020,674.87","133,643,500.99","160,139,718.80","24,166,798.46","52,394,790.19","75,204,182.64","95,342,675.45","19,637,956.86"
资产减值损失,"-911,447.99","-167,802.04","964,383.42",,"1,580,308.88","1,570,420.15","2,202,890.30",,"948,590.97","948,590.97","2,891,019.16",,"1,673,393.08","1,673,393.08","3,883,745.45",,"503,708.18","503,708.18","3,195,986.40",,"418,298.65","418,298.65","10,490,632.29",,"3,246,619.79","3,246,619.79","11,843,711.12",,"4,429,771.48","4,429,771.48","15,276,674.22",,"4,706,457.91","4,706,457.91","16,537,238.39","-4,035.00"
