科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30
货币资金,"346,510,341.65","468,932,487.81","837,239,831.14","1,088,426,638.69","876,056,213.43","986,458,024.52","905,588,857.74","1,438,683,707.92","1,125,224,623.59","992,410,843.34","1,638,979,301.16","2,070,629,283.47","1,478,755,075.78","1,335,335,737.31","1,349,801,549.52","2,203,602,744.71","1,652,043,677.85","2,530,839,701.41","1,561,745,870.10"
短期借款,"195,000,000.00","210,000,000.00","340,000,000.00","460,000,000.00","460,000,000.00","610,000,000.00","610,000,000.00","432,000,000.00","516,000,000.00","524,000,000.00","624,000,000.00","430,000,000.00","545,000,000.00","645,000,000.00","751,000,000.00","520,000,000.00","520,000,000.00","770,000,000.00","810,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,
交易性金融负债,"271,915,000.00","274,610,000.00","277,305,000.00",,,,,,,,,,,,,,,,
应收票据,"7,930,000.00","11,425,000.00","7,900,000.00","700,000.00","700,000.00","200,000.00",,"4,000,000.00","2,000,000.00","5,000,000.00","4,000,000.00","500,000.00",,"500,000.00","500,000.00","1,560,000.00","14,350,000.00","6,150,000.00","3,150,000.00"
应付票据,"115,211,258.74","67,476,748.08","58,155,762.79","41,304,055.78","44,452,267.44","69,843,030.12","84,343,936.97","79,612,832.74","82,898,376.70","198,106,440.35","224,153,570.93","492,689,782.55","444,568,503.02","305,471,291.50","167,960,813.73","209,287,422.94","180,391,953.73","254,249,110.09","199,304,321.36"
应收账款,"531,944,492.35","608,871,955.03","566,824,932.23","520,695,046.60","491,918,592.21","544,822,876.89","555,712,649.10","1,248,034,452.86","1,041,310,274.14","1,145,711,420.40","1,216,446,899.43","1,639,457,781.29","1,656,256,777.26","1,752,907,813.72","1,878,614,014.92","2,357,472,157.97","1,908,887,718.41","1,792,249,255.69","1,951,377,123.24"
应付账款,"918,973,182.51","986,688,166.91","992,791,447.56","1,060,248,407.15","842,995,953.62","1,206,147,528.77","1,292,580,971.35","2,127,747,393.65","1,832,124,883.68","2,021,409,861.68","2,227,645,682.47","2,625,782,295.52","2,295,100,428.18","2,503,033,954.79","2,473,801,224.23","2,825,194,760.19","2,757,203,666.10","3,185,754,032.94","4,026,769,883.14"
预付款项,"538,676,080.50","571,260,645.64","764,102,871.23","519,933,081.06","617,189,770.29","821,284,461.57","921,026,891.17","572,403,732.12","791,017,227.00","950,237,996.88","1,000,806,572.70","963,771,730.13","1,383,281,668.92","1,403,630,902.23","1,490,687,253.21","901,749,694.84","1,073,372,670.31","789,078,079.51","964,532,796.07"
预收款项,"1,096,900,291.82","1,270,780,954.08","1,438,638,123.18","1,107,793,850.05","1,225,305,696.82","1,422,696,085.33","1,849,197,624.54","1,780,672,951.87","2,383,061,629.72","2,271,980,223.17","2,111,855,420.27","1,820,860,810.13","1,983,817,235.39","2,072,305,779.64","2,431,256,984.51","2,576,194,903.86","2,640,580,226.27","2,724,988,186.07","2,907,080,001.01"
其他应收款,"353,476,368.88","339,657,811.92","412,002,217.63","275,676,963.46","355,923,054.57","383,419,094.17","454,070,165.91","431,547,775.01","533,852,294.97","497,560,695.50","654,950,224.45","656,203,459.09","572,151,651.99","738,403,848.46","808,753,309.91","673,904,605.39","666,003,846.29","699,776,136.23","782,609,013.33"
应付职工薪酬,"51,455,169.96","47,067,196.60","43,092,269.24","106,547,375.34","93,531,262.79","99,196,650.28","98,848,563.76","93,911,536.98","63,483,042.51","54,780,913.38","76,153,989.73","57,616,123.93","41,799,421.38","45,878,098.48","43,230,196.76","52,556,560.57","51,879,088.58","63,469,325.18","55,525,886.35"
应收关联公司款,,,,,,,,,,,,,,,,,,,
应交税费,"87,034,367.04","93,854,019.33","93,242,808.49","116,774,017.16","100,836,795.30","115,770,279.51","125,724,141.04","128,904,434.61","118,997,642.47","135,072,056.39","145,969,684.01","181,010,430.66","170,402,918.72","145,954,943.14","156,965,934.82","172,610,711.71","155,152,539.74","234,444,126.92","236,345,244.15"
应收利息,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,"13,772,225.18","20,169,444.44",,"6,624,999.90","51,705,315.48","56,108,688.70"
应收股利,,,,"23,971,840.00","23,971,840.00",,,,,,,,,,,,,,
应付股利,"20,698,814.71","32,942,805.01","28,005,084.69","21,141,467.58","20,046,631.32","20,046,640.80","20,046,640.80","261,511.82","261,511.82","12,721,215.65","12,721,215.65","12,721,191.35","12,721,191.35","20,046,616.46","20,046,616.46","20,046,640.76","20,046,640.76","27,522,457.37","27,522,457.37"
存货,"1,750,736,924.66","1,864,961,506.18","1,924,353,252.33","1,545,358,921.62","1,571,566,382.31","1,981,815,941.76","2,428,849,576.48","2,189,615,430.31","2,692,417,517.97","2,666,825,186.90","2,672,092,661.63","2,179,172,927.89","2,350,286,745.54","2,754,165,396.88","2,870,164,441.22","2,942,050,068.89","3,015,727,828.71","4,133,075,858.33","4,236,660,395.98"
其他应付款,"301,602,691.69","311,626,438.68","355,939,733.61","222,921,039.14","315,538,838.01","318,549,579.84","240,087,795.48","310,748,309.37","347,273,928.51","299,825,665.03","393,097,222.72","416,547,788.42","484,571,662.78","475,353,880.05","508,458,148.32","463,867,217.09","486,756,472.70","517,766,176.57","586,529,608.11"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,
