科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"45,000,000.00","42,500,000.00","40,000,000.00","20,000,000.00","20,000,000.00","150,000,000.00","20,000,000.00","130,000,000.00","130,000,000.00","100,000,000.00","130,000,000.00","180,000,000.00","180,000,000.00","130,000,000.00","100,000,000.00",,,,
其他流动资产,,,,,,,,,,,,,,,,,,,
其他流动负债,,,,"2,459,000.00","1,229,500.00","1,229,500.00","1,229,500.00","225,000.00",,"225,000.00","225,000.00",,,,,,,,
流动资产合计,"3,529,274,208.04","3,865,109,406.58","4,512,423,104.56","3,974,762,491.43","3,937,325,852.81","4,718,000,398.91","5,265,248,140.40","5,884,285,098.22","6,185,821,937.67","6,257,746,143.02","7,187,275,659.37","7,509,735,181.87","7,440,731,919.49","7,984,943,698.60","8,398,520,568.78","9,080,339,271.80","8,330,385,741.57","9,951,169,031.17","9,500,075,198.72"
流动负债合计,"3,103,790,776.47","3,337,546,328.69","3,667,170,229.56","3,159,189,212.20","3,123,936,945.30","4,013,479,294.65","4,342,059,173.94","5,084,083,971.04","5,474,101,015.41","5,618,121,375.65","5,945,821,785.78","6,217,228,422.56","6,157,981,360.82","6,356,816,789.24","6,672,889,363.27","6,839,758,217.12","6,818,635,587.78","7,829,898,730.62","8,905,186,090.19"
可供出售金融资产,,,,,,,,,,,,,,,,,,,
长期借款,"69,570,000.00","149,570,000.00","229,570,000.00","260,000,000.00","260,000,000.00","180,000,000.00","324,950,554.67","723,591,413.34","812,232,272.01","1,320,000,000.00","2,460,000,000.00","3,495,000,000.00","4,248,000,000.00","5,176,000,000.00","6,114,000,000.00","8,372,100,000.00","8,762,100,000.00","10,321,600,000.00","10,421,600,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,"6,392,302.20","5,716,544.62","6,413,103.28",,"225,000.00",,,,,,,,,,
长期股权投资,"609,322,156.63","622,718,286.48","631,240,491.42","763,801,252.72","764,368,996.66","766,469,914.39","646,475,855.31","646,368,163.41","645,892,735.37","647,475,777.73","580,325,749.48","211,936,626.15","212,880,361.21","214,950,116.48","216,217,362.06","256,859,909.20","258,646,244.09","260,929,095.45","262,895,030.04"
专项应付款,"2,494,000.00","2,494,000.00","2,494,000.00",,,,,,,,,,,,,,"3,280,000.00",,
投资性房地产,"350,718,943.69","347,882,091.85",,"342,208,388.17","339,371,536.33","336,534,684.49","333,697,832.65","330,860,980.81","328,024,128.97","325,187,277.13","322,350,425.29","319,513,573.45","316,676,721.61","313,839,869.77","311,003,017.93","308,166,166.09","305,329,314.25","302,492,462.41","299,655,610.57"
预计负债,,,,,,,,,,,,,,,,,,,
固定资产,"298,399,089.14","278,141,392.35","638,505,819.30","202,714,070.64","196,105,798.13","181,071,777.40","226,802,204.24","447,680,239.90","434,643,931.33","428,328,607.03","430,234,696.25","493,707,291.30","489,546,815.53","479,055,042.64","468,750,451.16","565,962,014.87","565,655,041.56","579,792,405.89","604,720,998.85"
递延所得税负债,"2,109,541.33","2,326,950.32","2,110,504.75","202,980.85","202,980.85","338,301.40","338,301.40","262,178.62",,"262,178.62","262,178.62","157,307.17","157,307.17","157,307.17","157,307.17","157,307.17","157,307.17","157,307.17","157,307.17"
在建工程,"646,832.27","14,624,252.15","695,113.97",,,"9,725,188.43","43,852,381.65",,,,,,,"22,769,193.00","22,769,193.00",,,,
其他非流动负债,,,,,,,,,,,,"225,000.00","225,000.00","225,000.00","225,000.00","225,000.00","225,000.00","3,505,000.00","45,985,000.00"
工程物资,,,,,,,,,,,,,,,,,,,
非流动负债合计,"74,173,541.33","154,390,950.32","234,174,504.75","260,202,980.85","266,595,283.05","186,054,846.02","331,701,959.35","723,853,591.96","812,457,272.01","1,320,262,178.62","2,460,262,178.62","3,495,382,307.17","4,248,382,307.17","5,176,382,307.17","6,114,382,307.17","8,372,482,307.17","8,765,762,307.17","10,325,262,307.17","10,467,742,307.17"
固定资产清理,"-120,000.00",,"57,972.81",,-600.00,,,,,,,,,,,,,,
负债合计,"3,177,964,317.80","3,491,937,279.01","3,901,344,734.31","3,419,392,193.05","3,390,532,228.35","4,199,534,140.67","4,673,761,133.29","5,807,937,563.00","6,286,558,287.42","6,938,383,554.27","8,406,083,964.40","9,712,610,729.73","10,406,363,667.99","11,533,199,096.41","12,787,271,670.44","15,212,240,524.29","15,584,397,894.95","18,155,161,037.79","19,372,928,397.36"
生产性生物资产,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"408,133,010.00","408,133,010.00","408,133,010.00","408,133,010.00","408,133,010.00","408,133,010.00","408,133,010.00","408,133,010.00","408,133,010.00","408,133,010.00","408,133,010.00","408,133,010.00","408,133,010.00","408,133,010.00","408,133,010.00","408,133,010.00","408,133,010.00","408,133,010.00","408,133,010.00"
油气资产,,,,,,,,,,,,,,,,,,,
资本公积,"862,921,384.99","862,921,384.99","862,921,384.99","861,847,274.44","861,847,274.44","861,718,451.43","861,718,451.43","861,718,451.43","861,718,451.43","861,718,451.43","861,718,451.43","861,718,451.43","861,718,451.43","861,755,540.17","861,755,540.17","861,755,540.17","861,755,540.17","861,755,540.17","861,755,540.17"
无形资产,"2,107,987.98","1,818,940.20","1,564,492.42","1,739,566.50","8,298,059.20","51,656,604.67","88,551,745.84","485,709,378.65","690,775,161.78","1,300,765,441.18","2,076,217,510.20","3,569,383,671.72","4,531,026,072.79","5,285,854,938.65","6,249,818,948.38","8,158,738,267.42","9,332,071,803.90","10,406,552,664.19","12,090,492,198.15"
盈余公积,"112,385,966.93","112,385,966.93","112,385,966.93","17,114,639.55","17,114,639.55","17,114,639.55","17,114,639.55","28,176,480.53","29,706,443.49","25,362,014.20","25,362,014.20","38,912,326.42","38,912,326.42","38,912,326.42","38,912,326.42","51,581,599.87","51,581,599.87","51,581,599.87","51,581,599.87"
开发支出,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,
商誉,,"518,181.97","1,227,252.80","26,565.50","26,565.50","26,565.50","26,565.50","26,565.50","26,565.50","26,565.50","26,565.50","26,565.50","26,565.50","26,565.50","26,565.50","26,565.50","26,565.50","26,565.50","26,565.50"
未分配利润,"199,052,556.73","221,344,139.36","236,712,324.16","356,640,510.92","366,510,441.57","401,734,974.67","406,482,397.43","446,725,673.33","457,135,080.68","487,273,694.96","506,392,028.53","529,025,808.13","555,067,902.23","592,945,217.15","620,881,983.82","678,521,047.05","710,466,234.39","759,441,102.33","796,487,420.03"
长期待摊费用,"1,951,625.15","2,422,928.02","3,768,391.15","62,125,959.18","82,289,114.40","104,723,105.57","42,698,937.58","32,489,065.47","32,591,475.12","43,873,864.48","49,057,145.82","57,108,267.55","59,885,145.63","59,545,997.33","67,970,918.99","61,120,930.07","58,227,438.97","49,306,939.18","54,777,744.58"
少数股东权益,"53,071,562.14","53,991,928.65","286,934,048.87","291,705,925.32","291,174,178.82","292,029,303.84","291,503,523.39","289,230,141.91","288,618,493.02","288,136,263.35","435,755,009.29","612,446,667.77","770,207,385.15","912,422,146.16","995,895,535.68","1,222,617,089.43","1,223,327,450.59","1,315,338,986.49","1,315,691,371.50"
递延所得税资产,"7,148,801.28","7,001,038.94","7,184,821.54","7,455,259.14","7,526,449.70","12,056,280.80","11,359,491.92","14,501,828.24","14,093,830.30","14,106,791.87","23,829,154.51","17,425,961.43","21,177,156.36","20,940,956.22","21,279,460.64","21,329,484.01","21,473,321.74","24,324,603.23","26,421,080.55"
外币报表折算价差,,,,,,,,,,"6,101.50","13,457.10",,,777.00,"-15,762.41","21,538.85","34,080.17","-42,169.95","-800,684.09"
其他非流动资产,"14,079,154.41","10,477,190.40","11,764,009.29",,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,
非流动资产合计,"1,284,254,590.55","1,285,604,302.36","1,296,008,364.70","1,380,071,061.85","1,397,985,919.92","1,462,264,121.25","1,393,465,014.69","1,957,636,221.98","2,146,047,828.37","2,759,764,324.92","3,482,041,247.05","4,669,101,957.10","5,631,218,838.63","6,396,982,679.59","7,357,835,917.66","9,372,203,337.16","10,541,429,730.01","11,623,424,735.85","13,338,989,228.24"
所有者权益(或股东权益)合计,"1,635,564,480.79","1,658,776,429.93","1,907,086,734.95","1,935,441,360.23","1,944,779,544.38","1,980,730,379.49","1,984,952,021.80","2,033,983,757.20","2,045,311,478.62","2,079,126,913.67","2,263,232,942.02","2,466,226,409.24","2,665,587,090.13","2,848,727,281.78","2,969,084,816.00","3,240,302,084.67","3,287,417,576.63","3,419,432,729.23","3,466,136,029.60"
资产总计,"4,813,528,798.59","5,150,713,708.94","5,808,431,469.26","5,354,833,553.28","5,335,311,772.73","6,180,264,520.16","6,658,713,155.09","7,841,921,320.20","8,331,869,766.04","9,017,510,467.94","10,669,316,906.42","12,178,837,138.97","13,071,950,758.12","14,381,926,378.19","15,756,356,486.44","18,452,542,608.96","18,871,815,471.58","21,574,593,767.02","22,839,064,426.96"
负债和所有者(或股东权益)合计,"4,813,528,798.59","5,150,713,708.94","5,808,431,469.26","5,354,833,553.28","5,335,311,772.73","6,180,264,520.16","6,658,713,155.09","7,841,921,320.20","8,331,869,766.04","9,017,510,467.94","10,669,316,906.42","12,178,837,138.97","13,071,950,758.12","14,381,926,378.19","15,756,356,486.44","18,452,542,608.96","18,871,815,471.58","21,574,593,767.02","22,839,064,426.96"
