科目,2014-12-31,2015-12-31,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"7,486,844.99","82,216,580.20","49,420,619.47","764,487,380.29","187,139,356.21","230,034,506.26","634,453,807.69","55,985,238.28","288,891,970.60","146,514,650.53","581,836,386.77","263,416,857.66"
短期借款,"390,000,000.00","413,900,000.00","395,000,000.00","405,000,000.00","359,000,000.00","376,500,000.00","390,000,000.00","442,900,000.00","478,900,000.00","482,900,000.00","533,900,000.00","590,400,000.00"
交易性金融资产,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,
应收票据,"18,770,000.00","95,974,963.96","83,118,275.00","124,266,230.21","205,176,717.18","51,670,140.31","142,852,581.42","67,849,515.11","139,775,321.32","67,485,416.08","84,866,945.00","90,168,202.54"
应付票据,"2,000,000.00","31,198,600.00","42,138,000.00","37,500,000.00","17,500,000.00","30,000,000.00","90,000,000.00","93,000,000.00","83,000,000.00",,"144,000,000.00",
应收账款,"149,789,996.37","113,275,394.78","128,152,954.69","184,537,736.32","185,749,380.58","193,291,982.40","218,708,170.46","277,417,866.66","174,858,986.18","226,467,567.96","228,462,250.49","331,954,200.60"
应付账款,"131,245,373.03","76,088,020.31","208,234,614.17","207,608,403.99","185,749,943.25","206,362,951.11","207,779,589.56","251,179,020.04","209,320,235.59",,"246,019,568.18",
预付款项,"46,876,868.62","19,246,820.55","77,092,063.89","89,244,120.22","49,629,352.83","162,968,352.08","153,589,519.27","154,669,785.17","103,166,584.46","177,262,800.44","122,494,787.37","124,288,526.15"
预收款项,"4,446,989.18","3,045,407.73","20,867,459.74","17,870,491.80","16,797,733.38","21,437,592.68","18,102,950.59","18,579,068.05","39,047,570.42","19,825,903.10","17,361,421.87","27,017,712.98"
其他应收款,"3,725,978.69","1,577,264.79","1,302,447.31","1,579,473.12","1,553,359.08","3,492,181.31","3,119,338.91","5,044,941.43","5,032,757.85","5,228,101.46","5,343,814.68","5,478,134.79"
应付职工薪酬,"40,552,616.45","41,470,581.10","68,399,625.31","64,389,874.47","51,885,704.50","56,627,001.73","70,591,612.39","71,289,605.49","62,356,040.16","66,048,449.94","64,843,180.65","67,857,922.40"
应收关联公司款,,,,,,,,,,,,
应交税费,"28,519,204.67","15,329,836.21","24,320,807.78","24,986,217.95","22,338,974.68","17,848,340.48","28,421,606.49","30,124,204.23","20,856,722.18","16,213,094.98","23,477,830.22","32,971,719.34"
应收利息,,,,,,,,,,,,
应付利息,"741,216.66","608,164.02","483,713.96","510,297.29","451,491.71","463,855.85","480,916.67","542,420.83","668,883.11","759,541.17","862,269.75","959,885.26"
应收股利,,,,,,,,,,,,
应付股利,,,,,,,,,,,,
存货,"165,720,933.61","107,633,383.26","232,839,299.70","240,762,965.74","205,537,491.82","266,987,715.24","268,176,294.66","332,392,456.75","256,313,728.18","292,048,114.81","255,581,073.78","279,200,388.00"
其他应付款,"3,766,971.30","2,580,262.74","2,885,133.53","7,139,410.17","4,697,238.16","4,325,516.89","3,474,108.40","3,580,507.30","7,566,215.80","8,489,012.00","3,882,999.05","5,628,559.25"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,"19,000,000.00","19,600,000.00"
其他流动资产,"19,949,015.04","13,973,571.63","16,932,690.81","5,470,651.48","476,710,930.83","473,668,196.37","85,480,010.35","617,500,788.59","413,584,283.18","556,387,932.47","102,026,477.59","424,614,441.83"
其他流动负债,,,,,,,,,,,,
流动资产合计,"412,319,637.32","433,897,979.17","588,858,350.87","1,410,348,557.38","1,311,496,588.53","1,382,113,073.97","1,506,379,722.76","1,510,860,591.99","1,381,623,631.77","1,471,394,583.75","1,380,611,735.68","1,519,120,751.57"
流动负债合计,"601,272,371.29","584,220,872.11","762,329,354.49","765,004,695.67","658,421,085.68","713,565,258.74","808,850,784.10","911,194,825.94","901,715,667.26","1,004,899,592.99","1,052,484,999.97","1,217,208,918.68"
可供出售金融资产,,,,,,,,,,,,
长期借款,,,,,,,,,"35,000,000.00","81,000,000.00","78,000,000.00","105,400,000.00"
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,
预计负债,,,,,,,,,,,,
固定资产,"596,542,853.38","541,634,477.10","646,581,077.58","647,539,951.61","655,314,951.94","694,543,800.19","720,971,888.24","710,021,699.50","696,503,754.18","693,443,585.44","698,121,113.81","774,494,361.57"
递延所得税负债,,,,,,,,,,,,
在建工程,"22,031,920.18","57,947,572.58","124,081,526.59","101,384,528.50","98,619,635.62","52,536,197.44","30,456,387.86","60,603,332.06","143,264,281.92","272,346,426.42","331,352,988.86","355,585,992.30"
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,"21,888,022.55","22,060,832.49","24,852,198.73","25,941,968.55","25,402,838.37","24,863,708.19","32,063,247.21","33,989,216.35","73,743,158.55","153,309,996.72","174,887,180.77","221,308,269.51"
固定资产清理,,,,,,,,,,,,
负债合计,"623,160,393.84","606,281,704.60","787,181,553.22","790,946,664.22","683,823,924.05","738,428,966.93","840,914,031.31","945,184,042.29","975,458,825.81","1,158,209,589.71","1,227,372,180.74","1,438,517,188.19"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"153,000,000.00","153,000,000.00","153,000,000.00","204,000,000.00","204,000,000.00","204,000,000.00","204,000,000.00","204,000,000.00","204,000,000.00","204,000,000.00","204,000,000.00","204,000,000.00"
油气资产,,,,,,,,,,,,
资本公积,"63,598,994.48","63,598,994.48","63,598,994.48","796,637,862.40","796,637,862.40","796,637,862.40","796,637,862.40","796,637,862.40","796,637,862.40","796,637,862.40","796,637,862.40","796,637,862.40"
无形资产,"98,313,879.39","105,441,700.56","116,778,295.15","116,504,910.54","115,791,117.67","116,388,365.11","152,498,178.30","151,600,170.48","208,830,986.06","261,221,250.99","316,487,514.83","314,553,466.88"
盈余公积,"31,353,522.24","38,454,858.17","48,415,533.72","48,415,533.72","48,415,533.72","48,415,533.72","56,118,070.95","56,118,070.95","56,118,070.95","56,118,070.95","61,003,310.96","61,003,310.96"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,
商誉,,,,,,,,,,,,
未分配利润,"272,442,860.59","342,514,678.78","480,919,735.75","516,186,900.09","535,081,236.01","569,704,421.09","600,448,238.44","643,105,946.82","618,109,315.43","631,794,887.71","635,072,407.35","669,051,565.40"
长期待摊费用,"2,645,481.65","1,927,434.53","22,965,979.12","20,745,326.12","18,278,889.65","24,269,419.11","21,850,751.40","32,711,244.08","10,582,874.32","17,830,274.91","22,473,491.44","19,038,454.93"
少数股东权益,,,,,,,,,,,,
