科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"26,940,122,899.00","34,515,592,103.00","39,545,096,373.00","40,524,182,406.00","46,043,427,699.00","45,820,528,072.57","57,391,225,880.00","64,020,648,624.83","73,072,761,524.00","60,356,861,060.00","63,160,635,143.00","67,203,394,792.00","85,487,115,161.00","87,909,411,661.99","79,928,302,881.00","74,923,250,824.47","78,039,806,809.00","69,911,364,231.12","80,471,027,100.00","100,201,668,027.00","98,077,192,457.00","89,249,385,100.67","88,106,056,061.00","80,620,641,308.00","114,637,221,037.00","95,988,099,363.00","106,313,764,433.00","98,055,193,604.00"
短期借款,"30,025,951,625.00","24,360,199,479.00","28,392,794,264.00","38,658,738,715.00","42,940,547,516.00","44,569,045,773.87","63,282,317,369.00","60,908,452,779.64","52,745,304,953.00","56,355,298,505.00","60,393,006,573.00","63,897,138,334.00","64,876,297,102.00","75,907,322,265.99","85,205,914,387.00","83,719,339,050.77","68,124,750,265.00","67,587,735,457.74","74,158,552,588.00","77,982,963,145.00","61,060,701,257.00","68,877,996,636.42","65,339,944,169.00","62,120,206,191.00","63,629,618,510.00","61,397,487,985.00","74,091,005,342.00","81,830,428,489.00"
交易性金融资产,"1,431,260,919.00","115,743,359.00","114,841,442.00","117,083,002.00","110,473,539.00","88,304,933.07","45,008,566.00","39,869,997.06","85,453,093.00","83,334,437.00","78,347,359.00","128,571,218.00","311,958,269.00","233,266,684.27","195,631,950.00","217,076,083.29","197,223,028.00","244,183,213.97","215,940,590.00","211,327,250.00","151,695,393.00","132,440,456.79","155,476,279.00","202,810,101.00","497,388,014.00","2,890,740,402.00","3,268,297,720.00","569,764,451.00"
交易性金融负债,"725,166,797.00","77,499,056.00","71,389,088.00","71,476,405.00","58,285,724.00","53,490,385.53","38,248,547.00","33,802,585.60","27,594,390.00","40,891,102.00","35,069,217.00","33,162,751.00","10,585,860.00","27,265,233.83","40,587,946.00","28,664,181.51","48,399,487.00","36,118,889.31","14,675,264.00","47,693,732.00","134,058,884.00","117,643,236.37","131,302,995.00","125,687,188.00","16,107,817.00","18,542,659.00","7,789,797.00","5,767,672.00"
应收票据,"1,764,712,577.00","773,435,041.00","1,600,597,720.00","1,016,430,281.00","2,224,634,370.00","1,720,722,331.28","1,826,752,651.00","1,262,819,003.08","2,167,424,323.00","1,670,216,046.00","1,960,625,165.00","2,444,818,372.00","2,919,500,422.00","2,357,737,417.35","1,991,117,287.00","1,374,228,907.61","2,772,093,781.00","2,191,315,356.23","1,936,524,044.00","2,268,656,870.00","2,436,251,424.00","2,247,202,239.02","1,842,313,309.00","1,781,081,773.00","2,853,752,258.00","2,315,599,946.00","1,938,615,783.00","2,776,337,291.00"
应付票据,"6,055,429,918.00","5,046,477,400.00","5,649,026,939.00","5,965,280,241.00","5,333,419,781.00","4,897,164,902.66","4,925,402,274.00","6,001,054,673.27","6,797,854,337.00","8,673,236,276.00","8,512,521,248.00","7,853,469,853.00","9,454,450,513.00","10,224,223,994.61","10,237,358,728.00","12,321,190,667.76","14,167,497,153.00","13,915,972,131.21","11,938,892,446.00","11,716,827,183.00","13,150,098,875.00","13,618,016,013.11","12,674,440,989.00","12,496,343,012.00","14,446,553,283.00","14,376,998,320.00","13,963,823,710.00","15,718,185,821.00"
应收账款,"32,769,915,693.00","37,825,445,063.00","47,087,817,548.00","54,248,617,677.00","50,674,162,716.00","51,056,502,600.17","52,608,085,648.00","53,392,845,789.00","52,273,037,325.00","50,251,813,871.00","58,228,079,986.00","60,293,513,692.00","58,736,889,290.00","59,363,633,209.36","62,294,391,466.00","62,593,123,888.85","59,953,717,597.00","57,824,763,333.58","68,800,271,818.00","71,088,208,416.00","63,845,777,577.00","75,506,308,776.45","72,722,683,074.00","81,793,405,601.00","83,436,913,111.00","82,694,280,244.00","88,058,347,070.00","91,356,958,202.00"
应付账款,"43,626,488,560.00","53,856,633,956.00","72,926,075,261.00","83,045,619,130.00","90,356,556,550.00","85,845,323,107.04","90,853,424,820.00","92,312,798,142.91","99,432,948,401.00","85,910,868,046.00","100,741,610,227.00","109,876,914,384.00","116,965,600,396.00","99,654,962,637.25","115,685,422,428.00","117,417,997,012.99","128,706,365,269.00","113,291,457,023.73","130,331,194,569.00","136,375,965,517.00","143,128,768,405.00","126,083,193,140.11","145,044,134,444.00","156,466,542,052.00","173,347,748,673.00","155,417,549,307.00","176,732,428,699.00","184,314,797,462.00"
预付款项,"13,352,884,720.00","11,903,903,347.00","13,589,812,743.00","14,958,254,201.00","13,053,820,670.00","14,473,336,888.05","13,509,378,766.00","14,629,026,940.76","13,395,780,523.00","13,941,609,975.00","15,170,548,334.00","14,373,652,937.00","13,482,076,501.00","12,794,630,514.94","18,156,130,153.00","20,782,613,558.65","16,319,644,761.00","22,849,532,080.65","20,519,745,583.00","21,891,428,700.00","19,408,756,832.00","22,254,923,354.64","19,125,105,774.00","23,322,499,174.00","17,912,450,727.00","21,540,145,241.00","19,753,175,212.00","18,370,973,292.00"
预收款项,"41,229,348,768.00","47,032,725,552.00","52,682,654,962.00","54,590,137,513.00","47,292,658,209.00","54,125,159,288.45","54,159,126,600.00","58,161,778,824.26","52,583,579,806.00","57,444,986,029.00","61,135,188,602.00","57,620,415,480.00","58,131,585,784.00","70,089,807,380.04","69,609,156,307.00","70,484,291,592.35","70,304,481,031.00","79,277,766,572.99","86,091,043,516.00","85,962,740,045.00","82,444,477,241.00","96,313,647,603.57","79,258,735,488.00","83,420,762,130.00","83,719,426,831.00","93,785,627,736.00","103,815,705,373.00","103,370,475,665.00"
