科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"367,951,000.00","1,002,486,000.00","1,515,191,000.00","1,735,550,000.00","179,558,000.00","339,382,000.00","526,863,000.00","956,386,000.00","431,655,000.00","1,387,530,000.00","2,476,390,000.00","2,994,670,000.00","287,780,000.00","502,192,000.00","606,501,000.00","802,505,000.00","129,940,000.00","429,734,000.00","676,785,000.00","922,642,000.00","120,682,000.00","214,520,000.00","409,448,000.00","630,396,000.00","278,085,000.00","560,008,000.00","873,389,000.00","1,101,609,000.00","192,560,000.00","564,413,000.00","771,778,000.00","830,525,000.00","110,433,000.00","278,462,000.00","421,508,000.00","520,557,000.00","115,969,000.00","249,745,000.00","442,203,000.00","722,139,000.00","206,105,000.00","364,749,000.00","459,470,000.00","531,542,000.00","94,874,000.00"
取得子公司及其他营业单位支付的现金净额,,"-5,386,000.00","-5,386,000.00","-5,386,000.00",,,"-11,000.00","13,989,000.00",,,,,,,,"38,615,000.00","69,800,000.00",,,"69,800,000.00",,"16,190,000.00","16,190,000.00","16,190,000.00",,,"63,610,000.00","504,360,000.00","608,581,000.00","944,048,000.00","1,561,480,000.00","1,209,651,000.00",,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,,,"10,000.00",,,,,,,,,,"6,097,000.00",,,"3,000.00","3,000.00",,,"3,000.00","10,000.00",,,,,,,,,,
支付其他与投资活动有关的现金,,,,"142,000.00",,,,,,,,,,,,,"137,000.00",,,,,,,"234,040,000.00","3,750,000.00","6,300,000.00",,,"180,288,000.00","2,910,000.00","2,906,000.00","475,261,000.00","166,801,000.00","233,442,000.00","233,442,000.00","250,000,000.00",,,,"900,000.00",,"106,687,000.00",,"81,309,000.00",
收到其他与经营活动有关的现金,"9,495,000.00","109,169,000.00","379,551,000.00","627,701,000.00","199,341,000.00","272,630,000.00","282,930,000.00","307,376,000.00","27,884,000.00","83,269,000.00","90,707,000.00","198,327,000.00","236,700,000.00","145,371,000.00","176,035,000.00","1,032,591,000.00","86,809,000.00","311,843,000.00","444,673,000.00","427,736,000.00","301,318,000.00","1,067,777,000.00","1,131,329,000.00","170,748,000.00","13,211,000.00","145,577,000.00","3,349,927,000.00","64,887,000.00","47,278,000.00","92,609,000.00","102,544,000.00","284,007,000.00","19,869,000.00","54,896,000.00","72,897,000.00","86,930,000.00","2,941,000.00","143,858,000.00","227,008,000.00","10,566,000.00","16,717,000.00","31,925,000.00","40,650,000.00","18,030,000.00","8,304,000.00"
投资活动现金流出小计,"16,406,000.00","74,580,000.00","339,334,000.00","393,133,000.00","41,041,000.00","90,241,000.00","125,554,000.00","231,762,000.00","211,357,000.00","256,634,000.00","480,656,000.00","642,299,000.00","6,830,000.00","252,510,000.00","258,400,000.00","388,282,000.00","101,234,000.00","102,278,000.00","118,074,000.00","252,937,000.00","67,166,000.00","168,764,000.00","180,876,000.00","531,663,000.00","276,941,000.00","475,542,000.00","576,601,000.00","962,334,000.00","799,929,000.00","1,011,327,000.00","1,662,670,000.00","1,884,385,000.00","231,159,000.00","362,507,000.00","377,800,000.00","637,061,000.00","9,955,000.00","22,884,000.00","23,719,000.00","10,267,000.00","820,000.00","107,915,000.00","1,228,000.00","105,433,000.00","25,000.00"
经营活动现金流入小计,"377,446,000.00","1,111,655,000.00","1,894,742,000.00","2,363,251,000.00","378,899,000.00","612,012,000.00","809,793,000.00","1,263,762,000.00","459,539,000.00","1,470,799,000.00","2,567,097,000.00","3,192,997,000.00","524,480,000.00","647,563,000.00","782,536,000.00","1,835,096,000.00","216,759,000.00","741,577,000.00","1,121,458,000.00","1,350,378,000.00","422,000,000.00","1,282,297,000.00","1,540,777,000.00","801,144,000.00","291,296,000.00","705,585,000.00","4,229,413,000.00","1,166,496,000.00","239,838,000.00","657,025,000.00","874,325,000.00","1,114,532,000.00","130,302,000.00","333,361,000.00","494,415,000.00","607,487,000.00","118,910,000.00","393,603,000.00","669,211,000.00","732,705,000.00","222,822,000.00","396,674,000.00","500,120,000.00","549,572,000.00","103,178,000.00"
投资活动产生的现金流量净额,"-13,968,000.00","-44,317,000.00","-282,653,000.00","-315,872,000.00","-40,931,000.00","-89,682,000.00","-71,838,000.00","-168,066,000.00","326,719,000.00","165,621,000.00","-49,174,000.00","-65,621,000.00","24,064,000.00","-214,899,000.00","-220,789,000.00","-260,406,000.00","-96,484,000.00","-97,528,000.00","-113,324,000.00","-182,131,000.00","1,859,000.00","-76,739,000.00","-83,851,000.00","521,077,000.00","-249,563,000.00","-320,283,000.00","-556,203,000.00","-466,826,000.00","-799,929,000.00","-1,011,226,000.00","-1,662,392,000.00","-1,883,271,000.00","-98,159,000.00","-176,409,000.00","103,986,000.00","206,898,000.00","-9,955,000.00","-22,282,000.00","-23,112,000.00","-9,642,000.00","194,380,000.00","566,084,000.00","2,417,073,000.00","2,311,216,000.00","-24,000.00"
购买商品、接受劳务支付的现金,"486,048,000.00","774,608,000.00","1,219,190,000.00","1,999,291,000.00","546,590,000.00","788,008,000.00","873,323,000.00","1,076,627,000.00","154,496,000.00","283,271,000.00","436,936,000.00","919,964,000.00","143,500,000.00","211,707,000.00","317,670,000.00","710,887,000.00","178,253,000.00","329,094,000.00","721,214,000.00","624,242,000.00","201,668,000.00","330,696,000.00","643,837,000.00","843,811,000.00","271,385,000.00","481,767,000.00","766,800,000.00","1,059,095,000.00","227,775,000.00","296,013,000.00","373,539,000.00","493,718,000.00","87,217,000.00","137,683,000.00","201,456,000.00","104,898,000.00","66,750,000.00","92,361,000.00","151,358,000.00","124,918,000.00","29,375,000.00","103,206,000.00","163,981,000.00","144,918,000.00","14,428,000.00"
吸收投资收到的现金,,"725,450,000.00","725,452,000.00","725,450,000.00",,,,,"197,550,000.00","252,180,000.00","253,680,000.00","253,680,000.00",,,"10,000,000.00","10,000,000.00",,"4,000,000.00","4,000,000.00","36,075,000.00",,,,,,"2,450,000.00","36,000,000.00","2,450,000.00","102,000,000.00","102,000,000.00","102,000,000.00","1,600,000.00",,,,,,,,,,,,,
