科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"158,926,290.40","230,909,315.04","242,880,568.36","117,053,242.31","158,870,760.79","215,632,442.07","58,658,975.71","107,661,463.28","171,674,132.63","206,681,826.46","54,253,198.46","91,828,176.94","133,875,259.11","165,595,840.20","37,624,007.33","81,069,402.53","117,304,027.56","174,150,345.32","64,444,451.21","102,769,710.56","157,925,170.50","189,462,460.64","60,013,118.84","106,764,573.45","151,981,763.14","219,923,538.99","68,383,108.73","139,008,522.89","202,914,030.98","1,243,185,643.26","154,157,199.57","560,714,385.09","1,082,058,757.75","1,211,221,943.94","367,262,212.18","741,321,821.17","1,178,281,259.14","1,449,743,281.30","543,801,282.89"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"300,000.00",,,,,,,"-25,129,888.07",
收到的税费返还,"1,952,614.33","1,318,183.87","849,735.72","950,346.63","1,255,385.70","1,478,491.45","451,235.50","451,235.50","452,683.05","774,403.23","1,139,242.46","1,172,303.00","2,127,851.62","2,740,710.19","5,727.90","5,727.90","5,727.90","1,745,563.29","747,309.32","747,309.32","1,456,000.74","1,456,000.74",,,"35,860.14","101,805.60","625,561.18","678,045.55","907,902.82","14,593,128.22","267,711.03","8,962,651.69","9,591,292.20","11,398,168.97","1,893,646.71","6,079,706.55","8,639,512.88","9,362,914.61","1,661,102.59"
支付其他与投资活动有关的现金,,,,,,,,,"44,865.90",,,,,"3,232,224.49","3,736,719.70","-3,236,180.89","-3,236,180.89","73,294.20","-1,418,787.49",,,,,"130,000,000.00","130,000,000.00",,,,,"823,406.61","32,522.50","32,522.50","29,522.50",,"2,000,000.00","2,009,270.60","2,007,280.00","5,094,622.65",
收到其他与经营活动有关的现金,"3,317,443.12","4,205,331.96","6,202,505.20","903,733.88","2,963,333.58","6,411,048.69","1,230,115.13","6,371,333.08","10,621,730.26","19,189,963.15","478,695.29","3,126,563.88","4,563,934.91","17,981,469.29","11,330,337.52","12,618,843.79","18,426,475.01","29,100,259.94","3,991,936.27","4,766,240.49","6,458,615.93","12,981,996.38","5,596,187.10","6,814,436.87","19,970,454.14","11,960,583.57","12,935,284.72","12,278,128.30","23,806,309.14","13,582,842.06","50,934,405.46","10,947,625.58","31,256,325.40","33,229,215.34","43,141,657.78","52,915,015.41","94,438,429.48","182,003,688.14","71,606,005.52"
投资活动现金流出小计,"7,285,772.76","14,114,590.70","6,253,454.64","1,217,643.87","1,454,580.87","2,150,386.87","725,410.00","10,597,901.33","17,036,007.21","46,618,984.43","6,928,384.03","16,964,988.55","22,798,218.61","34,217,903.63","39,380,941.37","48,920,156.76","63,734,059.73","86,985,842.17","24,755,943.26","60,409,920.78","70,315,185.70","103,637,127.91","15,915,934.98","162,136,244.39","179,963,753.33","186,206,753.88","9,604,872.48","12,606,264.33","17,771,321.85","101,277,236.48","29,742,153.48","45,094,959.56","107,936,232.91","142,986,135.87","48,292,684.23","63,151,018.15","107,166,755.11","120,791,610.17","264,302,162.95"
经营活动现金流入小计,"164,196,347.85","236,432,830.87","249,932,809.28","118,907,322.82","163,089,480.07","223,521,982.21","60,340,326.34","114,484,031.86","182,748,545.94","226,646,192.84","55,871,136.21","96,127,043.82","140,567,045.64","186,318,019.68","48,960,072.75","93,693,974.22","135,736,230.47","204,996,168.55","69,183,696.80","108,283,260.37","165,839,787.17","203,900,457.76","65,609,305.94","113,579,010.32","171,988,077.42","231,985,928.16","81,943,954.63","151,964,696.74","227,628,242.94","1,271,361,613.54","205,359,316.06","580,624,662.36","1,122,906,375.35","1,255,849,328.25","412,297,516.67","800,316,543.13","1,281,359,201.50","1,641,109,884.05","617,070,239.37"
投资活动产生的现金流量净额,"4,696,347.24","-14,110,900.70","-6,250,650.64","68,694.76","-170,042.24","928,726.76","-725,410.00","-10,553,401.33","-16,989,107.21","-45,419,336.78","-7,374,493.94","-17,415,898.46","-23,248,078.52","-34,668,413.54","-39,380,061.37","-48,919,276.76","-63,722,923.17","-86,975,092.94","-24,755,943.26","-60,409,920.78","-70,312,355.70","-103,634,297.91","-15,896,634.98","-162,116,944.39","-178,518,371.14","-183,562,166.21","-8,502,899.88","-10,300,195.84","115,668,308.28","34,292,901.00","-29,442,102.44","-27,729,059.56","-90,570,332.91","-125,608,735.87","-48,044,244.23","-62,922,826.38","-106,728,025.28","-120,370,962.23","-264,296,402.95"
购买商品、接受劳务支付的现金,"93,001,775.71","144,394,122.31","107,450,226.49","47,972,205.31","77,771,329.89","98,799,880.19","55,884,424.86","88,871,671.69","122,512,359.69","147,317,738.14","25,095,000.04","47,007,205.99","62,171,527.27","90,725,202.86","19,189,300.67","44,389,985.21","67,347,367.45","96,258,182.75","34,841,464.44","58,821,396.95","78,801,068.37","104,424,122.84","24,043,419.55","52,409,585.92","79,089,106.46","101,559,641.91","26,034,721.25","48,558,780.49","78,304,336.91","1,171,809,793.78","153,504,898.77","547,533,648.63","1,072,739,947.70","889,666,268.62","269,125,723.91","480,477,014.41","947,739,005.18","1,194,428,821.78","403,818,913.03"
吸收投资收到的现金,,,,,,"579,510,000.00",,,,,,,,,"19,500,000.00","19,500,000.00","19,987,400.00","19,987,400.00",,,,"22,000,000.00",,,,,,,,"11,000,000.00",,,"2,744,000.00","3,244,000.00",,,,,"410,099,999.65"
支付给职工以及为职工支付的现金,"22,228,681.20","32,910,872.02","40,760,578.77","15,501,040.31","24,814,186.51","36,746,652.31","7,921,209.75","18,166,479.22","27,610,112.69","40,529,278.09","13,701,765.04","22,257,453.45","30,707,907.15","44,550,815.51","10,211,333.01","20,800,311.90","30,442,495.51","46,033,857.04","14,054,608.24","24,927,573.14","35,496,488.63","59,305,140.44","22,408,272.79","33,769,497.00","47,768,270.00","70,102,910.19","28,523,332.10","41,746,915.97","57,776,643.96","164,278,346.59","54,441,665.59","86,753,039.61","133,288,283.60","171,489,471.04","69,487,521.55","109,943,825.97","157,559,574.35","202,958,849.59","84,214,198.52"
取得借款收到的现金,"10,000,000.00","20,000,000.00","20,000,000.00",,,,,,,,,,,,,,,"33,500,000.00",,,,"6,888,395.73","23,820,000.00","46,540,911.50","50,660,911.50","69,950,911.50","10,000,000.00","30,500,000.00","26,000,000.00","442,000,000.00","190,000,000.00","431,600,000.00","531,600,000.00","702,100,000.00","227,000,000.00","442,000,000.00","652,405,837.14","1,002,153,771.74","647,790,000.00"
支付的各项税费,"10,729,250.75","13,755,846.66","25,257,146.66","8,846,307.90","16,336,866.96","24,188,951.88","4,042,747.97","10,649,012.96","16,383,675.89","21,963,666.97","1,906,664.87","6,440,255.66","7,444,370.58","10,573,343.76","2,089,963.46","8,083,830.07","10,740,828.86","17,768,547.04","5,246,463.15","9,098,133.72","14,974,305.73","19,337,479.72","5,781,434.05","13,175,273.79","17,264,961.33","24,686,700.66","5,425,774.55","12,019,598.46","15,881,403.75","68,102,506.67","39,125,506.57","58,086,571.04","84,776,287.67","102,333,925.75","54,034,256.52","69,101,052.15","77,627,415.92","93,427,281.86","71,908,374.08"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,"750,000.00",,,,"2,100,000.00",,,"4,500,000.00","20,737,593.30","2,419,262.50","13,960,812.50","21,026,394.26","65,821,325.16","1,099,042.29","33,033,877.17","33,033,887.17","39,321,036.96",
支付其他与经营活动有关的现金,"21,885,404.38","25,355,413.68","27,937,674.10","18,632,724.61","25,180,166.05","35,184,603.12","9,138,266.88","18,937,606.93","30,891,056.86","37,960,275.80","9,897,166.79","13,470,664.01","22,467,597.63","29,050,537.55","5,988,846.95","16,042,040.54","25,804,622.54","59,269,830.61","11,734,303.83","16,521,388.41","25,388,851.45","28,536,239.75","15,123,564.16","22,207,626.52","25,567,249.49","36,579,021.14","13,289,118.36","25,652,256.58","52,358,107.97","106,378,846.80","74,496,191.95","75,721,096.79","109,010,454.66","161,484,637.38","75,061,062.62","115,101,586.13","262,507,240.54","268,771,207.27","127,362,675.75"
