科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"7,482,774,933.82","9,616,980,864.05","10,725,569,488.20","7,549,686,322.61","10,900,144,946.66","14,504,653,653.71","3,977,840,147.82","9,028,987,573.38","13,379,542,572.23","15,988,089,613.47","5,321,209,372.08","12,764,867,711.80","17,597,709,426.19","24,438,880,031.26","6,727,385,439.57","14,967,666,489.56","20,814,760,442.48","24,290,832,108.73","6,354,493,265.54","11,668,135,220.44","13,510,533,970.62","21,089,309,026.17","4,589,599,549.09","10,466,525,671.02","13,594,098,264.97","21,540,144,827.69","4,820,597,003.64","10,894,954,711.86","17,240,840,476.80","27,395,500,712.94","5,707,793,995.39","11,930,052,018.88","18,500,162,288.96","25,452,865,670.70","5,313,596,479.91","12,443,900,334.58"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,"67,401,977.16",,,,"19,799,047.64",,,,,,,,,,,,,,,,"3,685,277.63",,
收到的税费返还,"38,940,299.00","58,445,924.48","62,884,634.78","8,239,507.83","11,141,658.15","38,711,313.54","3,484,687.45","6,960,181.70","15,404,329.37","28,392,007.61","7,600,617.38","38,294,229.94","58,625,615.38","73,459,946.87","26,057,994.24","45,914,805.25","63,315,708.94","104,067,067.55","30,314,444.49","58,262,430.42","74,510,860.31","100,600,414.09","28,830,883.38","64,639,080.70","91,017,219.26","101,390,983.14","30,389,959.18","53,928,325.39","66,085,400.82","97,211,859.68","41,987,762.22","82,162,076.46","110,591,208.54","138,333,207.77","43,922,442.04","65,392,634.91"
支付其他与投资活动有关的现金,"20,504,054.72","18,009,422.85","3,371,784.28","17,916,715.65","22,204,276.79","14,767,050.00","45,019,329.59","178,133,920.00","245,682,749.14",,"97,645,278.66",,,"3,723,113,711.55",,"1,883,207,621.60","1,883,207,621.60","557,379,666.88","56,428,916.71","938,119,999.06","1,534,420,326.00","753,948,716.41","960,000,000.00","964,548,359.09","2,466,922,904.14","2,520,401,808.66","10,419,277.77","546,066,317.48","2,307,728,620.47","3,431,430,191.70","1,697,632.19","4,406,038,581.21","5,163,300,336.31","7,020,681,111.30","301,315,520.60","744,000,000.00"
收到其他与经营活动有关的现金,"501,582,112.55","641,738,974.33","378,071,531.84","266,853,281.79","345,074,808.03","562,403,588.76","340,038,346.72","314,870,372.82","874,393,437.15","715,480,182.86","708,091,448.96","973,067,729.42","1,680,640,411.51","1,014,022,243.40","777,910,884.97","1,000,338,840.27","1,727,290,909.89","1,201,527,211.73","924,275,361.92","1,106,021,122.10","1,610,196,681.73","1,664,470,421.33","439,674,749.07","822,812,546.70","1,641,567,506.35","1,522,386,657.81","724,228,456.04","1,116,710,743.43","1,380,820,032.22","2,064,310,928.38","468,112,900.56","1,105,428,398.66","1,156,885,939.89","2,653,684,630.86","454,367,906.98","690,017,600.28"
投资活动现金流出小计,"355,027,415.64","373,114,596.45","284,995,186.70","146,736,879.10","195,788,265.46","248,294,486.89","152,080,650.68","617,882,936.71","705,358,655.45","1,072,524,939.29","765,340,180.20","1,015,161,296.98","1,554,348,143.46","5,501,551,331.23","482,599,362.67","2,593,930,690.51","2,957,611,123.42","2,619,400,113.48","817,861,632.92","2,089,700,954.92","2,886,309,431.57","2,874,977,470.46","1,288,284,746.07","1,515,844,205.12","3,615,354,819.40","4,895,058,554.19","275,231,543.26","1,166,479,314.87","3,221,822,807.91","4,714,706,777.01","800,419,312.74","5,951,525,593.26","6,941,737,555.03","8,456,158,908.20","471,925,911.87","1,089,542,261.23"
经营活动现金流入小计,"8,023,297,345.37","10,317,165,762.86","11,166,525,654.82","7,824,779,112.23","11,256,361,412.84","15,105,768,556.01","4,321,363,181.99","9,350,818,127.90","14,269,340,338.75","16,731,961,803.94","6,036,901,438.42","13,776,229,671.16","19,336,975,453.08","25,526,362,221.53","7,531,354,318.78","16,013,920,135.08","22,605,367,061.31","25,596,426,388.01","7,309,083,071.95","12,832,418,772.96","15,195,241,512.66","22,854,379,861.59","5,058,105,181.54","11,353,977,298.42","15,326,682,990.58","23,163,922,468.64","5,575,215,418.86","12,065,593,780.68","18,687,745,909.84","29,557,023,501.00","6,217,894,658.17","13,117,642,494.00","19,767,639,437.39","28,244,883,509.33","5,811,886,828.93","13,199,310,569.77"
投资活动产生的现金流量净额,"-299,109,504.08","-319,169,628.31","-230,238,899.14","-124,215,638.40","-172,060,162.87","-142,920,668.49","-145,991,281.67","-606,540,435.51","-633,006,310.03","-645,955,782.81","-709,293,683.55","-967,087,125.86","-1,036,966,230.45","206,609,523.93","-445,784,682.67","-659,708,307.74","-809,879,799.88","-962,139,235.08","-281,131,896.82","-576,645,046.57","-454,733,910.16","-35,270,205.10","-1,197,627,047.23","-1,009,790,299.41","-3,043,734,784.70","-3,997,876,985.44","275,274,850.81","-575,189,601.91","-490,037,555.19","-1,258,947,385.60","1,615,183,217.06","-2,863,604,053.45","-1,953,894,702.07","-1,446,500,038.45","20,759,255.31","69,853,746.25"
购买商品、接受劳务支付的现金,"5,782,733,008.38","7,280,907,731.81","8,221,516,078.79","6,496,376,181.41","9,583,464,119.21","12,264,101,479.97","3,408,729,553.87","7,927,648,147.62","12,360,869,131.69","14,048,264,786.90","4,576,646,630.92","11,723,108,224.20","16,203,469,636.90","21,827,696,895.73","6,580,261,485.12","13,845,515,836.35","19,633,823,518.28","20,815,805,509.90","6,170,374,731.13","10,630,519,589.59","12,080,443,837.79","18,353,302,956.04","3,693,103,156.95","9,605,537,632.81","12,268,637,307.75","18,451,427,328.39","4,858,098,692.61","10,594,005,895.80","16,030,028,895.77","24,032,555,713.48","5,645,422,665.55","12,304,803,058.59","18,270,763,293.03","25,771,932,560.37","4,920,525,242.92","11,076,366,957.26"
吸收投资收到的现金,"20,000,000.00","21,820,000.00","40,232,500.00",,"3,928,015,000.00","4,013,775,914.00",,,"638,000.00","6,638,000.00","1,000,000.00","42,743,600.00","10,300,000.00","74,448,600.00",,"51,833,062.40","51,833,062.40","72,140,711.71",,"49,000,000.00","52,600,000.00","59,371,785.00",,,,,,"4,000,000.00","8,000,000.00","8,000,000.00",,"4,317,314,211.30","4,317,314,211.30","4,317,314,211.30",,"50,000,000.00"
