科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"47,665,814.03","108,866,410.34","183,607,791.91","451,270,732.07","30,199,104.90","146,630,960.61","252,068,938.10","498,374,053.64","27,166,554.71","70,188,441.30","154,770,837.46","400,470,603.76","22,885,470.27","99,195,803.23","149,388,303.16","265,647,566.71","30,897,938.55","105,767,569.24","170,565,954.48","255,269,976.30","34,691,881.23","75,172,972.38","305,028,249.40","461,663,148.88","67,127,007.60","161,511,649.74","278,135,648.24","702,146,562.93","132,137,036.97","300,956,311.95","483,392,441.86","941,476,399.14","199,321,129.94","519,748,001.20","828,701,011.00","1,426,497,461.04","147,569,900.57","627,548,427.22","990,099,518.67","1,459,534,463.18","215,228,271.15","518,321,965.27","822,875,289.16"
二、营业利润,"-898,923.68","3,778,913.06","19,946,446.53","77,844,813.42","-4,518,667.20","15,420,217.82","32,367,259.34","74,069,707.76","-6,193,448.97","-11,141,566.11","4,052,689.33","38,420,407.57","-7,897,212.93","8,441,038.33","15,134,179.68","14,790,692.42","-149,962.76","13,867,300.93","32,402,051.62","39,431,006.98","-2,028,611.61","1,611,849.91","32,413,577.02","46,831,613.73","4,324,439.64","10,518,282.96","35,998,261.25","84,148,898.21","427,104.16","-9,106,863.42","-757,120.88","83,808,101.35","-11,622,387.51","11,100,828.04","52,937,061.92","133,500,360.12","-20,933,578.48","56,398,114.62","100,056,184.99","111,986,416.33","876,974.37","27,965,615.08","53,902,974.48"
减:营业成本,"33,176,031.35","70,902,096.47","115,920,086.85","282,700,426.67","21,352,611.41","90,831,583.59","152,874,961.16","324,924,216.73","19,710,543.06","47,957,415.29","96,297,571.27","273,250,010.44","17,793,624.27","64,710,605.86","97,031,441.58","172,003,091.04","18,583,342.28","64,467,932.05","96,840,880.03","144,135,993.53","21,889,218.53","46,600,251.14","219,324,770.58","322,508,410.54","44,062,475.14","102,601,130.74","172,591,560.51","441,983,066.81","94,181,184.38","216,494,684.44","347,243,420.27","623,849,830.95","147,863,315.32","377,897,281.11","590,692,400.86","956,847,316.18","107,099,532.23","451,255,306.12","720,136,126.33","1,068,693,139.39","155,923,154.33","371,590,114.81","586,337,629.99"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"2,688,893.70","6,141,153.70","10,333,991.86","26,892,794.18","1,618,019.34","8,790,463.38","15,231,351.49","31,200,939.40","1,520,576.33","4,247,070.59","9,634,475.56","25,020,598.76","1,899,823.65","6,408,805.01","9,386,038.45","38,389,542.05","2,264,120.41","7,808,197.15","11,836,078.62","22,423,608.80","2,024,944.80","4,226,527.93","14,293,996.30","32,811,920.35","3,040,884.49","18,043,715.65","21,196,885.48","26,643,692.73","4,587,609.03","25,223,770.45","30,656,539.48","72,504,350.49","6,315,960.43","16,866,381.18","26,940,987.30","80,767,485.40","5,076,091.32","17,111,530.86","18,248,376.69","23,565,846.82","3,333,776.52","5,670,991.35","12,892,238.96"
营业外收入,"1,053.51","59,031.02","144,322.09","492,590.78","10,972.23","271,490.29","316,674.17","1,072,870.65","30,772.50","584,558.59","1,236,632.50","7,862,813.35","33,143.99","210,525.51","382,112.05","2,223,109.49","53,799.31","210,875.54","370,697.13","756,630.33","105,535.60","373,799.57","483,914.01","677,067.99","517,623.61","630,192.27","3,318,433.53","5,790,029.02","1,128,320.24","2,303,582.08","2,667,243.07","19,041,315.62","2,522,431.30","2,860,072.82","5,039,826.13","9,388,005.88","774,762.79","1,345,332.71","2,796,431.12","19,638,872.02","232,350.64","6,884,790.75","11,328,689.56"
销售费用,"3,240,221.45","11,131,786.99","14,499,861.91","29,570,423.36","2,972,067.19","8,859,372.77","21,471,272.93","27,427,871.04","3,084,601.45","7,746,643.34","15,163,897.88","21,206,460.05","3,074,333.02","6,054,400.40","8,976,660.35","13,605,109.44","3,258,012.04","5,738,010.48","8,624,858.34","12,412,200.86","3,445,811.33","6,152,345.47","10,558,300.56","15,322,357.79","3,837,362.88","6,843,636.98","11,462,534.38","46,806,566.48","10,137,830.15","22,070,609.61","36,302,750.21","57,238,485.02","23,204,062.60","37,452,648.41","49,912,253.97","64,293,059.92","23,491,863.62","27,004,132.32","41,663,789.39","63,473,934.49","16,180,934.19","32,562,930.16","48,781,794.79"
减:营业外支出,300.00,"95,845.32","256,938.32","358,781.44","-9,233.49","213,577.97","249,598.35","791,264.07","12,776.33","24,729.09","30,603.34","72,918.20","11,000.00","30,570.61","66,315.53","2,749,070.09","15,380.56","268,280.34","320,806.54","1,476,560.17","3,953.29","7,614.78","208,488.22","704,046.12","30,448.25","58,619.23","62,808.70","2,437,407.89","426,866.85","1,510,398.94","1,727,497.66","2,140,919.66","131,637.75","2,290,744.51","2,442,496.99","7,373,413.53","158,770.42","309,720.56","680,156.55","3,113,323.95","359,037.83","824,441.99","969,272.03"
管理费用,"6,617,686.57","13,028,238.76","17,994,793.70","28,645,444.75","7,232,874.99","20,067,224.66","27,363,354.21","36,902,649.87","7,697,048.17","18,631,477.43","26,483,815.14","38,855,067.90","7,775,229.95","12,918,033.93","19,140,821.26","27,581,121.95","6,933,617.98","14,098,290.50","20,902,720.39","37,150,160.21","9,158,932.05","16,628,628.49","27,758,934.44","43,020,292.71","10,854,255.57","20,567,600.60","31,902,577.90","95,779,546.29","20,708,282.63","42,357,073.38","62,656,668.80","103,200,221.61","28,970,005.34","58,634,375.16","82,267,311.89","127,597,071.63","26,915,321.03","63,296,538.34","89,663,918.42","131,939,524.87","29,572,791.67","54,363,111.77","82,209,691.26"
其中:非流动资产处置净损失,,,,,,,,"2,631.62",,"2,200.00","2,863.96","43,223.69",,,"34,552.76","34,552.76",,"252,899.42","295,491.10","404,727.53","3,953.29","3,953.29","3,953.29","177,414.50","28,699.94","35,248.92","35,248.92","1,638,713.61",838.27,"816,915.44","870,866.85","893,555.67","88,292.66","2,019,081.86","2,103,189.32","6,871,094.48","1,524.44","97,262.42","438,484.97","1,568,682.02","166,587.79","612,524.17","656,465.01"
