科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"664,808,591.54","1,507,385,015.06","2,340,991,443.09","2,866,128,416.95","988,565,190.31","2,076,088,090.67","3,117,982,333.95","3,349,870,177.14","559,409,735.40","1,231,089,495.80","2,070,535,075.62","3,296,497,860.74","881,637,570.79","1,899,858,600.68","2,909,420,015.65","3,894,751,062.05","927,779,554.02","2,130,158,683.99","3,360,511,260.37","4,627,783,905.72","1,072,054,260.91","2,115,741,163.03","3,022,139,836.37","4,136,779,350.60","853,195,265.22","1,606,982,692.17","2,730,638,789.38","3,723,064,785.15","851,319,115.10","2,127,761,422.15","3,096,180,851.28","3,910,382,184.20","869,775,534.40","1,787,775,633.84","2,541,066,847.16","3,171,150,860.12","818,474,877.32","1,440,053,658.68","2,148,389,571.78","2,914,541,215.30","724,438,711.08","1,659,479,428.61","2,445,920,591.94","3,647,971,921.53"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,"30,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,"691,181.52","3,792,940.43",,"1,175,106.77","3,418,340.09","3,503,809.74","166,441.37","166,441.37","303,949.27","960,211.81","1,958,132.44","2,745,669.43","5,605,256.07","7,150,208.49",,,"1,881,674.06","3,662,385.35","531,537.29","7,737,261.98","7,752,224.38","7,842,361.47","750,764.76","1,742,624.43","2,979,733.82","3,139,012.09","1,248,508.20","3,637,993.91","5,018,801.62","5,215,990.97","6,904.57","978,639.92","2,960,407.66","3,965,280.00","1,160,964.69","2,344,713.06","2,713,293.44","3,476,546.93","1,021,277.71","1,604,226.98","2,873,588.89","4,931,957.59"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"39,971,395.35","69,815,491.82","86,346,499.67","9,223,756.87","11,454,248.25","13,779,216.41","15,601,000.46","17,603,363.93","8,455,015.20","11,503,754.75","19,985,306.56","16,578,312.82","3,577,893.66","7,398,740.50","16,809,240.68","7,596,199.42","8,154,690.86","13,424,391.26","20,208,137.14","11,309,638.54","6,740,769.65","8,484,516.03","18,919,111.34","19,672,334.49","7,055,419.16","9,879,438.69","14,560,359.80","26,702,498.12","6,221,946.03","9,087,132.27","15,603,710.28","28,375,800.23","5,775,789.73","12,724,474.62","17,166,091.34","29,170,180.65","3,569,058.59","177,676,946.76","356,799,986.78","13,993,560.43","2,255,181.95","5,098,276.94","8,122,187.35","11,498,153.13"
投资活动现金流出小计,"19,625,867.82","31,904,692.46","60,355,416.98","99,267,888.20","14,204,797.32","14,931,777.55","21,365,694.62","35,662,752.03","2,054,499.04","5,139,922.37","11,118,525.12","3,996,271.63","4,852,977.79","36,550,116.83","48,757,976.14","112,268,340.89","13,494,847.34","20,040,184.99","33,273,031.51","139,895,842.05","4,132,813.74","37,257,184.77","61,815,659.66","138,216,741.38","10,694,621.03","18,809,029.18","63,208,104.50","112,195,253.16","140,954,129.11","156,383,196.87","285,414,226.01","276,131,896.43","34,746,649.49","67,874,716.52","117,038,241.43","154,974,977.63","15,609,794.41","27,295,011.91","34,370,654.23","711,542,078.24","100,082,694.07","101,067,758.12","186,853,533.95","203,370,878.45"
经营活动现金流入小计,"704,779,986.89","1,577,200,506.88","2,428,029,124.28","2,879,145,114.25","1,000,019,438.56","2,091,042,413.85","3,137,001,674.50","3,370,977,350.81","568,031,191.97","1,242,759,691.92","2,090,824,331.45","3,314,036,385.37","887,173,596.89","1,910,003,010.61","2,931,834,512.40","3,909,497,469.96","935,934,244.88","2,143,583,075.25","3,382,601,071.57","4,642,755,929.61","1,079,326,567.85","2,131,962,941.04","3,048,811,172.09","4,164,294,046.56","861,001,449.14","1,618,604,755.29","2,748,178,883.00","3,752,906,295.36","858,789,569.33","2,140,486,548.33","3,116,803,363.18","3,943,973,975.40","875,558,228.70","1,801,478,748.38","2,561,193,346.16","3,204,286,320.77","823,204,900.60","1,620,075,318.50","2,507,902,852.00","2,932,011,322.66","727,715,170.74","1,666,181,932.53","2,456,916,368.18","3,664,402,032.25"
投资活动产生的现金流量净额,"-19,625,867.82","-31,872,518.51","-56,514,695.72","-25,261,228.72","-10,097,797.32","-10,823,577.55","-17,257,494.62","-29,918,622.05","-2,054,499.04","-3,502,033.71","-9,374,771.63","-460,572.13","-4,852,977.79","-36,065,418.83","-45,233,085.92","-52,941,006.54","-13,490,947.34","-17,275,334.99","-30,358,181.51","-133,872,500.74","-1,252,813.74","-32,681,641.77","-57,165,116.66","-133,293,198.38","-10,694,621.03","-13,351,029.18","-56,809,201.30","-105,981,317.96","-134,519,729.11","-149,948,796.87","-278,154,014.21","-268,666,684.63","6,863,615.72","29,017,889.48","-18,434,649.93","-56,102,085.96","-11,361,819.29","-20,331,853.64","-27,201,529.82","-186,966,809.42","144,119,025.28","147,379,763.79","138,629,741.38","122,612,291.50"
购买商品、接受劳务支付的现金,"635,910,772.39","1,484,811,742.65","2,198,069,845.46","2,634,868,897.75","785,708,601.53","1,813,814,159.86","2,741,202,000.92","2,893,076,047.74","319,203,636.82","938,982,800.75","1,689,758,542.05","2,751,015,086.59","784,185,796.63","1,660,126,067.95","2,573,392,665.27","3,362,390,483.43","936,040,608.58","2,147,045,508.17","3,331,686,699.19","4,084,559,457.13","954,063,181.96","1,932,563,878.19","2,592,429,483.03","3,568,338,234.78","881,432,461.38","1,720,502,254.11","2,668,198,766.01","3,599,922,247.05","826,054,031.43","1,659,929,633.83","2,482,771,891.53","3,342,319,071.87","740,004,400.40","1,649,505,650.02","2,392,267,438.53","2,830,780,972.85","591,195,386.28","1,127,510,041.47","1,557,157,160.38","2,185,996,331.33","774,306,478.01","1,712,027,193.68","2,580,548,518.30","3,536,880,565.87"
吸收投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"439,999,997.72","439,999,997.72",,,,,,,,,,,,
支付给职工以及为职工支付的现金,"20,583,596.04","37,212,329.97","57,518,215.75","92,270,407.21","24,701,549.18","47,001,046.44","68,853,710.01","93,036,396.15","23,353,758.18","44,639,787.04","66,217,721.95","93,073,102.19","32,737,907.94","56,528,471.92","84,638,667.19","117,609,339.91","46,925,581.62","79,798,375.91","116,867,166.03","154,222,462.81","55,209,119.08","89,319,023.52","128,210,684.70","171,085,655.53","61,796,739.74","102,804,243.74","147,735,406.35","192,541,870.78","62,026,055.69","101,960,132.56","144,143,901.16","189,025,598.40","61,558,561.98","105,214,557.68","151,508,259.03","198,382,018.82","68,339,036.94","113,771,688.12","158,785,171.66","208,518,438.60","69,961,478.67","113,699,130.53","158,644,987.59","207,901,308.74"
取得借款收到的现金,"369,447,484.00","673,589,435.39","1,352,189,483.39","1,932,649,551.67","519,639,825.42","1,147,617,089.95","1,617,838,821.74","2,109,654,128.59","281,993,390.16","488,658,791.64","684,663,241.96","884,461,159.90","187,208,093.40","345,187,563.40","561,474,990.46","672,425,830.46","291,698,585.32","406,115,594.87","840,822,750.36","1,092,277,159.91","70,325,760.00","238,269,150.59","305,299,253.12","401,611,480.42","246,759,707.19","585,083,766.78","870,890,007.93","1,276,641,302.61","283,678,774.75","435,430,872.93","583,704,082.28","895,601,866.63","51,521,010.00","346,521,010.00","371,521,010.00","371,521,010.00","65,000,000.00","65,000,000.00","45,000,000.00","45,000,000.00",,"50,000,000.00","277,260,000.00","352,260,000.00"
支付的各项税费,"16,660,131.99","28,588,314.14","40,556,430.38","71,668,135.03","9,232,800.76","30,445,815.88","40,102,587.36","71,633,054.59","19,508,826.61","34,615,377.66","41,098,624.90","60,524,013.09","14,749,202.84","32,762,631.22","43,655,782.91","58,240,796.43","38,559,710.07","52,659,599.79","69,883,114.99","102,433,555.36","21,452,275.32","53,119,583.64","65,921,171.49","80,324,200.38","18,193,203.11","32,265,073.36","44,601,526.00","58,499,491.48","11,111,697.28","24,591,667.82","41,682,677.62","56,054,493.75","15,791,313.23","31,318,439.58","49,519,352.12","60,963,891.59","10,535,445.77","37,745,796.98","49,841,288.21","63,780,478.45","15,044,339.44","26,831,524.56","40,486,763.37","61,792,512.72"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,000,000.00","20,000,000.00",,,,
支付其他与经营活动有关的现金,"12,074,499.11","24,654,718.12","38,292,217.19","79,668,698.55","15,829,578.80","27,876,615.90","41,790,993.77","90,085,320.57","17,664,361.74","31,645,895.76","46,885,339.23","80,820,391.42","12,014,961.70","34,911,667.19","51,856,189.69","90,395,371.05","14,361,161.88","38,872,434.53","68,250,243.41","91,584,994.56","19,984,854.27","48,749,549.82","94,961,037.55","95,755,824.97","24,441,744.59","48,647,612.54","96,716,458.04","99,302,092.49","25,119,240.52","69,103,378.17","114,642,169.73","99,822,675.40","26,094,921.31","65,802,311.22","87,861,839.98","112,035,048.77","123,976,608.62","276,765,607.07","470,141,899.98","116,877,268.94","26,584,720.86","53,440,913.54","76,160,070.98","111,661,216.30"
筹资活动现金流入小计,"369,447,484.00","673,589,435.39","1,352,189,483.39","1,932,649,551.67","519,639,825.42","1,147,617,089.95","1,617,838,821.74","2,109,654,128.59","281,993,390.16","488,658,791.64","684,663,241.96","884,461,159.90","187,208,093.40","345,187,563.40","561,474,990.46","672,425,830.46","291,698,585.32","406,115,594.87","840,822,750.36","1,092,277,159.91","70,325,760.00","238,269,150.59","305,299,253.12","401,611,480.42","246,759,707.19","585,083,766.78","870,890,007.93","1,276,641,302.61","283,678,774.75","435,430,872.93","1,023,704,080.00","1,335,601,864.35","51,521,010.00","346,521,010.00","371,521,010.00","371,521,010.00","65,000,000.00","65,000,000.00","65,000,000.00","65,000,000.00",,"50,000,000.00","277,260,000.00","352,260,000.00"
