科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"125,806,571.86","316,898,536.66","507,168,630.88","698,154,777.45","98,810,322.30","259,201,597.06","424,978,432.87","615,517,290.71","91,775,887.80","224,944,892.26","338,927,092.00","721,237,502.71","124,291,223.12","277,866,662.72","469,838,885.93","815,799,890.90","372,164,494.29","806,581,603.67","1,137,961,516.27","1,535,921,669.27","400,365,651.56","663,318,926.74","978,390,331.32","1,384,542,574.73","221,511,681.33","557,572,605.90","743,770,336.68","1,322,584,900.57","343,617,753.57","856,750,556.25","1,036,757,406.60","1,527,145,911.38","253,673,283.95","564,068,556.44","1,151,567,067.83","1,104,424,224.61","146,457,615.47","190,260,757.52","222,040,732.26","633,498,138.84","551,263,925.44","540,465,422.74","556,114,331.66"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,119,498,699.32","1,358,653,986.30","1,358,239,691.28",,"54,235,088.00","189,235,088.00","251,554,274.96",,,
收到的税费返还,"1,801,935.53","1,954,221.53","1,954,221.53","1,801,935.53","3,000,000.00","3,360,909.57","3,799,337.87","3,799,337.87","874,403.71","1,274,403.71","1,274,403.71","874,403.71",,,,,,"3,101,000.00","4,718,060.00","2,351,000.00",,,,"3,189,000.00",,"5,057,500.00","5,057,500.00",,,,,,,,,"8,728,621.65",,"1,121,154.80","1,187,366.80","4,032,669.81",,"9,368.63","324,630.23"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,"760,000.00",,,,,,,"8,000,000.00",,,,,,,,,,,"1,817,380.55",,"9,201,769.78","1,300,000.00",,,"4,460,048.26",,,"400,000,000.00"
收到其他与经营活动有关的现金,"298,495.16","145,590.93","186,810.27","1,453,632.07","16,121,473.51","20,067,092.15","55,704,230.25","69,537,364.59","603,855.00","703,855.00","21,703,855.00","80,811,246.33","299,375.50","1,973,088.52","2,452,907.02","8,432,757.95","1,175,831.00","7,223,385.16","10,159,196.65","3,913,828.24","3,306,188.43","5,783,526.66","16,189,287.73","6,608,200.03","5,047,061.53","19,010,446.12","26,313,441.65","8,254,729.20","8,975,298.63","17,064,203.71","18,719,372.54","7,233,377.90","3,391,954.51","233,315,719.88","135,386,485.02","12,039,751.09","108,687,083.24","130,397,211.62","183,085,734.91","98,970,910.21","25,369,426.76","100,366,587.10","120,578,121.80"
投资活动现金流出小计,"13,607,807.88","21,554,913.12","45,954,618.94","90,903,545.31","65,738,253.91","137,620,208.79","273,508,747.46","388,359,970.16","86,895,303.22","119,903,179.94","157,015,251.54","231,718,337.37","63,416,737.82","103,205,868.79","149,154,913.34","225,082,127.09","56,472,062.18","98,767,283.31","150,420,109.28","229,520,374.48","74,976,926.50","129,248,408.14","181,738,963.15","250,482,446.19","29,920,054.94","50,943,646.16","56,573,773.71","107,593,859.77","5,450,241.70","7,745,070.76","19,286,425.26","35,081,659.44","220,842,059.07","1,148,083,061.28","1,400,793,929.71","1,413,366,280.39","31,905,763.59","57,399,413.66","192,678,816.88","277,313,403.73","51,283.36","790,626.62","401,055,010.40"
经营活动现金流入小计,"127,907,002.55","318,998,349.12","509,309,662.68","701,410,345.05","117,931,795.81","282,629,598.78","484,482,000.99","688,853,993.17","93,254,146.51","226,923,150.97","361,905,350.71","802,923,152.75","124,590,598.62","279,839,751.24","472,291,792.95","824,232,648.85","373,340,325.29","816,905,988.83","1,152,838,772.92","1,542,186,497.51","403,671,839.99","669,102,453.40","994,579,619.05","1,394,339,774.76","226,558,742.86","581,640,552.02","775,141,278.33","1,330,839,629.77","352,593,052.20","873,814,759.96","1,055,476,779.14","1,534,379,289.28","257,065,238.46","797,384,276.32","2,039,990,116.71","1,348,224,518.03","711,103,912.40","708,022,103.50","792,483,803.34","1,449,907,644.22","466,764,255.50","718,499,244.88","1,232,862,021.68"
投资活动产生的现金流量净额,"-12,709,983.40","-19,624,729.32","-43,130,705.62","-87,515,668.24","-60,668,177.46","-121,982,112.48","-257,053,764.30","-367,465,981.41","-86,517,396.39","-111,186,939.56","-148,217,706.60","-191,687,656.40","-37,312,096.11","-76,611,164.66","-122,406,681.51","-197,933,353.22","-56,400,903.43","-98,539,767.83","-149,139,510.17","-223,309,815.33","-74,549,507.96","-128,671,946.85","-161,097,179.40","-244,181,547.51","-29,889,106.45","-50,522,712.93","-56,089,050.72","-81,472,229.72","-5,298,949.58","-7,228,562.55","-18,330,009.38","-25,373,959.66","-220,614,527.62","-1,147,388,650.63","-1,398,707,251.31","-958,919,502.46","440,417,672.09","388,887,968.76","254,134,118.44","293,645,879.78","514,070.26","29,607,727.37","-302,098,087.46"
购买商品、接受劳务支付的现金,"122,322,598.07","245,920,708.57","364,002,835.32","488,403,850.07","95,355,480.23","209,772,136.12","383,886,801.04","479,005,949.12","121,414,817.55","259,750,543.30","338,511,468.37","631,170,054.10","152,386,805.62","314,706,239.03","453,548,310.05","609,625,886.11","205,552,980.01","461,802,279.58","719,500,279.55","979,198,902.57","174,745,125.51","337,808,891.93","583,179,798.34","822,461,541.07","182,450,783.41","402,119,360.44","473,795,987.07","861,576,062.50","96,789,243.38","378,803,982.75","443,053,328.92","836,363,807.57","216,693,269.54","390,814,657.00","583,278,486.57","723,329,112.47","67,877,377.33","69,853,526.51","72,426,891.11","63,243,344.75",,"128,811.06","388,820.06"
吸收投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,000,000.00","15,000,000.00",,,,"10,000,000.00",,"10,000,000.00","10,000,000.00"
