科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"239,493,804.88","267,038,909.87","321,039,671.50","243,849,321.28","181,368,203.23","194,988,247.33","151,564,222.84","143,326,139.13","164,864,559.59","149,793,095.54","138,969,573.22","150,429,045.42","149,154,360.40","118,840,597.83","113,104,828.78","126,216,361.78","86,356,728.97","94,204,734.70","106,846,535.17","107,506,761.97","90,087,830.55","84,755,631.70","148,902,077.14","143,619,035.44","86,926,990.88","88,691,731.93","108,964,545.92","111,001,604.26","80,439,700.67","94,655,559.17","111,370,506.87","108,579,920.78","116,858,122.16","90,282,836.51","127,420,996.83","173,456,690.44","110,868,036.21","84,430,788.38","125,611,790.28","89,104,282.92","72,208,885.33","86,348,878.14","328,404,061.68","246,800,627.03","228,112,502.39","138,674,149.00","239,793,318.22","245,411,889.84","256,552,260.63"
短期借款,"240,000,000.00","337,000,000.00","385,000,000.00","395,000,000.00","395,000,000.00","444,000,000.00","450,000,000.00","445,000,000.00","485,000,000.00","475,000,000.00","455,000,000.00","455,000,000.00","455,000,000.00","438,000,000.00","408,000,000.00","432,000,000.00","452,000,000.00","476,000,000.00","464,000,000.00","474,000,000.00","474,000,000.00","524,000,000.00","425,000,000.00","535,000,000.00","465,000,000.00","470,000,000.00","470,000,000.00","474,000,000.00","442,000,000.00","466,000,000.00","511,000,000.00","480,000,000.00","467,000,000.00","467,000,000.00","457,000,000.00","197,000,000.00","147,000,000.00","136,000,000.00","141,000,000.00","85,000,000.00","85,000,000.00","95,000,000.00","365,755,485.60","529,361,353.73","544,084,254.71","579,461,371.33","546,686,868.35","462,000,000.00","484,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51,234,767.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"6,402,913.43","3,483,044.26","5,155,662.92","11,666,441.18","12,111,124.09","11,856,794.40","11,820,031.44","10,816,732.89","6,911,033.84","7,904,925.26","14,387,417.00","19,851,576.90","8,255,220.00","11,148,940.15","16,271,944.36","34,008,681.82","11,331,200.83","26,109,879.00","46,548,515.54","55,201,775.09","23,262,500.99","14,424,535.04","22,881,285.64","16,388,539.61","11,988,364.51","11,357,925.08","12,421,906.13","16,253,825.46","16,706,919.66","13,340,498.23","15,030,789.25","12,587,127.32","5,179,366.29","11,463,138.36","11,229,581.40","18,553,140.36","5,220,226.23","8,803,930.10","17,278,764.69","11,064,771.05","8,256,034.92","7,508,111.41","13,178,579.89","9,774,471.48","6,589,934.64","10,326,869.90","15,843,592.98","8,457,712.54","5,192,191.04"
应付票据,"17,000,000.00","16,500,000.00","16,500,000.00","3,000,000.00","20,000,000.00","30,000,000.00","45,980,075.76","41,558,382.75","35,086,686.95","39,520,552.34","47,379,840.74","35,628,315.90","32,185,675.90","58,416,213.94","68,860,586.64","45,352,486.70","28,850,754.00","58,779,859.20","54,279,859.20",,,"22,781,866.85","102,781,866.85",,,"20,060,000.00","14,970,432.40","17,343,709.63","14,776,453.05","19,441,898.00","12,472,395.60","9,365,531.00","16,645,229.00","10,824,700.00","15,374,629.00","10,902,128.00","1,814,000.00",,,,,"20,331,498.00","65,759,029.00","13,548,326.00","57,478,927.44","9,874,830.54",,,
应收账款,"115,139,420.62","156,991,893.84","154,214,250.73","184,388,425.81","207,271,777.55","232,890,822.44","232,780,442.51","194,371,849.18","181,647,428.44","211,415,792.92","214,602,696.65","184,530,065.19","195,593,465.25","252,011,456.15","252,944,745.44","195,093,228.37","218,607,425.11","286,196,391.59","256,035,834.82","196,421,408.57","216,562,109.57","280,631,008.27","231,751,090.57","207,494,086.58","191,741,835.24","295,488,232.66","263,367,177.77","230,011,091.22","220,501,816.83","296,840,155.13","261,687,421.84","233,768,076.79","207,917,350.81","317,774,113.63","253,341,333.21","233,678,374.65","217,379,554.34","339,914,668.21","291,255,505.03","276,221,761.41","236,754,440.03","388,812,663.27","380,924,814.83","347,329,809.42","356,498,414.77","441,476,351.50","362,190,656.74","293,864,012.98","302,357,058.94"
应付账款,"47,218,246.31","49,501,734.22","33,360,362.17","58,627,903.51","60,927,506.26","76,093,081.35","85,753,413.21","65,694,513.98","15,064,231.79","68,689,027.59","68,105,557.44","66,693,818.81","65,890,590.80","93,484,283.82","82,569,013.56","93,632,326.50","91,666,415.11","116,728,045.22","85,808,803.36","79,049,983.11","95,765,444.28","97,269,709.48","84,610,267.87","62,652,837.93","63,567,655.77","97,150,112.92","75,555,361.20","73,155,086.82","98,606,015.23","91,321,509.60","65,652,095.34","69,937,496.92","87,582,057.70","94,680,540.06","77,370,124.28","78,028,006.59","88,550,920.18","121,653,735.08","112,789,418.19","105,088,700.00","124,608,145.87","177,570,740.08","410,441,494.30","301,162,912.53","313,050,739.75","268,509,367.23",,"168,657,709.67",
预付款项,"12,695,696.32","21,592,770.15","6,650,672.16","45,617,845.79","62,222,517.54","73,687,451.44","62,632,973.69","45,011,730.43","29,401,463.46","50,254,091.51","57,774,753.74","38,533,723.07","41,990,098.73","46,850,257.09","48,006,203.65","39,931,487.83","50,069,652.62","38,499,182.75","38,068,648.13","20,302,168.85","40,223,284.70","57,178,902.39","38,324,273.66","19,678,420.36","28,257,401.06","23,147,855.66","27,449,831.23","5,028,285.56","9,883,003.85","10,510,733.01","12,739,044.43","9,207,119.39","27,302,222.97","13,187,592.05","12,103,260.24","7,611,708.67","19,687,296.14","16,224,525.27","18,986,206.43","20,247,062.99","37,025,174.16","28,188,388.32","138,590,044.42","29,466,548.05","107,301,550.16","60,999,716.51","63,679,841.58","26,922,113.30","47,922,558.94"
预收款项,"20,475,265.89","6,996,392.01","3,829,104.37","25,994,618.76","56,486,436.06","35,805,891.17","37,148,867.51","30,706,531.41","45,583,641.73","30,275,412.31","46,094,170.40","32,718,965.61","54,923,809.57","28,246,158.49","41,009,024.23","27,126,304.83","32,108,561.56","28,786,513.22","24,952,438.12","18,657,671.18","26,399,248.24","19,483,280.11","22,243,706.10","18,161,457.41","24,710,336.55","12,210,834.10","19,803,286.27","17,383,596.27","8,532,148.21","20,579,867.03","23,547,100.97","23,335,465.47","21,565,221.31","20,024,946.95","15,813,206.16","18,758,777.86","24,905,067.23","23,859,103.09","13,933,480.59","16,497,685.52","21,031,998.52","19,148,433.25","25,857,014.07","18,624,592.89","65,697,065.79","21,011,464.06","27,418,887.57","17,330,723.05","30,322,514.86"
