科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"10,081,779.58","25,277,304.06","27,029,945.08","45,266,440.76","631,716,672.92","483,870,078.08","481,545,981.74","380,300,657.52","315,708,777.93","223,380,607.82","131,997,985.98","251,982,691.75","179,940,365.84","123,547,091.47","71,254,824.02","119,821,444.78","129,624,304.79","192,694,793.43","150,927,058.04","118,725,480.38","226,323,882.31","203,680,593.39","133,202,892.14","116,390,382.27","1,033,341,420.61","144,001,355.84","201,297,746.51","134,810,002.34","494,996,595.43","333,906,454.42","1,480,136,962.21","2,229,189,680.32","1,997,054,142.27","2,137,015,726.98","1,550,102,630.80","839,906,685.11"
短期借款,"31,450,556.97","77,200,000.00","24,474,660.47","74,000,000.00","156,376,261.91","69,858,357.02","131,631,612.00","160,728,328.81","203,384,240.39","137,139,447.72","171,911,103.50","418,278,320.50","577,228,690.50","510,079,595.00","518,789,577.19","587,206,614.52","627,609,301.20","776,092,510.62","936,852,132.58","911,983,559.93","860,426,194.04","765,496,458.42","705,029,233.23","698,761,966.60","732,337,140.89","337,761,276.38","347,307,236.89","287,482,447.56","570,297,399.05","334,198,164.60","1,992,747,215.41","2,926,169,640.71","3,258,810,246.07","2,846,103,315.66","2,348,380,343.70","2,262,255,713.95"
交易性金融资产,,,,,,,,,,,,,,,,,,,"428,998.00",,,,,,,,"71,959,027.78","73,154,861.00",,"100,000,000.00",,,,,,
交易性金融负债,,,"13,041,941.54","15,271,821.04","6,907,398.08","3,050,405.25",,,,,,,,,,,,,,"777,092.00","481,735.00","44,480.00",,,,,"1,855,594.15",,,,,,,,,
应收票据,"15,021,808.59","10,825,680.22","26,753,125.56","16,960,089.22","18,473,921.30","36,430,291.22","19,495,556.58","51,075,342.58","74,502,630.37","79,447,629.27","109,448,702.54","94,110,560.61","63,999,521.89","75,724,830.75","87,182,099.54","14,579,900.00","61,441,316.80","157,430,718.84","282,237,045.54","313,355,248.33","344,484,333.74","242,185,744.41","236,900,809.31","180,511,774.79","146,748,515.70","124,523,027.13","131,243,244.74","159,594,063.50","162,356,604.50","180,105,994.38","201,604,241.66","79,671,862.37","192,196,275.55","332,476,389.96","303,274,147.55","124,954,825.04"
应付票据,"21,000,000.00","69,600,000.00","39,000,000.00","25,150,000.00","13,550,000.00","7,000,000.00","4,000,000.00","20,000,000.00",,"70,000,000.00","42,500,000.00","18,500,000.00","42,177,350.00","52,177,350.00","37,624,000.00","101,810,000.00","132,000,000.00","168,640,000.00","131,000,000.00","148,940,000.00","219,000,000.00","188,920,000.00","191,000,000.00","138,000,000.00","165,800,000.00","188,800,000.00","224,900,000.00","232,600,000.00","286,770,000.00","370,170,000.00","408,711,657.00","445,400,354.80","307,791,593.80","665,849,020.00","766,849,020.00","780,799,020.00"
应收账款,"49,655,158.35","58,068,945.62","76,790,486.33","75,557,774.59","82,241,104.43","82,947,945.69","71,852,964.93","100,274,803.57","104,550,080.48","104,283,222.84","109,786,289.89","126,951,129.47","130,213,566.03","108,739,172.38","123,280,776.39","143,367,469.88","185,031,505.45","228,785,147.31","269,795,728.73","409,377,147.80","336,643,907.51","307,825,503.27","277,747,991.45","282,622,638.48","307,606,010.73","272,058,616.21","269,519,992.24","258,784,785.68","287,038,273.94","294,966,755.20","660,630,319.75","907,637,115.54","1,183,861,734.19","1,511,425,160.36","1,480,311,769.94","1,435,581,434.26"
应付账款,"50,703,754.74","22,682,899.02","23,816,791.01","17,590,592.93","34,770,732.19","27,265,149.24","34,600,625.48","37,228,235.02","38,806,895.27","37,198,544.66","32,691,915.64","45,506,505.92","61,463,841.17","77,324,711.89","95,039,955.43","123,651,243.71","214,431,465.95","261,238,287.36","203,392,466.48","311,306,690.85","193,958,679.67","286,277,399.74","235,708,646.61","179,947,133.21","203,563,963.74","156,595,623.83","120,273,416.70","84,652,781.66","112,025,126.98","106,772,068.99","361,837,876.56","489,325,349.99","581,892,749.34","825,784,137.09","822,466,138.96","677,176,759.63"
预付款项,"2,099,516.63","39,002,552.53","26,252,770.83","39,538,079.17","32,025,014.95","52,741,982.63","117,657,652.72","142,514,695.68","125,544,923.63","99,434,896.49","126,113,340.36","112,460,693.10","141,636,463.84","149,445,075.01","3,237,376.05","19,631,211.10","15,023,769.06","20,407,948.83","4,998,453.47","32,392,049.82","32,145,854.50","29,103,014.24","17,798,663.63","15,012,492.04","39,597,066.40","61,160,766.87","21,714,076.24","18,563,942.34","24,004,740.44","47,508,577.16","126,355,280.77","137,769,665.54","156,332,840.25","245,648,232.84","70,623,146.89","179,443,308.31"
预收款项,"5,756,913.27","3,052,427.27","2,368,210.88","2,614,053.19","1,796,853.26","2,350,346.16","6,324,313.51","3,655,868.85","3,542,424.55","5,598,785.68","5,403,374.24","7,347,390.87","6,554,955.23","8,758,815.02","5,404,057.54","4,789,038.83","7,891,685.93","15,555,347.73","10,422,615.96","26,360,131.91","20,496,782.34","19,292,543.50","28,985,578.72","27,319,921.27","10,336,920.66","24,169,244.63","19,272,488.23","40,598,735.02","23,856,832.70","41,735,800.29","69,952,228.91","38,654,105.54","48,590,385.90","51,304,225.99","85,758,212.99","113,416,697.66"
其他应收款,"93,727,143.64","168,417.27","2,490,350.20","8,601,437.52","8,068,436.56","581,763.70","107,016.53","122,780.34","184,110.75","1,954,224.70","3,534,501.36","4,981,945.90","35,999,666.68","19,356,250.12","4,593,304.89","3,969,062.46","3,894,003.49","3,859,453.79","3,977,383.13","9,689,740.16","4,919,577.83","3,774,601.09","5,686,581.49","3,622,206.57","1,324,713.36","2,045,650.76","1,914,308.31","2,226,995.67","2,092,913.64","1,544,912.62","36,457,251.10","120,505,846.60","42,124,097.68","27,949,067.23","459,470,297.43","1,133,732,043.09"
