科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"885,772,122.49","2,131,783,682.05","3,333,125,185.77","4,419,325,638.97","896,209,749.00","2,235,815,041.32","3,358,195,878.65","4,314,333,905.60","761,981,489.89","1,957,920,264.93","3,178,254,947.16","4,045,632,073.84","729,300,967.92","1,794,856,178.79","3,005,771,709.79","3,962,650,724.82","648,808,449.12","1,795,945,166.92","2,987,903,695.90","4,073,044,646.87","703,942,504.65","1,973,601,529.66","3,244,091,947.21","4,196,439,086.85","678,269,553.52","1,880,962,107.34","3,081,635,835.42","4,052,654,656.16","733,820,061.40","1,904,073,427.41","3,035,300,377.76","3,903,965,119.72","599,493,602.01","1,629,021,953.82","2,607,865,109.70","3,429,096,415.29","568,703,982.29","1,464,412,744.52","2,406,127,816.32","3,184,514,747.36","562,967,931.39","1,457,135,903.83","2,377,984,418.82","3,087,657,816.02","496,895,842.50"
二、营业利润,"43,588,537.29","128,551,474.72","171,276,489.43","190,896,678.42","24,577,935.88","78,840,733.84","86,211,587.22","107,749,141.99","37,265,592.79","154,344,441.23","264,428,166.87","298,854,071.37","31,661,157.21","110,672,739.72","162,253,697.72","194,627,362.42","11,774,508.35","49,342,772.32","72,853,954.88","95,547,303.82","24,351,037.52","108,458,757.62","190,552,673.74","244,933,842.14","25,979,564.98","92,917,844.38","152,495,559.57","177,396,549.43","17,955,596.01","77,737,258.35","132,937,876.23","144,521,756.30","12,999,225.49","57,777,342.41","104,969,181.25","123,924,415.48","17,064,612.41","64,740,433.87","107,516,290.84","82,643,753.34","-33,650,178.98","7,816,527.23","16,719,294.24","27,519,504.15","-16,290,413.35"
减:营业成本,"787,959,346.83","1,878,027,380.69","2,968,408,700.85","3,973,891,088.91","811,042,405.03","2,013,251,515.80","3,048,650,228.50","3,902,350,017.22","655,171,354.88","1,646,117,735.86","2,679,714,472.23","3,454,576,268.52","640,837,345.73","1,580,117,359.83","2,671,067,351.29","3,529,993,812.92","588,023,547.45","1,633,474,163.78","2,732,073,464.19","3,706,904,106.23","607,378,076.01","1,696,522,748.58","2,790,648,510.73","3,607,470,819.28","587,294,302.83","1,619,924,307.97","2,654,105,555.94","3,486,638,962.54","641,326,392.40","1,636,839,353.22","2,604,520,605.26","3,350,113,046.23","518,619,828.36","1,385,071,941.81","2,210,548,740.74","2,889,897,999.99","468,223,442.16","1,207,425,456.57","2,015,774,367.48","2,719,680,301.12","520,381,378.90","1,305,086,342.65","2,108,987,403.36","2,725,932,336.59","449,604,975.02"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"187,515.02","2,590,879.37","5,125,903.88","9,309,467.22","203,210.90","1,085,809.36","5,331,827.66","10,980,384.04","903,526.50","6,570,061.22","10,551,747.38","12,395,929.37","207,175.65","1,457,053.60","8,911,315.48","10,852,039.59","232,818.73","1,819,931.00","6,113,426.42","11,009,704.99","230,972.84","5,872,212.07","12,502,175.68","16,704,899.34","1,819,272.43","6,574,325.61","12,952,105.15","16,331,026.12","358,044.52","3,890,926.35","9,740,981.26","14,142,065.87","2,456,672.99","8,315,010.59","13,989,262.32","19,111,179.49","2,334,932.78","7,367,445.78","11,308,914.80","44,189,147.56","9,416,381.14","19,286,235.86","33,419,919.01","44,029,593.59","6,863,426.30"
营业外收入,"157,848.69","6,423,882.10","7,023,531.92","7,842,092.46","208,620.97","1,963,296.28","7,045,151.30","7,202,001.04","165,339.07","6,748,588.07","9,646,320.08","11,749,326.37","9,863,358.35","25,557,831.85","32,136,878.49","34,670,271.58","137,498.92","5,935,853.17","9,313,039.34","63,221,430.67","15,045,193.17","19,548,632.98","40,177,420.19","44,991,656.77","532,356.28","2,276,612.82","16,483,088.57","25,795,540.27","9,100,266.44","22,541,433.95","24,000,372.72","26,619,285.47","3,080,413.73","23,101,369.45","25,367,038.36","49,928,853.45","1,274,248.08","21,080,182.54","32,787,979.15","39,041,769.86","28,461,820.13","2,416,604.21","2,416,604.21","2,038,923.04","43,681.14"
销售费用,"35,712,937.33","81,518,736.84","125,099,659.59","160,822,811.20","34,826,196.24","82,666,554.24","123,399,286.24","163,134,499.68","41,174,649.50","98,805,410.56","150,317,403.14","182,443,978.56","32,596,224.25","54,063,038.58","87,841,064.17","118,428,829.07","16,268,128.71","40,788,337.01","68,128,696.47","103,639,645.53","26,889,337.04","62,167,986.35","102,727,784.46","132,626,039.81","18,384,757.86","59,124,601.46","100,960,932.83","146,014,204.02","25,882,338.19","67,518,855.44","110,267,117.71","157,546,413.50","24,321,889.23","70,414,527.35","113,810,859.90","167,049,409.19","30,951,106.61","75,182,526.65","114,813,819.26","156,196,028.01","27,376,155.52","72,150,231.07","121,498,354.50","165,758,014.00","29,836,428.71"
减:营业外支出,"86,975.62","92,110.36","300,905.12","3,211,438.40","95,140.69",,"5,608.92","14,718.48","6,473.38","7,363.38","16,849.74","148,265.46",,,"69,236.86","480,843.37",,,"180,328.73","585,351.29","1,400.99","15,401.55","229,758.98","610,969.54","165,189.17","173,551.30","176,042.28","2,589,437.08","92,571.42","98,868.04","144,022.37","474,399.28",520.00,"9,366,678.73","9,526,005.36","10,102,463.72","92,453.97","227,889.09","1,175,450.95","1,211,470.63","431,362.85","439,511.59","1,065,079.35","559,352.93","3,674.90"
管理费用,"12,872,184.53","27,996,941.81","43,833,606.46","59,015,205.60","16,599,701.43","38,875,424.05","59,271,257.60","82,291,673.33","21,720,628.00","39,845,879.61","56,374,326.27","75,795,649.89","19,441,977.05","37,684,308.28","58,303,823.60","85,054,083.46","22,738,110.25","49,499,450.85","76,271,556.81","108,601,536.91","30,076,385.52","64,414,738.15","93,706,334.34","130,311,283.00","29,379,712.84","65,595,679.45","107,253,843.20","155,803,729.66","33,510,560.98","78,632,596.77","123,273,219.41","175,178,843.26","33,409,192.65","83,954,105.10","134,093,447.34","182,563,570.32","42,876,722.84","92,980,691.98","135,573,394.06","147,611,597.75","35,231,288.70","72,894,917.55","117,129,672.47","159,357,485.37","38,397,744.92"
其中:非流动资产处置净损失,,,,"2,962,907.33",,,,812.81,480.00,,,"130,428.50",,,,"305,730.57",,,,"176,965.87",,,,"379,450.56",,,,"2,405,815.05",,,,"328,942.11",,"9,360,866.40","9,484,746.54","9,498,333.67",,"45,072.20","65,994.67","87,823.12",,"1,010.04","5,698.07",,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"5,451,601.49","13,098,268.62","19,380,825.56","25,248,237.39","8,960,299.52","21,095,004.03","35,331,691.43","47,586,891.91","5,745,738.22","12,236,736.45","16,868,831.27","18,954,150.87","4,557,088.03","10,861,678.78","17,394,457.53","23,606,425.01","9,771,335.63","21,020,511.96","32,462,597.13","45,917,266.00","15,016,695.72","36,165,086.89","53,954,468.26","64,266,780.67","15,411,942.58","36,579,785.26","53,622,275.52","68,099,386.48","14,787,129.30","35,725,657.97","51,946,949.42","58,076,909.68","9,741,634.29","23,878,407.56","31,426,341.62","42,949,705.32","8,109,006.58","19,646,546.68","29,229,333.46","39,370,364.58","8,534,900.04","19,515,822.87","29,296,364.39","34,157,936.96","4,397,101.00"
三、利润总额,"43,659,410.36","134,883,246.46","177,999,116.23","195,527,332.48","24,691,416.16","80,804,030.12","93,251,129.60","114,936,424.55","37,424,458.48","161,085,665.92","274,057,637.21","310,455,132.28","41,524,515.56","136,230,571.57","194,321,339.35","228,816,790.63","11,912,007.27","55,278,625.49","81,986,665.49","158,183,383.20","39,394,829.70","127,991,989.05","230,500,334.95","289,314,529.37","26,346,732.09","95,020,905.90","168,802,605.86","200,602,652.62","26,963,291.03","100,179,824.26","156,794,226.58","170,666,642.49","16,079,119.22","71,512,033.13","120,810,214.25","163,750,805.21","18,246,406.52","85,592,727.32","139,128,819.04","120,474,052.57","-5,619,721.70","9,793,619.85","18,070,819.10","28,999,074.26","-16,250,407.11"
资产减值损失,,,,"142,150.23",,,,"241,297.43",,,,"3,413,279.78",,,,"88,172.35",,,,"1,425,083.39",,,,"125,422.61",,"245,563.21","245,563.21","2,370,797.91",,"4,299,296.55","4,299,296.55","6,981,768.50",,"3,846,487.40","3,846,487.40","16,455,099.80",,"4,273,728.14","4,273,728.14","14,628,175.76",,"1,989,707.19","2,014,979.85","7,530,414.75",
