科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"620,481,887.53","774,006,157.34","693,595,408.13","481,885,489.69","578,604,304.02","536,723,096.02","554,298,708.19","629,762,190.13","656,001,854.14","454,859,151.85","414,058,243.29","643,889,145.97","547,280,418.11","533,139,121.69","541,420,733.86","582,581,047.88","447,892,482.23","481,835,985.99","606,700,467.44","657,431,110.88","761,756,817.00","667,764,020.28","768,784,362.38","628,669,471.35","681,245,089.32","745,964,964.71","726,145,951.01","719,866,201.72","746,926,896.94","688,958,634.47","730,643,581.41","779,935,389.61","820,714,489.32","731,374,051.69","695,018,516.42","1,864,967,858.90","2,052,043,735.84","2,550,726,880.52","1,326,593,209.01","1,572,321,478.23","1,259,439,281.00","1,197,739,651.37","1,338,583,720.04","844,451,916.31"
短期借款,"261,590,000.00","210,190,000.00","200,444,785.09","258,690,000.00","245,210,000.00","195,900,000.00","204,030,000.00","183,720,000.00","238,030,000.00","187,507,988.43","159,528,711.58","168,985,389.57","111,334,553.88","157,957,627.93","158,888,251.12","264,351,325.46","377,934,174.63","343,737,853.49","387,894,641.64","517,904,481.99","560,991,775.36","567,256,455.10","503,075,536.33","488,090,882.60","457,000,000.00","446,300,000.00","485,200,000.00","447,400,000.00","474,682,555.64","401,482,555.64","428,582,555.64","420,586,680.64","498,849,469.64","561,908,117.64","548,908,117.64","1,279,800,000.00","1,479,800,000.00","700,000,000.00","700,000,000.00","700,000,000.00","850,000,000.00","1,050,000,000.00","1,050,000,000.00","900,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"35,188,867.65","15,489,894.63","10,367,342.55","18,159,459.33","25,514,110.86","28,024,340.74","54,877,582.55","31,340,580.17","33,524,827.40","31,126,477.80","20,439,961.60","21,727,410.36","27,649,323.85","44,397,424.40","41,973,043.15","35,776,875.49","55,632,945.51","49,851,289.38","43,001,925.78","83,442,024.78","134,208,186.53","80,273,805.14","66,774,852.86","64,510,651.60","28,099,738.61","93,529,560.89","77,251,864.10","99,608,516.95","68,244,969.45","89,290,382.16","80,257,721.28","91,829,148.43","69,938,137.65","105,157,509.28","87,764,887.79","198,578,079.59","82,819,092.98","118,988,246.32","93,715,077.26","56,836,928.72","138,932,753.24","195,236,600.38","72,075,707.92","69,556,476.55"
应付票据,"673,135,387.45","877,116,794.29","732,354,327.87","629,702,969.79","629,750,955.65","560,444,672.34","563,350,256.75","836,837,874.30","618,816,229.71","478,496,538.61","485,025,101.84","923,459,417.88","834,659,112.84","628,824,502.96","669,022,642.39","778,736,409.38","335,287,084.68","429,594,713.40","571,556,335.61","812,105,505.19","583,323,388.07","534,534,792.08","732,850,311.40","886,016,954.97","652,630,427.35","657,488,946.32","614,182,274.98","1,165,605,524.54","836,294,178.89","807,260,659.45","802,145,366.54","1,344,369,330.17","1,245,971,507.18","1,123,449,599.44","1,062,791,809.28","525,401,332.75","553,260,193.62","689,578,193.62","396,700,000.00","876,674,875.00","996,934,500.00","763,329,625.00","516,886,900.00","269,656,900.00"
应收账款,"167,419,654.42","166,650,369.53","245,577,136.78","211,484,257.48","172,790,567.04","216,095,435.73","215,932,088.40","222,095,625.81","223,555,333.51","225,618,940.40","224,313,935.67","236,956,350.21","255,979,326.42","261,497,064.47","332,086,776.71","297,886,165.81","302,081,238.09","353,365,719.88","333,286,579.01","370,295,627.18","274,550,096.05","367,398,677.30","383,950,023.66","453,991,474.40","428,460,529.43","432,509,571.60","417,327,160.79","520,000,010.50","504,061,136.65","486,979,493.97","483,927,342.07","598,826,875.02","535,893,794.75","625,070,875.08","566,111,068.34","2,845,608,251.77","2,858,235,876.73","3,391,036,527.28","3,593,459,332.93","3,863,949,286.35","3,999,450,573.87","4,494,720,623.42","4,817,472,400.57","4,548,821,431.96"
应付账款,"516,242,782.63","517,361,372.15","649,671,777.47","340,767,216.52","473,729,488.28","462,826,559.38","527,508,271.08","434,367,425.69","648,411,898.24","554,986,307.05","477,294,017.31","417,772,615.54","484,048,034.71","679,367,877.13","702,511,556.27","506,729,976.09","647,478,855.39","701,279,714.96","710,340,535.45","602,846,438.88","698,763,109.21","706,172,235.69","668,066,303.17","550,947,088.51","697,773,977.36","764,481,114.32","768,275,728.82","505,617,758.50","697,382,046.33","710,694,528.95","716,830,099.24","472,946,674.57","472,968,313.19","538,692,273.03","545,864,616.92","2,438,861,569.29","2,561,785,378.51","3,229,063,625.40","3,330,043,629.12","2,760,449,129.94","2,479,289,342.29","2,685,969,849.93","2,791,956,896.99","2,315,737,606.53"
预付款项,"166,051,581.15","125,899,870.10","171,034,186.05","126,326,526.40","129,543,723.04","43,284,598.23","114,337,179.28","71,961,582.43","84,364,274.48","38,303,394.20","41,395,998.54","111,792,042.69","81,157,841.87","106,248,322.30","109,976,225.73","142,014,915.19","163,662,755.45","143,746,992.52","83,843,555.39","128,965,537.96","113,905,721.10","77,906,471.08","86,837,267.31","118,889,758.22","86,844,591.77","53,572,954.95","79,732,765.56","117,120,578.42","85,306,816.31","137,137,835.48","112,918,088.84","179,577,346.51","88,332,535.88","103,688,754.00","92,985,871.81","41,929,850.42","138,942,867.42","46,406,854.49","33,175,394.22","123,924,291.81","76,028,216.05","133,395,649.57","234,128,776.58","127,057,958.14"
预收款项,"36,967,404.17","25,149,542.81","26,659,849.66","12,636,324.10","8,902,667.71","10,791,755.76","9,717,100.42","23,099,030.39","18,998,124.54","10,123,112.08","8,804,920.70","56,716,133.05","53,107,582.22","26,168,851.97","34,768,723.77","49,347,830.83","49,804,743.41","57,046,234.25","52,113,878.83","94,863,009.50","98,147,790.03","72,275,323.19","85,949,397.24","113,496,284.86","135,968,914.49","147,332,189.79","115,418,435.84","86,386,272.56","83,086,925.32","96,868,411.17","91,858,776.03","113,470,281.73","67,610,963.51","86,837,157.92","23,809,110.52","24,128,202.19","15,204,910.73","3,342,723.14","3,751,464.94","1,178,624.89","46,042,067.71","186,901,893.99","98,214,696.10","21,977,610.74"
