科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"83,184,621.09","110,648,890.60","160,727,465.48","42,653,533.28","90,550,952.58","145,357,160.58","350,036,873.90","159,146,693.13","392,084,387.20","619,576,218.27","954,396,371.87","263,956,376.65","631,248,467.13","924,006,140.95","1,553,053,134.81","363,660,673.19","916,697,192.11","2,730,155,525.47","7,557,110,151.61","3,298,697,007.51","9,063,358,103.89","15,064,284,292.15","21,357,135,682.27","5,972,318,855.33","16,720,184,657.87","26,887,106,366.73","41,278,991,148.89","13,596,009,735.35","31,880,606,726.48","51,689,913,820.18"
二、营业利润,"14,546,173.44","18,085,685.90","27,241,242.47","8,357,024.04","16,581,271.51","25,139,711.43","39,519,112.73","9,852,964.75","22,607,124.50","28,922,122.63","36,612,822.46","4,655,853.86","15,340,671.62","22,543,291.75","20,948,278.72","-2,434,570.67","-4,002,626.49","-2,382,142.03","1,788,039.27","-32,754,380.47","-248,015,206.78","-358,319,917.55","-448,210,320.85","5,070,549.87","15,760,003.15","17,852,301.76","27,177,788.61","7,646,563.68","31,576,149.77","47,807,376.73"
减:营业成本,"21,444,070.01","27,132,365.26","43,411,453.63","6,851,932.68","16,930,036.32","30,720,625.59","190,432,147.16","113,567,043.89","304,701,788.67","494,058,750.12","791,953,975.39","226,446,418.30","553,810,868.75","804,375,046.44","1,396,635,259.42","324,152,743.68","831,660,843.43","2,594,863,643.58","7,355,490,503.37","3,265,568,420.03","9,164,983,798.55","15,206,599,318.39","21,499,915,356.56","5,913,872,753.44","16,587,260,514.14","26,683,243,479.08","40,973,356,107.86","13,507,325,714.90","31,686,424,070.76","51,366,262,598.66"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"4,313,884.42","5,662,518.03","8,287,723.85","2,279,454.14","4,853,889.42","7,493,841.37","10,215,082.76","2,144,345.47","3,773,512.53","5,128,014.46","6,445,140.26","804,567.71","1,711,720.49","2,585,810.87","3,478,580.91","723,214.85","1,980,381.54","2,703,902.45","3,348,128.96","368,320.86","670,608.86","853,513.14","1,103,589.42","213,244.46","592,611.55","872,059.62","11,620,070.45","988,533.77","5,266,182.90","16,080,656.69"
营业外收入,"2,961,493.94","4,961,471.93","4,051,334.78","116,740.90","3,247,664.01","3,361,385.18","7,470,159.36","222,530.94","769,903.50","925,629.15","9,183,684.10","230,000.00","516,490.35","785,386.52","9,168,644.75","2,160,000.00","2,660,000.15","3,465,928.63","9,833,697.50","3,429,071.86","3,893,717.62","4,268,381.63","6,282,966.02","2,626,034.86","3,549,877.69","5,194,342.45","6,266,560.43","1,061,218.54","617,577.44","945,526.09"
销售费用,"23,795,975.56","33,890,638.03","45,056,203.11","15,250,303.17","31,204,139.76","49,303,267.86","64,614,916.30","20,682,205.72","37,550,644.98","56,549,683.89","71,441,806.61","19,839,963.05","36,487,938.54","57,326,675.83","75,731,654.12","22,666,493.68","47,779,890.60","71,644,575.64","110,732,850.20","41,447,371.44","79,216,372.60","125,673,997.11","176,436,673.66","31,125,505.95","62,030,068.51","98,510,516.42","140,388,115.50","40,903,529.74","75,842,170.92","127,249,992.02"
减:营业外支出,"9,516.75","74,423.74","132,938.69","3,911.36","9,911.36","12,175.24","49,764.05","2,805.53","15,439.18","115,439.18","159,834.11",,"17,053.71","18,053.71","18,059.50",86.51,"16,428.43","27,205.53","28,238.25","2,493.60","225,743.60","404,654.70","415,613.65","120,000.00","124,770.00","165,931.12","1,482,087.91",,,"46,692.44"
管理费用,"18,712,388.26","26,449,464.07","36,724,526.72","9,745,439.46","20,369,953.33","32,999,302.34","44,915,373.66","12,335,056.47","23,880,499.30","35,365,863.21","48,041,517.53","11,613,720.82","22,948,196.44","35,335,343.70","51,575,120.38","15,416,395.25","31,968,626.43","51,890,663.56","72,443,161.46","23,007,224.59","42,330,519.25","61,681,198.64","87,452,853.91","25,979,894.30","53,319,349.38","85,935,741.77","125,561,903.05","35,712,610.74","73,404,815.59","111,084,101.58"
其中:非流动资产处置净损失,,"72,533.74","32,938.69",,"3,911.36","3,911.36","37,050.17","2,805.53","15,198.71","14,402.11","29,742.64",,"14,829.07","14,829.07","14,829.07",,,"10,777.10","11,809.82","2,493.60","2,493.60","86,190.86","120,925.99",,,,"22,765.68",,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"199,637.20","207,522.61","-199,815.20","173,640.19","568,203.66","-353,046.59","171,125.37","567,776.83","-455,818.47","-476,915.74","-583,802.48","474,643.04","744,769.32","1,518,248.27","2,969,873.34","2,699,933.61","6,551,289.96","10,080,647.04","11,579,875.68","4,408,615.94","10,017,263.22","13,768,753.19","19,616,184.82","643,693.26","493,004.70","-270,166.19","237,927.94","7,066,349.59","9,826,887.69","13,148,737.41"
三、利润总额,"17,498,150.63","22,972,734.09","31,159,638.56","8,469,853.58","19,819,024.16","28,488,921.37","46,939,508.04","10,072,690.16","23,361,588.82","29,732,312.60","45,636,672.45","4,885,853.86","15,840,108.26","23,310,624.56","30,098,863.97","-274,657.18","-1,359,054.77","1,056,581.07","11,593,498.52","-29,327,802.21","-244,347,232.76","-354,456,190.62","-442,342,968.48","7,576,584.73","19,185,110.84","22,880,713.09","31,962,261.13","8,707,782.22","32,193,727.21","48,706,210.38"
资产减值损失,"167,259.84","99,428.96","6,130.90","-4,260.40","43,458.58","53,458.58","169,115.92","-2,700.00","-2,700.00","-2,700.00","228,826.37","-7,245.00","-7,245.00","-20,097.50","193,307.60",,,"47,380.50","300,631.55",,"16,178,261.98","16,178,261.98","19,058,937.90","-7,973,273.58","-2,249,549.48","-2,591,750.05","-3,909,689.75","-6,673,122.92","-3,647,794.28","-4,399,489.05"
减:所得税,"3,618,931.78","3,648,950.12","4,373,785.77","1,292,135.72","5,000,468.33","7,165,861.65","6,777,411.67","1,718,335.82","3,969,850.05","5,198,532.37","7,323,777.72","1,053,840.80","3,230,879.65","4,559,248.49","6,306,616.19","182,255.84","1,289,821.30","2,339,216.32","-1,732,336.48","181,409.48","336,100.38","1,258,193.33","5,547,564.46","1,897,785.63","1,729,579.89","1,865,346.96","2,671,972.83","835,782.20","2,853,256.65","3,253,915.61"
