科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"1,131,553,907.78","1,377,556,148.47","1,578,047,481.92","1,495,025,881.93","1,176,227,517.61","992,565,858.02","1,266,697,696.51","1,064,788,338.35","2,148,219,095.81","1,686,536,550.69","1,496,643,567.01","1,198,757,610.79","2,399,927,905.07","1,518,325,270.48","1,770,490,233.23","1,295,415,852.63","3,201,806,317.39","1,947,651,684.28","2,698,404,936.21","2,007,157,467.93","3,587,482,625.49","2,408,011,421.74","2,877,232,994.49","3,182,425,148.67","6,108,571,813.69","3,797,109,895.30","4,278,462,161.90","4,324,888,182.33","5,236,796,177.04","4,772,119,343.66","5,158,522,076.32","5,071,472,305.67","8,540,980,453.10","8,548,260,200.60","6,982,710,077.58","6,622,024,262.09","12,699,517,426.69","9,268,483,833.35"
短期借款,"681,730,000.00","652,600,000.00","1,491,000,000.00","1,558,700,000.00","786,805,249.40","1,350,848,854.75","2,073,696,132.95","2,084,948,531.28","2,055,100,751.51","2,899,520,620.90","2,902,157,062.00","2,468,620,562.00","2,610,260,562.00","3,050,599,000.00","3,585,587,391.37","4,152,788,883.70","4,237,169,947.31","3,463,297,715.20","3,744,387,668.18","3,855,401,953.18","3,839,344,071.14","4,625,102,182.39","5,515,729,827.63","6,225,649,038.86","5,847,360,273.41","4,808,068,712.44","4,841,196,264.82","4,870,611,147.50","3,930,633,695.28","5,441,021,639.13","6,527,076,544.64","6,874,198,714.36","7,037,560,708.63","8,933,402,821.78","9,992,752,756.84","10,383,337,457.23","10,250,750,783.05","11,833,791,660.52"
交易性金融资产,,,,,,,,"8,000,000.00",,,,"9,449,432.00","8,044,312.00","7,991,620.00","7,622,776.00","3,691,232.00","3,993,792.00",,,,,,,,,,,,"7,031,855.33","5,337,321.86","2,479,505.65","1,789,997.45",,,,"1,139,562.71","967,432.61","277,286,478.95"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,006,353.70","3,908,340.93","8,207,817.66","2,888,809.84",,,"838,604.12"
应收票据,"42,017,995.49","68,139,112.73","147,672,922.56","236,948,778.67","398,785,914.36","411,559,096.95","1,201,691,963.79","618,698,359.83","826,422,041.42","947,851,949.31","1,289,474,966.61","1,318,716,528.60","1,135,872,545.49","1,007,629,689.25","1,504,879,549.38","1,562,436,110.00","1,121,935,652.55","952,643,277.68","1,394,815,228.61","1,152,915,525.74","1,009,015,015.30","1,257,985,706.65","1,316,006,504.58","1,328,873,398.37","631,870,492.50","2,309,375,100.95","2,799,461,580.00","2,100,531,379.54","2,182,512,054.26","1,682,185,764.20","1,701,458,684.28","1,354,994,475.94","1,671,704,832.57","1,533,197,610.80","1,519,075,435.26","973,063,638.42","1,380,150,886.41","1,694,684,628.60"
应付票据,"1,136,710,977.96","2,148,967,922.00","2,155,825,493.72","1,238,049,966.88","1,489,953,445.45","1,008,946,064.52","1,125,575,268.39","1,188,300,209.41","1,871,938,683.68","1,743,147,970.68","1,962,947,573.80","1,920,468,062.56","2,049,140,691.59","2,289,763,556.36","2,037,994,911.16","1,613,444,898.02","2,692,158,448.25","2,484,539,514.19","2,427,678,654.97","2,724,717,492.69","4,011,447,852.76","4,159,480,090.66","3,635,807,342.44","3,599,359,855.45","5,760,875,993.21","7,092,133,813.79","6,061,275,759.55","6,499,490,075.59","8,746,717,065.60","7,648,323,082.72","6,034,941,218.22","5,616,749,672.81","9,170,283,222.44","10,641,773,161.45","7,993,428,856.32",,"14,749,543,644.83",
应收账款,"248,803,800.19","220,328,080.97","359,508,663.89","1,047,513,472.38","555,781,368.35","2,202,656,386.91","1,671,251,460.26","2,917,842,255.47","926,880,567.70","3,303,102,219.80","3,060,129,639.42","3,699,176,002.48","1,679,744,156.41","4,218,821,332.00","4,264,320,923.17","5,157,160,367.89","2,753,015,260.37","5,939,753,902.32","6,164,702,264.89","7,507,602,538.52","5,100,219,552.23","8,680,241,860.41","8,987,985,340.75","10,198,513,781.09","7,798,088,572.87","12,360,649,247.47","11,244,343,335.32","11,994,658,314.91","9,076,016,848.90","14,492,949,925.40","14,593,892,419.37","16,818,134,036.25","14,106,308,680.89","20,606,568,349.41","19,751,062,587.72","22,829,553,173.74","20,715,491,962.84","22,805,545,074.37"
应付账款,"940,385,192.98","949,362,687.08","966,447,001.99","1,527,311,094.67","982,220,778.97","1,695,225,658.12","1,795,161,835.63","2,271,470,133.98","1,807,849,694.76","2,546,098,649.11","2,455,497,358.67","2,908,576,341.12","2,225,838,766.77","2,805,968,173.20","3,155,838,203.24","3,807,090,818.90","3,236,431,141.42","4,194,378,078.52","4,794,710,053.69","5,189,251,470.97","4,625,986,282.58","5,468,159,352.41","5,531,164,212.84","6,872,983,742.09","6,277,911,733.00","7,286,212,742.14","7,427,695,840.80","8,080,933,052.51","7,466,794,679.24","9,549,932,040.15","9,875,125,451.43","10,719,503,989.78","9,995,947,737.31","11,742,539,823.98","11,026,942,233.56",,"10,693,173,207.96",
预付款项,"370,041,068.10","570,286,862.66","811,721,316.48","541,779,818.38","695,713,987.49","773,403,233.55","686,740,438.88","708,562,040.05","1,295,642,991.55","1,075,699,929.56","991,236,340.16","923,970,614.38","1,489,310,041.32","1,297,327,550.19","1,160,625,002.66","1,151,151,122.65","1,814,854,542.17","1,975,751,938.24","1,705,371,359.25","1,422,963,216.84","1,834,863,276.01","1,547,142,829.04","1,439,093,725.68","1,677,969,986.79","2,121,041,168.20","2,111,680,133.83","1,531,210,971.65","2,190,999,565.64","2,213,529,852.89","1,644,471,344.29","1,785,851,882.26","1,965,072,715.71","2,582,631,874.70","2,686,513,187.56","2,804,978,673.54","3,689,489,227.64","3,796,440,987.42","2,460,164,449.52"
预收款项,"38,950,068.60","36,848,035.15","60,574,419.81","90,099,014.98","75,460,426.30","56,797,864.39","71,160,593.28","72,377,861.23","75,820,186.70","74,024,669.32","94,857,993.21","76,045,829.06","97,204,275.42","60,333,700.27","81,177,908.84","129,086,095.80","127,485,453.13","96,491,987.44","306,586,827.04","237,800,647.77","226,259,015.01","137,561,456.94","160,332,140.97","185,472,950.53","255,682,611.39","294,496,843.32","277,529,923.96","274,588,692.78","293,084,014.43","316,498,437.66","230,690,015.05","339,150,252.25","432,320,900.31","384,680,057.92","387,089,777.55","363,630,564.76","789,516,875.10","476,142,909.84"
