科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"326,163,216.74","728,991,508.55","1,174,003,872.56","1,564,799,717.19","390,713,699.72","744,499,194.68","1,022,905,159.15","1,175,415,949.86","174,343,318.79","375,160,172.33","597,530,674.62","848,815,743.51","176,601,194.70","424,363,282.79","766,601,866.21","1,153,264,778.71","329,341,594.40","654,372,811.67","947,866,835.28","1,312,197,251.84","285,859,225.57","574,979,149.28","791,284,629.33","1,224,531,522.20","200,061,377.31","490,704,186.96","692,964,434.64","940,870,017.61","227,929,032.43","476,184,144.22","657,739,875.71","1,068,956,301.00","270,384,640.56","699,313,028.42","1,296,181,398.03","1,737,772,224.74","311,971,126.01","692,881,036.89","1,502,037,833.85","1,969,916,910.92","393,783,808.11","583,028,903.59","764,635,851.07","1,018,166,866.94","236,832,197.30","453,688,471.16","718,264,088.05","810,377,600.65","199,220,049.41"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,"45,800,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"20,546,210.37","31,995,238.49","48,878,344.11","63,458,158.76","8,616,611.58","26,119,428.62","37,327,075.43","49,683,081.58","4,902,895.37","14,616,470.23","25,366,927.55","31,656,292.10","8,987,598.89","21,858,610.03","34,532,150.33","44,742,887.32","17,189,023.81","28,400,212.18","46,576,667.37","55,915,941.65","17,362,319.85","25,244,100.94","48,727,024.52","59,683,066.57","9,875,312.30","22,720,970.51","39,113,801.51","52,166,241.26","13,901,929.14","21,046,612.44","36,153,783.42","43,261,851.55","13,304,956.90","30,641,697.25","41,618,191.73","54,649,113.21","12,681,202.48","18,898,339.59","25,833,905.42","51,182,528.11","13,579,520.96","22,929,225.12","33,679,995.72","41,456,218.45","17,103,783.49","27,006,111.27","36,005,388.02","41,116,357.02","12,005,722.31"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,"180,000,000.00","125,000,000.00","162,000,000.00","162,000,000.00","153,000,000.00",,,,"37,000,000.00",,"26,000,000.00","122,800,000.00","408,800,000.00","41,000,000.00","41,000,000.00","41,000,000.00","101,000,000.00","60,000,000.00","124,000,000.00","203,000,000.00","362,171,804.68","147,226,960.59"
收到其他与经营活动有关的现金,"58,012,644.69","96,582,456.50","195,582,887.83","546,394,577.64","40,721,526.48","153,892,888.63","167,463,738.71","229,722,494.14","40,712,330.15","77,228,411.69","100,333,289.64","157,543,229.96","63,658,899.08","130,155,340.84","193,699,322.79","237,688,957.12","150,555,517.71","231,066,927.68","281,017,804.26","309,112,583.83","81,760,696.89","132,719,154.51","191,846,949.17","267,500,742.90","71,908,542.86","139,924,285.06","385,760,349.96","428,494,008.72","58,517,358.20","168,616,758.45","194,769,763.77","261,830,633.96","51,562,268.22","184,018,112.28","293,534,108.81","366,242,278.54","57,679,220.67","151,541,971.13","230,373,662.72","200,282,336.59","135,854,343.77","304,530,434.19","383,368,463.99","700,872,643.06","203,457,473.48","328,751,923.12","364,961,608.99","414,981,674.26","37,359,046.84"
投资活动现金流出小计,"33,104,804.51","36,213,728.75","39,341,799.79","66,612,651.00","4,161,107.56","8,403,271.72","15,653,515.64","203,362,147.31","25,414.62","6,199,737.66","9,698,895.69","28,340,851.81","1,038,454.43","18,497,075.22","24,015,193.87","24,117,680.10","567,272.55","22,796,047.66","25,160,929.87","82,688,158.20","33,344,897.07","38,860,579.47","44,404,375.25","54,585,388.03","10,716,175.45","13,134,515.60","35,745,665.86","202,604,335.94","126,987,026.64","224,336,178.72","310,095,586.59","286,335,611.01","56,124,379.66","62,856,625.55","120,256,326.80","120,443,715.32","50,293,346.82","126,742,863.02","265,443,831.57","568,355,696.32","106,935,369.64","117,626,722.87","182,517,766.69","292,654,618.33","100,031,036.61","164,224,484.41","244,577,062.12","394,756,529.36","147,574,420.28"
经营活动现金流入小计,"404,722,071.80","857,569,203.54","1,418,465,104.50","2,174,652,453.59","440,051,837.78","924,511,511.93","1,227,695,973.29","1,454,821,525.58","219,958,544.31","467,005,054.25","723,230,891.81","1,038,015,265.57","249,247,692.67","576,377,233.66","994,833,339.33","1,435,696,623.15","497,086,135.92","913,839,951.53","1,275,461,306.91","1,677,225,777.32","384,982,242.31","732,942,404.73","1,031,858,603.02","1,551,715,331.67","281,845,232.47","653,349,442.53","1,117,838,586.11","1,421,530,267.59","300,348,319.77","665,847,515.11","888,663,422.90","1,374,048,786.51","335,251,865.68","913,972,837.95","1,684,878,419.99","2,227,951,180.66","398,678,712.20","900,382,482.57","1,814,101,579.37","2,342,560,361.38","558,348,837.10","946,005,151.16","1,240,964,101.49","1,916,832,107.71","481,614,691.50","860,368,333.28","1,198,790,521.26","1,375,846,764.09","272,215,769.96"
投资活动产生的现金流量净额,"-29,846,494.41","13,825,314.92","16,075,808.62","64,576,632.86","-3,412,161.94","-3,729,164.30","-7,083,045.38","-87,412,771.27","9,974,585.38","33,859,369.66","30,498,114.14","20,822,787.19","-891,674.43","-18,178,590.22","-23,058,257.92","-23,180,312.21","-564,262.84","22,206,962.05","56,290,777.84","1,342,035.82","-25,297,774.94","-30,109,566.41","-35,647,478.69","-45,451,588.74","-10,716,175.45","-5,144,514.65","24,143,531.50","-146,614,375.41","24,364,560.32","35,569,397.75","-19,672,538.38","57,900,334.36","-54,850,113.29","-60,372,188.09","-111,165,314.29","30,072,200.84","-46,695,533.71","31,055,101.19","-42,563,916.42","104,375,695.53","-83,635,369.64","-93,932,294.05","-135,807,891.42","-125,909,201.80","-14,113,950.21","12,415,079.79","-32,983,904.87","75,702,883.24","-24,264,892.52"
购买商品、接受劳务支付的现金,"296,162,774.59","657,862,823.28","1,032,988,695.10","1,503,212,419.63","364,040,682.04","784,021,870.59","1,011,289,334.35","1,087,065,399.61","202,214,775.40","393,616,002.55","591,636,170.89","786,965,417.67","179,548,526.49","418,539,329.94","751,666,389.77","1,084,301,785.57","251,835,252.35","536,380,564.81","885,946,810.52","1,141,665,412.17","283,086,483.56","509,746,776.40","731,083,732.68","1,119,308,793.66","181,186,805.85","434,795,014.10","647,200,412.95","883,354,451.01","223,919,141.35","456,748,339.14","616,745,891.35","888,633,485.12","357,422,049.44","728,710,631.94","1,195,281,046.57","1,682,863,842.91","345,971,724.47","721,199,472.04","1,492,789,446.65","1,935,633,310.72","406,332,436.44","650,686,134.65","862,934,491.04","1,019,535,043.12","239,620,601.08","453,756,546.83","642,437,664.23","621,046,608.19","97,177,224.57"
吸收投资收到的现金,,"8,410,000.00","8,410,000.00","8,410,000.00","634,560,000.00","654,560,000.00","654,560,000.00","666,400,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00",,,"3,200,000.00","1,000,000.00",,,,,
