科目,2007-12-31,2008-06-30,2008-12-31,2009-06-30,2009-12-31,2010-06-30,2010-12-31,2011-06-30,2011-12-31,2012-06-30,2012-12-31,2013-06-30,2013-12-31,2014-06-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
其他应收款,"1,113,032.73","6,144,465.21","17,905,367.45","4,819,821.08","6,821,004.96","12,993,364.25","11,735,240.89","19,090,097.74","25,712,225.36","37,152,521.10","22,445,285.02","37,770,333.18","25,630,304.70","44,264,020.31","19,275,882.26","36,187,169.54","28,331,435.13","48,721,597.09","26,850,237.16","42,128,451.69","40,438,301.70","37,836,794.93","28,497,469.11","46,930,767.24","37,280,224.90","36,592,802.30","43,572,957.87","62,508,802.63"
应付职工薪酬,"1,514,762.23","1,246,463.72","883,669.77","585,502.35","1,909,458.02","2,255,291.42","2,597,370.92","3,259,756.26","3,781,619.16","4,509,556.55","5,404,807.83","6,499,757.16","7,762,587.41","9,287,780.97","10,833,629.13","11,546,328.37","12,573,642.91","13,182,278.27","15,357,884.80","16,547,610.01","15,260,049.16","15,993,184.86","15,227,704.20","14,159,083.71","14,791,729.97","17,112,008.73","30,962,181.16","29,896,795.65"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"2,260,323.62","1,109,719.66","3,383,964.02","1,776,199.24","13,285,524.61","11,870,621.86","13,698,083.11","11,901,460.72","13,847,284.61","21,251,403.94","22,608,491.85","20,750,723.28","21,341,111.90","26,829,147.56","27,755,727.48","25,694,879.81","36,202,226.42","33,749,176.94","34,955,277.18","17,051,623.75","33,195,990.46","21,822,235.95","17,057,474.35","20,229,191.75","18,454,568.18","26,671,709.09","67,893,702.05","20,045,742.83"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,"2,156.00",,,,
应付利息,,,,,,,,,,,"161,902.08","121,819.43","111,375.00","87,533.33","131,533.33","232,152.00","163,513.92",,"77,833.34",,"100,720.43",,"71,776.52",,"114,791.67","403,459.31","874,494.56","893,373.47"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"57,664,092.15","65,359,370.69","53,954,108.19","58,236,668.84","56,740,433.74","48,719,465.92","61,273,727.12","60,199,755.67","97,700,360.60","97,405,817.11","124,837,356.24","176,917,857.05","164,948,560.81","188,918,607.46","179,982,695.67","225,277,745.46","211,031,756.18","217,949,649.38","167,601,932.33","193,868,580.27","178,408,478.50","206,175,613.84","182,306,090.51","267,554,893.12","259,417,102.88","487,990,247.13","415,696,288.80","651,204,241.72"
其他应付款,"9,636,984.34","7,850,095.13","7,725,401.22","7,566,119.45","9,116,622.45","7,967,814.57","12,594,464.30","7,148,262.48","6,465,974.88","4,376,503.57","3,342,212.59","3,704,325.72","4,238,478.85","2,657,464.06","4,425,680.74","2,879,581.25","25,886,356.64","8,959,620.26","11,758,819.11","13,359,001.87","8,612,061.20","7,313,932.79","8,667,628.86","8,412,079.84","10,641,884.46","62,380,233.01","11,030,457.85","17,000,336.63"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,"4,000,000.00","4,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,"17,851,711.22","11,793,227.86"
其他流动资产,,,,,,,,,,"307,535.48","409,694.67","1,184,773.93","1,100,517.74","931,759.32","664,510.43","403,254.39","615,921.31","1,006,612.76","1,562,960.88","522,505.87","980,153.11","895,680.47","1,289,324.79","381,447.61","1,060,218.68","1,333,018.12","233,936,833.21","781,506.68"
其他流动负债,"21,909.21",,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"113,358,342.65","139,738,468.55","167,728,431.10","151,094,573.91","204,376,596.46","201,263,731.51","257,439,920.45","280,701,080.54","364,808,733.25","408,372,669.72","537,219,638.12","579,639,719.35","704,799,794.90","749,319,998.32","867,322,735.31","897,048,164.18","1,263,002,829.84","1,121,606,426.96","1,147,558,536.31","1,085,197,199.77","1,173,640,686.10","1,282,954,452.39","1,366,572,333.35","1,296,489,223.18","1,428,907,122.32","2,199,441,850.37","2,448,786,931.88","2,688,450,234.78"
流动负债合计,"50,305,112.25","47,386,369.72","60,482,177.09","55,396,738.28","109,455,466.48","129,746,100.40","159,401,564.51","166,825,579.30","219,414,894.26","251,889,914.72","337,584,117.94","369,211,938.95","452,381,203.66","492,766,172.84","568,364,541.92","589,289,613.15","692,560,565.29","711,041,267.36","815,035,042.24","783,474,778.30","908,671,018.77","952,764,467.38","1,077,566,569.75","1,037,122,260.49","1,228,747,176.94","1,581,376,861.40","1,940,564,694.24","2,170,867,106.08"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,"5,000,000.00",,,,,,,,,,,,,,,"50,000,000.00","50,000,000.00",,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,"32,446,994.12","17,634,162.73","19,304,286.66"
长期股权投资,"2,267,467.68","265,508.31","649,005.81","306,778.40",,,,,,,,,,,,,,,,,,,"53,400,000.00","58,066,669.00","58,066,669.00","58,066,669.00","157,131,856.09","158,761,267.26"
专项应付款,"1,650,000.00","2,850,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,"413,476.00",,,,,,,,,,,,,,,,,,,,,
固定资产,"21,238,619.10","21,725,356.71","22,082,780.06","22,382,295.41","26,764,785.63","27,738,463.67","45,336,276.87","47,229,590.49","53,367,858.76","52,446,651.52","55,110,362.27","67,697,845.11","72,949,629.21","75,241,470.52","68,253,213.43","73,156,682.54","74,595,918.29","76,145,697.37","76,863,220.74","76,896,702.37","78,540,679.76","78,276,412.66","266,551,591.81","262,999,113.17","485,852,613.07","615,624,422.69","636,445,722.95","629,631,167.72"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,147,953.34","6,147,953.34"
在建工程,,"39,646.00","60,283.94",,"1,067,863.00","7,997,388.00","215,591.36","66,261.62",,,,"97,435.90","3,485,224.00","5,857,952.53","22,399,569.13","28,233,760.25","40,053,912.54","151,276,193.41","202,856,057.23","244,942,085.82","265,070,443.43","308,668,162.34","164,846,603.52","177,683,378.73","16,682,893.73","34,368,978.61","31,031,663.35","46,850,652.43"
其他非流动负债,,,,,,,"1,800,000.00","1,800,000.00","1,768,486.42","1,725,701.91","1,633,807.79","1,526,932.79","1,420,057.79","1,313,182.79",,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"6,650,000.00","2,850,000.00",,,,,"2,213,476.00","1,800,000.00","1,768,486.42","1,725,701.91","1,633,807.79","1,526,932.79","1,420,057.79","1,313,182.79","5,003,720.28","54,231,982.78","54,000,341.15","4,000,341.15","13,756,171.78","45,589,052.18","45,514,446.88","50,242,226.43","50,076,880.98","49,964,973.03","49,933,065.08","93,399,650.80","85,270,936.97","86,135,037.69"
固定资产清理,"-42,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"56,955,112.25","50,236,369.72","60,482,177.09","55,396,738.28","109,455,466.48","129,746,100.40","161,615,040.51","168,625,579.30","221,183,380.68","253,615,616.63","339,217,925.73","370,738,871.74","453,801,261.45","494,079,355.63","573,368,262.20","643,521,595.93","746,560,906.44","715,041,608.51","828,791,214.02","829,063,830.48","954,185,465.65","1,003,006,693.81","1,127,643,450.73","1,087,087,233.52","1,278,680,242.02","1,674,776,512.20","2,025,835,631.21","2,257,002,143.77"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"72,180,000.00","82,180,000.00","82,180,000.00","82,180,000.00","82,180,000.00","82,180,000.00","82,180,000.00","82,180,000.00","82,180,000.00","82,180,000.00","82,180,000.00","82,180,000.00","82,180,000.00","82,180,000.00","82,180,000.00","82,180,000.00","108,180,000.00","108,180,000.00","108,180,000.00","108,180,000.00","270,450,000.00","279,768,466.00","279,768,466.00","279,768,466.00","279,768,466.00","323,441,468.00","323,441,468.00","323,441,468.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"2,854,766.11","22,229,166.11","23,496,283.53","23,802,183.53","19,168,322.59","19,168,322.59","19,168,322.59","19,525,625.19","19,525,625.19","19,525,625.19","19,525,625.19","19,525,625.19","19,525,625.19","19,525,625.19","19,525,625.19","19,525,625.19","237,676,121.67","237,676,121.67","237,676,121.67","237,676,121.67","75,406,121.67","167,856,352.61","167,856,352.61","167,856,352.61","167,856,352.61","1,078,685,080.32","1,078,685,080.32","1,078,685,080.32"
无形资产,"10,952,253.94","10,439,415.94","11,318,954.62","10,867,303.95","6,981,498.16","29,009,541.49","28,659,869.62","28,387,304.12","28,044,745.31","27,806,949.36","27,971,857.87","28,309,476.19","28,214,834.99","27,983,532.45","27,996,080.43","27,758,590.73","27,801,409.94","27,766,715.54","97,640,382.68","97,038,919.28","109,884,386.47","108,853,914.98","133,667,754.64","131,846,386.93","130,522,869.87","176,277,555.86","198,927,359.91","197,150,541.01"
盈余公积,"2,818,837.61","2,772,810.23","4,506,174.23","4,506,174.23","4,409,560.63","4,409,560.63","7,299,241.56","7,299,241.56","11,147,333.39","11,147,333.39","16,457,634.05","16,457,634.05","22,393,524.64","22,393,524.64","28,506,412.90","28,506,412.90","28,506,412.90","28,506,412.90","33,444,269.58","33,444,269.58","33,444,269.58","33,444,269.58","34,856,202.41","34,856,202.41","34,856,202.41","34,856,202.41","37,020,745.42","37,020,745.42"
开发支出,,,,,,,,,,,,,,,,,"8,847,411.60","27,292,141.52","30,320,411.50","38,179,783.92","26,893,396.92","31,091,729.08","14,112,973.18","18,958,935.88","20,741,561.92","27,864,927.45","12,270,641.65","14,220,709.06"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,"123,716.62",,,,,,,,,,,,,,,,,,,,,,"412,557,882.99","422,727,387.86","422,727,387.86"
未分配利润,"11,758,713.92","13,717,185.50","26,527,349.04","15,664,562.89","22,804,734.89","29,438,611.91","60,792,913.26","78,115,860.66","112,065,179.83","123,235,973.12","163,963,511.15","189,624,303.44","234,597,720.95","245,216,524.36","287,334,009.32","258,139,982.93","300,791,647.89","322,610,102.06","353,455,620.74","340,055,918.63","340,245,192.24","357,034,602.08","396,565,430.14","384,107,404.81","388,167,855.89","425,952,670.94","483,690,805.90","488,707,382.60"
长期待摊费用,,"96,525.00","106,472.77","86,625.00",,,,,"158,125.00","591,616.77","953,592.35","1,115,656.77","1,529,448.19","1,857,474.00","2,244,195.29","2,171,805.53","2,106,462.11","1,844,892.83","1,376,450.30","1,309,733.88","958,625.47","846,145.78","577,441.48","670,640.54","573,385.66","2,200,374.56","10,889,379.36","10,616,641.62"
少数股东权益,"1,207,253.48","1,169,388.95","4,753,944.41","3,311,634.36","3,127,034.28","3,099,180.15","3,177,453.48","3,268,169.14","3,533,044.73","3,313,882.88","3,495,888.61","3,051,545.76","3,319,418.28","2,452,519.90","3,047,803.87","2,241,706.17","1,730,527.95","970,973.08","2,763,404.65","2,837,692.93","3,484,894.77","2,088,545.07","2,086,787.59","2,086,679.58","2,093,865.91","2,093,134.68","2,087,741.59","2,085,471.33"
递延所得税资产,,,,,"1,954,375.62","2,032,651.01","2,581,313.10","2,630,239.08","3,255,101.50","3,800,543.84","3,585,134.12","4,717,846.86","4,838,619.22","5,587,121.90","5,746,319.89","5,746,319.89","7,037,672.53","7,053,150.59","7,226,071.90","7,693,408.25","7,927,725.76","8,208,111.92","9,047,991.50","9,047,991.50","10,075,869.27","11,319,697.58","16,450,980.28","16,450,980.28"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,"469,500.00",,"14,300,000.00","24,300,000.00",,,,"2,082,709.44","16,099,549.11","2,082,709.42"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"34,416,340.72","32,566,451.96","34,217,497.20","33,766,719.38","36,768,522.41","66,778,044.17","76,793,050.95","78,313,395.31","84,825,830.57","84,645,761.49","87,620,946.61","101,938,260.83","111,017,755.61","116,527,551.40","126,639,378.17","137,067,158.94","160,442,787.01","291,378,791.26","416,752,094.35","466,060,633.52","503,575,257.81","560,244,476.76","642,204,356.13","659,273,115.75","722,515,862.52","1,340,363,218.18","1,501,974,540.56","1,498,492,056.66"
所有者权益(或股东权益)合计,"90,819,571.12","122,068,550.79","141,463,751.21","129,464,555.01","131,689,652.39","138,295,675.28","172,617,930.89","190,388,896.55","228,451,183.14","239,402,814.58","285,622,659.00","310,839,108.44","362,016,289.06","371,768,194.09","420,593,851.28","390,593,727.19","676,884,710.41","697,943,609.71","735,519,416.64","722,194,002.81","723,030,478.26","840,192,235.34","881,133,238.75","868,675,105.41","872,742,742.82","1,865,028,556.35","1,924,925,841.23","1,929,940,147.67"
资产总计,"147,774,683.37","172,304,920.51","201,945,928.30","184,861,293.29","241,145,118.87","268,041,775.68","334,232,971.40","359,014,475.85","449,634,563.82","493,018,431.21","624,840,584.73","681,577,980.18","815,817,550.51","865,847,549.72","993,962,113.48","1,034,115,323.12","1,423,445,616.85","1,412,985,218.22","1,564,310,630.66","1,551,257,833.29","1,677,215,943.91","1,843,198,929.15","2,008,776,689.48","1,955,762,338.93","2,151,422,984.84","3,539,805,068.55","3,950,761,472.44","4,186,942,291.44"
负债和所有者(或股东权益)合计,"147,774,683.37","172,304,920.51","201,945,928.30","184,861,293.29","241,145,118.87","268,041,775.68","334,232,971.40","359,014,475.85","449,634,563.82","493,018,431.21","624,840,584.73","681,577,980.18","815,817,550.51","865,847,549.72","993,962,113.48","1,034,115,323.12","1,423,445,616.85","1,412,985,218.22","1,564,310,630.66","1,551,257,833.29","1,677,215,943.91","1,843,198,929.15","2,008,776,689.48","1,955,762,338.93","2,151,422,984.84","3,539,805,068.55","3,950,761,472.44","4,186,942,291.44"
