科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"64,472,181.74","112,823,051.42","162,998,454.36","53,816,979.52","83,513,937.74","179,029,033.94","44,264,450.01","95,672,405.52","168,118,216.09","372,860,834.05","54,684,385.32","122,425,604.70","238,033,408.51","510,402,728.69","85,617,120.88","174,264,484.77","299,734,776.10","556,881,342.92","75,971,409.20","244,732,609.53","370,078,478.69","655,777,738.32","102,425,907.55","364,894,536.92","599,827,637.91","1,135,307,246.85","150,016,216.38","487,922,354.61","748,463,762.67","1,417,276,532.69","198,455,387.17","439,311,748.63","725,604,878.45","1,216,282,840.09","317,382,463.84","881,006,713.29","1,585,600,284.23","2,667,678,679.83","638,923,225.74"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,"206,467,359.78","236,506,469.78","234,167,642.16",,,"90,794,048.32","90,794,048.32","150,000,000.00",,,,"250,000,000.00","196,182,889.40","176,028,510.06","176,028,610.06",
收到的税费返还,,"1,631,697.73","8,729,571.44","3,440,374.55","6,053,672.26","8,275,568.46","5,010,728.61","5,010,728.61","6,807,272.96","23,051,982.63","3,913,004.03","10,506,907.76","13,684,950.99","25,890,004.77","2,993,676.40","14,673,273.61","22,063,330.79","33,348,776.32","4,194,262.86","11,278,355.32","19,213,827.90","31,536,423.39","8,810,982.65","17,031,252.48","31,330,586.15","50,546,421.35","7,963,247.15","17,060,125.28","33,576,170.97","61,988,659.29","3,625,367.29","16,791,629.65","24,552,477.98","41,347,328.81","10,968,276.98","20,557,554.64","29,999,375.70","39,433,293.10","6,897,305.38"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,"440,000,000.00","50,000,000.00","50,000,000.00","62,500,000.00","57,500,000.00",,"20,000,000.00","20,000,000.00","500,000,000.00","730,000,000.00","1,340,000,000.00","1,945,948,967.56","2,285,949,067.56","320,000,000.00"
收到其他与经营活动有关的现金,"4,453,037.05","6,169,847.51","6,773,331.08","4,135,881.48","7,435,014.42","7,889,750.77","8,761,654.49","12,975,330.01","12,650,003.92","9,453,655.55","11,622,722.85","17,077,402.03","16,058,288.96","25,220,579.44","6,421,468.08","11,053,879.28","12,191,282.54","9,443,612.30","3,352,714.82","4,039,163.63","6,188,825.50","12,546,314.77","2,785,269.15","7,086,339.40","9,009,997.59","16,955,559.95","1,971,338.14","8,099,148.86","24,649,844.42","17,766,851.45","7,015,146.93","13,481,762.86","20,134,734.60","29,023,987.69","14,952,980.97","39,815,867.18","175,588,675.21","106,674,911.08","42,874,786.06"
投资活动现金流出小计,"4,365,765.65","2,490,201.30","16,825,734.50","1,252,752.00","1,751,829.00","1,590,826.50","2,989,482.08","4,679,752.21","31,980,313.74","23,398,152.60","3,504,248.25","4,446,410.79","5,807,330.55","27,161,799.69","22,132,711.45","23,358,537.65","34,745,702.62","75,031,038.28","21,261,973.00","58,153,807.26","120,107,145.50","178,216,532.90","2,261,290.00","270,244,090.16","354,143,689.25","799,381,250.40","316,921,176.77","695,585,795.43","688,796,104.03","733,562,796.55","185,769,174.88","208,461,108.05","309,776,613.89","1,295,100,293.92","999,854,879.54","1,560,978,828.54","2,152,331,120.69","2,523,267,600.07","326,035,381.19"
经营活动现金流入小计,"68,925,218.79","120,624,596.66","178,501,356.88","61,393,235.55","97,002,624.42","195,194,353.17","58,036,833.11","113,658,464.14","187,575,492.97","405,366,472.23","70,220,112.20","150,009,914.49","267,776,648.46","561,513,312.90","95,032,265.36","199,991,637.66","333,989,389.43","599,673,731.54","83,518,386.88","260,050,128.48","395,481,132.09","699,860,476.48","114,022,159.35","389,012,128.80","640,168,221.65","1,202,809,228.15","159,950,801.67","513,081,628.75","806,689,778.06","1,497,032,043.43","209,095,901.39","469,585,141.14","770,292,091.03","1,286,654,156.59","343,303,721.79","941,380,135.11","1,791,188,335.14","2,813,786,884.01","688,695,317.18"
投资活动产生的现金流量净额,"-4,365,765.65","-2,430,834.16","-14,812,098.94","-1,252,752.00","-1,751,829.00","-1,590,826.50","-1,988,223.78","-3,678,493.91","-30,979,055.44","-21,498,152.60","-3,504,248.25","-4,446,410.79","-5,807,330.55","-21,921,799.69","-22,132,711.45","-9,944,137.65","-20,131,302.62","-58,611,038.28","-19,431,973.00","-56,218,208.26","-115,471,546.50","-171,016,532.90","3,988,710.00","-263,994,090.16","-346,393,689.25","-404,718,425.74","-260,451,138.35","-581,740,706.38","-525,979,919.83","-577,687,842.08","-147,921,597.88","-169,863,531.05","-271,085,410.31","-770,156,258.97","182,119,084.41","185,277,985.63","-11,088,334.86","-1,713,705.81","-84,820,927.07"
购买商品、接受劳务支付的现金,"31,401,407.11","53,812,026.06","86,536,251.27","43,418,705.92","68,588,225.10","118,195,225.52","38,125,619.43","87,618,205.25","136,989,251.46","202,948,626.72","95,306,487.57","148,881,995.75","235,542,726.50","357,546,435.19","94,023,765.79","151,097,471.45","255,305,046.44","325,684,719.84","89,339,640.69","195,139,209.11","315,582,289.73","422,777,963.48","98,110,560.16","233,249,243.03","383,236,145.18","560,046,610.64","176,361,528.66","293,752,821.75","468,787,745.93","802,666,768.59","149,483,056.41","298,501,041.89","510,523,542.48","758,072,466.34","236,098,344.62","640,799,001.97","1,302,558,336.85","1,907,588,158.14","547,895,484.94"
吸收投资收到的现金,,"50,025,000.00",,,,"653,280,000.00",,,"3,000,000.00","3,000,000.00",,,,,,,,,,,,,,,"18,366,015.60","18,366,015.60",,,"31,919,767.00","45,249,845.20","355,652.00","30,467,471.10","481,210,722.94","483,346,367.98","409,834.32","1,765,258.88","1,765,258.88","463,661.52",
