科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"56,011,842.76","64,642,965.30","100,420,740.74","72,369,109.12","103,437,388.72","139,810,038.75","47,536,536.38","81,160,568.77","114,103,215.04","149,728,741.21","43,265,949.65","77,664,298.53","112,236,464.68","154,600,425.67","38,579,850.31","87,432,750.88","133,649,014.28","185,063,057.87","46,836,412.98","105,516,750.01","159,277,697.67","207,590,937.00","51,670,072.87","123,122,198.08","183,999,287.73","245,318,949.15","64,133,576.03","145,016,408.82","212,173,797.13","283,778,045.73"
取得借款收到的现金,"793,426,054.96","686,000,000.00","694,000,000.00","308,326,402.40","488,326,402.40","488,326,402.40",,"163,659,023.01","223,659,023.01","313,659,023.01",,"198,500,000.00","255,000,000.00","325,000,000.00",,"176,000,000.00","236,000,000.00","286,000,000.00","50,000,000.00","80,000,000.00","280,000,000.00","310,000,000.00",,,"30,000,000.00","30,000,000.00",,"27,436,632.00","155,802,252.00","685,910,663.22"
支付的各项税费,"63,119,757.56","57,964,917.79","123,146,386.74","60,344,523.25","100,607,501.68","120,899,017.25","34,605,102.20","77,984,624.28","83,661,500.28","92,427,454.84","6,156,297.51","25,219,261.60","31,843,819.63","43,016,725.60","15,126,477.64","35,084,473.41","45,892,740.45","53,294,901.34","31,441,359.54","87,649,036.97","97,838,108.86","112,481,063.64","17,201,936.55","54,090,044.59","70,281,011.77","86,727,365.30","41,947,150.39","92,316,229.86","119,556,734.28","126,698,804.36"
收到其他与筹资活动有关的现金,,"6,000,000.00",,,,,,,,,,,,"44,071,584.99","3,511,500.00","15,751,500.00","15,751,500.00",,"54,121,083.62","326,714,193.79","616,714,193.79","287,068,188.26","68,668,959.53",,,"43,522,245.53",,,"52,404,948.30",
支付其他与经营活动有关的现金,"265,680,818.76","65,346,789.82","128,970,045.24","85,873,617.30","94,467,047.69","133,891,813.08","46,571,750.40","60,437,929.12","95,715,592.29","122,870,595.49","38,238,142.13","316,378,435.53","286,693,480.17","269,583,223.41","23,897,302.74","70,283,856.92","116,665,570.15","177,644,176.20","59,978,873.44","99,303,398.12","111,881,306.90","154,880,697.73","35,493,537.05","88,873,121.62","149,528,027.21","207,533,873.96","46,523,809.12","119,607,048.07","205,138,403.90","263,924,693.13"
筹资活动现金流入小计,"793,426,054.96","785,600,000.00","694,000,000.00","308,326,402.40","1,617,812,802.40","1,623,812,802.40",,"163,659,023.01","223,659,023.01","366,159,023.01",,"198,500,000.00","255,000,000.00","369,071,584.99","3,511,500.00","191,751,500.00","251,751,500.00","386,536,000.00","104,121,083.62","406,714,193.79","896,714,193.79","1,333,518,188.26","68,668,959.53",,"30,000,000.00","300,365,845.53","18,175,000.00","-24,388,368.00","226,382,200.30","1,775,409,416.31"
经营活动现金流出小计,"4,409,688,544.15","3,905,479,628.94","6,086,675,889.33","3,935,119,594.46","5,900,178,814.03","7,565,665,164.15","1,563,366,211.98","3,114,594,147.22","4,613,556,078.50","6,156,773,059.28","1,372,074,888.70","3,091,916,717.09","4,893,860,845.00","3,488,100,931.26","705,871,207.73","899,585,517.25","2,317,189,971.12","3,403,995,167.19","1,310,018,035.80","2,895,460,877.03","4,284,479,977.68","4,882,836,637.73","1,123,974,896.27","2,525,784,264.06","3,815,806,964.30","5,453,916,087.29","1,578,506,720.87","3,402,255,565.33","5,452,457,748.06","6,228,764,876.83"
偿还债务支付的现金,"890,720,000.00","585,000,000.00","645,000,000.00","185,000,000.00","328,326,402.40","493,326,402.40","160,000,000.00","290,000,000.00","483,659,023.01","483,659,023.01",,"150,000,000.00","230,000,000.00","325,000,000.00","36,000,000.00","195,000,000.00","255,000,000.00","325,000,000.00","100,000,000.00","210,000,000.00","270,000,000.00","366,000,000.00","70,000,000.00","130,000,000.00","230,000,000.00","230,000,000.00",,"30,000,000.00","30,000,000.00","57,436,632.00"
经营活动产生的现金流量净额,"323,138,487.75","30,154,179.15","52,674,916.07","116,977,230.16","196,001,683.51","249,672,309.51","-80,793,173.53","-176,463,437.69","-39,309,522.65","32,095,024.01","-32,744,477.08","-186,002,842.20","-285,804,467.20","-143,692,157.09","340,977,024.96","807,279,828.59","599,689,178.79","812,819,912.24","-138,070,624.91","-496,356,340.62","-526,394,618.76","-109,091,117.21","-26,407,719.65","-170,492,542.53","-196,799,497.92","69,697,635.60","-134,152,226.38","183,237,301.18","-359,330,960.01","-280,689,213.00"
分配股利、利润或偿还利息支付的现金,"49,847,903.56","40,978,766.82","57,724,208.53","70,717,276.95","83,804,323.50","100,022,598.17","9,706,788.55","54,645,055.19","61,397,740.17","65,722,577.73","4,635,000.00","9,629,936.12","60,591,578.54","62,087,236.06","4,682,983.92","12,032,537.22","56,845,027.86","61,262,068.73","3,368,150.42","48,881,914.19","51,346,548.30","60,067,787.87","1,995,661.12","58,366,349.44","59,054,230.00","60,281,607.70","48,027,011.18","48,324,597.26","51,604,294.28","54,854,664.03"
收回投资收到的现金,"16,115,456.00","15,566,175.00","6,639,200.00",,,,,,,,,,,"834,215,570.95","394,118,612.09","939,822,663.45","1,670,327,641.41","3,534,683,776.53","995,295,734.30","1,910,831,614.58","2,792,458,205.87","3,622,151,847.77","1,404,008,099.62","3,083,644,723.61","3,858,068,700.55","4,975,460,000.00","815,790,000.00","1,814,750,000.00","2,992,285,670.55","3,947,688,355.09"
支付其他与筹资活动有关的现金,"6,000,000.00",,,,,,,,,,,,,"15,751,500.00","219,189,545.15","331,000,000.00","454,100,000.00","600,962,693.79",,,"234,900,000.00","13,842,180.32",,"40,682,850.81","48,019,622.11",,"84,541,760.73","158,928,116.84","82,120,198.13","278,138,290.34"
取得投资收益收到的现金,,,,"522,229.00","2,333,597.61","4,572,414.61","843,200.00","1,284,400.00","1,282,293.24","1,282,293.24",,,,,,"300,000.00","300,000.00","300,000.00","300,626.00","300,626.00","300,626.00","300,626.00",,"270,000.00","270,000.00","35,156,673.25","1,747,117.75","-13,060,292.73","-9,581,900.61","34,303,414.92"
筹资活动现金流出小计,"946,567,903.56","625,978,766.82","702,724,208.53","255,717,276.95","412,130,725.90","593,349,000.57","169,706,788.55","344,645,055.19","545,056,763.18","549,381,600.74","4,635,000.00","159,629,936.12","290,591,578.54","402,838,736.06","259,872,529.07","538,032,537.22","765,945,027.86","987,224,762.52","103,368,150.42","258,881,914.19","556,246,548.30","439,909,968.19","71,995,661.12","229,049,200.25","337,073,852.11","290,281,607.70","132,568,771.91","237,252,714.10","163,724,492.41","390,429,586.37"
处置固定资产、无形资产和其他长期资产收回的现金净额,"567,400.00","1,349,686.80","646,888.82","365,023.75","365,000.00","365,000.00",,"1,340,000.00","9,049,443.30","7,995,806.23",,"250,000.00","607,614.96","1,338,173.86","12,943,296.00","13,358,295.99","13,955,095.99","12,555,296.00","39,626,268.00","40,340,268.00","40,340,268.00","24,000.00","21,500.00","588,131.60","614,131.60","1,036,229.14","5,400.00","585,340.80","744,963.88","2,000,731.16"
筹资活动产生的现金流量净额,"-153,141,848.60","159,621,233.18","-8,724,208.53","52,609,125.45","1,205,682,076.50","1,030,463,801.83","-169,706,788.55","-180,986,032.18","-321,397,740.17","-183,222,577.73","-4,635,000.00","38,870,063.88","-35,591,578.54","-33,767,151.07","-256,361,029.07","-346,281,037.22","-514,193,527.86","-600,688,762.52","752,933.20","147,832,279.60","340,467,645.49","893,608,220.07","-3,326,701.59","-229,049,200.25","-307,073,852.11","10,084,237.83","-114,393,771.91","-261,641,082.10","62,657,707.89","1,384,979,829.94"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46,147,649.10",
四、汇率变动对现金的影响,"-4,249,927.09","-899,891.64","-9,874,391.38","-7,781,492.23","-14,377,404.61","-16,282,181.94","-109,120.16","1,831,041.96","2,569,581.78","-1,674,686.36","-3,564,666.89","-9,291,803.46","-12,947,863.92","-10,509,365.78","1,023,284.01","3,142,503.45","2,829,929.98","979,482.84","8,326,155.53","14,969,376.10","22,187,268.53","18,443,904.03","406,168.92","645,681.29","270,416.82","1,526,184.74","46,479.06","-291,212.60","-318,109.79","-568,462.33"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,879,705.58",,,"27,582,863.01"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"16,682,856.00","16,915,861.80","7,286,088.82","887,252.75","2,698,597.61","4,937,414.61","843,200.00","2,624,400.00","10,331,736.54","9,278,099.47",,"250,000.00","607,614.96","835,553,744.81","407,061,908.09","953,480,959.44","1,684,582,737.40","3,547,539,072.53","1,035,222,628.30","1,951,472,508.58","2,833,099,099.87","3,622,476,473.77","1,404,029,599.62","3,084,502,855.21","3,858,952,832.15","5,011,652,902.39","819,422,223.33","1,802,275,048.07","3,029,596,382.92","4,011,575,364.18"
五、现金及现金等价物净增加额,"-1,118,895.83","125,403,144.85","-105,781,473.24","58,569,712.30","1,223,766,320.21","1,057,375,471.17","-276,502,476.87","-417,112,164.25","-493,347,459.67","-324,503,740.06","-68,361,786.44","-230,539,305.57","-445,914,116.24","-485,860,448.58","-131,433,454.38","-177,517,703.40","-148,465,354.54","-67,058,861.33","-207,125,660.26","-5,377,260.95","-101,643,029.79","92,168,723.77","-59,975,269.92","-115,605,611.81","-138,570,951.60","46,727,417.35","-163,178,293.61","-123,976,907.49","-303,602,020.21","180,521,528.14"
购建固定资产、无形资产和其他长期资产支付的现金,"163,548,463.89","70,388,237.64","147,143,878.22","104,122,403.83","166,238,632.80","211,415,872.84","26,736,594.63","64,118,136.34","145,541,515.17","180,979,599.45","27,417,642.47","74,364,723.79","112,177,821.54","75,445,519.45","11,134,642.37","12,201,136.00","17,434,851.19","18,669,744.76","8,055,752.38","24,973,572.61","49,680,912.92","101,268,756.89","23,676,617.22","90,112,405.53","141,950,850.54","323,646,010.53","33,489,117.41","200,309,119.62","423,534,731.58","408,168,650.44"
期初现金及现金等价物余额,"60,430,155.23","59,311,259.40","184,714,404.25","78,932,931.01","78,932,931.01","78,932,931.01","1,136,308,402.18","1,136,308,402.18","1,136,308,402.18","1,136,308,402.18","811,804,662.12","811,804,662.12","811,804,662.12","811,804,662.12","326,305,391.88","325,944,213.54","325,944,213.54","325,944,213.54","258,885,352.21","258,885,352.21","258,885,352.21","258,885,352.21","351,054,075.98","351,054,075.98","357,954,075.98","351,054,075.98","397,781,493.33","397,781,493.33","397,781,493.33","397,781,493.33"
投资支付的现金,"20,000,000.00","10,000,000.00",,,,,,,,,,,,"1,058,000,000.00","613,000,000.00","1,554,500,000.00","1,875,500,000.00","3,780,600,000.00","1,105,301,000.00","1,598,321,512.00","2,721,321,512.00","4,232,000,000.00","1,411,000,000.00","2,711,100,000.00","3,351,970,000.00","4,642,976,992.50","661,259,322.00","1,563,135,391.42","2,519,661,858.64","4,470,713,007.50"
期末现金及现金等价物余额,"59,311,259.40","184,714,404.25","78,932,931.01","137,502,643.31","1,302,699,251.22","1,136,308,402.18","859,805,925.31","719,196,237.93","642,960,942.51","811,804,662.12","743,442,875.68","581,265,356.55","365,890,545.88","325,944,213.54","194,871,937.50","148,426,510.14","177,478,859.00","258,885,352.21","51,759,691.95","253,508,091.26","157,242,322.42","351,054,075.98","291,078,806.06","235,448,464.17","219,383,124.38","397,781,493.33","234,603,199.72","273,804,585.84","94,179,473.12","578,303,021.47"
