科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"463,435,450.93","538,205,746.02","670,195,000.36","407,955,140.08","556,733,192.11","776,691,641.70","225,339,697.20","397,131,211.39","531,574,383.38","758,466,126.16","236,278,160.53","422,309,361.03","608,690,366.30","826,529,864.78","220,199,807.37","401,838,906.31","592,262,765.05","862,689,991.76","235,619,110.96","461,272,911.88","637,050,964.31","715,949,885.78","181,868,829.39","413,384,891.61","579,527,117.54","660,297,813.94","187,763,159.19","312,329,401.11","459,644,760.49"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,"-3,712,118.91",,,,,,,"41,067,446.86",,"26,911,440.61","28,223,940.61"
收到的税费返还,"183,514.19","77,809.08","391,326.45","159,880.73","267,229.50","267,229.50","106,699.06","106,699.06","214,074.48","214,074.48",,"53,454.75","106,075.63","482,605.48","78,462.43","78,462.43","78,462.43","156,185.42",,,"137,083.23","288,785.21","73,173.94","73,173.94","169,342.96","1,814,150.06","34,102.80","169,681.75","509,761.35"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,"1,524,631.33","1,294,166.12","3,102,236.92","2,205,000.00",,,"30,000,000.00",,,,,,,
收到其他与经营活动有关的现金,"6,270,567.21","14,269,602.62","20,668,581.49","25,409,484.14","28,457,257.44","29,431,628.42","7,684,963.00","9,500,670.73","14,519,509.11","18,066,283.19","21,862,402.03","23,616,032.15","31,724,156.75","38,835,228.51","11,489,111.65","32,920,665.65","34,132,089.69","39,219,520.33","11,863,740.69","22,921,219.84","46,205,195.30","101,553,239.09","18,272,238.18","22,528,221.38","61,462,003.06","100,799,898.19","35,775,776.06","79,941,439.34","120,307,746.67"
投资活动现金流出小计,"22,624,869.92","67,962,709.55","161,925,583.18","12,338,508.85","16,163,246.71","22,958,309.69","11,939,210.94","35,006,461.63","43,270,363.20","71,034,158.89","12,961,942.92","154,817,185.01","474,969,049.07","740,422,002.10","218,207,605.69","640,403,592.44","1,141,013,006.57","1,365,063,692.33","163,513,256.64","382,459,112.88","626,889,207.14","807,099,496.19","206,789,128.82","407,365,718.44","487,204,956.89","1,206,538,240.55","347,784,373.18","580,509,291.58","824,402,827.15"
经营活动现金流入小计,"469,889,532.33","552,553,157.72","691,254,908.30","433,524,504.95","585,457,679.05","806,390,499.62","233,131,359.26","406,738,581.18","546,307,966.97","776,746,483.83","258,140,562.56","445,978,847.93","640,520,598.68","865,847,698.77","231,767,381.45","434,838,034.39","626,473,317.17","902,065,697.51","247,482,851.65","484,194,131.72","683,393,242.84","817,791,910.08","200,214,241.51","435,986,286.93","641,158,463.56","762,911,862.19","223,573,038.05","392,440,522.20","580,462,268.51"
投资活动产生的现金流量净额,"-22,192,769.92","-66,534,376.22","-160,728,723.94","-12,240,157.31","-15,979,895.17","-22,774,958.15","-11,581,524.41","-34,648,775.10","-42,898,889.61","-60,655,530.00","-12,961,942.92","-124,648,793.23","-283,836,049.26","-290,442,316.12","-38,079,751.21","-18,621,901.75","-309,971,274.85","-383,632,295.24","208,508,225.53","147,743,796.44","92,056,207.83","49,534,614.81","-36,410,103.44","-12,420,326.97","21,580,534.05","-291,322,773.95","-32,809,446.12","-38,975,542.17","-62,597,821.79"
购买商品、接受劳务支付的现金,"330,307,178.30","349,553,377.52","500,457,076.87","267,289,305.68","408,976,100.87","588,443,877.13","110,283,562.11","205,302,219.44","308,841,317.77","476,301,567.80","116,554,951.15","217,195,132.40","329,705,241.14","471,709,133.46","143,284,417.44","317,003,441.27","411,971,309.83","535,221,171.87","104,149,349.93","248,343,009.57","360,613,758.42","303,132,635.44","111,873,998.93","243,281,365.24","333,250,022.81","306,456,756.28","123,987,626.99","225,946,619.61","338,959,379.45"
吸收投资收到的现金,,,,,"439,638,500.00","439,638,500.00",,"12,000,000.00","12,000,000.00","12,000,000.00",,,,,,"500,000.00","5,500,000.00","500,000.00",,"2,600,000.00","2,600,000.00","2,600,000.00",,,,"222,106,428.82",,,
支付给职工以及为职工支付的现金,"32,972,579.38","37,975,914.85","53,727,196.73","27,150,203.26","41,603,680.05","57,381,596.85","16,851,822.45","32,178,468.59","48,319,889.88","67,916,774.61","21,334,530.18","40,044,084.80","58,274,219.84","79,882,635.88","24,038,024.13","46,902,107.54","68,217,898.17","90,115,716.14","25,084,348.08","54,598,539.87","79,378,319.52","110,004,200.49","26,264,963.36","50,222,995.18","72,748,309.55","98,636,258.63","26,990,036.35","52,451,923.07","68,871,539.79"
取得借款收到的现金,"90,000,000.00","81,000,000.00","194,950,000.00","127,000,000.00","142,000,000.00","142,000,000.00",,,,,,,,,,,"330,000,000.00","330,000,000.00",,"70,000,000.00","180,000,000.00","180,000,000.00",,"20,000,000.00","120,000,000.00","120,000,000.00",,,"80,000,000.00"
支付的各项税费,"44,468,304.36","49,896,946.78","30,607,861.87","22,309,071.45","34,558,604.21","44,665,688.75","23,100,253.25","44,293,391.27","48,868,506.64","64,281,018.32","40,687,615.49","64,494,934.90","80,846,239.29","92,361,658.60","25,695,328.63","50,076,472.16","64,601,207.90","87,673,533.25","36,811,656.64","74,805,118.59","97,375,484.25","123,463,340.18","32,561,359.70","58,276,699.58","72,464,840.90","101,287,701.01","29,282,786.84","45,688,411.84","60,407,399.76"
收到其他与筹资活动有关的现金,,"11,500,000.00","29,200,000.00",,,,,,,,,,,,,,,,"4,000,000.00","4,000,000.00","8,000,000.00","4,000,000.00",,,,,,,
支付其他与经营活动有关的现金,"12,823,012.26","17,321,955.44","35,884,352.87","28,780,130.08","17,362,565.35","15,311,452.41","21,884,811.03","35,018,197.25","24,813,318.38","38,120,560.74","13,445,254.03","21,664,495.71","30,210,436.99","51,601,690.11","7,360,955.43","26,710,399.71","40,409,438.18","114,805,519.91","17,353,038.53","47,298,350.98","62,887,319.28","85,389,244.16","7,276,282.06","10,186,841.33","65,217,364.00","105,504,780.38","40,333,052.94","82,266,944.34","122,739,559.20"
筹资活动现金流入小计,"90,000,000.00","92,500,000.00","224,150,000.00","127,000,000.00","581,638,500.00","581,638,500.00",,"12,000,000.00","12,000,000.00","12,000,000.00",,,,,,"500,000.00","335,500,000.00","330,500,000.00","4,000,000.00","76,600,000.00","190,600,000.00","186,600,000.00",,"20,000,000.00","120,000,000.00","342,106,428.82",,,"80,000,000.00"
经营活动现金流出小计,"420,571,074.30","454,748,194.59","620,676,488.34","345,528,710.47","502,500,950.48","705,802,615.14","172,120,448.84","316,792,276.55","430,843,032.67","646,619,921.47","192,022,350.85","343,398,647.81","499,036,137.26","695,555,118.05","200,378,725.63","440,692,420.68","585,199,854.08","827,815,941.17","183,398,393.18","425,045,019.01","600,254,881.47","621,989,420.27","177,976,604.05","361,967,901.33","543,680,537.26","611,885,496.30","220,593,503.12","406,353,898.86","590,977,878.20"
偿还债务支付的现金,"95,000,000.00","90,000,000.00","93,950,000.00","107,000,000.00","204,000,000.00","314,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,,,,,,"50,000,000.00","70,000,000.00","50,000,000.00","120,000,000.00","280,000,000.00","280,000,000.00","40,000,000.00","110,000,000.00","160,000,000.00","180,000,000.00",,"50,000,000.00","100,000,000.00"
经营活动产生的现金流量净额,"49,318,458.03","97,804,963.13","70,578,419.96","87,995,794.48","82,956,728.57","100,587,884.48","61,010,910.42","89,946,304.63","115,464,934.30","130,126,562.36","66,118,211.71","102,580,200.12","141,484,461.42","170,292,580.72","31,388,655.82","-5,854,386.29","41,273,463.09","74,249,756.34","64,084,458.47","59,149,112.71","83,138,361.37","195,802,489.81","22,237,637.46","74,018,385.60","97,477,926.30","151,026,365.89","2,979,534.93","-13,913,376.66","-10,515,609.69"
分配股利、利润或偿还利息支付的现金,"6,713,974.40","10,683,627.49","22,859,875.25","45,406,676.38","48,591,511.21","49,233,518.16","67,422.22","67,422.22","61,777,422.22","61,777,422.22",,"63,580,000.00","63,580,000.00","63,580,000.00",,"17,113,707.63","20,288,883.33","24,075,883.33","3,374,803.08","6,533,579.47","10,336,424.60","11,819,850.99","1,483,426.38","3,399,409.02","41,747,356.93","42,764,471.51","1,005,937.49","1,690,898.82","2,326,482.15"
收回投资收到的现金,,"931,573.71","204,363.55",,,,,,,"10,010,888.89",,"30,000,000.00","190,000,000.00","436,979,685.98","180,127,854.48","621,158,718.83","829,953,509.77","980,794,663.03","368,919,245.25","523,388,153.49","711,928,659.14","838,346,417.14","143,959,032.82","368,388,083.20","482,228,168.14","887,774,685.36","314,974,927.06","540,425,691.16","756,737,995.84"
支付其他与筹资活动有关的现金,"8,499,480.00","9,760,645.60","17,296,500.00","24,200,000.00","24,200,000.00","24,200,000.00",,,,,,,,,,,,"4,000,000.00","8,133,159.96","4,000,000.00","4,000,000.00","1,500,000.00",,,,"5,800,000.00",,,
取得投资收益收到的现金,,,,,,,,,"10,888.89",,,"168,391.78","1,132,999.81",,,,,,,,,,,,,,,,
筹资活动现金流出小计,"110,213,454.40","110,444,273.09","134,106,375.25","176,606,676.38","276,791,511.21","387,433,518.16","10,067,422.22","10,067,422.22","71,777,422.22","71,777,422.22",,"63,580,000.00","63,580,000.00","63,580,000.00",,"17,113,707.63","70,288,883.33","98,075,883.33","61,507,963.04","130,533,579.47","294,336,424.60","293,319,850.99","41,483,426.38","113,399,409.02","201,747,356.93","228,564,471.51","1,005,937.49","51,690,898.82","102,326,482.15"
处置固定资产、无形资产和其他长期资产收回的现金净额,"432,100.00","496,759.62","992,495.69","98,351.54","183,351.54","183,351.54","357,686.53","357,686.53","360,584.70","367,740.00",,,,,,"622,971.86","1,088,221.95","636,734.06",,400.00,"202,400.00","843,203.24","8,769.76","146,085.47","146,100.00","1,029,558.44",,"1,108,058.25","1,250,363.36"
筹资活动产生的现金流量净额,"-20,213,454.40","-17,944,273.09","90,043,624.75","-49,606,676.38","304,846,988.79","194,204,981.84","-10,067,422.22","1,932,577.78","-59,777,422.22","-59,777,422.22",,"-63,580,000.00","-63,580,000.00","-63,580,000.00",,"-16,613,707.63","265,211,116.67","232,424,116.67","-57,507,963.04","-53,933,579.47","-103,736,424.60","-106,719,850.99","-41,483,426.38","-93,399,409.02","-81,747,356.93","113,541,957.31","-1,005,937.49","-51,690,898.82","-22,326,482.15"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,"13,262,869.53",,,,,,,"3,816,646.16"
四、汇率变动对现金的影响,"-92,417.13","-14,807.22","-77,986.39","-5,555.79","-18,665.26","-20,526.06",,"-55,299.00","81,319.73","61,631.49","-10,187.33","-32,246.35","84,168.87","138,025.34","23,983.24","-7,072.15","-469,703.94","-510,823.72","2,352.92","24,063.55","39,681.02","23,279.22","3,878.05","10,307.00","16,446.27","18,214.77",-873.94,"18,143.10","16,425.60"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,"13,000,000.00",,,,,"3,102,236.92","6,814,355.83","6,814,355.83","4,181,621.09","26,411,222.80","26,411,222.80","26,411,222.80","26,411,222.80",,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"432,100.00","1,428,333.33","1,196,859.24","98,351.54","183,351.54","183,351.54","357,686.53","357,686.53","371,473.59","10,378,628.89",,"30,168,391.78","191,132,999.81","449,979,685.98","180,127,854.48","621,781,690.69","831,041,731.72","981,431,397.09","372,021,482.17","530,202,909.32","718,945,414.97","856,634,111.00","170,379,025.38","394,945,391.47","508,785,490.94","915,215,466.60","314,974,927.06","541,533,749.41","761,805,005.36"
五、现金及现金等价物净增加额,"6,819,816.58","13,311,506.60","-184,665.62","26,143,405.00","371,805,156.93","271,997,382.11","39,361,963.79","57,174,808.31","12,869,942.20","9,755,241.63","53,146,081.46","-85,680,839.46","-205,847,418.97","-183,591,710.06","-6,667,112.15","-41,097,067.82","-3,956,399.03","-77,469,245.95","215,087,073.88","152,983,393.23","71,497,825.62","138,640,532.85","-55,652,014.31","-31,791,043.39","37,327,549.69","-26,736,235.98","-30,836,722.62","-104,561,674.55","-95,423,488.03"
