科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"220,530,020.79","462,180,881.93","503,688,217.61","239,362,389.93","396,485,038.53","567,962,820.86","147,554,566.17","283,580,657.50","440,708,254.51","615,667,630.79","129,527,618.90","309,710,765.00","491,254,035.92","671,321,205.46","144,708,382.14","421,914,051.50","756,221,287.04","1,079,253,554.29","195,302,685.55","520,800,645.04","977,613,972.12","1,438,186,434.41","257,455,798.90","692,097,906.42","1,134,568,626.06","1,596,976,578.89","172,605,130.94","537,841,876.92","848,705,539.22","1,505,623,355.16","171,481,052.41","716,509,833.32","1,251,236,172.50","1,590,000,234.30","232,206,496.81","441,831,486.01"
二、营业利润,"43,200,954.61","70,218,435.01","103,505,085.71","59,974,785.26","90,323,008.74","120,675,329.85","15,364,296.91","21,941,203.57","42,667,638.72","55,174,949.57","11,174,257.63","33,720,263.73","45,029,841.77","54,060,984.56","7,483,103.33","42,297,835.28","67,781,076.71","72,517,503.18","9,749,163.18","60,842,601.76","95,868,869.58","128,730,930.47","23,323,036.95","93,500,027.40","156,114,280.42","195,080,320.43","39,155,280.39","123,494,362.11","186,102,467.62","256,624,868.78","42,816,297.67","102,619,862.86","153,832,125.64","173,642,113.94","13,965,657.59","14,874,839.18"
减:营业成本,"162,469,329.91","356,259,372.72","354,276,609.78","153,000,500.48","248,575,914.02","375,283,976.25","128,169,847.43","246,392,151.92","370,340,961.55","505,392,277.74","103,172,726.66","240,207,101.82","382,359,943.30","513,365,631.48","117,778,489.29","324,799,711.49","595,431,010.67","856,797,918.80","165,649,034.88","402,624,631.77","762,896,468.11","1,117,850,191.69","199,673,044.84","498,424,777.63","776,056,635.30","1,077,723,388.95","106,808,219.69","335,990,031.07","539,266,106.08","993,956,773.59","104,728,939.88","531,589,937.63","931,209,552.95","1,184,398,174.41","175,307,546.67","342,578,251.64"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"266,674.72","1,270,275.14","1,535,137.00","489,219.07","727,833.81","1,652,360.22","268,762.59","554,118.29","779,492.14","1,483,494.69","279,847.14","596,824.05","1,070,987.72","1,303,392.02","524,955.95","632,227.73","961,935.18","3,548,514.90","1,542,691.57","1,649,770.64","1,929,257.18","3,306,344.70","482,114.73","1,581,326.25","3,500,181.25","9,390,581.69","481,905.16","736,739.94","1,955,906.01","13,982,600.82","2,349,333.35","5,901,791.11","9,793,032.64","11,490,242.61","1,710,736.45","4,481,797.56"
营业外收入,"10,636,388.26","611,152.82","7,159,705.13","25,968,341.41","26,095,946.33","25,883,895.54","7,097,002.20","10,911,616.60","14,103,124.65","15,027,067.31","2,524,810.98","9,662,605.95","19,967,553.22","6,759,476.11","1,838,495.56","4,402,835.65","6,301,204.23","4,250,813.59","1,688,487.02","2,676,105.13","3,764,721.45","3,916,340.18","959,650.79","2,008,304.31","3,789,329.60","4,186,669.65","1,949,879.32","2,381,903.81","4,410,127.51","4,813,780.18","4,386,138.37","21,580,633.85","24,572,781.36","23,978,936.06","4,081,845.25","207,744.50"
销售费用,"3,640,300.16","14,278,789.75","21,702,435.49","12,302,216.00","28,109,060.67","35,199,661.96","5,099,847.22","9,017,329.03","15,329,877.79","30,187,905.85","7,544,687.40","17,034,208.26","33,097,691.06","41,220,132.17","3,408,783.51","11,253,363.36","32,911,667.92","42,178,439.05","2,792,094.91","15,948,900.38","43,748,842.43","63,769,765.47","7,521,102.45","36,276,268.28","63,312,421.12","78,101,536.57","8,161,988.85","22,573,456.27","40,299,334.85","61,482,885.16","5,725,089.97","18,787,812.37","37,500,375.98","55,975,168.78","9,606,765.02","19,888,319.35"
减:营业外支出,"25,480.62","4,652,694.59","301,138.71","213,029.80","282,423.41","353,249.77","51,074.72","104,490.35","112,432.94","241,398.69","33,712.68","118,559.42","176,124.44","245,365.20","206,206.92","208,106.41","329,240.28","905,657.79","104,588.08","225,213.08","261,649.08","634,106.17","209,817.28","210,067.28","217,725.61","518,638.81","232,631.69","243,966.69","664,585.14","937,855.18","605,082.78","681,723.43","325,721.76","7,937,006.28","201,061.14","355,486.01"
管理费用,"9,561,283.56","16,964,742.30","24,173,840.51","11,280,852.00","24,850,003.51","32,295,818.23","7,896,400.77","15,539,497.04","24,096,649.32","33,998,808.43","13,793,455.76","27,282,241.30","42,201,637.89","64,929,253.22","19,452,080.11","49,512,710.75","58,805,775.16","92,234,103.08","19,585,746.80","44,515,509.21","72,390,767.14","127,740,865.38","27,207,791.56","54,315,482.52","101,375,012.77","163,506,078.62","23,937,943.40","58,529,030.26","92,044,930.05","135,836,814.48","24,469,678.14","55,282,080.19","92,014,709.03","145,279,588.00","24,990,926.09","59,051,731.67"
其中:非流动资产处置净损失,,"4,381,429.59","50,357.01","6,216.01","6,216.01","60,044.35",,"51,045.35","51,045.35","69,678.34",,"2,192.97","5,798.41","4,711.17",,,"93,997.19","4,431.32",,,,"73,580.12","9,514.70","9,514.70",,"213,355.04","1,745.61","1,745.61","1,745.61","61,074.55",,"11,440.65","53,883.48",,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"1,054,013.01","4,948,896.93","181,972.66","472,857.51","2,064,247.87","-669,091.19","-4,787,033.58","-9,684,596.88","-13,991,936.51","-16,488,346.90","-4,377,915.12","-8,076,071.73","-12,220,689.40","-14,858,471.30","-3,890,914.32","-6,299,563.17","-8,115,606.88","-14,094,655.24","-1,240,711.58","-2,193,611.38","-1,850,283.27","-2,219,268.57","-3,467,796.20","-3,233,829.24","1,816,986.91","-4,473,860.72","1,792,542.96","2,048,636.25","1,617,004.09","-798,094.76","-533,385.27","2,386,600.56","5,995,165.98","8,136,445.96","1,680,255.59","-9,491,737.54"
