科目,2011年度,2012年度,2013年度,2014年1-6月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"1,910,133,881.99","2,062,147,880.99","1,961,492,243.89","1,137,786,308.85","2,451,261,321.25","506,615,421.84","1,107,275,936.30","1,707,491,694.51","2,502,534,713.38","921,733,547.67","1,436,752,408.25","2,336,159,753.77","3,075,386,493.79","993,879,875.21","1,621,529,114.17","2,432,428,300.88","3,389,342,883.19","993,352,765.79","2,000,993,941.82","3,117,457,417.82","4,281,515,510.42","1,172,519,529.84"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,"244,472,676.68","264,215,344.09",,,,,
收到的税费返还,,,,,,,,,"4,298.46",,,,,,,,"3,330,435.43","2,170,307.06","3,378,207.33","10,785,078.96","15,128,977.61","14,347,236.61"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,"7,844,197.90","9,318,652.10","9,407,115.04","701,026.28","1,496,571.34","1,806,601.19","2,457,230.10","140,520.10"
收到其他与经营活动有关的现金,"21,207,365.79","53,076,709.12","181,231,901.65","23,804,405.68","62,800,643.01","28,189,995.21","35,862,335.54","61,979,653.01","84,835,657.27","4,108,659.85","25,563,911.10","47,980,258.38","143,470,115.00","14,454,047.92","36,375,373.18","71,780,790.19","154,152,814.10","33,644,980.75","45,045,981.74","83,007,974.17","122,646,957.48","100,409,205.14"
投资活动现金流出小计,"276,141,927.83","276,483,995.88","309,638,493.47","951,815,324.93","3,153,170,438.11","1,605,740,714.66","3,933,537,827.16","5,379,680,340.44","7,108,280,256.96","1,651,606,223.91","3,082,742,528.79","4,449,967,610.75","6,296,451,791.59","2,322,945,530.59","4,632,029,088.70","6,675,986,982.56","8,685,865,637.25","1,329,732,079.34","3,004,783,138.49","4,738,462,341.73","7,169,070,769.05","3,028,809,991.82"
经营活动现金流入小计,"1,931,341,247.78","2,115,224,590.11","2,142,724,145.54","1,161,590,714.53","2,514,061,964.26","534,805,417.05","1,143,138,271.84","1,769,471,347.52","2,587,374,669.11","925,842,207.52","1,462,316,319.35","2,384,140,012.15","3,218,856,608.79","1,008,333,923.13","1,657,904,487.35","2,504,209,091.07","3,546,826,132.72","1,029,168,053.60","2,049,418,130.89","3,211,250,470.95","4,419,291,445.51","1,287,275,971.59"
投资活动产生的现金流量净额,"-275,675,230.97","-276,482,163.88","-259,392,918.25","-210,105,372.90","-769,626,132.87","-199,744,205.11","-489,410,608.43","-1,222,031,283.08","-1,372,653,867.36","-326,546,514.78","-36,613,004.33","-359,982,093.33","-471,529,737.34","-208,886,020.92","-489,509,308.66","-674,027,856.80","-1,113,459,160.60","-355,647,946.00","-298,723,856.65","-781,566,160.09","-748,704,769.31","-354,512,864.07"
购买商品、接受劳务支付的现金,"1,020,408,590.88","1,116,369,027.31","845,347,087.43","479,850,635.87","1,004,037,536.31","244,156,599.89","520,910,114.61","843,304,498.92","1,141,940,703.27","303,941,245.83","633,492,023.48","1,007,577,390.94","1,301,458,964.75","283,479,400.59","501,705,396.63","982,286,220.29","1,468,561,640.99","472,580,409.13","929,558,602.77","1,410,092,714.49","1,690,417,506.21","217,359,086.03"
吸收投资收到的现金,,,,,"1,307,381,800.00",,,"118,639,440.00","118,639,440.00",,,"6,296,040.58","6,296,040.58",,,,"158,692,250.00",,,,"22,184,000.00",
支付给职工以及为职工支付的现金,"270,665,175.79","313,549,413.86","283,730,071.04","164,951,014.56","359,879,893.43","121,463,408.14","222,111,545.10","338,031,792.14","463,287,660.88","137,780,531.48","276,465,982.93","395,818,547.93","514,636,983.13","142,039,146.31","256,630,034.88","373,774,935.32","531,302,746.31","176,680,504.50","347,705,207.70","531,625,856.14","706,058,653.67","203,536,597.57"
取得借款收到的现金,"110,000,000.00","240,000,000.00","120,000,000.00",,"17,719,615.85",,,,,,,,"14,000,000.00","317,532,758.48","313,993,658.41","310,742,955.83","287,295,137.62",,,,,"90,000,000.00"
支付的各项税费,"191,708,528.53","252,531,260.52","254,806,818.80","170,781,480.78","335,326,253.83","74,002,433.69","177,809,649.57","267,173,663.50","368,304,169.36","90,290,223.60","178,455,319.55","243,015,203.22","350,479,094.67","66,970,705.69","164,584,409.64","256,218,579.95","364,008,032.05","59,075,502.80","182,896,104.79","276,156,828.46","353,441,159.16","120,896,756.60"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,"24,810,000.00"
支付其他与经营活动有关的现金,"47,477,428.20","76,398,301.64","113,871,238.64","49,731,766.74","109,250,384.01","25,612,740.06","48,294,203.91","74,624,275.42","85,171,890.63","27,297,563.09","43,824,657.37","76,530,373.24","104,272,394.45","83,139,408.84","117,741,754.89","164,401,158.06","205,770,829.59","45,797,765.32","76,151,957.25","97,919,848.47","129,903,779.88","38,070,799.06"
筹资活动现金流入小计,"110,000,000.00","240,000,000.00","120,000,000.00",,"1,325,101,415.85",,,"118,639,440.00","118,639,440.00",,,"6,296,040.58","20,296,040.58","317,532,758.48","313,993,658.41","310,742,955.83","445,987,387.62",,,,"22,184,000.00","114,810,000.00"
经营活动现金流出小计,"1,530,259,723.40","1,758,848,003.33","1,497,755,215.91","865,314,897.95","1,808,494,067.58","465,235,181.78","969,125,513.19","1,523,134,229.98","2,058,704,424.14","559,309,564.00","1,132,237,983.33","1,722,941,515.33","2,270,847,437.00","575,628,661.43","1,040,661,596.04","1,776,680,893.62","2,569,643,248.94","754,134,181.75","1,536,311,872.51","2,315,795,247.56","2,879,821,098.92","579,863,239.26"
偿还债务支付的现金,"71,100,000.00","143,800,000.00","300,000,000.00","60,000,000.00","77,719,615.85",,,,,,,,,,,,"14,000,000.00",,,,,"311,228,724.00"
经营活动产生的现金流量净额,"401,081,524.38","356,376,586.78","644,968,929.63","296,275,816.58","705,567,896.68","69,570,235.27","174,012,758.65","246,337,117.54","528,670,244.97","366,532,643.52","330,078,336.02","661,198,496.82","948,009,171.79","432,705,261.70","617,242,891.31","727,528,197.45","977,182,883.78","275,033,871.85","513,106,258.38","895,455,223.39","1,539,470,346.59","707,412,732.33"
分配股利、利润或偿还利息支付的现金,"139,084,847.19","95,009,014.47","243,225,847.03","110,050,959.00","114,297,834.61",,"214,400,000.00","214,400,000.00","214,400,000.00",,"300,160,000.00","302,260,000.00","302,336,300.00",,"344,666,401.29","346,892,412.57","348,206,277.40","706,017.71","346,214,713.99","346,973,664.65","351,086,356.06","4,043,264.63"
收回投资收到的现金,,,"50,000,000.00","740,307,000.00","2,379,001,000.00","1,399,570,000.00","3,427,483,325.00","4,135,493,280.50","5,686,864,334.00","1,303,910,770.00","3,001,778,190.00","4,017,516,517.00","5,726,693,621.00","2,089,543,833.60","4,091,125,848.16","5,934,557,463.70","7,478,791,457.50","971,474,813.50","2,676,019,999.50","3,889,990,439.50","6,314,329,931.00","2,658,656,528.40"
支付其他与筹资活动有关的现金,,,,,,,,,,,,,"4,363,208.96",,,,"3,369,486.39",,,"684,564.98","4,494,564.98","2,861,412.11"
取得投资收益收到的现金,"32,500.00",,"252,739.75","1,402,952.03","4,508,689.86","6,423,109.55","16,640,493.73","22,152,376.86","48,748,655.60","21,148,939.13","44,351,334.46","72,469,000.42","98,228,033.25","24,498,582.05","51,376,837.86","67,384,568.04","93,579,019.15","2,609,319.84","30,039,282.34","66,905,742.14","105,976,068.74","15,614,599.35"
筹资活动现金流出小计,"210,184,847.19","238,809,014.47","543,225,847.03","170,050,959.00","192,017,450.46",,"214,400,000.00","214,400,000.00","214,400,000.00",,"300,160,000.00","302,260,000.00","306,699,508.96",,"344,666,401.29","346,892,412.57","365,575,763.79","706,017.71","346,214,713.99","347,658,229.63","355,580,921.04","318,133,400.74"
处置固定资产、无形资产和其他长期资产收回的现金净额,"434,196.86","1,832.00","-7,164.53",,"34,615.38","3,400.00","3,400.00","3,400.00","13,400.00",,,,400.00,"17,094.02","17,094.02","17,094.02","36,000.00",,,,"60,000.00","26,000.00"
筹资活动产生的现金流量净额,"-100,184,847.19","1,190,985.53","-423,225,847.03","-170,050,959.00","1,133,083,965.39",,"-214,400,000.00","-95,760,560.00","-95,760,560.00",,"-300,160,000.00","-295,963,959.42","-286,403,468.38","317,532,758.48","-30,672,742.88","-36,149,456.74","80,411,623.83","-706,017.71","-346,214,713.99","-347,658,229.63","-333,396,921.04","-203,323,400.74"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-3,977,416.93","1,239,562.95","-318,718.71","142,399.95","17,065.34","-92,720.16","-35,994.25","226,153.90","616,604.22","-26,251.15","360,038.34","574,191.48","3,804,896.20","4,734,441.59","20,162,537.18","17,989,638.08","28,290,852.85","-2,324,167.50","-2,113,173.22","4,142,615.02","1,935,805.32","-4,405,497.64"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"466,696.86","1,832.00","50,245,575.22","741,709,952.03","2,383,544,305.24","1,405,996,509.55","3,444,127,218.73","4,157,649,057.36","5,735,626,389.60","1,325,059,709.13","3,046,129,524.46","4,089,985,517.42","5,824,922,054.25","2,114,059,509.67","4,142,519,780.04","6,001,959,125.76","7,572,406,476.65","974,084,133.34","2,706,059,281.84","3,956,896,181.64","6,420,365,999.74","2,674,297,127.75"
五、现金及现金等价物净增加额,"21,244,029.29","82,324,971.38","-37,968,554.36","-83,738,115.37","1,069,042,794.54","-130,266,690.00","-529,833,844.03","-1,071,228,571.64","-939,127,578.17","39,959,877.59","-6,334,629.97","5,826,635.55","193,880,862.27","546,086,440.85","117,223,376.95","35,340,521.99","-27,573,800.14","-83,644,259.36","-133,945,485.48","-229,626,551.31","459,304,461.56","145,170,969.88"
购建固定资产、无形资产和其他长期资产支付的现金,"276,141,927.83","236,775,848.88","254,432,450.05","49,548,324.93","91,119,438.11","18,065,344.66","43,996,182.16","90,705,229.94","139,494,542.96","54,700,733.91","203,776,558.79","329,814,413.75","436,307,926.59","135,437,121.39","311,619,881.00","537,483,389.28","820,039,745.17","175,424,170.06","342,039,684.15","524,251,175.64","713,134,201.25","134,245,078.32"
期初现金及现金等价物余额,"67,288,921.69","88,532,950.98","170,857,922.36","132,889,368.00","132,889,368.00","1,201,932,162.54","1,201,932,162.54","1,201,932,162.54","1,201,932,162.54","262,804,584.37","262,804,584.37","262,804,584.37","262,804,584.37","456,685,446.64","456,685,446.64","456,685,446.64","456,685,446.64","429,111,646.50","429,111,646.50","429,111,646.50","429,111,646.50","888,416,108.06"
投资支付的现金,,"39,708,147.00","55,206,043.42","902,267,000.00","3,062,051,000.00","1,587,675,370.00","3,889,541,645.00","5,288,975,110.50","6,968,785,714.00","1,596,905,490.00","2,878,965,970.00","4,120,153,197.00","5,860,143,865.00","2,187,508,409.20","4,312,565,009.80","5,884,712,264.50","7,592,203,432.95","1,153,606,883.00","2,661,246,883.00","4,212,404,564.90","6,453,479,337.70","2,894,424,393.40"
期末现金及现金等价物余额,"88,532,950.98","170,857,922.36","132,889,368.00","49,151,252.63","1,201,932,162.54","1,071,665,472.54","672,098,318.51","130,703,590.90","262,804,584.37","302,764,461.96","256,469,954.40","268,631,219.92","456,685,446.64","1,002,771,887.49","573,908,823.59","492,025,968.63","429,111,646.50","345,467,387.14","295,166,161.02","199,485,095.19","888,416,108.06","1,033,587,077.94"
