科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"122,158,037.42","160,111,690.76","85,475,618.38","67,804,926.22","167,765,812.40","734,759,765.39","590,501,014.19","578,614,642.04","624,631,093.17","561,914,054.34","523,653,342.78","471,418,257.74","631,184,853.98","565,401,647.80","459,108,395.36","395,995,050.14","607,196,579.95","535,303,084.30","466,987,987.11","480,318,892.77","553,918,321.87","390,557,685.87","338,867,557.84","281,328,687.62","355,102,263.43","248,122,406.91","206,882,763.91","165,384,337.82","273,162,999.64","206,205,323.75","262,417,645.41","263,635,086.83","393,314,275.53","216,022,662.55","315,009,360.18","284,359,143.37","346,917,410.03","266,100,543.34","546,402,269.84"
短期借款,"55,000,000.00","70,000,000.00","77,000,000.00","79,000,000.00","79,000,000.00","77,000,000.00","10,000,000.00","10,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","60,000,000.00","60,000,000.00","58,000,000.00","73,000,000.00","53,000,000.00","83,100,000.00","75,000,000.00","75,000,000.00","75,000,000.00","45,000,000.00","75,000,000.00","60,000,000.00","30,000,000.00",,,"70,000,000.00","80,000,000.00","70,000,000.00","100,000,000.00","130,000,000.00","190,000,000.00","163,000,000.00","153,000,000.00","163,000,000.00","140,000,000.00","90,000,000.00","120,000,000.00","30,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"190,000.00","100,000.00","1,510,000.00","100,000.00","600,000.00","1,130,000.00","230,000.00","1,530,750.00","1,427,546.40","1,209,690.00","6,599,098.97","5,712,236.33","10,601,000.00","1,863,600.00","8,189,721.09","570,000.00","9,922,783.75","1,657,170.00","2,703,000.00","5,970,000.00","3,695,800.00","3,602,325.00","11,746,780.00","1,642,713.00","18,087,853.00","24,743,610.00","21,163,241.26","22,685,203.97","21,406,057.34","8,974,130.00","25,183,852.50","39,911,503.93","48,356,250.44","30,991,731.19","25,992,941.00","26,012,983.00","25,816,162.49","15,606,801.74","19,116,723.96"
应付票据,,,,,,,,,,,,"4,273,280.00",,,,,,,"5,500,000.00","41,055,786.00","47,555,786.00","16,444,000.00","40,000,000.00","83,199,720.00","60,599,720.00","27,650,000.00","47,915,939.00","73,762,939.00","70,137,000.00","70,195,840.00","145,355,840.00","224,900,000.00","179,000,000.00","120,000,000.00","210,000,000.00","334,000,000.00","277,358,779.00","168,200,000.00","180,000,000.00"
应收账款,"109,742,662.21","133,098,253.68","169,162,631.06","193,867,152.03","159,565,060.67","172,243,543.11","209,143,387.77","200,552,216.47","208,405,063.35","232,914,022.51","249,803,856.86","247,274,638.06","274,118,446.94","257,973,509.50","340,752,491.64","396,293,073.88","354,644,655.45","328,288,739.85","395,250,000.14","372,294,977.25","307,039,174.71","371,532,005.22","484,953,072.64","544,570,472.92","518,441,189.18","468,696,545.94","552,919,856.98","590,829,541.95","699,446,742.45","648,940,711.14","671,262,605.17","654,553,920.18","716,397,058.72","652,397,380.99","925,739,626.24","998,436,566.36","1,060,408,992.08","926,632,438.06","1,146,416,573.01"
应付账款,"55,919,838.55","76,189,596.19","96,435,436.68","127,856,348.58","93,735,237.48","110,769,757.31","117,156,014.11","114,898,187.13","135,445,930.45","123,118,769.38","139,195,906.67","164,850,171.31","236,752,082.29","215,091,800.08","281,338,132.11","269,386,529.83","295,869,367.08","265,719,564.23","267,834,745.68","263,486,856.46","225,218,628.20","264,465,710.81","346,892,277.14","395,531,642.57","397,644,948.19","362,818,448.19","374,598,096.76","404,226,916.80","525,547,026.10","489,462,032.46","531,645,966.44","527,611,317.77","548,036,135.44","544,392,434.05","613,390,480.25","675,493,065.79","779,034,206.26","803,709,476.17","997,662,073.61"
预付款项,"3,007,082.19","3,088,334.63","4,353,069.80","6,876,821.41","4,386,800.21","17,915,030.96","11,893,986.12","6,664,596.99","36,985,394.82","34,768,197.09","40,754,369.51","64,027,803.93","67,474,220.15","63,609,937.48","60,747,512.95","68,033,278.07","66,177,702.79","78,100,852.05","26,637,417.44","21,435,713.86","21,039,425.16","21,978,472.96","41,819,775.42","24,941,903.50","14,564,290.65","19,364,391.47","35,949,672.10","48,699,869.97","19,289,792.68","28,598,819.32","40,819,362.18","39,864,467.24","19,026,948.19","41,564,714.93","82,297,181.42","86,813,698.19","48,386,951.47","62,833,870.49","64,920,529.98"
预收款项,"7,273,679.80","7,643,002.25","6,750,167.05","9,874,436.72","11,138,107.43","15,159,498.33","9,212,051.57","12,897,221.11","11,402,702.72","3,430,567.51","6,597,941.72","12,299,139.31","42,694,217.98","40,410,496.35","11,384,057.48","20,305,072.56","34,453,949.17","29,009,363.07","19,871,907.05","24,721,831.35","32,888,142.79","28,998,560.87","23,574,419.52","23,689,672.47","25,856,726.73","26,518,968.61","14,340,161.36","23,303,444.41","38,851,164.81","53,380,825.00","33,210,919.52","45,475,366.87","48,230,278.59","33,319,901.25","46,825,908.22","56,220,111.84","45,570,196.01","49,814,866.64","50,068,070.44"
