科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"174,936,397.51","409,793,321.65","670,365,270.69","1,009,712,381.24","185,545,627.97","396,402,418.25","639,945,302.05","962,655,509.48","174,826,734.50","368,547,304.57","578,467,095.27","879,762,014.76","261,172,914.47","552,800,549.86","934,332,477.09","1,387,825,060.61","277,789,869.86","617,619,440.17","961,752,751.39","1,376,905,826.28","338,932,022.74","704,258,243.91","1,091,732,484.94","1,400,999,110.67","165,444,972.78","309,577,561.37","479,343,402.56","681,711,190.24","195,476,594.46","363,060,232.49","547,125,452.73","827,695,212.79","155,268,276.37","322,377,045.45","486,292,827.65","707,296,929.94","160,509,978.39","298,853,587.54","446,927,961.32","565,398,776.27","164,028,564.16","309,202,479.34","465,288,010.52","625,003,552.94","153,255,972.17","302,661,502.85"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"1,183,418.14","3,099,621.53","5,969,263.45","11,343,586.61","3,538,556.45","4,978,297.69","8,148,150.48","13,969,698.38","3,531,492.11","4,340,331.30","8,115,756.32","11,085,665.33","5,275,498.42","18,697,792.58","30,401,845.61","48,968,134.26","6,079,649.94","20,330,653.37","39,560,369.62","49,525,693.96","14,954,086.22","28,743,273.34","38,683,031.48","46,955,576.18","5,369,748.72","15,371,398.69","19,563,228.99","11,738,598.03","670,244.97","2,825,060.84","3,650,730.21","3,986,715.60","3,983,837.45","4,820,110.34","6,810,492.45","10,998,197.98","347,428.59","829,058.64","829,058.64","946,543.68","398,364.01","641,404.96","760,404.96","760,404.96","3,474,392.93","3,533,866.15"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,"789,254.29","789,254.29","789,254.29","650,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"19,617,518.51","34,176,982.08","46,321,417.61","43,451,102.85","7,276,587.85","17,504,483.20","22,409,489.63","33,109,901.26","6,059,134.67","13,787,225.38","16,140,148.44","31,681,534.13","4,282,063.09","8,747,308.92","10,481,277.80","25,601,050.61","1,902,148.99","5,233,047.36","11,500,819.24","25,542,716.05","2,426,261.19","10,933,217.25","16,759,789.43","25,358,522.19","3,219,392.80","6,750,061.89","11,068,101.08","13,807,349.07","2,353,805.58","4,970,819.36","7,112,996.58","14,768,735.89","18,148,086.94","60,963,019.34","64,781,410.10","71,854,080.99","7,155,982.68","12,801,520.88","17,813,277.84","3,623,576.88","2,693,729.98","11,111,801.61","15,123,060.54","21,664,620.05","9,512,235.89","6,932,175.40"
投资活动现金流出小计,"20,077,838.71","59,640,099.43","81,653,022.90","93,738,816.00","14,096,241.08","31,104,840.23","47,988,131.58","72,785,609.77","4,209,745.67","9,398,307.17","14,235,943.51","22,025,062.70","1,810,458.93","8,996,319.44","32,362,556.57","34,070,013.03","20,153,253.71","28,635,427.63","32,869,645.45","61,136,536.70","9,865,975.32","20,551,181.12","45,736,917.92","59,741,654.41","12,931,107.01","27,385,591.30","44,635,634.78","91,311,497.21","38,724,429.99","47,452,124.25","57,610,132.94","69,108,209.20","35,051,235.09","57,024,911.76","64,151,531.81","75,083,126.02","33,462,704.60","47,533,398.69","58,673,441.59","51,528,361.54","4,801,242.37","7,462,518.60","11,915,133.51","19,988,869.20","8,948,789.51","27,398,710.89"
经营活动现金流入小计,"195,737,334.16","447,069,925.26","722,655,951.75","1,064,507,070.70","196,360,772.27","418,885,199.14","670,502,942.16","1,009,735,109.12","184,417,361.28","386,674,861.25","602,723,000.03","922,529,214.22","270,730,475.98","580,245,651.36","975,215,600.50","1,462,394,245.48","285,771,668.79","643,183,140.90","1,012,813,940.25","1,451,974,236.29","356,312,370.15","743,934,734.50","1,147,175,305.85","1,473,313,209.04","174,034,114.30","331,699,021.95","509,974,732.63","707,257,137.34","198,500,645.01","370,856,112.69","557,889,179.52","846,450,664.28","177,400,200.76","388,160,175.13","557,884,730.20","790,149,208.91","168,013,389.66","312,484,167.06","465,570,297.80","569,968,896.83","167,120,658.15","320,955,685.91","481,171,476.02","647,428,577.95","166,242,600.99","313,127,544.40"
投资活动产生的现金流量净额,"-18,511,671.81","-48,355,549.02","-70,367,472.49","-89,113,011.03","-13,919,241.08","-30,905,470.23","-47,527,261.58","-33,123,780.48","-4,110,268.54","-8,360,339.87","-13,044,117.28","-8,755,613.41","-1,810,458.93","-5,500,531.98","-25,399,780.73","-29,284,547.50","-20,139,121.07","-28,621,294.99","-32,378,428.30","-60,597,195.94","-9,865,975.32","-20,425,530.80","-45,609,497.60","-49,778,323.85","-12,931,107.01","-20,649,556.28","-37,641,793.53","-83,881,129.50","161,239.44","-8,173,925.39","-13,767,834.81","-38,756,575.78","-34,567,842.09","-45,374,201.68","-51,455,501.73","32,353,044.54","-33,462,704.60","-47,508,398.69","-46,865,786.56","-35,429,032.42","-4,766,028.37","8,492,342.23","5,319,459.73","111,976,899.66","274,871.14","-18,174,050.24"
购买商品、接受劳务支付的现金,"117,279,168.64","246,391,664.55","406,888,629.78","611,090,324.19","138,827,868.10","262,998,480.23","419,548,623.90","601,800,028.74","114,663,810.95","198,145,354.39","320,625,110.23","490,125,084.35","179,984,142.63","383,257,007.26","657,718,452.66","947,294,491.87","244,291,731.92","490,885,455.58","772,479,231.34","1,041,485,633.54","278,550,170.41","527,038,676.33","804,953,296.30","1,000,870,219.78","118,566,059.31","214,095,691.96","314,722,632.72","401,336,389.09","133,145,111.42","240,423,276.48","364,140,295.60","555,930,070.81","105,004,165.19","249,020,031.12","357,057,521.71","463,889,231.84","91,074,644.62","172,511,283.93","258,138,483.08","262,114,742.17","86,740,945.28","170,205,935.66","254,100,093.43","339,544,068.74","86,910,124.68","173,987,033.04"
吸收投资收到的现金,,,,,,,,,,,,,,"6,551,321.33","8,511,321.33","11,651,321.33",,"980,000.00","980,000.00","980,000.00","5,880,000.00","5,880,000.00","5,880,000.00","5,880,000.00",,,,,,,,,,,,,,,,,,,,,,
