科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"94,439,563.11","98,182,778.60","237,235,474.15",,"281,716,209.49",,"1,477,236,293.24","1,258,916,177.27","703,347,399.60","518,105,326.27","443,901,473.11","462,279,159.91","499,171,870.22","414,480,732.27","172,856,228.53","113,727,195.67","152,768,742.06","123,074,765.78","303,871,933.72","240,998,523.85"
短期借款,"10,000,000.00","10,000,000.00",,,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,"10,620,000.00","11,540,122.00","57,539,686.22",,"17,827,500.00",,"59,518,795.47","78,399,527.16","21,110,180.00","44,695,250.00","46,295,250.00","53,906,400.00","29,400,000.00","23,520,842.00","56,571,165.79","42,447,552.20","26,915,354.38","30,586,318.36","25,340,495.12","172,429,326.87"
应付票据,,"3,500,000.00","12,000,000.00",,"21,000,000.00",,"22,300,000.00","23,000,000.00","10,000,000.00",,,,,,,,,,,
应收账款,"148,600,713.54","256,905,453.86","301,489,362.96",,"300,484,749.50",,"363,973,567.72","289,357,149.12","303,690,199.30","348,594,022.16","343,603,756.14","270,039,605.78","279,324,357.63","242,518,996.83","276,751,127.66","296,972,091.32","282,087,912.74","274,372,720.65","229,732,792.32","507,975,853.36"
应付账款,"41,765,302.41","100,378,202.03","89,732,143.46",,"115,199,513.08",,"164,832,760.96","130,824,869.53","133,346,831.67","111,314,219.00","134,758,157.31","112,654,937.40","97,664,237.96","104,993,971.95","133,686,707.57","109,750,739.28","94,488,806.03",,"100,947,056.82",
预付款项,"2,264,920.03","2,355,824.28","3,409,728.92",,"5,118,310.30",,"5,974,246.03","7,811,846.51","2,294,963.74","7,507,077.53","3,540,105.79","4,004,655.50","3,899,326.34","4,965,469.46","2,240,918.72","178,504,222.86","3,725,710.95","4,232,332.96","2,573,588.85","8,831,986.99"
预收款项,"15,823,756.88","8,276,498.78","27,238,291.97",,"37,290,453.77",,"30,891,110.41","29,209,443.79","24,076,765.62","16,558,969.38","18,320,269.29","30,541,455.87","22,951,813.72","29,027,064.11","31,884,424.70","36,290,767.77","28,300,050.03","23,432,501.81","25,821,367.83","54,136,991.87"
其他应收款,"3,236,028.27","4,636,077.31","3,804,212.04",,"5,276,259.86",,"4,416,193.12","7,206,674.78","8,839,394.85","11,593,947.60","7,976,127.28","11,183,485.29","6,952,625.42","10,684,414.22","7,758,639.45","10,064,870.22","8,577,937.60","11,133,679.89","8,065,346.96","15,834,192.67"
应付职工薪酬,,,"51,305.94",,"28,407.51",,"36,533.60","117,204.54","30,925.09","8,647,520.39","1,715,361.80","221,192.23","18,158.33","708,380.28","2,669,859.12","735,256.64","341,005.54","225,792.01","6,133,865.78","8,108,740.95"
应收关联公司款,,,,,,,,,,,,,,,,,,,,
应交税费,"16,920,244.25","27,118,367.37","36,393,749.46",,"10,321,248.60",,"24,172,427.03","8,248,608.12","7,095,369.86","12,520,035.97","21,519,353.64","1,845,695.32","1,282,600.94","5,928,035.10","9,812,799.32","8,850,038.11","10,311,756.74","5,829,665.86","15,294,564.78","69,662,912.06"
应收利息,,,,,,,"688,612.41","346,410.96","3,315,463.63","4,904,058.04","3,406,648.32","3,692,343.36","4,410,476.93","5,966,459.83","1,516,903.70","1,805,582.93","62,900.83","521,487.12","1,198,479.45","2,557,304.99"
应付利息,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,"4,056,000.00","4,056,000.00","4,056,000.00","4,056,000.00","9,426,300.00","9,426,300.00","9,426,300.00","9,426,300.00","16,098,175.00","16,098,175.00","16,098,175.00","16,098,175.00"
存货,"132,452,614.53","177,129,279.99","193,285,969.99",,"215,963,107.59",,"211,994,482.62","202,333,302.28","199,977,181.73","188,474,480.19","203,778,872.53","194,411,526.55","201,109,136.16","217,181,338.64","242,998,982.45","221,021,672.92","218,049,070.80","236,142,637.33","246,842,327.22","397,566,440.31"
其他应付款,"2,452,814.72","2,547,934.62","4,503,760.69",,"1,980,161.09",,"9,038,195.01","4,040,421.98","11,003,240.42","7,807,923.29","10,452,117.51","5,723,834.31","8,131,131.29","3,970,710.22","8,625,247.24","7,441,754.51","6,788,255.40","23,227,811.70","21,272,357.26","254,844,176.96"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,"136,102,113.78","398,000,000.00","932,147,720.04","1,040,434,192.73","1,184,204,860.68","1,235,979,782.48","1,169,405,039.25","1,297,290,335.78","1,516,556,510.13","1,420,661,573.35","573,967,079.68","614,338,219.03","509,468,960.73","641,866,778.39"
其他流动负债,,"2,000,000.00",,,,,,,,,,,,,,,,,,
流动资产合计,"391,613,839.48","550,749,536.04","796,764,434.28",,"826,386,136.74",,"2,259,904,304.39","2,242,371,088.08","2,174,722,502.89","2,164,308,354.52","2,236,707,093.85","2,235,496,958.87","2,193,672,831.95","2,216,608,589.03","2,277,250,476.43","2,285,204,761.47","1,266,154,709.04","1,293,880,674.00","1,325,895,444.92","1,985,503,102.44"
流动负债合计,"86,962,118.26","153,821,002.80","169,919,251.52",,"185,819,784.05",,"251,271,027.01","195,440,547.96","189,609,132.66","160,904,668.03","190,821,259.55","155,043,115.13","139,474,242.24","154,054,461.66","196,105,337.95","172,494,856.31","156,328,048.74","154,071,641.44","169,469,212.47","530,421,951.48"
可供出售金融资产,,,,,,,,,"20,020,000.00","20,020,000.00","44,020,000.00","44,020,000.00","44,020,000.00","44,020,000.00","44,020,000.00","44,020,000.00","44,020,000.00","44,020,000.00","22,985,903.48",
长期借款,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,"1,525,457.66","1,404,999.94","1,304,995.65","1,198,411.32","884,858.81","778,017.93","882,739,732.59","888,429,756.38","914,400,076.61",
专项应付款,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,"201,961,503.46","214,784,812.20","212,376,461.45","217,619,055.71","215,006,739.86"
预计负债,,,,,,,,,,,,,,,,,,,,
固定资产,"49,453,308.31","50,465,667.25","52,809,758.02",,"51,055,771.84",,"50,510,467.67","48,377,296.32","91,300,080.55","90,904,517.37","96,058,660.32","92,834,016.08","141,495,154.30","150,198,915.19","375,829,065.99","171,795,396.35","168,136,329.02","175,339,592.00","177,302,243.92","287,612,073.11"
