科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"13,700,262.23","131,129,964.24","185,211,278.45","134,222,491.51","1,402,114,043.08","1,372,276,164.49","1,326,923,428.54","994,809,652.09","730,579,414.16","452,322,278.00","350,484,147.77","220,164,823.39","208,745,456.04","235,073,348.71","285,934,456.89","235,371,111.73","153,011,452.72","292,005,774.83","218,466,330.26","205,218,038.76","166,316,259.58","178,676,799.30","108,785,912.57","79,368,389.81","160,552,721.60","413,167,946.95","289,049,224.03","54,681,524.54","48,406,455.81","65,699,233.71","80,824,562.79","69,329,881.31","92,743,255.77","943,852,232.36","463,238,738.82"
短期借款,,"60,000,000.00","200,000,000.00",,,,,,,,,"150,000,000.00","209,629,800.00","309,227,575.00",,,,"20,000,000.00","18,456,300.00","81,000,000.00","81,000,000.00","50,000,000.00",,"19,400,000.00","19,400,000.00","19,400,000.00","169,400,000.00","150,000,000.00","180,000,000.00","180,000,000.00","30,000,000.00","30,000,000.00",,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"240,000.00",,,"210,000.00",,,,"34,000.00","4,375,000.00",,"500,000.00","1,747,658.50","200,000.00","150,000.00",,"4,572,000.00","154,000.00","1,750,000.00","768,300.00","100,000.00","1,790,000.00","3,270,000.00","6,699,186.60","2,226,159.80","250,000.00","40,000.00","750,000.00","1,218,936.00",,"1,692,494.00","100,000.00","1,440,108.00","601,260.00","3,584,953.00","1,101,155.00"
应付票据,,"190,350,413.00","90,670,165.00","81,024,353.00","75,484,317.00","109,666,084.00","113,763,596.00","91,173,606.00","92,524,630.00","107,783,130.00","105,738,500.00","51,650,000.00","42,621,852.00","51,286,322.00","57,274,470.00","36,760,000.00","21,474,000.00","67,181,800.00","71,377,800.00","28,660,000.00","32,200,000.00","43,620,000.00","35,330,000.00","25,290,000.00","18,120,000.00","27,050,000.00","29,300,000.00","15,542,000.00","7,942,000.00",,,,,,
应收账款,"53,864,430.58","79,573,782.92","60,449,509.54","64,324,329.35","78,087,798.97","77,529,730.83","68,833,631.28","94,724,604.22","95,697,030.84","127,535,085.05","168,442,594.09","198,340,741.89","216,569,280.92","299,105,940.48","346,342,739.12","377,652,543.19","454,342,229.86","487,869,939.68","514,163,816.53","506,526,955.54","518,199,883.84","498,243,588.52","497,211,711.28","501,942,952.42","491,938,843.28","440,988,069.74","450,203,639.67","397,733,166.84","370,304,155.30","324,884,715.20","311,942,493.38","321,893,568.85","331,431,306.96","328,042,580.59","389,773,352.59"
应付账款,"133,257,859.94","62,116,292.90","53,346,123.77","43,893,646.46","66,348,131.80","39,236,337.31","56,711,468.97","47,333,684.59","50,114,582.79","67,444,995.63","83,772,710.91","117,712,331.31","127,264,714.44","121,867,264.07","92,215,845.48","111,211,462.51","103,611,325.51","140,663,257.46","115,996,382.88","137,409,437.77","160,880,919.93","125,579,328.64","131,848,534.23","122,036,644.00","158,021,817.19","133,272,360.37","148,567,273.33","175,299,941.39","173,690,745.90","141,236,541.33","128,868,164.92","138,160,645.66","145,810,100.13","14,512,824.63","112,258,460.84"
预付款项,"47,929,208.67","45,211,261.24","77,918,914.62","71,977,656.58","91,022,420.88","75,908,269.80","84,311,508.14","318,626,401.95","524,099,340.47","587,173,638.25","683,712,765.66","841,061,764.80","880,216,186.36","300,127,401.49","308,130,058.22","282,932,466.07","171,438,024.98","135,407,165.79","131,352,806.03","117,356,699.92","124,607,278.39","39,996,446.31","50,668,265.28","52,990,032.10","56,312,897.28","27,690,586.52","32,347,246.89","39,774,591.60","18,797,967.29","15,447,200.31","26,943,653.73","14,776,980.18","25,513,350.03","71,195,423.65","142,846,951.34"
预收款项,"64,470,952.78","72,942,710.36","79,616,603.93","50,107,464.75","48,488,808.05","55,835,992.62","77,922,411.01","64,245,927.06","41,911,131.51","39,856,060.36","46,055,359.07","31,862,185.10","39,826,511.39","41,007,209.23","29,873,938.86","28,896,196.31","30,128,768.30","38,073,262.07","35,599,581.48","27,658,708.35","23,458,202.08","39,959,774.63","30,387,552.41","26,859,667.00","36,216,445.47","83,176,376.67","126,104,251.89","62,042,630.56","29,032,032.12","61,481,111.72","41,058,375.62","41,818,172.68","41,025,169.99","46,707,261.58","65,308,817.49"
