科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"68,078,782.32","146,672,676.17","222,994,371.69","315,698,755.94","79,943,368.00","175,517,972.06","267,924,369.88","366,396,201.60","83,285,962.15","182,633,905.37","295,557,806.84","407,597,821.05","103,789,257.24","230,493,199.14","385,055,440.21","569,412,998.71","148,565,662.83","335,777,343.01","524,262,298.33","722,942,002.21","150,255,049.35","304,159,802.41","524,249,655.47","776,526,461.34","221,403,128.91","403,656,107.59","640,008,572.51","901,167,343.13","233,594,477.76","479,442,650.52","752,092,306.66","1,067,148,781.13","222,892,909.34","475,846,899.07","782,358,960.33","987,583,895.11","194,711,602.33","375,191,462.71","526,445,116.97","817,939,813.49","175,329,568.47","502,629,118.41","814,360,548.11","1,154,800,320.98","262,841,706.96","663,305,990.02","978,538,570.49","1,402,025,480.83","328,563,995.77"
二、营业利润,"14,366,025.03","31,661,380.42","48,725,646.52","65,495,613.80","13,376,214.99","29,113,942.45","37,746,247.30","47,527,727.15","9,832,806.84","25,574,778.60","50,071,687.69","68,163,893.32","19,390,744.06","38,899,854.13","72,399,313.31","106,373,961.80","24,873,284.15","56,428,103.12","89,673,186.05","144,112,839.74","25,083,474.29","40,621,543.19","86,214,019.36","113,395,491.04","42,739,883.51","77,436,201.24","127,826,021.15","187,047,130.81","45,959,131.43","87,971,169.58","130,536,547.01","169,508,214.89","55,222,004.77","77,053,233.46","126,339,719.44","150,363,070.17","12,235,588.60","14,901,889.22","24,825,795.81","21,883,814.84","21,435,477.91","65,921,390.21","91,930,569.46","151,549,217.65","41,659,629.44","101,264,013.30","151,447,449.21","198,378,818.02","36,079,028.87"
减:营业成本,"38,381,280.05","81,430,996.14","123,954,819.96","178,409,418.50","47,975,123.40","106,505,252.16","168,994,787.42","231,573,741.91","54,304,545.49","117,763,973.26","187,616,981.52","255,752,413.36","63,110,356.17","144,709,523.77","243,465,621.68","361,410,356.60","95,719,078.58","215,462,025.05","330,187,117.15","434,094,025.25","90,166,619.82","185,800,261.91","322,439,108.21","490,745,349.52","138,379,295.44","254,031,806.72","400,894,557.77","568,303,663.95","150,872,736.44","310,459,052.52","485,782,943.76","694,004,539.04","153,696,330.19","332,611,618.22","549,971,072.06","700,943,098.46","139,287,538.79","271,830,994.30","372,249,106.12","590,960,649.85","98,250,921.58","308,637,649.04","527,131,087.56","735,046,526.14","156,970,929.20","417,938,545.95","606,032,312.91","921,151,315.22","219,889,687.43"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"505,994.59","1,055,975.98","1,858,729.01","2,506,894.14","487,598.02","1,382,202.85","1,956,228.88","2,855,329.15","480,422.25","1,034,801.06","2,416,764.16","2,985,067.27","676,869.31","1,360,774.57","1,939,616.61","3,749,228.46","212,695.61","747,230.42","1,875,584.60","2,822,845.30","676,379.14","2,405,002.17","4,126,693.85","6,344,455.34","1,428,277.21","3,340,631.96","4,390,891.43","5,683,304.39","1,361,310.87","3,001,941.82","4,380,264.21","7,866,983.11","1,071,760.06","2,429,448.80","6,548,667.78","8,697,458.48","1,549,362.21","3,299,359.15","3,451,258.91","10,451,156.57","1,625,966.99","4,291,167.29","5,455,055.52","16,115,985.59","1,265,395.07","3,493,727.76","5,260,527.49","17,431,049.36","3,663,501.69"
营业外收入,78.74,"13,467,090.44","20,453,596.12","29,365,282.51","328,544.48","8,991,864.67","17,523,752.58","20,998,012.99","1,379,916.01","12,041,433.37","13,990,582.37","27,977,714.90","2,706,700.57","6,116,178.11","8,190,001.71","14,151,753.49","2,785,409.93","3,836,257.05","6,136,051.32","16,329,928.46","1,371,190.93","2,822,878.79","4,113,779.26","11,712,351.87","776,052.74","1,689,289.62","6,905,540.58","8,887,637.96","1,547,151.27","5,184,963.17","7,794,284.94","9,743,445.90","1,622,889.10","3,397,156.95","4,975,635.66","11,174,410.70","4,253,623.82","12,900,961.19","20,490,665.92","37,846,393.74","18,203,974.50","12,674,100.46","18,347,805.27","13,053,644.36","21,520.89","210,958.82","411,006.58","748,627.54","197,377.98"
销售费用,"1,800,628.84","3,505,426.05","5,017,882.74","6,528,337.03","1,137,380.87","3,067,231.40","4,660,764.72","6,007,742.01","1,869,133.25","3,929,120.51","5,625,693.30","7,488,916.28","2,810,077.90","5,210,187.87","7,932,453.76","10,406,111.63","2,762,096.75","7,611,506.38","10,914,251.14","14,116,102.14","2,803,781.30","5,858,443.43","9,247,297.26","13,069,072.65","3,979,816.12","7,117,441.28","11,398,857.08","13,918,402.31","5,149,385.94","10,933,785.25","15,929,066.95","22,721,798.65","4,184,962.04","7,389,644.32","12,180,365.91","15,941,456.82","6,003,058.27","10,097,937.12","13,863,814.97","24,039,078.71","6,323,036.80","17,153,476.66","28,808,558.11","39,903,166.53","12,492,475.19","23,543,400.71","39,074,102.17","53,906,765.95","12,176,160.12"
减:营业外支出,"50,000.00","128,562.61","128,562.61","228,563.32",,"1,027,490.53","1,231,205.48","1,504,806.19","2,887.29","121,568.45","121,568.45","155,460.02",,"176,409.76","780,685.51","780,685.51",,"94,164.96","528,185.85","663,746.92","2,898.45","160,825.18","184,842.57","184,842.57","6,188.36","398,662.62","443,580.87","475,005.77","104,275.10","123,654.85","133,654.63","322,732.84","140,102.22","173,279.88","343,211.86","8,159,589.09","122,857.26","1,051,251.58","1,176,816.25","1,400,224.38","77,315.47","88,695.16","2,877,414.45","2,569,532.12","8,542.09","29,348.35","307,749.21","11,852,916.50","15,230.87"
管理费用,"8,693,539.70","19,000,549.88","28,617,560.14","39,217,955.65","9,319,291.01","18,605,647.86","30,431,333.69","46,834,902.19","9,979,828.21","20,152,463.62","31,522,349.72","49,991,300.26","12,984,393.64","26,022,126.90","37,312,555.05","55,877,945.61","13,329,916.62","28,278,898.74","48,430,629.27","64,024,488.23","12,828,266.83","28,414,527.79","46,716,464.47","75,343,542.75","17,426,172.60","35,957,935.77","56,932,900.00","77,051,826.10","16,060,361.96","38,037,008.33","69,052,450.51","94,039,582.86","20,328,135.39","50,345,334.90","75,523,566.72","103,758,745.44","23,074,950.00","52,525,830.25","82,244,711.81","115,223,852.18","36,528,861.41","76,298,606.08","111,482,392.94","148,745,559.52","35,276,397.57","76,133,556.71","78,362,679.20","109,487,190.61","28,095,513.49"
其中:非流动资产处置净损失,,,,,,,,,"2,887.29",,"5,568.45","19,458.61",,"6,409.76","100,685.51","100,685.51",,"7,164.96","16,185.85","64,881.32","2,298.45","39,225.18","60,106.96","60,106.96","4,260.64","396,771.24","396,771.24","428,184.96","4,275.10","5,146.94","5,146.94","94,080.58","8,996.37","9,011.75","9,011.75","23,707.38","22,726.38","22,833.11","59,291.97","61,546.73","76,459.73","79,201.15","2,531,487.04",,,,,,
