科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"77,765,835.75","81,841,926.10","117,338,472.31","172,205,296.93","277,974,411.66","223,593,604.00","209,229,390.54","220,123,509.27","262,418,786.38","334,953,638.12","275,687,267.02","188,813,379.55","131,827,206.85","231,526,653.69","243,903,212.01","211,752,782.45","195,698,400.61","152,823,355.46","168,321,148.56","152,304,823.96","148,610,420.94","106,292,241.57","114,575,568.06","125,012,600.92","155,201,810.10","106,837,659.69","129,198,940.37","111,039,306.99","107,801,744.18","126,684,519.61","134,130,273.92","194,781,704.91","82,272,218.33","211,268,952.32","158,087,165.41","161,928,943.69","187,174,059.09","161,602,754.70","117,352,662.75","116,736,616.34","91,895,254.54","68,882,485.50","133,739,513.21","140,834,524.10","129,873,624.53","142,481,349.60","112,749,983.34","173,552,396.73","257,403,161.07"
短期借款,"150,000,000.00","102,000,000.00","90,500,000.00","68,000,000.00","68,000,000.00","70,000,000.00","84,000,000.00","81,000,000.00","161,000,000.00","166,000,000.00","156,000,000.00","135,000,000.00","110,040,000.00","207,844,200.00","215,040,000.00","207,127,475.00","203,975,525.00","162,750,000.00","221,150,982.28","264,030,567.22","269,010,197.52","252,109,291.82","254,410,810.42","251,481,680.61","242,537,585.42","245,027,912.74","255,458,183.72","184,216,006.35","105,082,471.53","166,982,684.75","148,086,000.00","171,993,331.30","180,435,100.82","117,511,626.14","80,000,000.00","135,000,000.00","135,000,000.00","135,000,000.00","130,000,000.00","145,000,000.00","145,000,000.00","178,000,000.00","517,880,345.55","479,537,258.00","479,537,258.00","497,781,206.00","384,000,586.38","466,699,528.85","580,792,399.66"
交易性金融资产,,,,,,,,,,,,,,,,,,,,"42,250.00","42,250.00","42,250.00","42,250.00",,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,"3,038,752.87",,"364,143.67","100,000.00","3,795,461.10",,"2,322,053.00","2,135,689.86","4,196,078.13","5,911,740.00","4,515,437.00","1,063,991.00","5,560,741.57","2,030,446.46","2,170,000.00","820,411.38",,,"8,911,138.72","38,384.00","8,571,050.32","1,623,266.50","1,012,279.00","4,278,990.88","10,338,104.10","2,721,844.80","2,104,359.95","4,591,459.10","4,388,662.00","2,735,044.20","2,351,013.25","6,236,346.64","1,651,450.00","4,805,847.94","9,436,919.50","10,136,073.65","14,208,860.56","18,558,759.51","7,868,746.26","11,368,805.66","20,929,270.90","8,458,930.72","27,992,597.85","27,572,000.49","20,321,322.50","21,528,126.09"
应付票据,"25,610,000.00","19,460,000.00","7,500,000.00","4,150,000.00","500,000.00","3,000,000.00","19,180,000.00","29,760,000.00","13,900,000.00","11,020,000.00","15,300,000.00","10,800,000.00","15,637,000.00","33,260,000.00","25,877,421.15","9,504,421.15","31,900,000.00","72,500,000.00","71,475,000.00","59,446,000.00","51,594,510.00","33,148,510.00","61,200,000.00","127,700,000.00","139,900,000.00","104,696,000.00","121,346,000.00","100,990,000.00","129,340,000.00","137,626,000.00","128,636,000.00","81,450,000.00","60,200,000.00","91,373,745.40","75,273,574.82","39,190,039.42","71,495,597.82","59,495,597.82","30,984,910.96","19,795,000.00","112,500.00","8,512,500.00","8,400,000.00","2,670,000.00","2,670,000.00",,,,
应收账款,"105,126,807.77","98,373,791.92","114,619,212.67","98,201,118.53","77,678,184.66","94,618,767.78","70,843,095.04","41,331,575.49","67,085,338.80","57,658,565.42","72,010,233.87","63,750,212.65","79,834,135.01","72,124,882.38","46,855,910.13","51,541,530.08","88,516,151.40","74,949,707.25","56,448,990.21","52,559,915.37","75,719,882.53","63,507,885.94","63,951,959.63","50,751,569.15","66,197,503.84","66,393,549.64","78,628,620.02","63,626,198.97","49,440,297.36","69,252,965.54","55,500,467.75","29,890,396.96","39,200,420.79","47,278,081.44","72,381,170.59","77,527,027.01","77,184,653.27","75,621,782.94","94,555,994.05","97,720,680.13","80,042,445.22","100,559,945.01","112,951,685.69","95,664,059.05","167,186,132.78","92,959,075.70","109,918,746.37","113,176,456.10","116,983,743.83"
应付账款,"33,076,508.12","38,594,075.85","43,887,530.02","50,482,570.79","59,068,782.43","51,287,809.15","43,641,535.20","60,328,673.92","62,159,095.14","57,808,091.95","80,833,175.23","87,669,529.42","95,680,304.22","81,322,569.04","80,116,225.60","86,572,288.83","105,622,661.52","110,512,895.62","94,325,903.34","102,050,326.34","117,034,345.51","109,046,430.39","141,083,008.95","179,745,148.89","180,777,607.09","190,972,787.01","199,749,292.21","231,404,078.44","208,234,305.55","227,208,341.86","202,017,181.15","209,198,121.80","198,304,733.74","207,740,007.38","174,018,261.01","215,017,808.86","180,127,340.12","176,271,141.69","137,611,808.42","143,023,424.09","101,155,329.80","110,863,833.30","118,776,258.85","115,879,522.15","88,394,656.93","90,812,680.70",,"103,184,916.11",
预付款项,"43,089,546.23","34,041,906.51","32,858,307.87","61,842,587.57","58,417,541.85","74,009,628.63","50,915,436.44","126,093,420.69","125,940,221.84","122,344,043.14","110,468,723.09","84,242,680.72","62,579,232.07","62,335,072.05","66,688,098.49","57,395,293.28","70,453,124.72","51,664,867.07","79,484,206.13","48,255,136.43","78,996,823.49","65,631,591.77","23,378,745.15","24,414,599.51","34,909,545.48","27,211,843.31","26,531,965.23","31,991,758.46","38,146,842.78","45,152,533.49","40,390,708.89","13,003,052.53","13,502,328.01","11,943,373.18","7,324,333.21","7,211,348.72","18,971,765.98","21,890,221.31","14,812,516.62","7,800,003.89","16,665,667.83","25,101,486.76","11,825,180.11","8,192,498.59","19,224,363.11","6,855,294.36","9,923,329.08","11,935,714.80","14,405,504.21"
预收款项,"13,514,576.87","30,746,737.16","19,679,520.76","13,734,810.69","14,738,502.62","14,370,753.66","10,335,160.80","7,843,571.96","8,678,917.88","7,898,619.43","9,366,004.74","11,603,546.53","9,017,600.97","7,666,882.75","10,394,946.20","11,440,348.61","13,293,825.86","9,097,459.45","15,392,513.86","8,771,672.71","13,585,965.80","28,325,351.64","14,821,333.93","14,618,276.89","18,415,463.20","12,918,579.15","13,464,188.45","15,286,659.00","30,742,462.69","34,566,898.75","38,532,868.31","31,074,118.79","30,130,131.04","37,631,167.99","17,952,282.32","15,823,700.52","19,340,791.35","28,651,919.50","17,277,901.22","28,808,225.72","21,930,454.48","24,434,548.65","31,008,550.47","20,926,814.26","17,129,606.45","15,972,173.86","21,506,415.15","13,011,627.30","13,530,495.60"
