科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
盈余公积,"7,882,738.19","4,671,595.58","10,569,510.82","10,569,510.82","10,569,510.82","16,302,327.56","16,302,327.56","16,302,327.56","16,302,327.56","26,987,555.96","26,987,555.96","26,987,555.96","26,987,555.96","37,430,579.87","37,430,579.87"
开发支出,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,"21,157,891.20","21,157,891.20","27,119,340.00","27,119,340.00","21,821,518.80","19,379,443.83","17,753,467.81"
商誉,,,,,,,,,,,,,,,"80,679,362.03"
未分配利润,"72,706,941.38","37,396,390.23","85,241,802.01","99,373,394.12","99,382,066.69","113,513,523.28","143,892,550.59","140,449,356.92","173,160,498.76","202,900,847.96","237,429,306.57","246,758,774.24","291,174,663.51","326,338,908.16","371,787,896.17"
长期待摊费用,"1,113,748.09",,,,"213,199.47",,,"254,787.23","579,229.08","483,455.24","1,980,151.78","1,383,863.19","1,168,528.92","288,350.23","236,254.53"
少数股东权益,,,"3,992,976.38","5,553,928.61","8,558,514.12","7,156,513.36","8,622,069.90","13,554,602.31","9,286,310.49","10,915,017.62","14,597,162.77","16,887,032.91","41,471,497.99","42,367,238.12","44,116,321.91"
递延所得税资产,"2,565,046.69","2,591,339.22","2,164,045.31","1,761,297.52","2,385,861.50","2,677,147.36","2,410,153.36","3,266,295.93","2,308,633.06","6,599,715.12","5,268,621.49","7,217,763.29","7,135,345.94","9,616,080.85","12,993,198.84"
外币报表折算价差,,,,,,,,,,,,,,,
其他非流动资产,"18,009,920.00","29,161,280.00","46,193,928.60","231,616.00",,"1,428,531.87","1,132,076.06",,,"1,574,078.61","226,415.09","226,415.09","226,415.09","70,055,545.41","46,146,210.13"
非正常经营项目收益调整,,,,,,,,,,,,,,,
非流动资产合计,"107,186,189.58","113,052,203.48","125,772,018.53","123,857,016.52","122,665,585.57","123,504,351.28","126,784,208.63","132,050,257.88","133,748,311.53","149,366,446.68","158,381,102.79","162,878,106.54","168,139,785.58","241,680,091.20","383,757,107.54"
所有者权益(或股东权益)合计,"111,598,692.23","151,975,864.53","209,739,721.78","228,315,058.15","226,042,778.19","541,881,086.42","573,625,278.74","574,942,327.00","454,565,414.22","498,724,270.72","539,210,103.91","553,067,511.25","631,363,248.82","678,655,065.49","719,807,338.70"
资产总计,"288,885,428.84","327,821,415.00","414,118,008.83","455,997,829.45","465,158,013.37","811,553,419.55","789,886,144.66","828,567,418.48","732,339,337.09","989,715,815.64","991,164,781.70","1,149,990,351.68","1,285,967,835.98","1,409,835,296.25","1,438,664,845.00"
负债和所有者(或股东权益)合计,"288,885,428.84","327,821,415.00","414,118,008.83","455,997,829.45","465,158,013.37","811,553,419.55","789,886,144.66","828,567,418.48","732,339,337.09","989,715,815.64","991,164,781.70","1,149,990,351.68","1,285,967,835.98","1,409,835,296.25","1,438,664,845.00"
