科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"206,972,768.49","152,912,017.75","221,565,412.66","614,514,887.84","627,396,249.04","559,285,386.97","584,231,246.62","535,183,429.99","496,970,106.70","427,573,171.77","469,841,241.66","391,218,281.92","422,114,480.08","237,700,266.80","269,736,028.49","256,600,882.34","289,049,261.04","184,607,770.50","252,672,768.38","277,048,841.87","291,343,902.28","278,574,798.13","314,246,684.29","364,044,179.07","364,006,347.53","348,200,901.01","490,186,104.71","410,381,292.61","568,787,031.54","523,097,986.03","637,191,692.78","681,875,551.47","637,403,558.28","484,312,213.90","512,910,624.72","410,013,144.12","682,581,897.28","508,759,386.83","437,566,550.92","495,121,752.74","603,977,893.40","505,321,743.09"
短期借款,"176,000,000.00","238,000,000.00","272,000,000.00","161,000,000.00","131,000,000.00","105,000,000.00","111,000,000.00","111,000,000.00","78,000,000.00","130,000,000.00","247,000,000.00","247,000,000.00","297,000,000.00","319,000,000.00","317,000,000.00","252,000,000.00","238,000,000.00","186,000,000.00","157,000,000.00","162,000,000.00","182,000,000.00","170,000,000.00","235,000,000.00","285,000,000.00","225,000,000.00","202,000,000.00","272,000,000.00","302,000,000.00","302,000,000.00","352,000,000.00","352,000,000.00","352,000,000.00","352,000,000.00","535,000,000.00","572,000,000.00","585,000,000.00","525,000,000.00","495,000,000.00","510,000,000.00","348,000,000.00","258,000,000.00","308,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"4,331,386.20","37,572,555.32","28,916,424.81","56,507,212.15","30,766,792.49","73,261,801.80","47,658,990.55","78,173,521.87","62,131,885.38","76,970,030.01","77,614,419.85","135,015,855.18","147,918,096.32","162,272,967.79","282,490,095.33","274,589,698.36","217,102,767.95","299,557,804.98","240,521,662.84","208,427,240.05","226,446,618.13","247,703,795.15","279,166,919.18","225,626,002.62","323,555,445.74","404,915,636.54","341,641,875.19","375,431,592.21","315,296,849.61","498,120,489.77","517,092,677.35","471,720,431.83","426,604,865.30","718,811,289.71","833,429,754.74","712,264,069.96","610,975,923.75","737,031,387.65","837,648,830.08","561,587,215.84","418,380,578.69","538,939,912.63"
应付票据,"109,860,000.00","114,240,000.00","105,870,000.00","131,460,000.00","162,250,000.00","161,080,000.00","188,010,000.00","210,040,000.00","165,250,000.00","152,250,000.00","162,540,000.00","175,310,000.00","151,400,000.00","153,624,800.00","185,894,800.00","197,260,000.00","204,260,000.00","227,850,000.00","248,500,000.00","274,655,000.00","280,135,000.00","268,319,000.00","332,839,000.00","378,610,000.00","422,450,000.00","466,370,000.00","497,120,000.00","468,210,000.00","398,641,090.00","466,494,000.00","536,734,000.00","574,636,000.00","579,109,903.00","667,354,403.00","739,751,100.00","621,973,500.00","626,688,426.72","786,325,906.72","815,452,580.00",,"785,733,666.13",
应收账款,"199,696,533.77","186,840,079.47","256,868,523.74","291,924,426.09","328,667,190.25","349,354,975.60","380,876,100.73","353,594,049.51","392,236,208.72","466,933,914.18","461,536,185.60","415,635,861.20","374,301,213.36","426,501,836.36","442,250,929.50","433,645,503.93","429,628,468.88","472,981,988.44","532,449,858.12","482,149,840.19","552,976,846.98","613,580,491.41","638,383,962.45","587,453,416.19","657,976,793.27","656,832,034.78","685,480,137.26","449,777,330.00","645,800,042.43","790,250,997.39","745,267,882.17","728,485,457.90","769,011,218.98","890,590,991.96","670,093,409.66","698,058,690.60","740,015,088.04","811,309,409.58","721,680,012.38","661,715,745.24","701,198,358.74","700,888,949.13"
应付账款,"178,582,798.75","168,484,128.31","263,607,708.47","301,294,382.43","308,861,049.55","401,074,670.98","373,934,499.17","330,887,201.19","396,456,412.50","436,351,546.35","463,558,354.18","437,166,170.98","424,395,429.90","339,678,917.83","475,468,062.45","507,861,470.56","502,050,309.75","678,532,196.52","674,752,356.58","631,141,498.96","719,892,916.60","872,453,193.79","801,172,692.43","768,230,162.41","848,306,702.11","893,973,627.65","714,951,804.58","575,882,062.78","770,094,715.80","847,022,952.64","774,859,820.84","808,723,344.60","1,049,926,271.03","1,037,144,183.92","859,189,519.04","922,296,245.64","1,149,223,730.32","1,037,613,414.01","955,162,956.44",,"900,856,985.15",
预付款项,"11,495,170.47","12,151,758.25","20,995,984.36","43,176,642.91","22,484,017.75","88,834,319.50","75,000,608.72","130,279,008.17","47,520,650.07","93,110,996.96","162,568,774.08","107,037,011.88","42,110,873.25","91,202,993.79","79,616,152.56","96,906,401.25","31,409,625.26","75,846,732.61","59,085,727.20","46,673,969.85","21,588,681.13","28,480,284.58","27,772,179.14","36,753,222.87","18,209,995.28","32,904,325.16","17,804,676.93","19,559,378.70","21,891,844.31","33,314,868.53","32,511,399.45","34,174,266.89","43,014,996.01","54,644,803.11","30,682,746.41","59,764,117.92","40,098,570.10","49,123,768.24","35,466,217.12","63,591,526.34","39,037,199.13","45,522,160.82"
预收款项,"1,523,955.92","1,855,627.52","8,033,986.85",,"12,015,878.56",,"5,400,395.95",,"3,073,243.81",,,,"5,944,950.44",,,,"4,503,312.57",,"93,453.98","97,050.01","5,102,939.88","6,063,797.31","4,425,538.91","6,769,591.13","8,322,467.68","4,786,650.05","4,458,821.36","5,973,271.29","7,903,000.39","9,347,858.48","4,601,615.88","3,920,704.21","2,627,520.78","6,823,373.80","5,616,129.86","6,877,951.87","5,441,164.26","4,773,028.17","8,452,245.55","8,921,700.46","9,996,592.06","4,980,238.06"
