科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"149,384,506.40","134,925,023.69","226,261,227.85","91,103,155.75","329,510,571.89","436,839,633.03","292,480,015.73","201,507,119.26","316,940,190.23","345,175,989.29","160,061,448.43","322,052,444.08"
短期借款,"40,000,000.00","71,000,000.00","105,000,000.00","259,934,194.27","260,000,000.00","101,000,000.00","228,170,000.00","302,435,782.52","342,370,000.00","350,000,000.00","330,000,000.00","339,458,114.80"
交易性金融资产,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,
应收票据,"1,926,039.00",,"459,214.80","180,000.00","180,000.00",,"400,000.00","400,000.00",,,,
应付票据,"29,001,756.06","23,485,173.90","36,404,681.65","34,524,485.02","12,929,558.10","22,376,750.85","13,949,788.60","24,528,748.10","1,590,475.34","23,654,754.00","13,163,720.00","161,739,298.63"
应收账款,"181,770,908.23","258,106,985.08","316,925,904.03","453,606,596.40","404,176,704.93","443,317,554.43","389,715,139.37","494,209,162.41","450,943,110.36","522,726,049.65","489,058,022.58","585,023,919.30"
应付账款,"164,462,096.70","184,314,808.75","146,478,736.79","94,722,511.00","101,237,175.85","154,363,362.04","98,970,196.62","58,787,080.19","70,754,043.03","144,397,953.91","88,631,369.20","130,871,732.47"
预付款项,"18,825,795.23","11,960,736.07","13,162,606.53","46,663,864.71","32,748,423.40","6,948,976.06","70,352,635.60","38,281,848.78","30,237,648.14","33,934,078.55","27,439,307.57","50,730,024.65"
预收款项,"144,086,977.41","172,900,267.22","30,400,567.21","10,085,928.14","25,820,425.55","34,701,710.08","48,267,820.95","20,735,199.55","19,687,847.65","19,001,660.91","21,028,292.71","9,066,075.49"
其他应收款,"7,777,903.63","8,320,039.17","6,978,372.17","9,222,521.98","12,259,763.30","7,242,412.40","11,541,014.52","14,060,650.40","33,927,922.32","12,254,936.05","12,442,676.99","14,252,664.21"
应付职工薪酬,"28,345,121.24","36,731,377.73","31,435,495.39","15,618,594.26","15,997,903.12","31,925,404.59","16,342,442.12","16,092,323.32","15,689,908.13","27,627,409.56","16,655,583.17","16,702,481.98"
应收关联公司款,,,,,,,,,,,,
应交税费,"29,802,595.52","32,458,750.00","25,715,669.93","11,211,976.22","-13,353,304.41","18,254,470.05","-7,276,335.90","3,409,105.58","5,790,869.85","22,111,550.22","2,782,794.65","5,124,708.12"
应收利息,,,,,,,,,,"609,095.89",,
应付利息,,,,,,,,,,,,
应收股利,,,,,,,,,,,,
应付股利,,,,,,,,,,,,
存货,"306,686,905.53","328,797,389.90","147,981,995.18","186,092,944.15","291,942,036.62","163,679,938.75","272,286,395.40","194,564,534.80","224,436,901.89","226,609,158.54","313,370,119.01","255,012,115.99"
其他应付款,"1,377,080.01","1,109,110.82","775,252.92","1,977,914.20","6,435,421.69","1,308,460.34","1,354,522.43","1,829,001.40","2,196,528.36","5,856,007.32","3,632,080.59","16,183,625.56"
其中:消耗性生物资产,,,,,,,,,,,,
