科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,
其他流动资产,,"50,110,000.00",,,,,,"129,900,000.00",,"7,689.56","14,841,427.85","2,151,452.63"
其他流动负债,,,,,,,,,,,,
流动资产合计,"666,372,058.02","792,220,173.91","711,769,320.56","786,869,082.99","1,070,817,500.14","1,058,028,514.67","1,036,775,200.62","1,072,923,315.65","1,056,485,772.94","1,141,316,997.53","1,017,213,002.43","1,229,222,620.86"
流动负债合计,"437,075,626.94","521,999,488.42","376,210,403.89","428,075,603.11","409,067,179.90","363,930,157.95","399,778,434.82","427,817,240.66","458,079,672.36","592,649,335.92","475,893,840.32","679,146,037.05"
可供出售金融资产,,,,,,,,,"6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00"
长期借款,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,
长期股权投资,,,,,,,"50,000,000.00","49,770,235.51","88,810,795.82","102,416,094.05","99,459,261.85","100,661,784.86"
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,
预计负债,,,,,,,,,,,,
固定资产,"5,168,695.23","7,165,533.98","6,431,027.67","5,921,160.14","5,778,736.40","6,030,440.50","5,901,585.88","6,332,703.41","6,420,540.90","6,416,918.16","60,017,811.01","60,041,853.60"
递延所得税负债,,,,,,,,,,,,
在建工程,,,,,,,,,,,,
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,,"2,760,000.00","1,800,000.00","1,320,000.00","1,080,000.00","990,000.00","900,000.00","810,000.00","720,000.00","630,000.00","540,000.00","450,000.00"
固定资产清理,,,,,,,,,,,,
负债合计,"437,075,626.94","524,759,488.42","378,010,403.89","429,395,603.11","410,147,179.90","364,920,157.95","400,678,434.82","428,627,240.66","458,799,672.36","593,279,335.92","476,433,840.32","679,596,037.05"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"90,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","181,166,996.00"
油气资产,,,,,,,,,,,,
资本公积,"80,167,253.00","80,167,253.00","80,167,253.00","80,167,253.00","355,286,003.00","355,267,253.00","355,267,253.00","355,267,253.00","355,267,253.00","355,267,253.00","355,267,253.00","308,000,847.83"
无形资产,"1,315,543.20","2,161,675.99","1,582,925.87","1,285,169.09","1,508,378.16","1,723,574.99","1,562,555.94","1,388,236.20","1,220,402.87","5,143,570.45","5,127,295.42","5,148,556.01"
盈余公积,"9,217,490.87","14,619,011.01","20,715,978.18","20,715,978.18","20,715,978.18","26,666,744.99","26,666,744.99","26,666,744.99","26,666,744.99","31,144,910.29","31,146,976.64","31,144,910.29"
开发支出,,,,,,"4,905,180.64","7,328,849.32","8,954,007.86","10,690,102.10","9,986,831.88","12,786,846.24","14,791,068.97"
减:库存股,,,,,,,,,,,,"13,597,396.78"
商誉,,,,,,,,,,,,
未分配利润,"61,601,196.93","99,407,428.49","154,269,482.76","179,536,494.86","178,056,019.66","207,826,384.07","203,459,500.91","213,978,916.65","214,913,254.97","234,278,293.12","229,850,644.95","240,421,783.79"
长期待摊费用,,,,,,,,,"292,612.62","292,612.62","292,612.62","377,242.27"
少数股东权益,,,,,,,,,,,,
递延所得税资产,"5,205,271.29","7,405,797.04","3,379,843.73","5,739,916.93","6,100,566.04","3,992,829.21","4,503,741.96","5,171,656.67","5,726,698.07","5,190,828.45","5,308,683.73","4,960,418.38"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,"53,291,700.00",,
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"11,689,509.72","16,733,007.01","11,393,797.27","12,946,246.16","13,387,680.60","16,652,025.34","69,296,733.10","71,616,839.65","119,161,152.38","188,738,555.61","188,992,510.87","191,980,924.09"
所有者权益(或股东权益)合计,"240,985,940.80","284,193,692.50","345,152,713.94","370,419,726.04","674,058,000.84","709,760,382.06","705,393,498.90","715,912,914.64","716,847,252.96","736,776,217.22","729,771,672.98","741,607,507.90"
资产总计,"678,061,567.74","808,953,180.92","723,163,117.83","799,815,329.15","1,084,205,180.74","1,074,680,540.01","1,106,071,933.72","1,144,540,155.30","1,175,646,925.32","1,330,055,553.14","1,206,205,513.30","1,421,203,544.95"
负债和所有者(或股东权益)合计,"678,061,567.74","808,953,180.92","723,163,117.83","799,815,329.15","1,084,205,180.74","1,074,680,540.01","1,106,071,933.72","1,144,540,155.30","1,175,646,925.32","1,330,055,553.14","1,206,205,513.30","1,421,203,544.95"
