科目,2011-12-31,2012-12-31,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"458,646,346.74","711,885,001.70","1,075,228,286.51",,"2,478,334,355.95","2,504,461,245.74","2,570,268,988.05","2,677,100,376.97","2,610,687,301.58","2,809,914,208.36","3,032,481,654.45","3,088,017,084.65","3,076,825,876.44","3,282,426,818.58","3,402,084,142.78","3,558,468,287.84","3,046,331,879.50","2,870,135,535.11"
短期借款,"284,111,997.18","102,558,044.08",,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,"71,984,157.50","68,122,754.54","97,759,666.21","121,531,069.24"
交易性金融负债,,,,,,,,,,,,,,,,,,
应收票据,"28,476,755.18","72,110,281.77","23,692,576.59",,"20,649,310.36","42,786,088.87","47,289,485.13","63,608,583.36","120,127,242.27","84,658,775.96","16,122,739.08","91,708,127.53","125,517,043.27","54,462,578.98","21,340,564.04","1,652,323.68","3,246,620.24","20,868,809.99"
应付票据,,,,,,,,,,,,,,,,,,
应收账款,"884,887,496.20","792,112,206.13","815,431,246.77",,"799,211,072.15","881,050,897.90","871,011,661.68","797,707,258.81","885,045,167.43","992,272,221.46","929,489,572.22","828,243,853.92","883,754,307.11","956,031,861.42","1,010,809,884.33","916,699,290.37","1,040,585,305.39","1,080,811,379.66"
应付账款,"672,978,415.01","600,538,353.27","594,842,870.19",,"551,846,894.01","654,212,974.00","652,647,041.88","593,398,215.33","625,146,775.21","682,351,998.33","642,064,109.94","608,004,732.50","648,442,803.99","664,043,281.46","735,805,406.54","685,562,082.38","656,296,290.54","653,406,743.96"
预付款项,"40,338,119.87","17,211,094.45","5,758,073.32",,"7,441,132.39","5,508,277.98","8,971,659.92","11,889,212.71","5,180,090.93","6,799,164.32","10,512,279.73","15,494,505.25","18,979,516.00","23,783,838.34","2,528,994.75","2,620,886.98","3,614,509.08","2,058,702.73"
预收款项,"2,781,501.75","3,631,987.73","3,736,905.59",,"2,590,912.40","4,313,254.01","3,251,307.51","4,132,413.88","1,904,581.30","2,085,616.40","3,150,740.36","4,231,974.79","3,660,452.74","6,853,115.85","4,582,431.23","6,001,827.14","9,699,876.15","5,611,635.53"
其他应收款,"61,857,295.73","36,856,006.93","38,647,831.07",,"40,604,145.30","40,196,567.07","71,663,818.39","42,583,977.96","44,583,188.88","52,897,495.47","44,292,190.26","56,338,552.25","57,132,241.77","59,264,827.91","59,668,499.04","48,469,830.21","51,554,758.03","56,039,871.50"
应付职工薪酬,"41,799,558.65","43,703,823.26","54,136,935.11",,"48,052,633.08","48,764,587.68","54,026,457.68","46,630,580.36","58,455,345.77","69,240,851.06","102,513,091.23","78,121,346.57","83,050,560.22","83,306,052.86","82,530,026.76","68,505,296.52","59,419,329.90","47,821,578.95"
应收关联公司款,,,,,,,,,,,,,,,,,,
应交税费,"-6,002,379.40","-5,275,298.39","53,115,369.14",,"29,958,631.74","24,841,920.05","39,001,219.65","39,953,705.20","45,104,800.98","62,316,613.02","17,044,472.48","10,535,908.21","13,664,972.61","10,035,858.80","33,217,830.31","33,403,783.21","33,509,127.28","43,432,363.29"
应收利息,,,"1,569,333.26",,"4,512,647.34","8,891,538.29","18,763,909.76","28,495,517.80","25,805,165.67","9,906,638.51","16,532,228.03","27,602,668.80","24,350,745.56","31,364,211.88","41,444,761.70","52,422,634.26","48,909,571.80","46,132,847.02"
应付利息,,,,,,,,,,,,,,,,,,
