科目,2011-12-31,2012-12-31,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
应收股利,,,,,,,,,,,,,,,,,,
应付股利,,,,,,"478,800.00",,,,,,,,,,,"12,000.00","18,000.00"
存货,"283,945,579.44","216,814,142.17","204,335,942.37",,"242,166,227.67","250,270,534.11","266,288,593.72","274,776,059.06","268,598,077.02","250,917,035.07","222,106,164.06","203,914,314.11","200,926,665.90","201,821,415.85","252,105,917.90","286,275,144.06","243,414,512.77","246,345,998.49"
其他应付款,"39,660,933.33","38,401,103.63","49,731,129.11",,"63,247,354.60","53,926,675.69","54,306,641.01","55,172,542.52","60,398,436.16","68,457,478.36","67,205,325.48","63,545,972.73","166,832,524.16","170,026,119.05","169,867,658.06","168,766,394.29","156,458,719.04","129,193,346.98"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,"13,552,919.34","12,914,174.96","13,447,506.31","9,280,265.83","46,019,695.13","54,868,991.14","44,132,887.09","14,533,477.12","8,584,466.77","5,311,575.67","8,212,413.86","4,683,302.94"
其他流动负债,,,,,,,,,,,,,,,,,,
流动资产合计,"1,758,151,593.16","1,846,988,733.15","2,164,663,289.89","2,152,176,500.00","3,592,918,891.16","3,733,165,149.96","3,867,811,035.99","3,909,075,161.63","3,973,473,740.09","4,216,645,804.98","4,317,556,522.96","4,366,188,097.65","4,431,619,283.14","4,623,689,030.08","4,870,551,388.81","4,940,042,727.61","4,543,629,236.88","4,448,607,516.68"
流动负债合计,"1,035,330,026.52","783,558,013.58","755,563,209.14","656,689,400.00","695,696,425.83","786,538,211.43","803,232,667.73","739,287,457.29","791,009,939.42","884,452,557.17","831,977,739.49","764,439,934.80","915,651,313.72","934,264,428.02","1,026,003,352.90","962,239,383.54","915,395,342.91","879,483,668.71"
可供出售金融资产,,,,,,,,,,,,,,"7,500,000.00","7,500,000.00","7,500,000.00","7,500,000.00","7,500,000.00"
长期借款,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,
预计负债,"12,159,952.76","12,903,650.04","11,170,519.41",,"11,022,246.97","11,084,138.21","11,143,176.98","11,370,669.27","11,778,771.41","21,357,952.92","20,900,072.48","20,977,827.98","21,009,179.09","22,266,401.67","22,435,627.89","22,144,551.68","14,467,220.97","14,810,558.36"
固定资产,"897,096,180.15","914,942,546.21","890,530,891.42",,"854,372,832.28","882,384,798.91","882,808,012.85","868,037,597.82","868,781,872.21","866,911,402.82","861,806,823.33","865,350,829.32","866,713,157.07","859,704,259.95","858,737,626.34","854,259,768.83","852,088,986.58","859,935,787.53"
递延所得税负债,"169,562.57","147,203.80","607,104.46",,"796,167.43","657,858.75","321,982.11","357,002.09","448,595.27","441,970.07","422,412.12","258,280.83","429,292.59","614,062.74","1,036,784.97","609,017.72","549,538.30","492,054.25"
在建工程,"46,518,505.48","16,858,604.14","8,425,136.77",,"16,399,465.91","19,701,070.39","2,202,758.25","3,943,024.72","1,590,299.45","1,601,299.45","1,837,666.47","2,071,408.97","3,155,174.17","5,311,944.53","18,532,821.52","18,755,683.24","12,235,783.96","14,593,593.57"
其他非流动负债,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,
非流动负债合计,"12,329,515.33","13,050,853.84","11,777,623.87","11,960,600.00","11,818,414.40","11,741,996.96","11,465,159.09","11,727,671.36","12,227,366.68","21,799,922.99","21,322,484.60","21,236,108.81","21,438,471.68","22,880,464.41","23,472,412.86","22,753,569.40","15,016,759.27","15,302,612.61"
固定资产清理,,,,,,,,,,,,,,,,,,
负债合计,"1,047,659,541.85","796,608,867.42","767,340,833.01","668,650,000.00","707,514,840.23","798,280,208.39","814,697,826.82","751,015,128.65","803,237,306.10","906,252,480.16","853,300,224.09","785,676,043.61","937,089,785.40","957,144,892.43","1,049,475,765.76","984,992,952.94","930,412,102.18","894,786,281.32"
生产性生物资产,,,,,,,,,,,,,,,,,,
实收资本(或股本),"399,000,000.00","399,000,000.00","399,000,000.00","399,000,000.00","489,000,000.00","489,000,000.00","489,000,000.00","489,000,000.00","489,000,000.00","489,000,000.00","489,000,000.00","489,000,000.00","498,453,200.00","498,453,200.00","498,453,200.00","498,444,800.00","996,651,600.00","997,716,145.00"
油气资产,,,,,,,,,,,,,,,,,,
资本公积,"140,766,584.61","140,766,584.61","140,766,584.61",,"1,358,360,128.01","1,358,595,665.72","1,358,595,665.72","1,358,595,665.72","1,358,595,665.72","1,358,595,665.72","1,358,595,665.72","1,358,595,665.72","1,456,402,143.72","1,466,509,173.72","1,475,088,203.72","1,482,494,313.72","987,796,021.72","1,001,990,796.27"
无形资产,"9,199,972.82","8,969,973.50","8,739,974.18",,"8,624,974.52","8,567,474.69","8,509,974.86","8,452,475.03","8,394,975.20","8,337,475.37","8,279,975.54","8,222,475.71","8,164,975.88","8,107,476.05","8,049,976.22","7,992,476.39","7,934,976.56","7,877,476.73"
盈余公积,"117,808,269.01","149,931,385.15","178,884,223.06",,"178,884,223.06","178,884,223.06","208,808,020.50","208,808,020.50","208,808,020.50","208,808,020.50","244,500,000.00","244,500,000.00","244,500,000.00","244,500,000.00","249,226,600.00","249,226,600.00","249,226,600.00","249,226,600.00"
开发支出,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,"103,890,668.00","103,890,668.00","103,890,668.00","103,798,352.00","93,176,742.00","53,132,770.80"
商誉,,,,,,,,,,,,,,,,,,
未分配利润,"1,016,598,891.96","1,312,912,138.55","1,605,609,731.79",,"1,757,918,536.15","1,838,698,408.08","1,907,305,011.54","2,000,072,316.32","2,012,528,984.33","2,154,420,103.24","2,255,824,423.77","2,374,077,427.40","2,286,967,090.17","2,453,265,992.97","2,619,475,583.50","2,738,109,226.81","2,373,695,901.48","2,289,443,308.17"
长期待摊费用,,,,,,,,,,,,,,,,,,
少数股东权益,,,,,,,,,,,,,,,,,,
递延所得税资产,"13,117,859.60","13,635,933.03","21,707,940.82",,"22,102,344.12","23,468,594.00","22,552,512.35","23,586,699.58","26,070,210.37","29,610,387.67","18,200,999.96","16,304,692.80","16,839,899.77","18,742,984.53","21,160,672.17","21,367,654.73","21,216,934.74","19,937,453.34"
外币报表折算价差,"2,250,823.78","2,176,814.30","2,465,860.61",,"2,740,780.54","3,828,582.70",,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,"11,806,083.14","7,797,896.09","7,391,564.06","28,412,481.09"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,
非流动资产合计,"965,932,518.05","954,407,056.88","929,403,943.19","918,669,700.00","901,499,616.83","934,121,937.99","916,073,258.31","904,019,797.15","904,837,357.23","906,460,565.31","890,125,465.30","891,949,406.80","894,873,206.89","899,366,665.06","925,787,179.39","917,673,479.28","908,368,245.90","938,256,792.26"
所有者权益(或股东权益)合计,"1,676,424,569.36","2,004,786,922.61","2,326,726,400.07","2,402,196,200.00","3,786,903,667.76","3,869,006,879.56","3,969,186,467.48","4,062,079,830.13","4,075,073,791.22","4,216,853,890.13","4,354,381,764.17","4,472,461,460.84","4,389,402,704.63","4,565,910,802.71","4,746,862,802.44","4,872,723,253.95","4,521,585,380.60","4,492,078,027.62"
资产总计,"2,724,084,111.21","2,801,395,790.03","3,094,067,233.08","3,070,846,200.00","4,494,418,507.99","4,667,287,087.95","4,783,884,294.30","4,813,094,958.78","4,878,311,097.32","5,123,106,370.29","5,207,681,988.26","5,258,137,504.45","5,326,492,490.03","5,523,055,695.14","5,796,338,568.20","5,857,716,206.89","5,451,997,482.78","5,386,864,308.94"
负债和所有者(或股东权益)合计,"2,724,084,111.21","2,801,395,790.03","3,094,067,233.08","3,070,846,200.00","4,494,418,507.99","4,667,287,087.95","4,783,884,294.30","4,813,094,958.78","4,878,311,097.32","5,123,106,370.29","5,207,681,988.26","5,258,137,504.45","5,326,492,490.03","5,523,055,695.14","5,796,338,568.20","5,857,716,206.89","5,451,997,482.78","5,386,864,308.94"
