科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"123,346,946.92","75,537,131.15","66,993,798.97",,"38,615,088.81",,"359,657,515.99","221,788,046.79","201,976,187.37","239,988,503.96","303,741,314.34","313,006,038.89","133,120,316.96","225,284,462.00","202,327,973.59","231,496,609.87"
短期借款,,"42,276,802.79","35,937,015.43",,"25,963,273.71",,,,,,"20,464,150.00","40,415,570.00","40,415,570.00","54,447,243.86","70,011,831.80","82,425,310.91"
交易性金融资产,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,"9,561,196.75","10,059,676.99","1,320,000.00",,"3,570,189.91",,"4,344,345.69","9,516,103.08","10,209,158.83","10,711,443.50","4,958,318.25","6,719,379.30","3,853,714.42","8,153,623.25","5,161,645.09","11,369,112.17"
应付票据,,,,,,,,,,,,,,,,
应收账款,"130,437,226.15","166,502,391.63","196,940,736.69",,"192,668,896.47",,"200,426,194.13","193,496,198.44","208,496,416.96","222,964,127.70","214,531,513.53","200,002,806.28","222,957,633.22","213,415,401.78","250,005,998.58","244,409,500.49"
应付账款,"101,851,735.93","98,970,629.03","140,787,381.29",,"118,204,398.62",,"136,750,207.93","143,780,688.72","146,237,680.73","144,142,255.73","138,003,810.43","149,428,605.55","160,990,043.83","159,247,119.00","195,007,877.69","194,996,313.98"
预付款项,"25,808,944.81","4,088,672.72","7,310,756.79",,"8,099,864.23",,"8,531,981.29","11,065,602.97","10,602,905.89","11,379,025.86","764,497.56","1,358,756.61","2,330,240.57","1,825,216.44","1,398,095.71","3,274,357.66"
预收款项,"3,988,893.15","4,263,729.23","962,249.10",,"1,845,116.87",,"2,912,314.50","4,198,610.80","1,940,627.10","2,771,147.97","2,169,115.94","5,540,788.31","4,842,804.53","3,292,586.66","2,413,475.08","4,374,052.94"
其他应收款,"10,624,733.75","8,498,312.07","8,717,750.04",,"7,840,963.92",,"3,972,600.02","6,511,226.35","5,474,649.02","6,323,929.63","9,269,540.69","9,107,812.72","6,485,448.48","8,532,556.82","14,316,737.41","6,677,342.45"
应付职工薪酬,"13,098,453.54","13,655,700.87","16,400,809.46",,"9,868,043.42",,"21,020,717.21","12,863,104.24","12,518,781.81","12,753,917.00","22,381,543.84","14,172,767.19","13,985,628.80","13,808,521.09","27,574,354.76","16,499,298.15"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"3,982,749.13","2,725,839.39","8,753,165.25",,"1,010,841.24",,"1,211,051.84","16,089,483.95","8,059,823.49","5,877,923.37","19,775,916.79","11,110,583.10","7,319,599.97","11,330,836.85","4,261,291.90","7,880,727.83"
应收利息,,,,,,,,,,,"329,549.84",,"1,128,800.00","1,701,700.00","2,144,760.83","1,635,962.22"
应付利息,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,"3,026.67","3,026.67",,
存货,"73,068,341.10","62,950,976.76","87,071,176.80",,"85,395,181.49",,"90,933,751.82","92,021,280.23","100,211,241.26","94,359,984.53","95,528,246.42","122,761,768.96","127,517,748.48","110,559,000.65","116,182,405.16","139,647,719.97"
其他应付款,"5,463,764.98","6,780,151.12","13,205,903.65",,"13,249,481.46",,"19,448,391.67","9,269,879.84","9,879,348.28","9,526,686.16","9,979,642.36","11,404,239.45","10,258,296.65","9,962,831.67","9,920,887.41","8,729,981.30"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,"150,000,000.00","139,000,000.00","110,000,000.00","86,883,292.36","95,742,502.92","229,510,522.20","186,139,312.55","218,523,112.46","199,019,920.72"
其他流动负债,,,,,,,,,,,,,,,,
流动资产合计,"372,847,389.48","327,637,161.32","368,354,219.29","343,874,800.00","336,190,184.83","382,216,200.00","667,866,388.94","684,398,457.86","675,970,559.33","695,727,015.18","716,006,272.99","748,699,065.68","726,904,424.33","755,611,273.49","810,060,728.83","837,530,525.55"
流动负债合计,"128,385,596.73","168,672,852.43","216,046,524.18","180,776,800.00","170,141,155.32","194,491,300.00","181,342,683.15","186,201,767.55","178,636,261.41","175,071,930.23","212,774,179.36","232,072,553.60","237,814,970.45","252,092,165.80","309,189,718.64","314,905,685.11"
