科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
实收资本(或股本),"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","620,000,000.00","620,000,000.00","620,000,000.00","620,000,000.00","620,000,000.00","620,000,000.00","620,000,000.00","930,000,000.00","930,000,000.00","930,000,000.00","930,000,000.00","930,000,000.00","1,253,684,210.00","1,253,684,210.00","1,253,684,210.00","1,253,684,210.00","1,253,684,210.00","1,253,684,210.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"347,392,119.23","347,392,119.23","347,392,119.23","347,392,119.23","347,392,119.23","917,199,553.33","917,199,553.33","917,199,553.33","917,199,553.33","917,199,553.33","917,199,553.33","917,199,553.33","644,882,122.52","644,882,122.52","644,882,122.52","644,882,122.52","644,882,122.52","2,892,345,064.40","2,892,345,064.40","2,901,991,948.80","2,901,993,093.95","2,902,373,684.33","2,902,373,684.33"
无形资产,"271,703,547.83","266,163,304.67","528,125,952.98","522,683,320.10","519,959,711.69","517,236,103.28","514,512,494.87","511,788,886.46","509,065,278.05","506,341,669.64","547,749,909.55","544,820,860.37","541,912,549.90","538,989,006.20","536,065,462.10","533,141,918.00","530,211,020.90","624,800,475.68","606,699,118.11","619,259,796.90","616,867,802.41","623,679,619.46","621,820,348.04"
盈余公积,"46,801,128.12","61,038,604.62","77,057,282.26","77,057,282.26","77,057,282.26","93,601,906.27","93,601,906.27","93,601,906.27","93,601,906.27","93,601,906.27","93,601,906.27","93,601,906.27","93,601,906.27","118,051,304.52","118,051,304.52","118,051,304.52","118,051,304.52","140,000,101.41","140,000,101.41","140,000,101.41","140,000,101.41","168,039,166.95","168,039,166.95"
开发支出,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,
商誉,"1,744,566.20","1,744,566.20","1,744,566.20","1,744,566.20","1,744,566.20","1,744,566.20","1,744,566.20","1,744,566.20","1,744,566.20","1,744,566.20","1,744,566.20","1,744,566.20","1,744,566.20","1,744,566.20","1,744,566.20","1,744,566.20","1,744,566.20","1,744,566.20","1,744,566.20","1,744,566.20","1,744,566.20","1,744,566.20","1,744,566.20"
未分配利润,"638,319,910.72","848,426,426.86","1,007,360,563.40","1,063,774,218.52","1,140,056,744.92","1,182,138,078.92","1,221,520,915.03","1,154,670,790.84","1,156,901,911.83","841,999,851.27","852,338,478.94","879,268,839.70","912,930,868.24","1,033,174,500.33","1,062,984,859.05","1,125,825,149.13","1,201,609,730.88","1,102,360,474.74","1,178,566,612.42","1,182,267,375.88","1,280,567,130.51","1,374,513,867.56","1,401,613,074.19"
长期待摊费用,,,,,,,,,,,,,,,,,,,,,,,
少数股东权益,"789,890,077.84","804,948,182.84","776,301,510.23","762,356,364.56","799,549,138.49","1,970,458,364.97","1,947,500,595.71","1,915,084,882.75","1,889,934,078.43","1,730,884,543.84","1,721,700,388.22","1,667,006,117.68","1,628,302,196.22","1,686,928,439.02","1,694,724,100.41","1,711,737,745.32","1,732,641,517.49","1,756,229,319.56","1,786,004,851.89","1,763,434,248.78","1,800,509,623.60","1,867,319,513.97","1,878,225,172.25"
递延所得税资产,"7,579,946.24","10,314,696.99","8,834,128.16","7,464,214.70","7,525,261.31","4,843,218.72","4,843,218.72","5,308,788.10","1,445,142.92","107,039,572.97","117,506,447.53","129,005,775.59","117,837,071.80","69,266,417.56","69,266,417.56","50,289,235.70","46,248,260.95","40,764,640.26","40,764,640.26","36,779,593.91","36,779,593.91","9,086,266.03","9,085,586.90"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,"125,398,695.50","99,967,158.66","99,967,158.66","116,677,853.71","121,677,853.71","135,365,749.71","129,922,187.14","153,348,541.57","195,939,530.00","162,640,365.93","171,747,847.41","317,835,473.43","329,420,328.08","337,449,660.57","339,504,378.33","325,825,296.75","365,603,972.39","377,527,929.19","379,510,173.94","537,035,680.13","808,928,146.36"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"3,294,863,648.95","4,536,427,617.66","5,387,986,629.28","5,468,793,815.30","5,519,640,821.86","5,573,316,009.88","5,616,249,661.63","5,714,094,236.55","5,787,459,729.69","5,777,741,633.54","5,898,354,038.04","5,712,071,997.09","5,724,146,750.84","5,770,183,210.56","5,811,845,557.82","5,791,135,280.32","6,095,027,432.05","7,474,375,521.18","7,581,681,075.56","7,659,344,802.11","7,784,801,435.87","7,904,248,806.92","8,186,377,820.96"
所有者权益(或股东权益)合计,"2,346,365,656.89","2,586,886,419.27","2,728,891,427.79","2,764,959,287.00","2,879,943,191.25","4,798,747,294.68","4,815,181,651.52","4,716,531,198.52","4,694,402,135.70","4,218,382,566.55","4,217,967,166.18","4,187,449,163.42","4,220,716,012.26","4,421,537,167.54","4,459,828,227.01","4,538,664,032.63","4,635,750,899.23","7,150,668,215.10","7,257,254,926.07","7,245,626,886.84","7,379,910,979.03","7,570,283,739.09","7,607,971,997.83"
资产总计,"5,796,328,625.96","7,087,962,184.52","8,887,621,181.31","9,635,330,975.64","9,211,891,715.33","12,003,186,812.70","11,573,266,292.83","10,378,667,656.64","10,783,198,227.42","10,297,923,775.64","10,246,378,516.90","9,365,464,599.02","9,740,654,318.60","10,653,256,428.53","10,559,300,100.62","10,121,314,682.35","10,925,778,867.30","14,021,769,567.34","14,562,154,627.47","14,620,234,710.48","14,198,845,983.76","14,520,413,417.10","13,618,492,474.64"
负债和所有者(或股东权益)合计,"5,796,328,625.96","7,087,962,184.52","8,887,621,181.31","9,635,330,975.64","9,211,891,715.33","12,003,186,812.70","11,573,266,292.83","10,378,667,656.64","10,783,198,227.42","10,297,923,775.64","10,246,378,516.90","9,365,464,599.02","9,740,654,318.60","10,653,256,428.53","10,559,300,100.62","10,121,314,682.35","10,925,778,867.30","14,021,769,567.34","14,562,154,627.47","14,620,234,710.48","14,198,845,983.76","14,520,413,417.10","13,618,492,474.64"
