科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"1,267,532,149.72","570,541,310.01","1,030,453,073.30","1,573,927,159.48","1,650,040,373.78","2,679,346,982.44","2,009,424,523.89","1,430,351,981.89","1,567,976,074.86","1,397,601,359.16","1,197,447,701.64","884,411,191.87","1,302,138,945.97","1,468,731,447.65","1,395,568,491.14","1,313,491,728.40","1,684,361,788.47","2,921,282,365.54","1,667,812,077.13","1,818,288,651.77","2,180,863,241.21","2,712,188,092.83","2,218,026,747.94"
短期借款,"661,000,000.00","692,500,000.00","1,310,000,000.00","1,387,000,000.00","1,232,000,000.00","1,387,000,000.00","1,170,000,000.00","925,000,000.00","1,272,000,000.00","1,239,770,000.00","1,242,000,000.00","977,000,000.00","1,273,000,000.00","1,278,000,000.00","1,273,000,000.00","1,323,000,000.00","1,325,000,000.00","1,293,000,000.00","1,293,000,000.00","1,373,000,000.00","1,093,000,000.00","1,168,000,000.00","1,317,500,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,"505,778.36"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"227,029,359.93","679,638,224.35","743,789,929.76","902,265,823.18","359,308,140.77","1,114,971,200.35","1,137,266,704.55","1,026,131,790.08","319,292,775.80","802,791,068.73","763,167,567.85","478,806,587.50","520,193,876.75","640,819,978.30","250,634,901.65","386,845,464.65","435,492,066.73","372,696,071.62","462,767,162.14","341,323,908.27","155,363,252.05","480,217,365.53","460,089,751.58"
应付票据,"951,604,100.84","816,000,000.00","1,530,000,000.00","2,554,450,000.00","2,376,000,000.00","2,648,000,000.00","2,802,000,000.00","2,010,000,000.00","1,650,000,000.00","2,010,000,000.00","1,950,000,000.00","1,564,000,000.00","1,894,000,000.00","2,205,000,000.00","2,245,000,000.00","2,075,000,000.00","2,570,500,000.00","2,595,500,000.00","2,517,100,000.00","2,640,000,000.00",,"2,987,750,000.00",
应收账款,"167,988,579.65","266,982,023.35","411,844,269.14","264,816,265.32","312,567,335.21","258,270,231.58","547,133,187.91","259,910,434.13","1,123,039,323.01","1,019,198,374.00","1,042,382,418.63","863,484,543.32","740,930,374.97","981,266,054.43","786,895,596.03","747,268,565.64","642,002,856.28","424,394,251.33","333,433,582.16","538,827,109.98","746,004,335.11","775,907,940.93","440,288,213.31"
应付账款,"635,584,366.31","984,474,159.27","1,520,469,708.16","1,112,027,604.99","970,456,837.89","806,132,851.12","638,594,799.15","684,495,021.73","865,390,220.43","753,397,499.79","907,183,684.04","779,881,893.88","787,783,543.27","901,733,736.65","893,030,239.25","631,841,511.49","863,052,446.50","991,673,781.09","1,043,282,107.35","1,006,179,534.13",,"1,100,544,479.88",
预付款项,"513,222,787.34","497,435,262.97","131,387,484.92","292,349,493.05","485,517,078.44","1,121,056,799.99","867,336,551.14","987,575,150.36","1,089,874,938.85","652,886,527.71","842,894,553.91","890,058,860.31","830,325,765.45","824,138,688.73","1,006,324,474.80","938,720,206.72","1,175,056,505.63","1,117,643,094.62","1,238,519,023.76","1,340,697,495.86","1,420,320,759.49","1,087,715,446.47","832,252,292.73"
预收款项,"76,337,089.06","198,807,155.54","170,092,608.69","84,133,974.19","65,104,111.75","102,591,822.51","53,306,224.34","47,042,846.85","109,085,468.69","34,197,729.96","26,215,358.10","71,812,059.75","40,023,325.00","185,166,830.74","200,253,696.77","288,394,113.17","192,744,284.62","257,150,166.22","288,802,644.94","281,360,943.37","315,669,601.77","176,550,628.06","209,112,842.09"
其他应收款,"3,400,349.46","4,593,996.76","5,251,676.49","8,521,064.60","20,146,063.36","3,613,322.97","8,940,907.94","9,738,337.75","18,645,826.76","1,644,835.04","5,847,814.84","4,605,472.12","2,477,831.37","2,223,821.96","1,730,922.62","1,090,623.77","1,846,094.12","936,743.41","64,707.35","726,925.22","1,307,669.00","103,830,581.24","103,764,711.16"
应付职工薪酬,"18,288,057.54","26,683,418.95","39,911,102.10","71,350,813.03","53,793,272.48","46,077,288.11","58,335,259.19","74,088,558.14","75,845,470.73","56,251,252.84","60,789,285.73","83,808,653.58","83,944,589.33","96,083,397.67","75,434,570.20","60,839,292.19","73,661,461.61","65,922,471.36","75,892,800.39","84,643,427.60","67,993,868.78","80,401,635.09","105,018,446.41"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-142,648,028.25","-176,619,614.40","5,328,082.43","12,456,962.95","20,322,980.24","15,076,519.52","6,421,962.85","4,131,812.45","3,460,498.74","10,482,928.95","6,176,814.11","9,192,756.47","27,923,509.99","47,837,831.04","14,289,162.92","13,849,945.66","16,981,275.48","19,888,538.73","25,979,927.51","18,960,751.31","20,882,056.43","27,216,645.69","13,136,992.22"
应收利息,,,,,,,,"671,319.44","620,694.44","407,333.33","1,236,083.33",,"390,734.45","1,645,661.12","953,104.84","1,460,479.84","464,601.37","852,367.35","982,291.68",,"647,916.67","727,083.34","350,000.00"
应付利息,"454,800.00","1,670,555.56","2,423,183.68","2,217,861.80","2,217,861.80","3,338,000.01","3,338,000.01","2,780,897.87","2,780,897.87","3,006,130.56","3,006,130.56","3,006,130.56","3,006,130.56","2,586,264.83","2,586,264.83","2,586,264.83","1,987,539.00","3,211,090.98","1,951,484.54","1,741,726.20","1,741,726.20","3,996,618.62","944,937.50"
应收股利,,,,,,,"2,227,918.78",,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,
存货,"322,291,750.91","532,343,749.42","801,018,820.10","741,572,761.09","537,707,582.92","720,450,222.75","981,450,519.52","696,476,034.60","642,375,681.12","415,558,690.04","257,133,046.17","303,345,467.89","404,197,743.08","583,333,408.54","921,640,154.01","552,153,532.02","536,433,290.09","596,170,335.18","1,207,543,534.99","933,349,145.14","843,026,551.93","851,343,705.14","761,444,688.58"
其他应付款,"27,737,468.36","35,319,400.99","134,524,296.16","230,541,357.22","216,434,148.25","20,496,124.23","3,735,758.89","21,189,369.17","29,138,918.79","18,743,889.31","32,477,716.75","24,193,464.49","12,031,456.40","33,528,876.97","32,634,607.94","32,010,257.01","32,528,937.27","30,826,124.16","41,073,360.02","55,650,058.23","134,966,499.04","70,995,155.14","79,896,434.02"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,"99,998,000.00","120,021,583.00","120,021,583.00","33,091,158.40","33,043,992.40","13,067,575.40","13,067,575.40",,"29,880,000.00","51,880,000.00","51,880,000.00","246,869,413.90","194,989,413.90","194,989,413.90","194,989,413.90","21,000,000.00","21,000,000.00","21,010,000.00","4,995,500.00","10,270,000.00","12,920,000.00"
一年内到期的非流动负债,"409,264,160.96","619,029,724.48","865,336,036.52","643,786,077.11","673,685,959.77","617,512,629.96","540,718,266.20","601,674,618.16","737,281,191.28","803,077,673.77","745,494,067.85","822,114,224.91","603,292,735.40","662,654,096.06","578,855,832.81","601,354,846.70","605,839,338.89","1,028,764,746.06","1,154,205,036.75","1,032,472,904.03","709,676,850.57","617,082,908.29","605,897,036.62"
其他流动资产,,,"275,891,298.32","263,063,010.62","206,942,735.99","499,070,884.34","370,192,325.07","240,650,796.44","220,845,607.49","230,093,954.09","208,035,292.49","176,800,478.92","163,972,295.72","134,044,743.34","188,717,483.81","194,159,387.09","160,104,818.66","1,092,418,817.11","2,048,351,172.70","1,966,666,672.13","1,062,163,239.10","594,691,478.04","602,822,470.02"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"2,501,464,977.01","2,551,534,566.86","3,499,634,552.03","4,166,537,160.34","3,692,250,893.47","6,429,870,802.82","5,957,016,631.20","4,664,573,420.09","4,995,738,497.73","4,520,182,142.10","4,348,024,478.86","3,653,392,601.93","4,016,507,567.76","4,883,073,217.97","4,747,454,542.80","4,330,179,402.03","4,830,751,435.25","6,547,394,046.16","6,980,473,551.91","6,960,889,908.37","6,414,044,547.89","6,616,164,610.18","5,432,114,653.68"
流动负债合计,"2,637,622,014.82","3,197,864,800.39","5,578,085,017.74","6,097,964,651.29","5,610,015,172.18","5,646,225,235.46","5,276,450,270.63","4,370,403,124.37","4,744,982,666.53","4,928,927,105.18","4,973,343,057.14","4,335,009,183.64","4,725,005,289.95","5,412,591,033.96","5,315,084,374.72","5,028,876,231.05","5,682,295,283.37","6,285,936,918.60","6,441,287,361.50","6,494,009,344.87","5,934,251,322.13","6,228,541,452.15","5,415,299,645.70"
可供出售金融资产,,,,,,"1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00",,"1,000,000.00",
长期借款,"240,000,000.00","740,000,000.00","497,000,000.00","496,000,000.00","496,000,000.00","1,020,000,000.00","1,020,000,000.00","909,000,000.00","1,039,000,000.00","918,000,000.00","898,000,000.00","751,000,000.00","751,000,000.00","706,000,000.00","686,000,000.00","470,000,000.00","450,000,000.00","105,000,000.00","105,000,000.00","70,000,000.00","70,000,000.00","35,000,000.00","35,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,"99,998,000.00","133,089,158.40","33,091,158.40","64,947,575.40","64,947,575.40","123,880,000.00","123,880,000.00","123,880,000.00","123,880,000.00","123,880,000.00","94,000,000.00","72,000,000.00","72,000,000.00","10,270,000.00","10,270,000.00","10,270,000.00","16,270,000.00","36,270,000.00","61,270,000.00","67,920,000.00","72,924,500.00","67,650,000.00","65,000,000.00"
长期应付款,"572,340,954.25","563,210,964.86","80,344,735.78","276,407,037.35","225,933,351.90","538,214,282.56","461,634,370.68","382,733,333.75","304,813,425.19","226,780,677.99","151,234,867.66","86,172,826.04","38,099,590.47","113,128,227.03","98,387,498.89","83,774,418.67","157,732,684.70","473,164,433.64","752,112,339.90","803,598,478.77","807,683,682.60","680,025,725.86","553,658,331.11"
长期股权投资,"1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00",,"57,352,919.61","110,507,268.92","123,785,629.93","104,665,526.73","112,388,634.70","4,600,000.00","44,000,000.00","57,668,698.63","60,565,981.80","64,505,692.26","70,630,686.94","70,051,083.56","74,668,602.52","80,846,573.24","87,951,035.47","80,625,972.94","97,880,368.17"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"1,031,454,846.11","1,877,058,369.16","4,063,140,473.31","4,198,263,776.85","4,452,141,506.94","4,083,764,989.95","3,966,361,490.72","3,856,964,484.68","3,746,275,190.81","3,946,447,537.40","3,730,693,720.81","3,598,632,039.38","3,529,491,530.68","3,735,355,619.31","3,663,429,799.55","3,596,111,439.49","3,537,508,239.66","3,700,351,926.81","3,687,993,724.05","3,570,266,723.67","3,569,979,013.97","6,121,483,478.46","6,003,713,917.69"
递延所得税负债,,,,,,,,,,"5,833,425.92","5,833,425.92","5,833,425.92","5,833,425.92",,,,,,,,,,
在建工程,"1,810,269,341.11","2,190,425,497.52","600,357,199.93","556,453,436.11","354,194,342.69","706,747,318.73","808,399,951.86","953,969,691.60","1,120,513,158.49","815,551,990.23","1,073,368,127.49","1,171,673,682.07","1,211,715,547.52","1,012,977,962.32","1,114,115,723.63","1,165,722,241.90","1,520,739,658.78","2,618,303,922.07","2,719,850,006.55","2,882,487,116.58","3,018,044,749.97","461,943,223.70","578,204,887.60"
其他非流动负债,,,"3,300,000.00",,,,,,,,,,,,,,,,,,,,
工程物资,"71,113,401.46","56,632,024.72","26,294,454.80","16,269,767.28","18,160,698.97","17,421,959.29","16,477,165.94","13,564,800.88","29,828,576.15","17,722,228.80","23,963,101.76","25,954,707.55","32,697,637.33","25,075,466.91","25,967,278.90","30,900,526.20","31,170,620.29","55,263,609.85","22,086,445.48","21,512,502.42",,,
非流动负债合计,"812,340,954.25","1,303,210,964.86","580,644,735.78","772,407,037.35","721,933,351.90","1,558,214,282.56","1,481,634,370.68","1,291,733,333.75","1,343,813,425.19","1,150,614,103.91","1,055,068,293.58","843,006,251.96","794,933,016.39","819,128,227.03","784,387,498.89","553,774,418.67","607,732,684.70","585,164,433.64","863,612,339.90","880,598,478.77","884,683,682.60","721,588,225.86","595,220,831.11"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"3,449,962,969.07","4,501,075,765.25","6,158,729,753.52","6,870,371,688.64","6,331,948,524.08","7,204,439,518.02","6,758,084,641.31","5,662,136,458.12","6,088,796,091.72","6,079,541,209.09","6,028,411,350.72","5,178,015,435.60","5,519,938,306.34","6,231,719,260.99","6,099,471,873.61","5,582,650,649.72","6,290,027,968.07","6,871,101,352.24","7,304,899,701.40","7,374,607,823.64","6,818,935,004.73","6,950,129,678.01","6,010,520,476.81"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,
