科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"24,209,356.83","63,895,295.85","67,747,954.54","57,556,192.80","55,954,128.79","467,696,420.84","480,104,023.48","371,326,017.44","328,953,606.09","278,738,268.16","265,648,833.38","225,751,787.57","204,958,389.94","231,424,541.16","211,086,494.65","199,572,724.09","228,849,469.97","249,789,621.46","227,166,191.96","234,403,756.90","216,539,062.70","463,447,035.70","169,446,383.09","153,395,958.40","84,057,944.25","153,006,677.45","168,801,687.05","168,787,854.83","91,551,497.59","128,682,552.74","151,022,121.54","140,811,443.67","319,725,050.30","146,580,138.57","81,769,597.27","89,781,385.29"
短期借款,"19,000,000.00","52,000,000.00","20,000,000.00","30,000,000.00","30,000,000.00","20,000,000.00","55,000,000.00",,,,,,,"3,715,654.63","9,713,170.02","9,713,170.02","13,277,223.62","9,561,568.99","3,564,053.60","4,942,388.63",,"247,000,000.00",,,,,,,,,"108,000,000.00","199,900,000.00","199,900,000.00","199,900,000.00","66,338,120.00","75,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,"58,680.74",,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,"348,095.01","352,697.42",,"249,364.42","339,311.36","138,103.93",,,,,,,,,
应收票据,"2,407,000.00","12,292,916.00","23,502,510.04","20,068,500.00","15,028,446.00","25,660,574.00","41,172,059.00","31,280,000.00","11,713,171.21","29,931,306.00","26,007,830.34","53,330,498.92","50,232,300.00","50,921,448.83","46,353,137.64","25,416,000.00","42,353,000.00","54,741,728.48","48,295,418.00","33,191,107.00","23,786,055.48","40,588,670.63","44,691,140.83","53,284,907.91","63,206,573.19","59,721,450.80","51,882,395.31","20,115,038.50","9,827,160.64","26,171,795.83","40,600,459.04","37,318,028.95",,"3,775,447.65",,"8,850,000.00"
应付票据,,"4,400,000.00","2,478,030.60","9,483,245.84","267,000.00","12,573,286.46","17,453,506.46","3,394,920.00",,,"4,723,775.70","8,677,453.95","10,627,730.52","20,936,752.94","23,906,377.79","9,596,641.20","27,545,299.00","31,674,449.00","15,526,500.00","12,488,124.00","8,988,000.00","4,130,045.00","15,982,821.70","11,055,751.70","4,380,657.50","5,000,000.00","23,316,261.17","23,270,877.17","3,432,130.23","3,432,130.23","10,074,602.44","461,863,625.94","356,937,659.50","310,081,320.00","312,615,835.99","189,928,827.99"
应收账款,"30,211,034.69","36,891,764.22","45,905,064.48","83,879,016.79","73,552,396.91","102,895,899.00","105,596,419.34","118,396,493.71","140,649,412.14","149,412,171.43","138,938,836.61","145,767,640.53","190,435,854.86","236,390,808.79","258,418,984.27","274,881,148.55","235,680,383.90","219,149,979.64","211,654,508.37","218,884,335.75","202,145,473.51","182,245,634.79","189,646,473.79","179,810,619.59","195,608,835.59","184,339,350.05","170,722,612.14","163,282,174.90","167,797,020.51","179,129,425.68","179,420,599.72","193,637,788.25","67,304,135.12","639,410,120.90","678,648,117.90","665,395,235.88"
应付账款,"44,758,171.19","56,511,887.24","58,686,236.39","74,418,959.04","62,172,772.60","73,296,380.44","76,997,565.46","91,406,527.58","104,458,325.90","88,962,158.02","77,022,507.52","83,444,074.30","110,837,527.57","144,174,255.95","141,496,840.38","148,723,254.75","152,236,998.55","150,671,914.01","133,894,543.46","138,452,824.75","119,355,362.18","139,704,662.75","123,826,798.72","120,441,511.71","125,850,691.10","142,453,946.97","115,874,807.69","106,152,860.64","105,274,588.95","145,930,664.03","244,262,113.05","313,418,782.92","195,473,892.70","74,827,492.67","92,978,603.51","96,220,701.87"
预付款项,"9,013,557.32","10,955,286.91","24,627,793.74","7,145,073.58","15,102,447.87","12,639,973.99","13,002,008.51","21,274,512.39","90,100,633.96","74,690,766.34","84,608,299.45","112,475,104.39","35,431,695.53","14,698,021.13","14,395,219.41","17,168,768.44","13,338,114.16","5,261,382.29","9,077,838.53","15,447,740.31","13,588,809.64","7,042,529.26","6,781,245.37","5,365,596.92","14,696,737.68","2,596,670.51","4,686,777.99","5,897,410.37","11,354,006.74","20,287,118.57","90,973,812.85","429,827,444.32","338,357,888.30","140,009,187.07","141,094,344.64","210,447,671.27"
预收款项,"28,002,084.53","80,583,729.57","51,133,052.68","39,350,165.89","27,520,814.28","30,953,873.08","60,711,158.78","57,539,110.40","47,017,722.81","48,573,590.94","65,376,894.60","43,615,085.33","49,722,073.93","56,660,380.82","47,713,833.54","39,442,610.91","44,186,319.27","37,978,064.14","31,851,866.02","44,763,045.10","40,321,434.23","38,425,328.38","22,273,620.88","26,425,481.77","33,258,910.92","37,003,714.51","29,651,502.11","21,722,378.01","28,468,783.08","40,842,410.96","47,559,203.35","121,756,153.51","80,568,664.05","15,461,684.00","156,600.00","156,600.00"
其他应收款,"634,142.20","12,425,781.77","2,474,277.55","2,256,829.28","-1,289,608.87","3,583,180.48","10,747,683.34","38,761,782.12","5,498,380.63","3,854,614.64","8,462,701.32","7,441,776.87","16,224,596.62","6,630,400.10","12,827,851.44","9,952,204.36","9,386,424.31","5,433,914.04","5,302,222.16","6,269,508.60","4,670,033.65","7,006,002.86","7,384,882.92","5,792,394.31","9,135,264.83","6,618,622.22","11,737,828.74","6,811,775.95","5,951,470.96","3,649,966.50","137,338,683.85","16,591,787.27","143,133,680.47","277,152,060.58","333,097,749.74","326,448,947.95"
应付职工薪酬,"2,202,033.37","986,017.91","556,930.22","497,074.12","489,937.92","455,657.02","510,498.73","390,857.88","298,165.91","48,641.68","52,392.88","-16,424.92","-10,725.12","3,530,288.29","1,604,337.49","1,793,290.18","1,544,578.01","1,844,524.86","2,865,620.35","4,998,200.06","6,249,027.16","8,771,032.10","2,661,793.64","4,318,342.23","6,771,484.81","8,142,851.11","2,668,733.36","4,541,844.34","6,694,333.22","8,985,583.05","4,900,779.92","6,755,448.33","1,639,196.01","4,057,502.44","1,534,523.69","2,176,509.32"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"23,442,325.65","10,730,316.19","9,746,055.95","9,785,081.22","5,667,665.59","14,097,160.89","805,265.31","10,129,298.37","2,208,166.56","15,325,637.86","9,312,983.71","7,774,193.11","7,204,619.62","17,334,637.96","16,000,077.73","19,291,962.52","14,666,001.70","18,440,353.44","16,326,011.50","12,785,678.48","15,919,736.50","12,689,815.70","9,338,557.11","18,736,058.71","13,849,314.49","14,957,491.33","11,686,032.86","10,680,838.81","12,405,406.08","15,430,354.98","16,672,396.84","19,776,283.99","19,139,921.13","8,953,961.26","10,195,415.17","4,359,962.49"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39,041.10","655,450.82","3,283,291.10","3,157,263.33","4,535,856.20","5,261,527.45","6,386,468.60"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,"25,555,465.08","20,555,465.08","25,555,465.08","25,555,465.08","20,555,465.08","20,555,465.08","21,215,465.08","20,555,465.08","10,555,465.08","9,355,465.08","8,955,465.08","8,955,465.08","8,955,465.08","6,177,465.08","4,555,465.08","4,555,465.08","76,316.00","76,316.00","76,316.00",,,,"3,780,000.00"
存货,"108,899,048.24","125,588,022.83","61,025,440.03","60,841,455.64","51,326,722.49","67,676,819.43","82,407,374.04","79,625,254.31","109,508,520.71","125,190,261.06","128,406,457.43","114,096,003.04","118,485,793.77","128,710,642.26","107,983,739.84","106,272,694.19","117,666,989.48","115,067,970.62","108,164,979.06","111,053,227.53","116,488,074.62","116,155,221.91","109,884,693.43","98,639,030.01","92,884,275.56","88,384,167.50","77,290,951.52","73,346,981.74","77,446,020.70","75,881,248.75","213,737,737.09","780,724,512.09","842,504,734.13","100,469,468.14","138,182,142.82","200,415,157.87"
其他应付款,"31,446,546.85","1,673,381.03","1,646,612.33","2,566,498.92","179,553.63","4,142,458.49","577,346.27","261,150.42","232,655.98","277,197.14","657,217.84","2,273,781.90","2,365,278.57","15,601,253.27","4,197,185.32","2,756,090.44","2,835,877.74","2,969,153.96","2,782,495.87","3,798,820.32","1,509,374.59","676,712.39","1,499,104.97","1,282,271.05","1,261,374.38","857,771.45","43,223,745.21","2,248,646.27","1,381,765.07","25,795,207.76","153,954,928.08","290,068,355.10","243,851,304.04","7,805,492.16","24,713,111.55","205,017,832.16"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,"5,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,000,000.00","10,000,000.00","20,000,000.00"
其他流动资产,,,,,,"104,101.71","80,374.48","5,967.31",,"186,546.78",,582.17,,"8,000,000.00",,,,,,"2,000,000.00",,"1,604,011.03","20,000,000.00","86,000,000.00","131,000,000.00","113,878,508.40","137,500,000.00","144,800,000.00","201,120,633.31","186,547,357.18","159,722,706.87","133,499,789.38","41,216,785.04","45,403,483.33","69,310,696.91","38,831,577.82"
