科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"166,055,339.66","265,220,201.05","152,458,852.82","241,730,920.70","333,544,459.45","93,813,811.11","184,037,284.14","271,364,610.82","377,648,123.79","144,444,112.18","276,336,014.91","395,412,723.36","534,094,504.60","154,170,656.21","325,814,497.45","470,569,741.40","631,461,353.32","172,564,136.16","356,759,289.56","536,724,982.09","759,117,978.64","156,397,642.17","354,044,400.62","597,939,243.15","911,801,664.67","236,650,523.19","441,401,758.38","684,840,965.65","963,975,193.09","246,854,791.29","447,290,426.31","687,162,459.53","990,216,373.48","246,239,233.55","531,116,092.92","865,625,954.69","1,282,070,992.01","326,798,410.97"
二、营业利润,"29,562,326.06","35,178,400.64","21,426,406.90","32,046,860.49","45,067,877.08","12,443,686.91","23,013,901.40","31,893,720.11","47,544,553.01","20,314,545.47","37,173,902.10","52,236,948.32","66,039,198.83","19,113,990.18","35,127,219.24","49,570,488.42","53,459,243.08","5,800,066.47","21,082,164.41","29,185,916.10","49,829,986.60","-21,069,370.32","-28,089,366.72","-19,522,679.20","4,742,117.02","4,664,351.79","10,612,553.64","10,426,234.43","16,525,958.19","25,381,891.48","40,266,265.13","62,512,602.10","-3,920,684.06","20,811,954.80","43,204,915.84","63,604,231.60","48,300,953.47","48,110,934.06"
减:营业成本,"106,234,527.15","169,462,340.68","97,811,223.86","153,961,229.25","212,508,328.27","60,392,234.00","115,330,245.52","170,366,418.76","239,622,060.03","92,204,063.32","170,077,589.15","238,843,995.62","334,219,898.98","90,342,338.64","198,900,158.18","280,831,672.86","379,206,192.95","107,931,751.71","219,823,436.70","333,499,318.67","470,683,957.31","107,432,262.67","247,504,372.08","408,377,865.35","620,466,579.12","155,995,407.17","281,206,940.46","450,020,072.82","606,593,010.00","157,544,583.32","277,333,327.74","415,155,408.51","576,121,041.57","149,307,002.78","318,934,493.23","479,426,228.39","655,875,763.33","140,304,331.03"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,034,296.45","1,517,579.72","976,125.97","1,528,147.39","2,071,582.98","628,990.70","815,653.44","1,340,991.25","1,866,204.32","997,442.28","1,412,139.40","2,083,917.16","2,538,627.13","1,272,864.12","2,390,225.93","3,526,010.57","4,639,723.89","1,310,616.83","2,874,787.93","3,852,771.73","5,397,179.55","731,721.22","1,696,539.61","2,287,869.60","3,308,667.59","1,413,099.63","2,768,103.62","4,350,098.18","6,067,487.84","1,394,558.52","2,440,260.76","4,776,956.10","12,152,604.80","3,537,822.09","6,897,978.55","11,781,959.53","19,609,335.39","6,047,422.34"
营业外收入,"582,089.06","1,975,358.39","990,029.00","2,854,579.00","3,864,831.00","427,590.00","1,591,722.37","1,847,192.37","3,183,695.63","1,689,322.64","18,949,855.42","19,400,028.72","21,339,754.78","1,478,786.60","4,194,740.94","4,402,543.72","9,896,139.13","20,450,244.94","22,899,645.51","23,847,276.83","25,811,126.94","210,747.78","3,776,556.44","5,242,691.74","6,949,051.51","2,079,947.14","3,413,114.62","4,795,631.44","11,503,186.32","1,134,363.06","2,938,807.07","3,818,002.02","13,496,818.43","1,650,628.53","3,616,816.83","5,886,497.17","883,181.03","23,469.04"
销售费用,"16,135,577.90","27,323,134.06","16,923,180.13","29,596,435.48","32,718,302.59","9,878,230.20","16,307,204.94","27,355,977.02","36,683,823.66","12,686,078.84","24,170,312.81","38,015,331.59","50,896,131.84","16,984,727.02","39,854,945.10","62,400,705.40","95,116,290.60","21,338,111.57","42,952,799.72","60,846,722.77","89,938,569.57","19,847,872.43","40,607,094.80","62,770,107.95","93,636,864.88","24,350,794.34","43,373,327.00","68,045,369.39","100,862,920.50","24,009,868.77","45,016,814.51","73,943,266.29","124,960,261.46","22,832,131.51","70,326,583.01","165,329,449.05","341,188,650.16","115,348,753.83"
减:营业外支出,"70,619.34","256,976.63","117,910.74","139,420.98","559,216.59","149,375.67","185,422.56","223,331.74","218,678.96","37,780.06","81,906.90","88,063.47","429,453.68","54,975.17","62,905.45","67,817.05","75,776.22","36,965.68","90,492.83","593,934.05","602,782.63","24,265.46","127,554.17","2,697,271.73","5,348,399.84","15,316.21","61,052.18","168,427.89","3,121,806.40","54,959.77","803,026.74","6,037,322.24","5,560,446.92","19,920.95","337,733.58","3,255,295.21","1,296,202.51","10,243.21"
管理费用,"12,899,612.93","25,908,556.25","11,616,792.77","18,533,410.98","35,369,276.17","8,966,431.20","26,028,871.24","37,149,763.53","50,573,431.85","14,046,478.44","36,621,926.69","52,513,676.61","65,183,566.84","17,610,473.66","33,524,841.53","49,981,136.90","71,263,989.03","24,955,248.07","49,034,896.86","78,139,137.79","109,266,838.32","37,031,928.57","70,162,264.68","105,080,830.38","139,198,307.14","34,616,216.32","68,780,591.15","102,255,605.79","152,949,011.16","40,610,115.79","78,776,052.06","119,952,107.61","183,909,997.36","42,884,571.44","78,327,783.82","118,744,624.02","177,017,510.34","33,330,775.77"
其中:非流动资产处置净损失,,"2,575.50","3,692.70",,"371,352.91",,"167,138.15",,"194,144.55",,"29,990.20","30,879.44","366,459.49","10,069.27","10,607.73","10,607.73","48,184.58","1,749.13","47,749.79",,"59,896.31","4,320.29","51,152.89","2,476,407.11","5,118,468.74",927.72,"25,728.57","43,607.54","2,966,980.79","54,610.75","803,026.74","4,834,568.80","5,545,846.74","19,232.06","333,437.80","3,238,364.44",,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"2,330,314.33","4,747,326.53","2,934,974.19","4,513,546.72","5,133,876.82","-247,825.70","-24,706.40","143,420.05","289,530.62","1,043,901.49","4,168,770.85","8,657,895.68","12,687,354.22","5,177,453.78","12,350,727.55","18,706,664.86","24,681,426.71","7,279,709.98","16,161,409.42","24,766,788.02","31,061,109.41","10,482,602.67","20,998,296.25","34,509,728.77","46,380,943.99","14,835,421.64","31,638,535.05","47,190,604.09","59,105,821.92","10,446,912.12","17,501,343.26","24,355,872.42","30,647,349.10","7,239,866.54","15,703,331.85","24,466,597.57","36,618,189.80","11,835,046.07"
