科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
财务费用,"22,428,736.78","43,246,146.61","10,656,881.54","21,217,533.49","32,180,243.36","44,341,872.74","4,333,254.39","9,223,272.07","14,029,656.16","14,649,473.96","4,428,788.92","9,959,090.74","21,925,346.76","37,123,383.67","14,680,322.18","12,032,644.85","22,917,849.56","48,572,195.33","13,488,412.40","22,041,420.84","38,244,177.48","51,351,540.56","8,791,111.42","13,815,135.10","32,288,129.43","49,163,255.55","13,828,368.23","22,630,322.40","22,934,242.20","52,507,807.22","28,871,512.06","62,349,474.80","83,925,284.72","131,241,514.49"
三、利润总额,"238,239,022.44","353,255,941.62","324,280,438.61","146,621,590.55","240,768,340.04","324,483,801.45","26,616,572.10","88,585,043.12","154,512,533.63","200,064,524.46","28,107,277.63","102,282,039.79","152,982,864.58","165,854,479.55","22,287,762.66","52,317,536.27","47,833,960.25","-203,717,361.31","6,116,390.00","11,443,619.66","12,938,861.97","21,489,080.25","5,015,857.36","6,510,155.32","4,867,822.09","-298,472,913.80","-4,589,683.08","-2,918,208.35","-2,019,916.80","-599,486,019.72","-53,058,436.34","5,943,746.92","17,080,553.47","34,487,654.75"
资产减值损失,"-6,824,006.96","20,217,779.62","-12,715,559.92","-2,171,942.75","-1,646,918.92","-2,024,288.48",,"-77,040.00","-107,040.00","2,894,006.27",,"-634,935.90","-634,935.90","10,038,077.83","-1,260,232.86","-1,260,232.86","-1,570,211.51","135,334,752.52","-3,088,128.75","-7,137,983.52","-6,893,188.01","8,251,501.69",,,,"80,778,432.85",,"24,442.90","24,442.90","216,617,900.36",,"13,021,283.97","12,955,015.45","19,275,488.65"
减:所得税,"37,210,210.99","33,856,699.47","50,458,156.21","24,671,971.72","37,975,088.07","47,503,492.81","4,335,649.64","12,933,597.09","21,210,064.79","31,022,289.46","4,468,549.65","19,655,252.20","24,809,273.32","25,688,302.21","3,523,006.81","7,895,402.71","7,122,003.25","-26,109,087.98","936,182.09","3,497,384.22","3,107,794.03","7,232,414.63","1,326,068.41","7,501,818.28","15,615,963.96","-11,973,966.90","3,046,011.99","7,568,697.95","10,862,614.44","51,219,680.01","598,270.55","589,327.01","484,541.00","-593,826.08"
加:公允价值变动净收益,,"5,270,000.00","-5,270,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"4,196,124.41","331,450.90","5,827,137.15",,,"191,250.95",,,,"253,344.29",,,,"1,203,776.32",,"1,028,962.27","1,852,888.22","2,397,383.87",,"1,738,261.51","2,626,496.16","3,474,237.41","544,000.50","1,326,825.71","1,651,478.56","-1,127,461.14",,,,"50,624.92",,,,"447,550.68"
四、净利润,"201,028,811.45","319,399,242.15","273,822,282.40","121,949,618.83","202,793,251.97","276,980,308.64","22,280,922.46","75,651,446.03","133,302,468.84","169,042,235.00","23,638,727.98","82,626,787.59","128,173,591.26","140,166,177.34","18,764,755.85","44,422,133.56","40,711,957.00","-177,608,273.33","5,180,207.91","7,946,235.44","9,831,067.94","14,256,665.62","3,689,788.95","-991,662.96","-10,748,141.87","-286,498,946.90","-7,635,695.07","-10,486,906.30","-12,882,531.24","-650,705,699.73","-53,656,706.89","5,354,419.91","16,596,012.47","35,081,480.83"
其中:对联营企业和合营企业的投资权益,"4,196,124.41","331,450.90","247,137.15",,,"191,250.95",,,,"253,344.29",,,,"1,203,776.32",,"1,028,962.27",,"2,397,383.87",,"1,738,261.51","2,626,496.16","3,474,237.41",,"1,326,825.71","1,651,478.56","-1,127,461.14",,,,"-76,330.30",,,,"18,748.91"
归属于母公司所有者的净利润,"200,329,545.61","305,810,742.74","268,315,157.33","120,899,320.10","201,655,458.70","276,149,165.54","22,120,961.62","75,447,529.37","133,050,404.47","168,330,282.50","22,917,716.25","75,704,983.45","120,510,247.60","134,263,035.30","17,737,773.80","45,601,697.63","40,536,410.49","-175,722,248.47","4,446,742.33","9,237,809.23","10,074,624.78","20,233,190.77","4,592,299.53","10,313,286.91","12,718,324.75","-259,565,004.32","3,112,210.78","6,039,585.20","8,343,461.63","-612,476,376.18","-54,788,681.90","7,020,723.65","10,166,619.44","38,038,484.18"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"699,265.84","13,588,499.41","5,507,125.07","1,050,298.73","1,137,793.27","831,143.10","159,960.84","203,916.66","252,064.37","711,952.50","721,011.73","6,921,804.14","7,663,343.66","5,903,142.04","1,026,982.05","-1,179,564.07","175,546.51","-1,886,024.86","733,465.58","-1,291,573.79","-243,556.84","-5,976,525.15","-902,510.58","-11,304,949.87","-23,466,466.62","-26,933,942.58","-10,747,905.85","-16,526,491.50","-21,225,992.87","-38,229,323.55","1,131,975.01","-1,666,303.74","6,429,393.03","-2,957,003.35"
