科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"1,813,109,574.36","2,809,629,259.89","2,075,551,285.67","1,333,650,232.66","2,005,805,050.69","2,703,906,835.19","672,861,508.81","1,519,497,001.07","2,084,003,279.30","2,738,691,830.21","725,340,744.85","1,583,899,848.87","2,318,236,546.96","2,952,063,832.16","568,627,770.06","1,139,353,466.09","1,677,089,906.71","2,272,034,335.20","660,989,102.61","1,336,912,993.10","1,946,166,844.90","2,522,102,479.29","567,637,950.76","1,097,649,636.91","1,353,362,343.71","1,613,917,735.08","425,168,219.17","871,031,873.22","1,165,717,453.73","1,531,118,375.18","471,784,269.19","1,222,828,645.65","2,060,004,030.06","2,965,216,722.37"
二、营业利润,"212,906,469.99","345,500,785.95","270,746,023.36","117,182,356.92","200,430,440.18","276,716,731.19","26,035,138.58","73,722,915.25","137,870,347.53","166,267,521.27","27,385,291.42","86,757,577.02","127,427,702.19","116,715,672.57","22,402,018.36","40,940,361.74","36,499,154.45","-217,501,828.14","3,404,030.23","7,788,951.12","9,122,639.56","15,593,750.89","2,330,257.73","-17,162,886.51","-21,635,823.01","-323,778,413.73","-14,472,281.82","-13,221,803.87","-12,882,323.81","-605,808,077.27","-113,863,029.87","-198,070,503.28","-189,132,266.88","45,588,021.73"
减:营业成本,"1,486,493,416.94","2,273,850,906.51","1,678,634,536.19","1,134,117,980.13","1,666,765,678.39","2,237,506,663.67","613,969,031.62","1,374,991,038.66","1,833,581,858.87","2,407,671,724.80","658,426,621.21","1,419,132,930.05","2,056,332,007.89","2,624,241,003.24","493,561,273.33","1,015,901,005.30","1,496,204,737.93","2,076,430,070.86","598,505,627.92","1,184,701,686.19","1,673,630,872.22","2,134,769,069.63","456,314,051.11","909,522,428.13","1,076,543,630.68","1,495,373,781.61","379,594,870.10","770,746,262.83","1,026,129,027.68","1,641,800,821.53","523,460,600.54","1,263,983,647.32","2,014,822,417.43","2,736,727,487.28"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"4,007,390.97","5,043,090.40","3,706,491.83","3,071,945.37","4,036,595.37","4,812,307.46","493,686.10","836,125.57","1,433,833.54","1,931,536.70","146,074.75","672,508.07","1,175,057.08","1,568,674.39","255,424.42","874,949.27","1,732,110.34","4,776,682.05","5,610,858.99","8,981,611.25","11,768,466.27","15,529,085.94","3,516,510.59","7,768,756.07","9,938,016.16","11,261,460.10","3,552,951.21","3,829,733.61","4,922,946.29","17,949,257.54","5,428,659.73","12,341,043.15","17,538,638.03","23,421,675.66"
营业外收入,"26,678,523.01","8,931,528.87","54,154,013.57","29,917,523.90","40,960,864.04","50,431,757.52","631,120.61","15,023,324.12","16,997,440.55","34,476,972.35","1,012,804.58","16,004,114.85","26,174,692.86","49,857,539.87","408,521.34","11,988,474.60","12,195,228.87","14,701,734.82","3,081,086.26","4,045,212.49","4,443,232.10","6,545,592.41","2,717,865.05","23,740,893.66","26,835,063.72","26,700,315.46","9,907,681.18","10,391,479.11","10,990,914.72","7,342,777.08","60,808,632.82","211,657,656.22","213,826,026.90","5,781,343.10"
销售费用,"39,845,632.18","59,892,299.97","61,250,637.79","23,103,110.24","38,609,785.24","51,360,828.52","9,614,953.08","24,256,985.24","43,091,704.37","57,586,499.79","13,779,520.67","26,312,929.90","47,144,799.85","67,450,580.50","12,378,085.21","23,752,807.70","45,814,491.99","66,752,048.50","15,122,533.83","74,614,125.24","138,847,773.17","156,540,037.32","65,157,990.61","122,469,789.17","171,022,022.74","124,886,386.85","14,129,679.48","31,878,686.17","43,015,781.99","50,980,617.53","5,940,927.88","28,949,992.97","42,224,665.18","65,682,352.59"
减:营业外支出,"1,345,970.56","1,176,373.20","619,598.32","478,290.27","622,964.18","2,664,687.26","49,687.09","161,196.25","355,254.45","679,969.16","290,818.37","479,652.08","619,530.47","718,732.89","522,777.04","611,300.07","860,423.07","917,267.99","368,726.49","390,543.95","627,009.69","650,263.05","32,265.42","67,851.83","331,418.62","1,394,815.53","25,082.44","87,883.59","128,507.71","1,020,719.53","4,039.29","7,643,406.02","7,613,206.55","16,881,710.08"
管理费用,"58,448,058.87","67,479,701.73","63,829,412.03","37,129,249.26","65,429,227.07","91,383,971.04","18,415,445.04","36,543,704.28","54,102,918.83","87,944,411.71","21,174,447.88","41,699,748.99","64,866,569.09","96,130,216.28","26,610,879.42","48,140,892.36","77,344,662.17","160,067,797.95","27,945,767.99","47,661,443.49","84,072,600.37","143,541,730.67","32,072,029.80","62,563,240.66","96,374,522.70","175,105,370.71","28,534,631.97","55,144,229.18","81,573,336.48","157,120,673.19","21,945,598.85","40,253,706.72","77,788,876.13","162,091,883.83"
其中:非流动资产处置净损失,"8,008.56","776,481.84","312,747.82","66,161.80",,"2,123,471.06","20,680.47","125,708.49","126,329.99","429,020.39","290,818.37",,,"296,929.41","502,777.04","575,515.07","579,401.24","636,246.16","341,157.20","358,974.66","471,990.40","495,243.76","12,265.42","41,384.21","44,286.55","86,303.29","2,646.44","63,847.59","84,671.83","88,185.70","3,439.29","83,620.83","118,409.12",
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
