科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"258,824,362.58","273,501,041.04","104,214,938.02","159,338,997.65","245,000,502.56","54,756,266.20","132,322,518.39","226,374,290.97","299,891,537.72","86,893,882.21","151,453,172.05","258,231,828.48","385,130,690.13","76,767,230.80","193,116,670.78","283,475,920.39","456,168,750.52","61,711,367.29","178,196,234.09","300,031,262.21","416,073,602.55","117,216,900.39","240,496,050.12","316,821,215.15","477,669,007.32","149,327,780.53","355,408,798.24","578,521,287.22","928,813,891.92","444,248,506.52","933,011,636.16","1,350,237,351.36","1,778,396,181.86","695,390,755.95","1,478,927,826.20","2,124,934,951.99","2,925,880,010.82","517,679,642.47","1,177,992,071.50"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,"17,831,103.47",,,,,,,,,,"401,500,000.00","2,000,000.00","2,000,000.00","965,494,280.68","97,000,048.11","150,000,000.00","150,000,000.00","381,469,996.25","70,868,080.00","489,538,528.20","802,428,500.90","520,966,669.64","870,355,251.75","1,070,044,806.25"
收到的税费返还,"13,656,852.31","3,196,678.75","6,347,563.38","6,347,563.38","7,275,655.34","943,377.70","3,609,079.76","6,862,912.99","7,501,404.55","3,427,282.82","5,291,428.33","8,178,561.04","10,313,550.55","2,154,704.36","4,242,422.08","7,036,855.48","7,627,160.91","1,743,529.64","1,837,971.28","4,577,564.42","9,652,809.65","3,628,362.90","6,116,678.49",,,,,,"68,490.00",,"218,616.00","628,098.93","4,785,607.15",,"1,152,411.27","1,772,428.71","4,525,329.98","228,957.87","68,492.25"
支付其他与投资活动有关的现金,,,,,,,,,,"14,128,000.00",,,,,,,,,"9,504,813.50","9,525,560.00",,,,"20,761.00",,500.00,,"75,200.00",,,"28,000,000.00","28,440,000.00",,,,,"269,366,821.47",,
收到其他与经营活动有关的现金,"3,543,461.41","11,896,978.16","658,890.13","685,937.71","5,700,658.63","3,563,741.95","2,559,544.61","3,126,686.61","6,378,355.01","1,970,031.75","12,529,832.71","21,814,150.95","5,507,769.44","2,089,074.84","31,050,872.25","25,622,866.19","24,540,118.37","83,267.93","14,104,140.93","16,470,156.68","17,551,873.76","141,785.34","151,533.13","74,325,511.56","1,766,249.93","7,823,732.41","88,253,263.36","288,581,685.82","10,389,207.84","21,157,018.24","101,222,192.98","158,970,921.31","49,982,887.96","75,857,828.03","42,567,626.14","339,072,232.99","325,626,016.60","82,758,919.65","24,455,888.16"
投资活动现金流出小计,"31,666,008.98","39,736,096.03","10,106,423.24","13,283,929.81","13,975,414.37","806,108.92","12,990,713.87","32,858,999.81","54,055,872.55","17,483,518.97","151,654,176.80","239,518,033.68","232,527,234.76","37,937,744.95","67,631,423.43","108,518,086.59","98,593,799.85","25,201,084.59","59,514,399.86","73,091,312.14","77,316,770.78","20,820,785.28","21,570,635.23","352,690,839.00","347,639,149.96","710,720,867.86","1,306,340,967.86","628,853,647.76","2,488,437,086.31","301,155,840.11","596,879,022.35","612,853,536.71","831,400,599.40","822,632,813.84","951,184,549.52","1,510,549,959.85","2,372,947,780.60","1,196,297,134.84","1,399,311,085.46"
经营活动现金流入小计,"276,024,676.30","288,594,697.95","111,221,391.53","166,372,498.74","257,976,816.53","59,263,385.85","138,491,142.76","236,363,890.57","313,771,297.28","92,291,196.78","169,274,433.09","288,224,540.47","400,952,010.12","81,011,010.00","228,409,965.11","316,135,642.06","488,336,029.80","63,538,164.86","194,138,346.30","321,078,983.31","443,278,285.96","120,987,048.63","246,764,261.74","391,146,726.71","479,435,257.25","157,151,512.94","443,662,061.60","867,102,973.04","939,271,589.76","465,405,524.76","1,034,452,445.14","1,509,836,371.60","1,833,164,676.97","771,248,583.98","1,522,647,863.61","2,465,779,613.69","3,256,031,357.40","600,667,519.99","1,202,516,451.91"
投资活动产生的现金流量净额,"-31,666,008.98","-39,736,096.03","-10,106,423.24","-13,283,929.81","-13,975,414.37","-806,108.92","-12,990,713.87","-32,858,999.81","-54,015,472.55","-17,462,518.97","-151,633,176.80","-239,497,033.68","-232,503,706.95","-37,787,744.95","-67,381,423.43","-108,268,086.59","-98,593,799.85","-25,201,084.59","-59,509,499.86","-73,048,410.14","-77,311,770.78","-20,820,785.28","-21,570,635.23","-72,287,648.15","-17,594,341.29","-398,688,575.05","-460,245,298.68","-612,414,356.18","-2,467,210,999.08","-111,040,698.55","-423,880,884.82","-432,025,562.03","927,948,426.68","-586,662,190.28","-709,473,178.88","-1,189,808,091.53","-1,775,667,571.21","-733,173,303.65","-663,435,764.52"
购买商品、接受劳务支付的现金,"219,146,974.56","220,096,816.71","75,428,819.57","141,358,061.05","202,446,426.69","69,686,145.49","174,078,465.86","276,143,783.63","355,555,330.18","81,675,579.47","109,024,990.07","209,572,068.39","305,139,069.28","92,875,334.20","167,101,972.63","214,002,417.33","336,549,161.55","54,645,504.79","151,742,186.50","273,861,130.42","326,253,461.87","50,244,745.44","78,478,299.02","92,285,719.31","97,329,895.61","34,927,148.33","95,112,143.53","172,938,007.81","285,248,018.57","232,065,935.29","404,735,762.78","667,329,018.67","731,140,163.59","247,219,566.81","602,671,254.93","849,041,815.19","1,007,837,054.69","128,695,904.18","523,226,698.30"
吸收投资收到的现金,,,,,,"256,576,150.00","256,576,150.00","256,576,150.00","268,924,600.00",,,,,,,,,,,,,,,,,,,,"1,157,429,576.34",,,,,,"-34,202,000.00","-90,109,051.20","1,002,079,981.31",,
