科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"104,579,466.53","130,890,576.00","145,444,839.56",,"65,294,450.17","86,285,307.56","143,780,440.10","16,191,995.48","45,566,524.04","71,887,038.73","115,218,848.70","20,893,401.98","61,216,602.12","115,621,641.93","192,905,211.05","70,419,947.43","123,382,140.43","182,568,743.49","273,799,886.81","80,913,590.73"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,"5,000,000.00","5,000,000.00","26,305,434.77",,"135,904.34","39,340,992.92","39,218,422.92",,,,,
收到的税费返还,"5,926,090.83","10,964,349.48","6,155,849.99",,"3,108,549.46","5,254,010.51","5,211,579.85",,"2,409,445.32","2,409,445.32","4,939,185.49","132,303.96","3,359,331.19","5,214,298.54","5,797,161.59","2,517,514.11","9,159,008.23","9,650,021.49","6,939,522.35","790,943.73"
支付其他与投资活动有关的现金,,,,,,,,"140,000,000.00","40,000,000.00","40,000,000.00",,,,"9,430,000.00",,,,,,
收到其他与经营活动有关的现金,"8,441,833.24","13,152,485.34","12,217,429.99",,"9,249,756.78","13,171,801.78","10,399,413.40","406,024.95","3,541,961.02","5,479,225.37","9,207,229.97","1,264,138.84","2,305,003.85","7,172,448.53","4,502,649.26","808,873.55","2,024,743.14","3,945,033.45","3,984,583.21","4,688,433.15"
投资活动现金流出小计,"5,985,383.09","6,371,628.56","5,087,182.15",,"956,093.44","4,292,688.10","5,453,120.77","143,796,869.83","50,735,378.38","51,604,505.38","302,062,093.83","1,565,446.21","2,190,755.01","56,808,456.30","111,149,689.78","10,880,856.41","24,637,934.61","26,699,459.76","73,719,996.10","1,164,574.82"
经营活动现金流入小计,"118,947,390.60","155,007,410.82","163,818,119.54",,"77,652,756.41","104,711,119.85","159,391,433.35","16,598,020.43","51,517,930.38","79,775,709.42","129,365,264.16","22,289,844.78","66,880,937.16","128,008,389.00","203,205,021.90","73,746,335.09","134,565,891.80","196,163,798.43","284,723,992.37","86,392,967.61"
投资活动产生的现金流量净额,"-3,985,383.09","-1,846,438.56","-5,062,182.15","-106,000.00","-956,093.44","-4,292,688.10","-5,453,120.77","-143,793,869.83","-49,620,178.61","-50,174,305.61","-80,342,314.77","-1,565,446.21","-1,550,755.01","-15,717,291.94","-13,509,710.46","-10,816,034.51","-1,018,061.28",633.36,"-46,521,563.87","-1,164,574.82"
购买商品、接受劳务支付的现金,"33,961,720.31","26,570,806.91","35,932,818.51",,"25,032,392.79","30,382,840.78","45,315,420.64","10,991,376.44","21,635,714.59","24,176,820.91","30,584,539.95","16,058,049.94","36,506,660.66","61,262,789.61","81,849,948.91","32,814,149.63","66,292,425.91","125,056,894.14","138,504,381.54","28,741,277.41"
吸收投资收到的现金,,,,,"147,440,000.00","147,440,000.00","147,440,000.00","18,678,600.00","18,678,600.00","18,678,600.00","18,678,600.00",,,"8,005,410.00","7,969,540.00","1,000,000.00","1,500,000.00","1,500,000.00","1,000,000.00",
