科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
其他应收款,"28,050,980.90","21,610,632.62","33,012,945.90","33,287,254.77","34,983,140.07","36,206,463.77","48,376,602.71","64,155,942.72","50,891,196.91","70,481,082.90","60,994,267.95","67,296,949.32","76,808,100.90","62,503,173.15","71,704,645.32","123,349,236.01","136,932,953.64","170,226,937.13","145,842,813.61","140,185,750.83","173,194,674.17","143,562,189.49","142,548,886.83","157,282,984.83","180,300,064.46","165,509,437.00","145,097,199.70","178,811,521.79"
应付职工薪酬,"490,907.94","1,365,836.77","2,185,281.90","1,249,097.03","1,559,633.11","1,889,129.85","4,331,178.56","2,743,851.33","3,104,024.98","3,545,805.79","6,765,523.20","5,476,254.46","6,359,504.01","6,824,779.32","13,000,348.16","9,778,053.54","10,266,057.55","9,929,878.94","9,736,717.54","8,456,169.17","8,864,028.91","7,498,666.34","8,153,388.24","7,799,146.28","8,010,909.92","7,393,024.34","6,955,812.89","6,510,104.00"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"8,905,853.28","8,144,798.57","11,679,927.65","11,886,992.65","13,555,337.71","14,161,738.70","25,898,140.92","23,129,644.65","20,148,650.42","23,348,054.58","25,981,850.13","20,696,308.72","24,394,057.36","21,414,415.33","33,724,704.04","28,708,613.37","43,658,964.30","50,635,185.03","37,461,977.51","37,779,976.18","34,619,402.30","34,699,613.37","7,419,438.39","4,954,046.58","10,311,445.42","5,787,547.24","21,924,729.83","24,200,140.82"
应收利息,,,,,"1,422,946.45","1,063,780.49","2,200,251.09","3,108,355.84","3,471,689.13","2,853,734.07","1,235,845.97","2,153,553.56","539,759.17","924,269.06","48,835.73","15,531.39","53,321.67","53,321.67",,,,,,"8,356,814.04","4,336,855.84","2,192,262.59",,
应付利息,,,"86,729.89","84,552.61",,,,,"13,688.89","28,477.78","33,611.11","127,111.11","110,250.00","110,250.00","228,861.11","233,166.66","160,718.75","346,231.25","370,569.46","564,603.18","753,375.01","451,312.50","1,823,456.13","802,088.99","1,333,621.20","604,778.36","1,874,072.96","1,901,156.27"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,"5,742,000.00",,,,,,,,"27,605,519.66",,,,,,,
存货,"30,175,205.64","44,861,606.50","87,108,131.35","96,634,250.73","149,295,564.69","219,841,559.89","177,601,705.67","223,416,093.28","262,812,184.21","261,178,230.74","226,028,554.13","240,870,366.22","321,576,023.06","330,943,748.46","334,010,096.03","293,477,636.60","321,411,982.76","425,134,770.01","438,754,681.52","535,436,029.81","542,437,377.62","540,472,157.44","545,718,040.77","530,673,178.32","554,926,371.97","564,800,822.45","501,015,792.12","491,447,673.46"
其他应付款,"11,100,502.59","9,005,235.87","2,395,275.14","8,303,543.73","2,975,818.87","2,349,044.18","15,681,405.14","20,164,336.91","18,869,044.98","19,855,860.48","28,741,731.04","34,729,052.49","40,627,370.27","32,598,758.65","42,278,781.86","48,586,444.14","77,269,150.68","139,349,043.02","74,506,707.88","75,348,580.92","67,728,666.17","32,317,212.63","31,974,496.72","72,797,053.13","59,383,777.35","115,468,612.50","175,056,624.53","128,531,458.90"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,"85,016,254.98","120,986,497.98","169,498,440.68","171,744,694.01","244,996,446.83","293,627,411.62"
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,"30,605,208.29","62,613,668.62","30,747,353.87","31,139,254.51","88,816,548.34","95,738,104.70"
其他流动资产,,,,"5,043.33",,,,,,,,,,,,,,,"274,188.02","563,748.90","459,141.92","1,413,978.43","10,769,831.56","8,904,919.16","16,912,666.40","18,265,717.86","14,020,046.44","22,009,226.06"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,"25,292,248.51","25,292,248.51","15,457,161.69","15,457,161.69","15,457,161.69","15,457,161.69"
流动资产合计,"95,448,683.02","201,563,343.24","251,645,783.04","607,658,151.68","612,111,662.64","670,438,887.77","705,596,743.66","729,888,239.95","765,767,027.02","791,190,204.26","825,403,456.58","823,756,679.41","922,245,616.13","913,879,360.59","1,068,703,978.79","1,056,885,497.20","1,096,344,887.95","1,347,392,635.56","1,385,167,767.25","1,500,470,557.09","2,715,064,543.69","2,017,818,158.80","2,330,663,055.19","2,171,493,256.95","2,222,454,005.24","1,800,720,058.57","1,598,470,299.21","1,615,635,853.70"
流动负债合计,"53,542,755.88","67,880,545.61","118,241,598.81","116,566,308.78","125,217,592.25","181,641,803.65","217,858,355.71","236,756,595.92","256,085,585.06","264,799,718.47","323,190,017.16","303,582,982.81","375,991,136.06","373,378,670.25","502,590,650.71","466,863,740.45","541,790,322.84","819,943,145.60","824,795,835.10","1,027,682,684.28","1,187,387,279.74","927,920,565.15","1,267,774,741.26","1,283,530,727.85","1,320,226,631.72","1,088,083,494.09","1,169,266,442.32","1,068,465,572.67"
可供出售金融资产,,,,,,,,,,,,,,,,,,,"6,000,000.00","81,000,000.00","188,000,000.00","503,273,279.23","149,929,346.33","258,462,982.18","218,870,850.26","319,790,218.79","302,696,111.67","300,726,272.08"
长期借款,,,"19,421,355.92","18,322,033.88",,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,"38,000,000.00","136,620,000.00","131,415,668.59","130,205,050.91","84,429,511.14","101,161,147.11","93,056,986.07","165,703,340.19","108,776,151.56"
长期应付款,,,,,,,,,,,,,,,,,,,,,,,"64,697,505.25","25,030,461.42","49,117,437.83","41,189,917.84","75,880,956.91","61,230,461.50"
长期股权投资,"44,484,531.81",,,,,,,,,,,"9,000,000.00","6,475,711.11","10,105,179.85","7,578,273.62","8,233,340.17","41,090,137.10","73,570,371.61","73,681,060.99","82,227,408.92","83,775,455.06","98,633,462.16","486,175,154.69","499,996,224.42","473,710,453.39","594,863,591.23","784,919,836.64","759,517,562.71"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,"3,795,256.50",,,,,,,,,,,,,"6,249,269.51","6,165,436.04","12,463,954.68","12,294,502.47","12,125,050.26","14,140,333.73","13,937,378.72","13,734,423.71","13,531,468.70","19,575,579.51","19,284,133.32","13,380,903.69","13,175,076.24","48,556,524.45"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"7,362,548.75","3,596,123.49","71,724,607.31","69,717,083.46","76,277,438.87","86,867,324.44","88,356,585.53","94,856,365.66","93,294,244.80","91,313,256.78","98,630,760.30","97,180,059.10","97,269,017.14","100,823,041.29","97,930,668.01","95,286,507.96","82,756,947.74","80,503,413.60","78,627,425.83","74,609,545.93","73,571,096.85","71,155,799.71","69,932,364.91","77,949,099.84","188,325,813.54","190,593,703.02","365,018,398.06","323,534,439.20"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,,,"831,800.00","3,027,936.38",,,,,,,,,,,,,,,,,,"7,297,292.52","130,558,287.58","131,235,109.00","50,115,344.18","68,422,346.09","8,789,399.99","8,087,696.13"
其他非流动负债,,"55,263.16",,,,,,,,,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,"55,263.16","19,421,355.92","18,322,033.88",,,,,,,,,,,"301,344.18","301,344.18","301,344.18",,,,,,"64,697,505.25","25,030,461.42","49,117,437.83","41,189,917.84","75,880,956.91","61,230,461.50"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"53,542,755.88","67,935,808.77","137,662,954.73","134,888,342.66","125,217,592.25","181,641,803.65","217,858,355.71","236,756,595.92","256,085,585.06","264,799,718.47","323,190,017.16","303,582,982.81","375,991,136.06","373,378,670.25","502,891,994.89","467,165,084.63","542,091,667.02","819,943,145.60","824,795,835.10","1,027,682,684.28","1,187,387,279.74","927,920,565.15","1,332,472,246.51","1,308,561,189.27","1,369,344,069.55","1,129,273,411.93","1,245,147,399.23","1,129,696,034.17"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"60,000,000.00","65,000,000.00","65,000,000.00","87,000,000.00","87,000,000.00","87,000,000.00","87,000,000.00","87,000,000.00","191,400,000.00","191,400,000.00","191,400,000.00","191,400,000.00","191,400,000.00","191,400,000.00","191,400,000.00","191,400,000.00","382,800,000.00","382,800,000.00","382,800,000.00","383,410,000.00","459,393,716.00","459,393,716.00","459,393,716.00","459,393,716.00","459,393,716.00","459,393,716.00","459,393,716.00","459,393,716.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"904,635.26","23,504,735.26","23,504,735.26","351,980,735.26","351,980,735.26","351,980,735.26","351,980,735.26","351,980,735.26","247,580,735.26","247,580,735.26","247,580,735.26","248,619,235.26","251,734,735.26","257,434,735.26","260,552,395.26","263,052,395.26","72,946,758.60","73,931,037.14","70,615,776.02","77,016,715.40","1,383,008,457.55","1,383,038,454.06","1,377,057,672.46","1,377,401,967.46","1,377,450,837.46","1,377,650,828.71","1,371,099,823.29","1,371,091,206.12"
无形资产,,"75,295.46","116,353.38","110,404.68","113,156.00","337,016.79","3,247,740.44","3,070,464.10","2,893,187.74","2,715,911.41","2,538,635.07","2,361,358.75","2,445,562.29","2,269,577.82","2,217,980.81","7,022,953.80","1,853,362.31","5,137,655.24","1,488,743.81","1,307,587.06","3,752,334.31","3,069,723.08","2,958,155.98","2,525,737.88","2,549,171.03","2,068,932.35","1,677,026.20","675,573.27"
盈余公积,"2,137,437.05","5,392,667.14","10,639,893.70","10,639,893.70","10,639,893.70","10,639,893.70","15,857,098.29","15,857,098.29","15,857,098.29","15,857,098.29","20,898,356.39","20,898,356.39","20,898,356.39","20,898,356.39","28,632,575.93","28,632,575.93","28,632,575.93","28,632,575.93","35,644,457.25","35,644,457.25","35,644,457.25","35,644,457.25","38,266,678.31","38,266,678.31","38,266,678.31","38,266,678.31","38,266,678.31","38,266,678.31"
开发支出,,,,,,,,,,,,,,"3,583,556.20","9,820,525.37","6,111,922.26","9,141,509.18","9,141,509.18",,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,"109,978,709.42","152,969,182.13"
商誉,"1,198,878.53",,,,,,"6,908,068.46","6,908,068.46","6,908,068.46","6,908,068.46","36,401,279.53","39,895,833.52","39,895,833.52","39,895,833.52","46,824,563.63","46,824,563.63","17,331,352.56","47,120,088.32","6,908,068.46","6,908,068.46","6,908,068.46","6,908,068.46","6,908,068.46","91,036,797.73","91,036,797.73","91,036,797.73","73,483,116.85","84,509,236.07"
未分配利润,"17,578,367.13","47,931,134.46","88,550,168.09","96,939,895.51","114,764,561.10","127,481,231.59","130,231,237.51","141,317,566.50","156,197,509.99","170,788,522.03","173,502,520.26","191,770,149.03","212,855,561.73","219,132,902.50","245,193,802.72","263,483,631.67","271,542,677.46","303,576,902.73","297,735,728.68","320,631,641.40","295,234,137.09","316,111,498.16","305,744,745.16","324,077,064.65","351,629,588.82","345,135,664.21","383,824,286.84","474,995,105.32"
长期待摊费用,,"358,045.83","143,218.35",,,,,,"270,121.67","256,386.68","347,901.40","329,906.50","444,530.80","293,916.70","511,380.14","445,122.74","138,933.34",,,,"391,162.33","357,314.08","3,034,482.50","20,833,461.96","19,927,609.06","22,687,194.03","31,265,514.79","32,356,170.06"
少数股东权益,"15,654,244.32",,,,,,"4,774,097.68","5,143,415.09","5,438,662.95","5,741,227.22","11,150,187.89","20,523,495.90","21,253,020.75","13,384,407.23","18,263,964.17","19,301,432.08","10,066,218.66","16,048,372.12","6,200,657.67","6,440,736.69","7,076,380.16","6,700,873.07","9,520,502.84","10,288,127.44","10,509,325.25","9,713,661.33","775,992.99","-2,252,919.73"
递延所得税资产,"1,322,797.53","376,281.11","895,989.70","935,290.93","1,100,524.80","1,100,435.20","2,402,591.36","2,483,477.89","2,578,146.86","2,934,678.68","3,550,989.08","3,421,587.11","4,507,744.20","4,199,810.66","6,098,093.09","6,059,775.77","6,958,812.81","9,771,857.54","13,794,338.12","12,448,788.24","14,675,482.83","15,484,949.53","11,101,890.81","12,246,236.53","13,224,219.06","14,171,088.50","21,311,774.00","21,059,076.01"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,"1,189,795.00","848,795.00","848,795.00","848,795.00","848,795.00","848,795.00","848,795.00","578,795.00","1,000,000.00",,"40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","130,000,000.00","258,320,785.00","184,517,419.70","145,511,423.70","204,061,293.70","147,671,423.70","23,439,071.70","16,722,179.84"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"54,368,756.62","8,201,002.39","73,711,968.74","73,790,715.45","77,491,119.67","88,304,776.43","102,104,780.79","108,167,171.11","106,792,564.53","104,977,097.01","142,318,360.38","153,037,539.98","151,887,194.06","161,749,711.04","178,230,754.18","176,149,622.37","211,735,009.72","277,539,397.96","232,624,687.47","350,641,732.34","651,630,978.56","1,109,650,766.07","1,188,851,690.57","1,343,802,163.89","1,382,266,832.38","1,557,743,185.20","1,791,478,666.33","1,704,520,881.38"
所有者权益(或股东权益)合计,"96,274,683.76","141,828,536.86","187,694,797.05","546,560,524.47","564,385,190.06","577,101,860.55","589,843,168.74","601,298,815.14","616,474,006.49","631,367,582.80","644,531,799.80","673,211,236.58","698,141,674.13","702,250,401.38","744,042,738.08","765,870,034.94","765,988,230.65","804,988,887.92","792,996,619.62","823,429,605.15","2,179,308,242.51","2,199,548,359.72","2,187,042,499.25","2,206,734,231.57","2,235,376,768.07","2,229,189,831.84","2,144,801,566.31","2,190,460,700.91"
资产总计,"149,817,439.64","209,764,345.63","325,357,751.78","681,448,867.13","689,602,782.31","758,743,664.20","807,701,524.45","838,055,411.06","872,559,591.55","896,167,301.27","967,721,816.96","976,794,219.39","1,074,132,810.19","1,075,629,071.63","1,246,934,732.97","1,233,035,119.57","1,308,079,897.67","1,624,932,033.52","1,617,792,454.72","1,851,112,289.43","3,366,695,522.25","3,127,468,924.87","3,519,514,745.76","3,515,295,420.84","3,604,720,837.62","3,358,463,243.77","3,389,948,965.54","3,320,156,735.08"
负债和所有者(或股东权益)合计,"149,817,439.64","209,764,345.63","325,357,751.78","681,448,867.13","689,602,782.31","758,743,664.20","807,701,524.45","838,055,411.06","872,559,591.55","896,167,301.27","967,721,816.96","976,794,219.39","1,074,132,810.19","1,075,629,071.63","1,246,934,732.97","1,233,035,119.57","1,308,079,897.67","1,624,932,033.52","1,617,792,454.72","1,851,112,289.43","3,366,695,522.25","3,127,468,924.87","3,519,514,745.76","3,515,295,420.84","3,604,720,837.62","3,358,463,243.77","3,389,948,965.54","3,320,156,735.08"
