科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"72,516,041.49","59,444,430.28","65,354,319.18",,"69,624,010.82",,"203,458,730.81","161,986,398.91","114,833,330.95","89,210,392.62","155,622,268.50","180,321,701.14","156,269,413.48","127,015,459.21","399,271,305.29","404,490,300.82"
短期借款,"2,190,054.59","6,864,042.00","7,027,148.26",,"6,027,148.26",,"2,000,000.00","100,000.00","100,000.00","5,000,000.00","5,000,000.00","14,900,000.00","55,858,586.41","55,185,138.48","66,435,875.94","94,817,256.80"
交易性金融资产,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,,,,,,,"1,149,939.00",,,,,,,,,
应付票据,,,,,,,,,,,,,,,,
应收账款,"1,894,151.91","4,202,410.36","13,711,021.32",,"6,070,417.37",,"31,120,759.91","37,872,116.28","34,855,151.44","44,707,973.76","54,529,764.49","48,633,538.61","46,084,288.42","32,119,557.68","25,337,527.65","46,536,197.75"
应付账款,"14,384,603.86","12,118,467.82","17,325,997.31",,"19,360,125.80",,"32,032,790.12","30,494,906.90","19,652,178.24","29,983,425.68","14,049,418.07","25,511,028.70","16,441,035.93","16,302,456.24","21,482,843.58","43,016,336.91"
预付款项,"9,878,796.09","11,517,771.22","12,910,055.46",,"15,651,650.79",,"17,286,050.67","15,726,119.64","17,117,355.12","15,523,020.83","15,873,812.45","12,286,648.14","22,547,981.94","24,661,190.63","23,886,050.77","21,312,747.47"
预收款项,"27,219,579.68","24,181,776.01","18,300,451.84",,"14,534,652.13",,"18,269,732.15","17,681,287.17","21,548,298.25","23,433,657.88","40,299,762.29","31,308,796.02","18,810,600.26","24,583,744.14","26,408,140.12","26,578,940.86"
其他应收款,"3,785,254.30","4,588,330.16","4,990,129.43",,"5,231,452.22",,"4,777,286.22","6,334,016.55","7,049,874.03","10,155,554.95","15,363,523.90","15,224,005.37","14,003,615.20","15,250,927.89","14,454,422.70","21,432,596.18"
应付职工薪酬,"615,598.69","1,709,603.07","1,177,284.73",,"102,988.83",,"1,592,075.57","168,066.60","144,411.97","142,534.31","1,612,876.23","197,374.11","172,121.28","171,460.38","550,209.33","445,686.58"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"13,446,494.53","7,331,816.41","9,118,108.17",,"4,860,418.14",,"13,817,319.43","538,618.82","2,914,077.17","897,614.12","13,814,564.21","1,373,346.35","2,636,103.56","1,485,050.89","9,222,430.98","2,397,141.20"
应收利息,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,"151,123.79",
应收股利,,,,,,,,,,,,,,,,
应付股利,,,"1,064,530.33",,,,,,,,,,,,,
