科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"254,978,235.39","368,131,004.14","441,833,583.30","386,336,489.16","437,531,251.14","585,258,069.98","653,293,989.85","458,056,962.89","633,285,077.01","688,623,026.36","5,535,412,429.55","5,032,914,019.95","5,138,371,603.38","6,284,908,459.00","10,991,980,790.83","9,096,550,840.50","6,844,692,181.89","7,989,253,270.11","7,389,925,040.97","8,367,641,471.98","7,253,167,027.23","7,090,287,213.69","6,298,592,486.81","6,982,422,357.80","6,114,057,283.21","6,816,653,707.94","6,017,407,731.09","6,605,495,331.66","5,631,102,306.81","5,240,569,128.87","4,378,304,155.60","5,158,101,936.54","4,004,377,416.65","4,317,085,897.30","3,618,135,224.52","4,999,501,020.10","4,842,431,185.16","4,807,241,988.08","4,841,153,156.88","4,936,479,901.67","4,118,402,439.02","4,358,438,742.00","7,558,109,230.50","6,940,459,460.38","6,178,336,783.39","6,585,662,050.60","8,585,855,177.74","11,295,317,711.62","10,974,606,248.25"
短期借款,"722,300,000.00","550,000,000.00","495,000,000.00","425,000,000.00","455,000,000.00","470,000,000.00","425,000,000.00","495,000,000.00","625,000,000.00","495,000,000.00","773,990,975.54","1,334,265,738.01","1,466,176,298.78","1,232,053,804.09","1,567,101,434.63","1,225,582,749.10","1,563,735,323.20","3,441,628,499.19","3,207,981,160.67","3,709,920,208.90","4,893,550,084.99","6,776,380,700.00","6,425,980,000.00","6,102,528,500.00","5,967,129,806.54","5,143,351,151.07","4,748,900,000.00","4,368,201,610.00","3,782,708,190.00","3,288,199,315.40","3,248,161,950.00","3,301,256,200.00","4,160,954,367.57","3,730,982,912.75","3,687,262,654.15","4,532,958,891.57","3,500,873,344.81","3,851,714,975.49","3,378,673,140.46","4,417,461,381.20","3,030,517,268.70","2,716,019,600.00","1,950,675,094.48","2,583,093,681.20","1,630,360,707.45","2,054,097,969.00","3,241,646,474.51","3,486,891,695.00","3,772,887,915.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"849,748.00","53,263,195.30",,,,,,"302,800,000.00",,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"62,371,484.92","90,116,977.42","70,516,042.60","115,240,189.03","56,710,809.60","64,165,229.72","69,979,664.80","66,362,503.00","28,827,700.00","15,011,829.00","404,511,469.27","136,422,856.15","232,592,101.02","255,931,808.11","260,771,229.16","911,614,307.48","1,531,102,261.65","567,130,973.19","572,155,943.44","736,156,890.78","677,756,151.73","2,225,678,320.98","1,400,411,361.86","2,560,243,220.44","3,239,836,396.68","1,918,923,271.49","1,918,617,456.80","1,999,210,407.44","1,942,530,336.33","1,858,491,242.02","1,754,167,933.52","2,033,381,521.29","2,087,773,766.54","1,382,784,489.05","1,432,212,309.96","2,005,051,018.81","1,506,147,923.95","1,170,683,741.16","902,621,573.10","2,576,258,071.51","2,891,674,014.62","2,602,408,656.83","2,688,104,425.84","3,655,417,857.70","4,589,082,361.11","4,444,958,235.01","4,508,162,540.43","3,976,606,228.70","5,409,479,446.48"
应付票据,"273,766,748.00","446,704,200.85","477,707,988.75","464,281,955.90","607,279,892.00","843,285,452.00","901,269,788.24","723,156,311.23","955,398,453.14","1,296,797,630.15","4,620,161,191.77","3,647,667,958.80","4,234,542,563.92","4,927,755,478.15","5,280,807,671.59","4,630,981,632.25","4,360,660,308.17","5,806,108,123.03","5,731,464,700.00","4,959,925,356.80","5,912,792,790.80","5,020,879,034.00","5,125,955,500.00","5,420,741,600.00","4,930,332,400.00","4,519,259,760.00","4,094,672,723.81","3,340,931,007.92","3,948,369,504.88","3,601,766,178.95","2,727,204,319.29","3,379,725,179.05","3,140,419,662.85","3,733,895,088.58","4,389,027,122.30","3,391,125,865.39","3,100,332,300.00","2,450,590,564.15","2,516,996,751.50","3,853,654,200.00","4,418,342,500.00","4,683,878,036.44","5,622,217,286.44","6,264,216,060.00","7,359,629,332.40","8,914,016,072.40",,"9,139,041,590.00",
应收账款,"759,815,770.05","832,877,358.99","777,412,952.78","455,741,252.28","699,249,907.10","744,209,484.03","706,076,598.85","419,204,292.57","779,559,095.65","1,070,001,300.90","2,416,298,738.75","1,827,505,976.80","3,080,299,209.60","3,398,950,418.40","3,773,741,652.68","3,897,100,401.83","7,131,990,695.31","9,770,535,446.43","9,042,718,559.98","9,771,632,580.55","13,228,961,638.84","16,089,344,886.30","17,789,922,761.79","17,739,672,176.84","20,385,110,332.71","20,453,422,855.77","19,786,846,936.68","20,792,438,379.30","21,963,742,128.44","22,108,005,372.83","21,096,610,755.58","20,034,543,874.27","22,115,149,229.63","22,592,891,863.83","22,848,817,708.55","18,029,200,661.22","18,227,368,107.68","18,594,101,667.64","17,824,183,559.11","15,414,085,055.78","15,796,915,476.18","16,367,539,560.70","16,843,318,994.62","14,485,967,918.22","16,241,216,851.41","17,322,847,763.98","18,020,848,623.00","18,055,057,741.95","22,064,487,883.02"
应付账款,"786,730,165.00","730,116,229.25","720,547,271.69","631,884,192.00","657,978,683.14","738,404,621.42","820,602,520.14","757,402,770.04","901,826,888.65","751,664,155.45","2,538,199,452.39","2,255,080,376.39","2,755,124,756.82","3,539,530,149.79","2,789,281,560.81","3,580,750,462.60","4,300,665,386.64","3,899,012,781.12","3,787,615,527.41","4,361,994,178.20","4,645,212,812.79","4,445,007,990.98","5,065,833,104.09","6,263,594,641.82","8,308,531,448.56","8,435,700,127.20","7,283,422,315.47","7,721,343,654.20","7,688,138,287.92","7,652,682,303.44","7,145,678,061.83","7,303,322,834.02","7,674,630,772.08","7,703,267,382.32","6,630,067,337.41","4,959,598,642.46","5,718,829,674.07","5,987,359,374.36","6,634,094,870.42","5,575,985,594.73","6,702,173,097.42","6,987,923,278.02","7,606,696,107.83","6,890,044,253.17","8,579,880,442.62","8,166,725,643.97",,"8,792,425,322.36",
预付款项,"101,556,166.02","99,047,002.93","79,717,129.54","76,392,785.83","85,020,698.83","96,654,941.81","87,876,886.63","89,773,696.43","51,826,960.70","73,816,376.84","544,455,742.04","460,988,460.61","773,930,204.22","567,547,778.60","553,973,166.86","706,710,510.64","938,751,296.65","1,024,366,131.90","1,217,972,840.23","1,684,053,867.62","1,776,206,499.04","1,698,158,325.49","1,842,756,417.40","1,197,486,954.07","1,399,888,177.93","1,319,921,165.57","1,370,505,166.26","1,504,142,877.44","1,891,618,768.43","1,727,904,781.86","1,717,347,585.85","1,110,078,894.89","1,088,654,689.36","920,965,809.94","906,894,995.52","392,435,866.61","493,801,899.21","521,210,210.30","438,626,761.46","308,073,659.96","866,765,911.62","671,379,802.87","823,915,963.72","907,875,805.47","1,137,028,225.11","1,113,029,300.35","1,157,765,465.64","1,274,943,313.73","934,395,440.99"
预收款项,"147,875,700.08","159,796,777.71","135,905,357.24","86,184,182.40","127,875,925.16","133,086,347.52","119,949,402.32","76,169,553.43","93,885,099.59","102,754,572.59","450,875,624.12","440,544,585.98","465,986,684.00","453,332,809.34","441,070,753.68","573,654,085.75","592,331,587.91","393,865,855.84","1,321,423,987.64","686,549,267.16","382,443,339.88","456,228,189.00","593,100,995.17","393,364,968.43","636,345,068.60","617,908,270.24","878,785,519.37","626,694,662.86","937,349,480.60","857,916,545.74","729,129,608.27","776,979,594.35","904,541,139.93","650,085,285.21","789,486,663.65","389,259,245.45","392,856,325.77","430,740,448.54","376,395,318.48","711,049,955.22","1,041,995,087.27","1,066,221,516.57","1,307,972,095.40","2,234,773,261.04","2,396,747,148.03","2,137,108,202.05","2,051,538,751.32","2,208,228,563.91","2,330,588,087.42"
