科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
其他应收款,"6,462,154.54","5,478,912.57","10,404,936.39","15,785,794.24","18,434,265.82","16,631,704.38","21,744,744.74","19,811,882.58","33,835,751.21","32,957,345.57","28,008,688.16","32,608,609.23","25,744,924.37","32,803,071.33","84,014,453.33","72,907,026.57","82,408,460.24","95,790,745.61","115,556,315.72","115,593,760.20","122,672,731.30","156,392,242.29","337,301,384.28","396,358,222.76","396,544,418.80","413,385,537.96","381,414,140.10","406,552,328.83","390,637,667.86","387,137,037.17","343,935,903.31","341,706,673.27","349,547,095.17","374,947,330.45","329,694,362.26","347,542,880.50","249,668,566.44"
应付职工薪酬,"10,335,214.50","15,469,184.46","17,964,436.10","6,750,939.07","12,228,505.76","14,608,605.85","21,223,224.60","9,163,696.86","13,729,404.77","16,110,232.83","26,648,841.46","11,956,460.12","18,260,326.07","22,167,222.61","38,195,998.20","19,586,965.98","24,447,000.52","20,971,703.42","36,466,949.44","17,955,928.55","18,410,234.33","17,742,399.61","51,643,361.39","30,155,713.98","28,673,533.98","30,766,920.59","57,068,148.51","30,649,687.86","29,533,452.05","26,369,315.47","51,002,392.08","23,255,221.94","22,480,663.42","24,238,681.50","69,724,815.94","21,619,528.22","44,130,647.00"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"17,448,356.48","11,638,268.24","9,849,107.72","8,663,888.13","7,488,763.64","10,392,468.56","19,416,741.22","10,480,448.11","18,659,874.12","18,742,318.27","29,741,513.19","28,378,282.29","28,867,802.30","27,623,152.58","72,048,454.92","70,869,679.25","59,889,648.37","58,806,058.39","94,085,373.23","67,955,275.94","64,274,888.79","86,814,939.09","179,704,196.50","139,463,294.36","131,726,191.03","157,123,628.82","224,986,699.46","183,652,042.32","177,099,799.61","202,214,717.47","279,994,722.36","206,472,647.29","201,840,820.55","186,436,654.69","131,644,680.20","66,166,005.60","54,045,936.24"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,"215,793.31","430,949.99","213,546.68","215,893.36","215,893.36","211,200.04","213,546.68","215,893.36","516,901.42",,"2,963,799.42","7,685,683.28","15,068,540.69","20,833,347.08","10,594,752.93","750,452.50","18,027,681.77","5,621,317.55","2,680,933.50","7,346,889.20","11,784,429.43","1,975,473.15","2,051,432.03"
应收股利,"2,000,000.00",,,"2,000,000.00","2,000,000.00","1,500,000.00",,,"2,100,000.00","2,100,000.00",,"3,000,000.00","3,000,000.00","3,000,000.00",,"5,000,000.00","6,500,000.00","6,500,000.00",,,"2,000,000.00","5,000,000.00",,,"5,750,000.00","5,750,000.00",,"4,500,000.00","4,500,000.00","4,500,000.00",,,"2,026,628.10",,"1,053,819.44","1,053,819.44","1,053,819.44"
应付股利,"41,309.80",,,,,,,,,,,,"5,848,572.05",,,,"8,652,378.01","3,470,000.00","3,470,000.00","3,470,000.00","5,079,449.03","6,931,450.00","10,975,082.32","2,614,074.04","4,871,792.32","73,343,238.43","48,916,112.51","26,351,562.19","35,572,880.94","22,896,626.62","16,487,792.12","16,975,232.12","10,276,154.24","6,356,154.24","7,652,120.16","17,669,928.44","8,669,928.44"
存货,,,,,,,,,"310,869.31","415,524.50","530,629.34","442,993.77","740,189.13","637,150.43","1,560,015.84","1,742,917.82","1,457,269.26","1,169,986.18","1,620,599.52","3,660,516.22","866,593.42","905,358.01","954,220.50","3,266,641.51","4,138,708.30","10,190,043.69","1,185,432.73","1,087,223.87","2,146,784.32","2,487,303.98","2,138,272.76","2,121,846.76","2,120,300.09","2,107,970.09","1,887,802.73","1,886,743.40","1,874,620.40"
其他应付款,"21,363,183.17","1,281,067.23","908,346.59","849,038.62","1,057,729.28","978,947.28","2,172,982.02","1,670,198.92","30,911,024.33","23,973,904.64","33,986,229.17","36,720,816.82","52,284,285.66","80,105,520.68","127,989,809.73","71,421,041.58","81,378,063.46","78,068,715.73","67,898,605.79","38,993,465.94","55,295,548.76","56,988,843.32","192,802,606.96","206,286,699.31","90,147,389.42","78,149,085.16","94,488,324.15","122,817,319.85","92,979,825.43","158,109,305.85","124,092,159.45","95,057,254.20","102,669,597.91","98,653,771.14","124,174,178.24","92,401,869.85","84,321,341.42"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,"163,200.47","98,808.57","34,416.67","8,604.17","79,125.00","178,586.11","114,460.31","50,334.44","12,583.61",,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72,602,000.00","72,602,000.00","72,602,000.00"
其他流动资产,,,,"172,189.20",,,,,,,"549,167.52","529,645.52",,"367,610.00","19,056,629.39","15,390,524.68","17,861,253.47","25,525,218.14","11,181,802.19","8,654,401.25","21,326,649.63","21,280,719.62","27,160,724.04","18,692,038.68","30,060,597.62","18,618,960.80","70,487,319.92","41,782,893.65","57,122,621.12","89,223,381.08","564,975,591.91","558,326,492.99","851,545,751.68","648,484,260.00","863,119,182.79","923,808,014.67","846,193,500.59"
其他流动负债,,,,,,,,,,,,,,,,,,,,"58,533.01",,,,,"300,000,000.00","600,000,000.00","600,000,000.00","600,000,000.00","1,100,000,000.00","1,100,000,000.00","1,100,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","372,455,430.87","36,026,307.29","37,020,293.98"
流动资产合计,"351,086,295.92","463,760,468.71","560,828,582.35","695,584,359.70","1,584,145,079.17","1,566,671,054.40","1,674,681,177.43","1,609,286,571.92","1,823,318,064.53","1,849,066,858.15","1,899,950,926.78","1,930,669,715.41","2,119,659,970.84","2,301,850,947.43","2,292,055,855.64","2,551,078,428.67","2,689,073,768.50","2,784,565,970.28","2,633,854,272.49","2,686,074,432.68","2,611,031,856.36","2,749,179,605.53","3,746,037,675.36","4,545,045,649.46","4,358,914,030.88","4,736,303,005.55","5,254,336,209.95","5,201,193,167.92","5,153,463,932.40","6,436,251,552.88","7,103,540,862.71","6,733,896,568.28","6,444,300,244.11","6,126,571,504.47","5,923,333,355.17","5,761,972,788.25","5,738,435,579.61"
流动负债合计,"325,417,209.96","395,875,420.93","449,654,326.14","565,232,554.12","660,930,188.51","622,808,680.15","711,984,084.88","683,444,480.86","838,888,833.85","828,771,734.06","844,169,769.74","842,219,918.07","1,063,192,203.53","1,229,320,432.62","1,125,489,578.70","1,342,980,532.42","1,464,770,626.24","1,549,070,106.65","1,265,908,190.31","1,243,128,498.41","1,219,144,856.04","1,407,161,729.53","2,161,699,976.72","2,720,815,641.19","3,036,482,129.17","3,404,560,437.47","4,042,251,138.65","4,115,122,419.17","4,179,690,917.78","3,416,641,220.91","3,949,157,145.51","3,553,159,073.32","3,294,449,041.95","3,546,669,676.23","3,854,159,653.11","3,653,111,993.56","3,767,937,937.76"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,"200,015.00","39,200,015.00","39,200,015.00","121,700,015.00","135,700,015.00","135,875,015.00","135,875,015.00","155,875,015.00","155,875,015.00","174,670,655.79","174,670,655.79","174,670,655.79","174,670,655.79","171,495,655.79","171,495,655.79","130,495,655.79"
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"267,230,000.00","267,230,000.00","277,507,000.00","277,507,000.00","250,784,000.00","224,061,000.00","202,839,000.00","176,116,000.00","166,538,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"17,253,663.88","24,533,601.44","26,378,609.08","22,287,068.57","25,608,910.33","26,955,474.78","29,133,226.34","84,365,592.15","27,223,525.27","30,759,390.82","34,278,820.71","30,466,958.08","33,066,206.88","61,032,762.76","41,018,347.91","36,120,107.06","37,096,729.29","39,154,351.24","45,039,229.49","43,932,504.83","67,909,653.99","81,777,862.36","108,698,172.10","126,745,343.99","188,634,360.37","126,981,862.11","165,431,769.06","161,807,349.63","200,120,248.67","239,569,637.16","328,296,077.63","334,068,973.45","349,462,020.60","582,658,498.05","720,384,251.09","725,974,449.88","929,680,395.03"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,"538,144.26","534,164.61","678,786.28","674,806.63","670,826.98","666,847.33","662,867.68","658,888.03","654,908.38","650,928.73","646,949.08","642,969.43","638,989.78","635,010.13","631,030.48","627,050.83","624,397.73",,,,,,,"253,800,344.00","253,800,344.00","253,800,344.00"
预计负债,,,,,,,,,"27,150,000.00","27,150,000.00","29,450,000.00","27,150,000.00","27,150,000.00","42,150,000.00","113,720,868.50","100,462,868.50","91,020,138.91","141,154,382.47","130,879,088.91","130,879,088.91","74,788,613.70","158,714,913.70","545,045,694.06","556,045,694.06","549,263,955.36","581,345,055.36","1,032,911,375.00","1,032,911,375.00","1,055,045,400.00","758,499,600.00","721,573,500.00","695,923,500.00","650,163,500.00","767,149,700.00","624,388,831.29","623,391,176.29","622,155,766.29"
固定资产,"36,282,330.35","31,729,015.07","28,271,123.24","27,719,048.73","27,564,540.14","27,122,997.23","26,525,800.64","26,772,504.48","30,233,554.01","30,508,504.12","31,309,373.19","31,385,387.07","32,259,367.33","34,121,486.28","35,994,432.77","34,603,050.61","34,177,299.51","34,413,377.97","33,956,124.09","32,121,212.35","28,723,313.40","28,677,397.95","29,522,203.20","29,323,063.77","30,726,270.18","29,986,827.67","32,156,800.52","30,946,162.41","30,219,463.21","29,257,411.49","28,688,998.97","29,477,442.11","28,283,796.17","660,045,472.34","620,537,972.66","616,003,741.67","705,865,577.29"
递延所得税负债,,,,,,,,,"873,814.38","873,814.38","873,814.38","873,814.38","873,814.38","873,814.38","873,814.38","873,814.38","873,814.38","873,814.38","873,814.38","873,814.38","873,814.38","873,814.38","873,814.38","873,814.38","873,814.38","873,814.38","873,814.38","873,814.38","873,814.38","873,814.38","873,814.38","873,814.38","873,814.38","873,814.38","17,639,754.77","17,609,647.89","17,459,113.52"
在建工程,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,127,000.00","1,177,000.00","1,177,000.00","544,854,272.12","619,864,505.50","624,602,141.23","643,293,585.87","161,077,788.37","79,945,771.08","79,974,570.94",
其他非流动负债,,,,,,,,,,,"2,000,000.00","2,000,000.00","1,966,666.66","1,916,666.65","1,866,666.64","1,816,666.63","1,766,666.62","1,716,666.61","1,666,666.60","1,616,666.59","1,566,666.58","1,516,666.57","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00",,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,,,,,,,"28,023,814.38","28,023,814.38","32,323,814.38","30,023,814.38","29,990,481.04","44,940,481.03","116,461,349.52","103,153,349.51","93,660,619.91","143,744,863.46","133,419,569.89","133,369,569.88","77,229,094.66","161,105,394.65","577,386,175.00","588,336,174.99","581,504,436.28","613,535,536.27","1,065,051,855.90","1,065,001,855.89","1,354,315,880.88","1,057,720,080.87","1,041,020,980.86","1,015,320,980.85","942,787,980.84","1,033,001,180.83","855,734,252.50","827,933,490.61","816,919,546.23"
固定资产清理,,,,,,,,,,,,,,,,,,,,"334,236.35",,,,,,,,,,,,,,,,,
负债合计,"325,417,209.96","395,875,420.93","449,654,326.14","565,232,554.12","660,930,188.51","622,808,680.15","711,984,084.88","683,444,480.86","866,912,648.23","856,795,548.44","876,493,584.12","872,243,732.45","1,093,182,684.57","1,274,260,913.65","1,241,950,928.22","1,446,133,881.93","1,558,431,246.15","1,692,814,970.11","1,399,327,760.20","1,376,498,068.29","1,296,373,950.70","1,568,267,124.18","2,739,086,151.72","3,309,151,816.18","3,617,986,565.45","4,018,095,973.74","5,107,302,994.55","5,180,124,275.06","5,534,006,798.66","4,474,361,301.78","4,990,178,126.37","4,568,480,054.17","4,237,237,022.79","4,579,670,857.06","4,709,893,905.61","4,481,045,484.17","4,584,857,483.99"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"16,380,000.00","61,771,755.00","61,771,755.00","61,771,755.00","82,371,755.00","82,371,755.00","82,371,755.00","82,371,755.00","148,269,159.00","148,269,159.00","148,269,159.00","148,269,159.00","192,749,906.00","192,749,906.00","192,749,906.00","192,749,906.00","385,499,812.00","385,499,812.00","385,499,812.00","385,499,812.00","578,249,718.00","578,249,718.00","595,390,847.00","603,145,949.00","904,718,923.00","904,718,923.00","904,718,923.00","904,718,923.00","1,176,134,599.00","1,341,028,560.00","1,341,028,560.00","1,341,028,560.00","1,743,337,128.00","1,743,337,128.00","1,743,337,128.00","1,743,337,128.00","1,743,337,128.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"1,878,995.51",21.39,21.39,21.39,"757,937,988.37","757,937,988.37","763,481,239.63","763,481,239.63","697,583,835.63","697,583,835.63","697,583,835.63","697,583,835.63","653,103,088.63","653,103,088.63","653,073,110.07","653,073,110.07","460,323,204.07","460,323,204.07","457,912,427.46","457,912,427.46","265,162,521.46","111,422,877.85","312,475,129.87","484,698,922.77","182,875,948.77","157,800,196.99","30,920,042.18","37,680,364.48","28,885,616.56","2,066,462,746.08","1,819,331,536.97","1,828,294,826.00","1,429,451,238.07","1,438,414,527.10","1,400,748,306.13","1,400,748,306.13","1,400,748,306.13"
无形资产,,,,,,,,,,"107,500.00","1,270,000.00","1,262,500.00","32,112,478.94","31,473,860.02","30,739,263.88","29,894,181.31","29,049,098.74","29,778,657.14","28,902,846.08","28,027,035.02","27,151,223.96","26,281,277.56","27,010,277.25","26,092,901.97","27,111,894.22","26,152,916.38","30,582,459.18","38,954,665.92","44,248,519.62","50,156,351.84","32,569,129.11","35,426,611.08","45,704,024.36","58,368,906.53","78,542,230.97","75,309,214.95","80,370,832.97"
盈余公积,"12,753,811.25","5,599,689.51","9,555,831.44","9,555,831.44","9,555,831.44","9,555,831.44","15,930,680.79","15,930,680.79","15,930,680.79","15,930,680.79","23,582,644.92","23,582,644.92","23,582,644.92","23,582,644.92","36,929,141.95","36,929,141.95","36,929,141.95","36,929,141.95","59,672,672.86","59,672,672.86","59,672,672.86","59,672,672.86","90,571,058.37","90,571,058.37","90,571,058.37","90,571,058.37","121,329,743.96","121,329,743.96",,,"141,829,995.49","141,829,995.49","141,829,995.49","147,674,100.08","147,674,100.09","147,674,100.09","147,674,100.09"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,811,647.69","21,625,946.70","13,901,672.68",,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,"74,302,741.20","76,733,071.56","77,074,328.47","77,074,328.47","77,074,328.47","105,252,327.80","229,700,706.26","229,700,706.26","229,700,706.26","330,672,087.02","300,691,684.06","300,691,684.06","300,691,684.06","358,876,000.41","858,571,303.37","858,571,303.37","1,272,665,417.76","1,484,620,106.47","2,081,753,477.44","2,081,753,477.44","2,273,596,077.94","2,273,596,077.94","2,112,793,033.88","2,112,793,033.88","2,112,793,033.88","2,345,546,193.27","2,049,906,907.22","2,049,906,907.22","2,049,906,907.22"
未分配利润,"44,221,307.37","53,802,087.80","91,912,084.64","106,234,084.71","123,661,639.87","144,858,105.38","152,844,838.76","171,773,001.55","181,974,701.61","211,711,742.80","231,056,382.16","256,244,503.64","260,372,852.10","304,397,983.47","372,193,006.99","414,176,567.87","438,031,593.76","496,608,651.69","592,674,411.15","658,605,326.45","698,691,503.58","787,458,718.83","929,101,561.78","997,662,968.62","1,060,893,908.97","1,217,046,111.72","1,379,640,297.46","1,482,769,502.95","1,444,854,420.22","1,612,715,928.48","1,889,255,995.01","1,968,102,040.47","2,028,114,591.57","2,003,208,205.18","1,648,346,976.25","1,727,615,823.35","1,771,502,176.94"
长期待摊费用,"98,970.62","150,035.20","682,076.21","464,195.28","499,215.28","435,089.44","370,963.61","440,171.73","969,999.27","1,863,619.83","1,697,390.60","1,177,460.03","2,399,161.28","2,560,463.66","3,994,247.18","4,183,853.01","6,187,225.55","3,895,760.23","4,870,700.30","6,676,083.74","5,747,934.62","5,814,989.34","21,502,957.34","22,353,575.21","24,796,382.80","23,761,458.16","30,518,912.11","27,870,034.81","26,967,408.30","24,119,819.69","27,325,200.98","23,874,152.10","22,872,832.63","22,485,510.32","24,877,979.64","25,704,529.57","26,431,939.63"
少数股东权益,"4,238,163.46","3,317,917.59","3,580,161.39","3,699,333.39","3,846,067.45","3,963,508.14","4,935,287.72","4,866,860.19","46,590,814.96","59,926,153.13","70,626,773.81","76,802,562.21","76,471,823.70","94,811,347.65","144,311,243.57","150,636,539.16","156,046,343.47","161,363,142.17","195,419,718.52","205,940,953.28","187,915,356.69","190,705,865.22","191,255,074.10","190,464,505.12","203,226,604.22","206,682,491.88","235,865,527.38","240,687,443.36","254,922,048.32","276,317,246.59","281,269,153.92","262,304,749.26","281,163,244.46","246,106,383.77","307,295,623.94","284,550,031.59","301,254,344.06"
递延所得税资产,"168,226.78","193,771.80","313,789.12","438,907.77","485,725.72","311,252.63","836,718.76","1,003,177.74","1,213,955.94","1,178,175.31","2,031,539.89","2,151,944.53","2,357,321.57","5,935,250.09","7,029,676.53","7,447,993.08","9,309,666.22","10,395,850.43","7,533,057.65","10,617,162.93","9,159,128.17","9,322,879.71","26,694,249.79","27,724,377.51","30,089,627.44","30,777,533.88","17,368,834.44","17,207,673.53","16,030,015.88","17,205,644.81","18,360,967.87","19,632,413.14","25,879,066.66","25,111,133.75","95,382,148.87","97,504,108.33","107,103,697.26"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,"35,000,000.00","35,000,000.00","35,000,000.00","35,000,000.00",,,"5,000,000.00",,"30,000,000.00","269,901,308.42","537,105,801.74",,,,,,"13,000,000.00",,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"53,803,191.63","56,606,423.51","55,645,597.65","50,909,220.35","54,158,391.47","54,824,814.08","56,866,709.35","112,581,446.10","133,943,775.69","141,150,261.64","147,661,452.86","144,056,722.44","179,803,029.08","241,054,936.89","349,151,481.16","342,620,718.31","346,187,572.90","448,972,951.71","456,652,529.70","458,054,827.66","475,033,866.93","546,597,371.41","1,111,842,147.48","1,130,649,570.60","1,701,358,977.90","1,858,611,750.15","2,525,441,318.58","2,766,117,084.89","3,285,339,550.36","3,334,634,230.05","3,359,380,217.42","3,376,171,369.48","3,416,860,688.64","4,029,964,158.42","4,107,873,261.32","4,095,673,522.35","4,283,655,349.19"
所有者权益(或股东权益)合计,"79,472,277.59","124,491,471.29","166,819,853.86","181,261,025.93","977,373,282.13","998,687,188.33","1,019,563,801.90","1,038,423,537.16","1,090,349,191.99","1,133,421,571.35","1,171,118,795.52","1,202,482,705.40","1,206,280,315.35","1,268,644,970.67","1,399,256,408.58","1,447,565,265.05","1,476,830,095.25","1,540,723,951.88","1,691,179,041.99","1,767,631,192.05","1,789,691,772.59","1,727,509,852.76","2,118,793,671.12","2,366,543,403.88","2,442,286,443.33","2,576,818,781.96","2,672,474,533.98","2,787,185,977.75","2,904,796,684.10","5,296,524,481.15","5,472,742,953.76","5,541,587,883.59","5,623,923,909.96","5,576,864,805.83","5,321,312,710.88","5,376,600,826.43","5,437,233,444.81"
资产总计,"404,889,487.55","520,366,892.22","616,474,180.00","746,493,580.05","1,638,303,470.64","1,621,495,868.48","1,731,547,886.78","1,721,868,018.02","1,957,261,840.22","1,990,217,119.79","2,047,612,379.64","2,074,726,437.85","2,299,462,999.92","2,542,905,884.32","2,641,207,336.80","2,893,699,146.98","3,035,261,341.40","3,233,538,921.99","3,090,506,802.19","3,144,129,260.34","3,086,065,723.29","3,295,776,976.94","4,857,879,822.84","5,675,695,220.06","6,060,273,008.78","6,594,914,755.70","7,779,777,528.53","7,967,310,252.81","8,438,803,482.76","9,770,885,782.93","10,462,921,080.13","10,110,067,937.76","9,861,160,932.75","10,156,535,662.89","10,031,206,616.49","9,857,646,310.60","10,022,090,928.80"
负债和所有者(或股东权益)合计,"404,889,487.55","520,366,892.22","616,474,180.00","746,493,580.05","1,638,303,470.64","1,621,495,868.48","1,731,547,886.78","1,721,868,018.02","1,957,261,840.22","1,990,217,119.79","2,047,612,379.64","2,074,726,437.85","2,299,462,999.92","2,542,905,884.32","2,641,207,336.80","2,893,699,146.98","3,035,261,341.40","3,233,538,921.99","3,090,506,802.19","3,144,129,260.34","3,086,065,723.29","3,295,776,976.94","4,857,879,822.84","5,675,695,220.06","6,060,273,008.78","6,594,914,755.70","7,779,777,528.53","7,967,310,252.81","8,438,803,482.76","9,770,885,782.93","10,462,921,080.13","10,110,067,937.76","9,861,160,932.75","10,156,535,662.89","10,031,206,616.49","9,857,646,310.60","10,022,090,928.80"
