科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"226,924,375.34","182,745,351.20","224,283,409.86","167,437,174.71","132,599,285.63","143,811,567.27","147,035,401.91","148,702,563.26","165,448,400.88","116,491,663.27","187,901,110.24","174,491,817.11","153,510,080.65","107,226,832.99","135,826,432.74","132,409,047.38","145,880,458.05","130,604,584.86","254,761,366.24","163,572,067.85","196,980,194.90","206,406,015.19","289,995,154.98","193,516,269.41","158,221,811.71","224,418,848.40","150,485,768.32","238,516,885.77","194,249,263.24","323,887,921.74","286,375,580.41","220,011,012.76","239,588,494.37","401,919,606.90","254,332,278.72","223,766,833.57","238,726,100.11","322,883,231.23","290,948,905.22","311,018,961.24","320,315,236.69","291,925,520.54","272,262,453.39","251,284,173.62","294,550,642.36","294,281,948.17"
短期借款,"75,000,000.00","120,000,000.00","266,700,000.00","316,700,000.00","304,700,000.00","308,400,000.00","352,100,000.00","324,100,000.00","226,200,000.00","189,200,000.00","171,200,000.00","158,700,000.00","150,000,000.00","142,000,000.00","142,000,000.00","152,000,000.00","180,000,000.00","202,000,000.00","206,000,000.00","186,000,000.00","156,000,000.00","90,000,000.00","85,000,000.00",,,,"80,000,000.00","80,000,000.00","55,000,000.00","55,000,000.00","173,967,372.20","132,890,000.00","191,770,000.00","79,890,000.00","57,777,056.37","107,490,000.00","375,471,283.79","348,318,968.42","321,332,073.11","262,389,638.40","267,935,965.89","239,295,860.87","313,506,649.27","307,835,936.05","359,210,479.68","417,848,779.04"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"32,482,140.70","43,478,093.79","61,867,213.81","80,657,230.24","41,798,463.75","60,791,012.31","82,794,049.10","82,221,537.24","47,995,933.70","78,499,867.60","98,562,574.50","111,570,902.82","71,237,383.80","108,581,530.34","94,995,895.83","158,997,316.28","117,279,331.18","151,186,705.97","195,709,455.92","243,053,219.52","175,225,131.26","172,725,744.65","186,286,271.23","238,176,207.74","197,515,002.57","194,905,820.27","219,245,679.61","290,891,030.04","233,694,199.80","159,430,389.34","186,655,106.82","247,985,325.22","203,653,518.47","187,423,615.29","189,520,944.24","264,306,848.00","275,786,600.71","193,709,000.33","202,735,274.59","260,568,043.92","252,592,211.21","207,000,588.12","235,313,924.34","314,158,213.44","269,187,384.52","223,659,475.00"
应付票据,,,"45,494,380.79","72,863,797.19","39,422,828.66","51,303,140.16","47,522,165.83","36,394,347.37","18,159,033.84","10,089,554.36","14,529,249.06","41,756,735.93","34,211,680.07","24,402,935.79","45,522,061.82","18,352,016.18","16,586,050.01","11,405,279.93","20,944,213.81","17,203,819.33","6,823,449.11","18,570,642.97","12,508,063.98","8,183,528.00","1,798,920.02",,,,,"9,351,222.27","54,836,579.92","31,158,372.50",,"34,721,419.99","35,283,044.00","7,419,900.95","55,553,739.81","8,309,493.93","8,213,980.03","1,001,000.00","4,798,809.00","1,356,356.00","1,267,988.00","451,523.00","276,038.00","1,056,985.00"
应收账款,"206,215,253.18","229,058,323.14","218,173,816.58","190,666,094.87","209,779,729.88","228,616,204.49","270,612,619.55","228,848,542.99","241,519,078.31","253,595,778.31","280,427,953.50","230,783,488.80","276,788,800.73","293,906,433.55","317,126,938.97","242,528,245.48","289,024,075.00","316,931,572.80","325,949,544.06","279,507,152.96","307,166,260.82","324,475,847.54","344,857,455.13","288,490,731.74","333,018,583.94","350,131,657.72","365,553,489.26","297,298,909.51","342,628,792.29","342,757,616.53","391,031,978.35","295,150,432.93","346,009,659.55","333,142,268.26","367,132,191.38","317,328,720.21","467,519,310.00","449,823,722.44","492,701,948.71","409,858,864.58","452,942,780.49","456,553,343.51","515,628,315.24","431,260,496.51","437,836,996.22","475,744,564.74"
应付账款,"66,970,535.40","79,323,052.91","63,743,126.67","62,639,210.77","51,720,229.38","59,695,638.64","63,839,161.19","51,780,709.22","40,342,376.52","49,787,579.27","70,213,309.32","63,697,925.79","47,225,832.84","73,680,403.93","79,179,223.90","62,342,132.83","46,956,964.48","59,115,424.18","62,313,648.38","48,755,638.97","46,912,362.45","49,417,025.52","48,827,049.99","44,271,284.31","49,598,895.08","54,483,958.78","48,237,733.56","52,014,454.42","65,692,100.48","54,151,025.96","55,246,608.06","68,572,475.46","70,748,322.16","81,865,638.09","69,259,170.12","83,892,472.69","74,301,082.39","94,966,020.38","81,896,417.50","113,644,615.75","99,847,720.47","87,270,338.59","117,702,525.50","103,255,938.09","95,057,248.46","86,336,822.46"
预付款项,"3,026,126.97","9,736,141.73","10,241,206.30","9,674,304.06","4,434,436.32","11,705,612.70","1,433,773.41","11,400,907.11","10,453,799.33","5,451,828.76","5,365,079.76","18,000,115.77","12,728,289.46","22,871,974.07","16,074,390.15","11,254,861.21","11,073,834.36","8,523,050.72","15,266,256.49","21,757,720.01","43,861,108.31","37,337,774.10","38,176,077.42","32,656,502.10","44,949,353.70","42,892,689.64","36,430,562.77","9,466,268.01","36,936,665.36","12,901,607.23","61,224,431.76","40,548,824.61","44,301,701.06","93,841,284.61","81,335,800.01","40,707,643.02","33,733,331.97","34,290,857.25","61,013,255.61","47,496,694.61","43,524,151.21","32,830,906.55","44,911,354.58","53,382,692.22","27,591,967.24","13,623,639.26"
预收款项,"5,790,417.37","3,792,620.34","11,188,886.03","9,604,892.48","1,178,853.75","753,207.22","3,512,734.72","6,443,338.56","552,174.05","2,071,683.38","6,078,263.31","4,171,160.28","2,129,497.74","5,323,820.14","3,957,745.25","3,512,780.91","1,421,698.95","1,622,586.86","4,590,931.42","2,862,059.93","2,467,146.97","1,188,302.92","3,058,384.52","3,439,368.88","3,599,940.77","3,726,358.10","5,262,909.26","2,808,331.53","2,827,206.10","4,308,666.12","6,132,314.88","7,790,163.01","23,122,420.27","52,645,805.85","51,955,584.48","5,866,425.21","3,101,331.97","8,730,522.46","28,380,565.47","21,390,665.19","61,860,821.70","14,044,138.76","18,653,938.17","12,129,918.52","11,688,830.20","9,073,029.85"
