科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"116,506,245.77","308,780,223.58","518,157,553.64","767,773,883.90","125,260,542.97","357,527,603.35","612,070,066.03","887,687,385.52","78,175,555.00","372,400,790.85","616,967,398.47","992,308,188.09","198,416,061.13","508,979,677.44","823,063,723.12","1,226,939,080.87","257,741,498.87","623,420,015.89","938,342,716.12","1,354,209,891.00","233,778,793.35","598,055,761.17","881,122,663.50","1,349,087,705.77","293,419,942.87","673,067,529.41","1,014,243,255.68","1,460,357,845.05","421,717,051.57","837,116,358.48","1,188,692,032.00","1,605,501,994.57","326,294,073.39","683,376,713.84","935,005,671.37","1,329,044,901.12","202,274,688.38","489,869,628.27","722,414,020.68","1,072,749,733.74","170,288,151.90","497,508,071.62","689,957,083.56","1,011,308,858.97","130,322,725.11","332,501,067.91"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,"159,825,642.80",,,,"90,325,106.62",,,,"47,663,976.66","32,390,919.00","33,392,700.00","95,822,070.47","113,822,070.47","5,000,000.00","5,000,000.00","5,000,000.00","517,130,182.12","22,414,810.71","120,484,694.53","120,484,694.53","132,694,694.53",,"7,872,000.00","216,296,124.21","216,296,124.21",,"13,746,963.35","18,719,935.03","137,374,431.10",,"1,472,000.00","1,472,000.00","1,472,000.00",,
收到的税费返还,,,,,,,"557,000.00","556,000.00",,,,"2,640,000.00",,,"444,000.00","7,938,119.00",,,,,,,"684,613.62","1,835,776.73","811,820.58","1,629,255.22","2,416,158.20","3,424,118.78",,,,,,,"785,949.70",,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,"20,500.00","2,575,145.53","2,575,145.53","1,000,000.00",460.00,"138,600.00","3,113.08",,"620,000.00",,,"5,147,437.98","17,179,707.67","18,356,993.08","24,119,689.19","36,756,912.44",,"13,796,986.49","5,406,727.55","8,730,643.60","700,000.00","700,000.00","5,785,519.73","35,651,606.35","1,602,527.53",,,"4,200,000.00","715,806.78","715,806.78","715,806.78",,,"5,935,200.09","5,940,874.08","180,000.00",,,,,"400,000.00","400,000.00"
收到其他与经营活动有关的现金,"3,534,085.87","5,199,206.83","6,079,323.08","8,081,244.27","22,218,383.46","8,361,702.72","12,034,629.18","9,376,119.59","12,689,595.76","13,469,591.28","28,726,720.87","18,499,111.65","4,853,976.41","10,210,152.55","22,255,059.39","37,236,988.07","6,120,595.87","4,204,006.86","12,705,691.39","19,082,137.04","7,672,721.55","17,407,078.82","24,913,833.49","27,105,505.15","27,155,766.35","49,776,782.73","86,348,730.30","120,422,649.80","36,748,582.91","60,212,087.09","81,906,963.92","144,064,065.64","29,157,410.69","59,860,664.38","49,744,141.25","88,374,681.60","91,898,871.95","28,200,156.62","59,429,320.50","160,621,774.65","26,455,570.45","47,904,785.47","55,357,151.07","62,602,203.98","6,038,390.65","13,166,959.78"
投资活动现金流出小计,"23,952,498.89","56,518,910.86","80,399,263.07","142,300,547.83","97,204,335.78","135,330,360.86","197,082,541.32","244,652,692.58","11,405,795.17","152,294,247.71","252,444,575.94","316,433,319.21","68,900,656.44","215,032,541.17","287,345,094.00","365,110,494.88","133,054,475.85","199,653,514.21","299,134,247.50","429,979,000.75","150,924,927.78","158,614,791.99","244,192,049.31","309,050,812.24","27,366,856.33","39,978,285.57","52,854,226.22","692,863,742.37","47,256,283.65","182,924,235.17","194,348,689.80","211,541,467.54","9,539,288.16","17,642,841.45","244,407,643.63","252,518,513.97","42,269,539.61","64,403,874.54","288,976,096.20","429,470,441.64","4,917,539.77","10,192,667.57","65,535,442.39","25,967,166.24","6,024,988.83","11,006,869.33"
经营活动现金流入小计,"120,040,331.64","313,979,430.41","524,236,876.72","775,855,128.17","147,478,926.43","365,889,306.07","624,661,695.21","897,619,505.11","90,865,150.76","385,870,382.13","645,694,119.34","1,013,447,299.74","203,270,037.54","519,189,829.99","845,762,782.51","1,272,114,187.94","263,862,094.74","627,624,022.75","951,048,407.51","1,373,292,028.04","241,451,514.90","615,462,839.99","906,721,110.61","1,378,028,987.65","321,387,529.80","724,473,567.36","1,103,008,144.18","1,584,204,613.63","458,465,634.48","897,328,445.57","1,270,598,995.92","1,749,566,060.21","355,451,484.08","743,237,378.22","1,015,043,464.17","1,463,497,684.16","302,021,979.95","537,122,560.01","807,406,839.81","1,267,477,856.88","202,587,586.53","557,869,294.48","764,435,222.49","1,098,612,071.50","144,182,013.38","362,449,172.05"
投资活动产生的现金流量净额,"-17,856,914.65","-11,881,575.52","-28,240,259.43","-61,786,929.88","-86,486,065.21","-99,014,523.12","-148,383,140.36","-190,705,962.71","-2,903,162.07","-138,578,654.00","-196,936,220.76","-184,969,485.91","-66,820,490.19","-202,237,059.78","-270,366,674.26","-332,890,363.32","-127,743,527.39","-154,329,079.75","-253,261,308.22","-377,816,420.54","-150,054,905.62","-150,432,543.70","-235,992,230.15","-295,416,108.72","-27,316,976.33","-39,757,972.60","-51,493,394.59","-686,301,182.53","-37,938,973.14","-174,330,187.43","-184,641,166.50","-201,766,695.96","-8,665,603.13","-4,159,037.42","-229,888,548.45","-237,458,973.79","-33,222,228.94","-42,456,729.66","-266,876,929.57","-396,097,470.92","-3,873,278.87","-9,144,961.67","-64,482,098.41","55,911,653.96","-4,671,190.35","16,445,279.71"
购买商品、接受劳务支付的现金,"65,122,712.89","139,597,859.13","231,787,047.35","311,145,675.36","115,636,652.51","233,128,936.63","347,367,511.46","409,153,024.51","56,214,681.47","163,575,941.04","253,310,872.94","362,553,349.41","123,399,468.81","260,968,751.69","386,136,617.89","519,468,303.25","125,922,021.26","250,679,833.71","382,289,463.20","523,798,216.70","107,708,354.69","238,990,321.39","345,695,980.72","522,291,934.92","115,046,832.20","261,733,963.56","417,091,240.60","557,981,231.52","139,669,759.43","238,998,305.50","402,683,816.02","531,404,506.14","126,739,290.13","227,853,260.21","300,567,338.31","421,772,900.14","85,083,467.95","201,669,418.94","291,909,460.20","455,587,835.52","137,158,419.65","241,983,665.54","335,505,583.88","486,747,266.29","54,067,416.63","144,506,452.95"
吸收投资收到的现金,"3,000,000.00","6,280,000.00","6,280,000.00","260,969,927.90","33,550,000.00","29,350,000.00","30,330,000.00","32,022,044.00","63,170,000.00","63,170,000.00","63,170,000.00","75,170,000.00","6,666,667.00","81,507,067.00","81,507,067.00","81,347,067.00",,"45,212,989.00","47,712,989.00","74,294,400.00",,"2,525,000.00","132,025,000.00","132,025,000.00",,,,"1,029,996,862.40",,,,"12,210,000.00",,,,,,"245,000.00","1,225,000.00","1,225,000.00","1,500,000.00","1,500,000.00","1,500,000.00","1,500,000.00",,
