科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"315,249,829.30","435,029,338.09","256,886,943.32","437,031,873.36","599,584,098.30","167,026,396.97","352,791,014.22","614,779,293.28","852,723,251.01","256,943,331.06","570,161,443.58","950,583,462.75","1,293,769,641.62","350,750,732.35","718,745,400.63","1,185,122,620.75","1,606,005,238.32","417,541,786.73","882,871,116.14","1,488,691,395.70","1,972,377,603.25","525,832,034.61","1,066,409,714.45","1,826,969,545.06","2,375,566,370.46","664,762,794.50","1,420,240,461.19","2,398,274,100.91","3,130,806,830.38","875,068,292.29","1,873,046,400.58","2,999,634,713.57","3,950,452,544.77","1,147,046,550.97","2,460,193,610.20","4,190,356,689.56","5,782,962,939.18","1,597,204,032.52"
取得子公司及其他营业单位支付的现金净额,,"6,375,901.12",,,,,,,"99,292,239.86","23,594,200.00","83,949,496.39","92,115,234.26","99,134,234.26","68,410,649.35","73,352,859.35","73,352,859.35","84,912,859.35","8,949,808.52","92,668,024.52","122,668,024.52","114,861,160.50",,,,,,"45,959,643.88","64,341,700.21","209,990,133.46",,,,,"244,491,608.47","417,235,758.47","1,535,965,230.78","1,833,754,429.04","238,087,947.33"
收到的税费返还,,,,,,"3,106,698.30","3,494,217.10","5,769,490.78","8,043,562.78","156,742.29","156,742.29","156,742.29","156,742.29",,,,,,,,,,,,,,,,"653,642.27",,,,,,,,"168,339.55","1,146,474.70"
支付其他与投资活动有关的现金,"2,892,000.00","2,892,000.00",,,,,,,,,,,,,,,"18,513,976.76",,,,,"414,621.00",,,,,,,,,,,,,"34,831,994.15","166,875,892.68","53,858,085.53",
收到其他与经营活动有关的现金,"9,907,927.90","5,171,654.64","4,687,491.58","7,599,817.22","13,292,831.79","1,206,190.95","4,295,971.31","6,625,251.59","21,473,926.02","1,757,792.17","27,656,744.20","35,262,827.71","39,177,799.53","2,381,402.20","26,128,775.07","38,144,794.09","39,452,958.37","2,570,303.59","13,262,510.67","18,946,021.23","32,811,423.76","7,714,663.50","11,604,507.50","31,216,610.57","44,650,874.62","23,101,451.57","20,261,363.35","40,648,011.72","62,185,705.40","34,955,902.27","44,778,907.02","50,807,420.49","113,506,779.79","58,488,804.85","101,970,453.74","187,529,166.79","334,887,475.16","39,388,984.47"
投资活动现金流出小计,"106,009,650.52","128,983,459.55","48,633,569.69","93,580,563.77","157,622,792.20","57,036,492.90","144,448,188.46","188,916,259.66","345,595,320.92","99,238,935.22","198,578,593.91","247,550,651.23","359,889,095.26","137,653,612.57","206,627,361.92","255,445,791.31","329,592,988.83","46,071,801.45","187,247,319.28","264,866,266.62","309,575,918.39","144,437,388.00","285,433,517.01","435,222,043.88","738,356,448.29","423,166,878.37","569,752,849.20","807,947,750.57","1,226,593,610.02","400,126,574.58","708,702,490.14","967,557,556.14","1,141,480,995.51","383,406,606.06","739,364,511.45","2,130,896,530.67","2,809,000,383.51","546,734,996.30"
经营活动现金流入小计,"325,157,757.20","440,200,992.73","261,574,434.90","444,631,690.58","612,876,930.09","171,339,286.22","360,581,202.63","627,174,035.65","882,240,739.81","258,857,865.52","597,974,930.07","986,003,032.75","1,333,104,183.44","353,132,134.55","744,874,175.70","1,223,267,414.84","1,645,458,196.69","420,112,090.32","896,133,626.81","1,507,637,416.93","2,005,189,027.01","533,546,698.11","1,078,014,221.95","1,858,186,155.63","2,420,217,245.08","687,864,246.07","1,440,501,824.54","2,438,922,112.63","3,193,646,178.05","910,024,194.56","1,917,825,307.60","3,050,442,134.06","4,063,959,324.56","1,205,535,355.82","2,562,164,063.94","4,377,885,856.35","6,118,018,753.89","1,637,739,491.69"
投资活动产生的现金流量净额,"-88,456,551.09","-128,980,952.55","-48,627,199.69","-93,574,193.77","-157,403,992.20","-57,036,492.90","-144,415,496.46","-188,499,958.38","-345,174,824.78","-98,776,875.22","-198,116,533.91","-247,082,751.23","-358,542,671.10","-137,477,714.57","-206,443,313.92","-255,253,257.61","-329,386,101.98","-46,071,319.95","-186,921,079.33","-264,540,026.67","-309,510,781.97","-144,424,659.14","-279,710,013.01","-429,498,921.94","-380,286,876.04","-260,559,884.09","-275,402,656.43","-407,945,389.18","-654,278,606.87","-307,114,250.46","-556,684,245.31","-710,196,919.77","-743,220,916.58","-314,855,644.70","-671,849,783.70","-2,062,630,166.02","-2,704,001,888.90","-511,576,988.70"
购买商品、接受劳务支付的现金,"95,840,995.06","115,131,413.86","63,703,067.21","115,329,338.62","162,772,570.25","45,673,645.04","102,341,715.81","170,007,850.33","220,925,392.71","70,335,364.69","178,806,825.97","292,549,458.24","358,499,207.80","101,653,068.77","205,051,021.19","345,003,784.41","451,848,173.19","122,858,367.65","249,877,602.35","430,707,185.24","615,950,133.17","176,589,999.72","347,965,912.55","640,373,364.81","795,977,393.85","228,572,940.36","557,292,121.79","901,196,517.05","1,085,749,712.67","334,056,696.59","716,991,864.77","1,100,876,089.14","1,386,388,129.20","404,185,510.13","937,917,028.47","1,621,142,425.25","1,918,510,270.69","573,874,223.74"
吸收投资收到的现金,"25,090,682.50","135,000.00",,,"900,230,000.00","10,000,000.00","10,000,000.00","10,500,000.00","11,000,000.00","6,510,000.00","7,210,000.00","7,210,000.00","7,210,000.00","1,250,000.00","1,250,000.00","18,400,000.00","18,400,000.00","47,275,620.00","52,175,620.00","74,225,620.00","74,225,620.00","8,385,450.00","65,748,013.84","92,647,816.71","97,264,353.30","20,232,772.47","26,479,565.29","50,646,971.39","63,666,957.73","5,471,232.38","329,239,376.81","330,042,976.81","436,116,430.79","19,667,989.74","52,317,693.70","72,582,324.71","1,785,487,740.01","19,276,466.30"
支付给职工以及为职工支付的现金,"37,177,302.50","63,045,333.24","38,849,535.90","61,002,833.53","89,200,365.03","34,635,367.60","71,473,124.65","118,092,431.19","170,403,398.41","64,248,416.77","129,450,612.34","209,250,251.25","289,473,939.97","108,330,387.73","194,353,996.71","301,431,120.15","400,285,716.16","127,894,517.90","236,614,541.21","368,659,026.43","495,099,427.47","145,837,036.91","277,004,606.08","447,119,783.57","587,030,566.24","184,115,300.33","395,319,537.86","657,504,331.64","788,225,342.84","287,921,991.51","499,239,784.51","802,883,246.63","1,053,530,990.25","351,277,878.24","641,101,483.74","1,068,327,866.62","1,488,348,183.16","490,698,582.45"
取得借款收到的现金,,,"20,000,000.00","20,000,000.00","20,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,"174,200,000.00",,,,,,"290,584,320.00","1,655,694,645.11","1,667,852,629.20",
支付的各项税费,"27,139,828.54","33,649,619.06","19,512,240.49","30,693,511.62","42,556,610.33","10,476,346.55","26,725,463.52","37,050,462.26","44,507,884.65","19,496,271.06","45,983,969.51","63,801,092.93","82,453,961.21","23,211,053.51","51,262,781.94","70,655,432.88","91,198,385.74","25,145,570.28","49,864,854.41","78,959,559.50","116,315,069.25","24,746,009.57","55,926,408.41","97,802,062.08","126,782,650.67","23,579,298.62","67,391,252.42","108,344,312.83","150,135,929.64","24,022,994.62","97,346,446.29","150,628,941.65","169,588,879.98","34,333,966.06","106,015,792.35","172,837,625.02","242,646,789.94","60,265,995.92"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,"28,800,000.00",,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"72,812,331.42","107,200,476.64","68,491,378.11","98,767,345.03","149,209,510.17","23,986,687.37","94,804,034.57","151,901,581.70","206,437,893.32","47,506,159.80","162,789,259.32","252,348,125.87","345,568,624.49","68,244,361.14","183,413,973.97","283,976,266.76","400,306,934.91","78,708,615.66","188,222,670.31","288,109,236.73","365,172,938.43","95,579,913.99","210,145,097.01","257,912,596.32","456,742,928.19","129,987,660.54","207,415,012.83","331,905,449.06","647,366,961.44","128,018,340.84","283,815,421.90","454,072,430.04","779,353,159.09","256,710,343.55","458,619,468.46","756,228,285.56","1,138,108,997.80","218,067,398.65"
