科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"70,165,931.81","48,738,804.02","58,248,621.32","306,692,417.17","238,633,899.06","235,567,130.97","241,811,602.20","239,437,439.81","236,662,525.82","208,601,450.26","196,420,530.14","158,438,693.18","99,861,604.53","100,486,620.80","140,853,392.02","297,125,558.63","174,765,001.59","204,896,158.08","545,877,864.79","372,347,616.70","600,637,488.59","439,748,469.21","560,274,522.92","365,006,816.58","602,009,731.09","421,646,672.67","310,613,157.46","281,972,510.74","450,764,294.03","304,908,033.43","302,121,134.04","163,613,857.74","273,393,115.52","114,749,857.70","333,611,193.40","84,220,897.99","74,049,975.67","67,281,298.70","68,862,755.30","115,494,118.82","96,297,696.81","75,687,960.50"
短期借款,"47,271,045.55","79,588,994.73","83,672,682.71","103,831,199.83","83,430,976.09","108,961,557.32","96,123,039.39","114,292,263.08","166,968,220.86","132,152,830.94","220,935,641.29","263,249,811.56","374,180,550.98","449,727,092.19","503,888,011.95","693,621,442.12","767,741,748.26","656,914,565.01","690,098,148.65","783,556,438.35","816,096,689.04","859,959,432.79","1,063,786,445.82","969,907,599.10","985,491,635.27","992,100,014.57","1,036,259,756.88","1,086,883,729.62","920,931,662.34","869,360,430.35","703,556,368.15","1,006,330,112.89","516,000,000.00","365,000,000.00","295,000,000.00","30,000,000.00","50,000,000.00","75,000,000.00","100,000,000.00","100,000,000.00","80,000,000.00","80,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"32,986,735.80","86,184,894.65","104,116,492.91","96,586,144.98","122,483,999.71","107,795,602.43","95,298,468.92","79,355,291.70","123,027,685.18","102,970,156.05","147,770,025.79","119,759,491.43","158,921,136.20","241,609,016.61","152,242,673.26","191,472,682.13","240,853,055.73","221,187,130.58","256,100,740.52","393,036,916.16","459,458,702.57","457,587,608.67","554,273,197.38","542,220,737.04","333,634,192.24","433,679,917.98","375,342,691.78","476,718,221.30","427,514,030.88","354,527,037.25","85,923,786.57","168,652,903.06","47,957,140.44","60,486,066.06","44,822,416.01","24,372,129.71","33,555,615.40","24,906,054.43","8,470,535.71","6,154,658.09","14,077,369.35","6,890,297.26"
应付票据,"6,845,790.94","21,481,207.03","22,326,232.75","57,224,120.30","84,250,831.30","78,553,224.93","86,643,683.43","62,944,534.17","61,011,989.62","71,666,380.41","50,745,448.00","33,229,817.00","50,558,539.90","62,034,799.00","66,321,191.70","112,316,152.38","80,333,968.69","135,203,851.85","186,747,673.48","204,082,304.07","392,043,301.51","304,509,080.77","390,700,905.06","317,502,760.98","421,100,184.81","430,388,466.79","423,726,482.15","450,811,793.25","471,485,425.80","358,277,790.17","287,268,436.62","60,720,401.54","1,367,218.65","9,760,870.01","32,120,966.93","49,956,301.36","47,829,517.21","33,083,698.73","18,023,494.34",,"46,090,740.45",
应收账款,"60,594,385.44","57,122,543.36","92,959,821.63","121,214,720.45","109,036,265.25","126,204,628.93","125,399,223.53","139,475,889.01","152,684,233.29","138,421,397.61","153,327,928.75","178,134,825.67","227,908,576.47","137,956,281.14","207,213,879.08","189,660,819.28","362,374,643.97","286,967,436.66","362,148,530.14","318,251,651.95","446,918,593.09","377,930,839.15","722,642,865.72","501,351,105.46","797,359,202.46","669,159,658.15","991,662,442.90","2,024,278,498.01","1,036,371,244.59","581,363,937.17","509,466,333.00","525,940,215.82","216,154,295.26","200,312,653.33","94,764,712.42","73,179,370.50","68,342,617.32","77,396,262.67","90,516,332.26","84,238,121.30","80,666,011.27","58,142,533.87"
应付账款,"92,246,282.31","64,366,584.77","107,259,394.13","91,878,719.80","95,649,344.10","106,033,753.84","92,157,682.01","103,231,550.63","95,165,015.28","88,412,386.26","79,920,797.78","97,966,325.46","137,845,136.54","140,041,073.67","202,042,769.47","213,850,980.58","289,761,480.79","305,367,771.06","258,018,193.73","209,870,531.81","485,892,380.36","462,643,024.31","679,632,025.47","475,636,336.79","576,288,686.94","631,973,517.56","695,508,753.98","1,807,541,980.54","803,345,406.83","539,477,327.53","441,478,775.09","290,636,508.20","105,556,713.82","103,256,140.51","93,672,529.77","71,756,741.82","59,968,921.65","65,102,095.25","76,845,853.09",,"53,928,428.77",
预付款项,"22,204,203.36","1,175,117.64","8,857,304.94","16,304,521.06","36,286,539.54","54,638,020.46","35,813,357.96","33,501,061.90","48,580,313.74","78,932,325.54","41,968,235.79","89,673,611.09","82,486,365.51","112,166,358.47","103,303,877.79","45,335,538.47","5,789,114.94","5,266,843.93","4,255,085.27","3,983,112.28","19,378,844.05","38,514,742.34","26,145,333.75","30,121,115.34","13,647,452.90","45,170,067.37","58,140,377.79","20,883,729.97","54,763,727.84","55,948,997.50","42,026,754.87","39,394,704.55","5,523,948.81","2,089,798.23","1,933,589.25","1,883,892.16","601,428.49","2,017,583.87","692,627.56","918,876.08","528,362.55","396,833.30"
预收款项,"7,198,659.12","1,298,758.51","2,173,985.04","4,008,103.94","2,196,627.73","9,560,531.40","3,677,369.50","12,554,269.99","2,899,733.16","4,607,368.67","2,645,052.51","4,613,002.90","3,815,408.57","4,043,076.06","4,533,870.60","9,916,112.85","5,964,045.96","6,430,083.22","6,431,418.63","2,642,072.54","17,624,569.62","28,494,487.01","8,609,950.40","7,056,972.29","6,372,828.38","4,526,642.90","11,802,308.12","12,180,148.88","17,670,519.39","20,315,107.79","35,812,989.34","59,851,457.51","1,835,009.30","5,483,438.36","3,044,073.90","2,079,319.83","1,501,820.06","1,139,099.89","1,035,329.87","1,875,081.47","1,782,311.53","1,429,201.60"
其他应收款,"300,412.00","3,301,043.84","1,114,819.25","4,378,166.55","3,121,061.22","1,021,955.57","7,121,347.46","3,184,415.07","3,405,119.72","5,695,925.92","3,600,102.35","7,158,684.96","3,216,972.35","4,757,369.92","3,689,893.20","6,474,529.34","17,377,185.64","23,221,164.87","18,028,103.73","9,766,735.59","9,328,543.87","29,603,958.54","33,934,503.02","41,473,952.77","64,335,050.26","61,306,895.66","39,304,497.30","69,326,469.28","75,618,009.19","80,013,846.79","62,891,703.13","62,741,885.80","176,163,126.56","174,272,802.25","14,362,298.82","10,762,857.90","17,990,852.98","15,629,139.43","13,342,277.90","14,990,191.85","4,828,717.09","4,290,145.95"
应付职工薪酬,"4,182,279.43","5,048,999.80","5,110,556.44","4,951,707.84","8,266,036.54","8,264,635.50","5,741,808.66","7,546,975.65","12,178,179.78","10,343,680.49","9,040,059.49","11,988,369.22","16,511,057.06","14,008,376.61","15,448,548.84","15,308,159.63","19,205,801.78","18,980,356.54","17,382,716.41","15,912,605.75","25,781,243.99","23,616,928.62","26,158,156.25","20,100,057.25","20,464,436.32","20,500,984.23","24,525,275.31","27,130,064.78","35,889,351.59","26,340,808.31","22,299,335.72","21,942,123.08","16,950,043.79","12,497,564.80","9,886,732.22","9,436,293.44","11,149,443.09","9,500,790.08","9,881,385.72","7,930,425.31","10,446,014.04","7,163,176.72"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-1,222,211.76","2,220,697.45","-1,581,457.68","-3,160,975.66","-5,655,488.97","-3,753,878.63","4,877,323.46","6,257,302.67","3,468,792.90","8,009,500.77","1,707,739.37","-1,454,615.88","-5,638,233.64","-13,310,497.83","-23,158,265.72","-32,589,817.16","5,569,256.95","2,675,692.97","2,788,391.93","2,598,277.65","19,559,781.42","15,030,632.56","10,916,198.77","7,720,573.28","89,025,174.02","5,945,836.29","25,393,796.06","10,189,957.77","37,112,444.41","8,052,326.66","6,817,257.62","6,556,170.52","627,846.61","1,004,577.97","661,932.07","405,065.41","572,395.77","652,320.08","1,305,774.30","905,001.51","1,900,255.43","444,223.82"
应收利息,,,,,,,,,,,,,,,,,,,,"676,767.12",,,,"978,750.00","224,761.12","224,761.12","420,616.44",,,,,,,,,,,,"169,040.13",,,
应付利息,,,,,,,,,,,,,"131,497.15",,,,"1,919,430.98",,"708,949.88","1,973,051.64","3,393,321.82","1,528,146.80","844,239.83","560,015.13","2,439,939.60","254,755.79","2,312,722.86",,"1,246,413.10",,"3,187,500.00","12,142,310.00","9,779,109.73","13,349,129.07","12,031,295.04","32,450.00","1,563,860.44","3,053,905.55","6,514,658.42",,"10,076,691.34","12,590,600.01"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"69,022,655.78","68,281,391.48","79,534,413.21","112,347,111.24","148,853,362.76","177,157,940.86","157,970,161.77","166,975,349.04","139,266,514.81","140,211,732.04","102,994,927.61","133,868,471.83","136,026,962.04","170,015,090.76","229,867,649.88","293,616,353.29","244,168,668.32","265,096,331.88","254,404,307.08","264,813,720.70","637,227,385.67","762,153,825.28","782,815,644.37","706,187,524.37","685,883,735.84","855,826,757.87","825,844,766.52","892,034,680.40","438,129,070.69","515,514,597.89","414,236,547.08","333,281,627.57","109,292,464.17","115,753,655.66","101,937,039.98","76,250,551.92","53,788,537.88","66,091,452.80","75,818,377.03","70,236,397.77","49,631,403.85","46,964,992.61"
其他应付款,"396,700.58","215,075.83","100,628.09","3,178,815.47","599,485.17","594,612.35","199,878.78","256,429.92","294,597.42","296,074.15","2,789,827.52","7,463,265.52","11,367,768.55","1,195,256.24","16,226,055.38","5,528,783.81","5,486,131.48","2,734,851.11","11,548,741.84","5,737,891.00","471,686,671.35","477,821,031.54","472,896,815.07","477,601,926.61","16,572,274.92","31,839,468.84","103,829,206.21","64,016,128.31","154,631,501.43","74,233,483.86","65,311,452.61","36,180,860.57","8,785,013.96","9,956,435.10","5,825,072.88","6,133,390.33","4,819,667.49","4,569,484.92","2,553,219.51","13,388,590.87","15,374,439.66","15,307,515.66"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,"1,169,864.79","1,169,864.79","941,440.50","821,973.22","32,353,157.46","33,995,576.58","33,012,828.00","31,213,429.36","31,783,603.79","26,144,627.07","20,428,383.11","14,633,851.91","8,760,000.00","8,760,000.00","8,760,000.00","8,760,000.00","8,760,000.00","8,760,000.00"
其他流动资产,,,,,"173,333.34","108,333.36","43,333.34",,"146,666.67","91,666.68","36,666.69",,"1,100,000.00","966,266.86","1,695,000.00","3,138,989.74","33,177,628.44","27,062,760.03","21,133,763.65","81,012,195.34","120,946,909.23","128,911,218.09","55,685,526.22","145,187,763.24","67,337,483.23","87,487,509.87","149,519,911.90","122,426,033.90","49,220,113.17","55,929,349.62","70,322,409.44","56,461,594.33","31,883,840.22","31,318,520.41","30,685,225.45","29,451,493.62","28,423,781.10","29,307,496.64","27,919,497.08","7,355,494.15","3,861,612.59","3,309,175.58"
其他流动负债,,"200,000.00","468,268.61","553,873.62","1,718,985.70","3,395,060.29","1,246,629.07","2,148,265.82","938,938.28","1,011,719.89","890,645.25","1,757,111.09","1,425,718.82","2,543,048.35","2,992,569.08","45,246,064.97","31,308,456.85","22,112,325.39","13,372,141.33","759,776.19","1,015,926.40","1,252,777.08","1,034,074.58","1,469,556.65","1,410,499.97","2,729,875.20","4,153,909.14","2,985,111.18","2,781,166.37","696,873.84","2,127,788.66","583,247.84","16,593.75","4,345.36","38,448.46","219,411.64","420,672.88","254,000.51","356,386.03","184,751.02","413,447.35","343,292.20"
