科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"8,025,949.37","14,429,859.06","82,932,710.13","96,286,869.26","143,518,666.96","759,840,582.05","719,645,706.93","722,381,685.30","671,007,365.90","509,145,684.00","454,462,947.64","430,763,666.92","667,005,791.62","643,833,907.94","439,466,121.80","489,271,252.98","848,098,383.42","525,285,971.45","480,987,797.72","262,939,493.41","607,983,482.62","454,417,613.34","486,977,374.91","450,729,361.46","988,907,108.02","1,154,348,386.34","837,561,976.29","897,606,875.28","1,437,071,391.01","622,050,897.10","1,172,594,737.03","603,399,209.56","1,122,758,164.30","355,909,832.19"
短期借款,,,"5,000,000.00","10,000,000.00","30,000,000.00",,,,,,,,,,,,"207,936,198.63","155,295,058.11","246,486,138.19","249,000,000.00","341,000,000.00","271,000,000.00","305,000,000.00","773,926,590.80","1,005,000,000.00","913,657,979.00","884,463,453.00","1,141,235,124.00","1,247,263,453.00","1,137,700,000.00","1,089,799,500.00","1,188,830,530.00","1,317,055,050.00","1,793,865,050.00"
交易性金融资产,,,,,,,,,,,,,,,,,"157,712.64","157,712.64","162,831.15","169,006.33","207,268.81","207,268.81",,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,"11,010,060.00",,,,"159,640.00",,,,,"1,221,088.00","8,166,000.00","8,401,372.81","6,450,783.75","6,354,378.62","799,693.13","7,285,742.64","28,870,222.24","5,236,132.24","5,468,501.59","2,742,494.40","20,507,319.80","25,008,500.00","5,931,821.00","18,814,143.74","58,420,245.19","1,471,360.00"
应付票据,,,,"30,914,171.39",,,,,,,,,,,,,,,,,"1,600,000.00","1,600,000.00",,,,,,"95,900.00",,,,,,
应收账款,"16,554,483.02","17,722,613.94","38,831,040.55","54,763,074.99","41,443,760.03","73,200,455.63","88,035,612.45","81,993,803.83","58,242,380.97","100,730,657.10","151,949,833.68","190,895,132.85","188,681,447.20","263,238,257.35","357,096,385.33","450,467,739.28","432,737,934.05","650,310,681.20","629,658,949.49","772,096,714.40","763,834,200.27","842,695,725.61","816,135,089.55","1,180,556,804.70","1,179,874,963.76","1,501,809,645.45","1,844,067,721.33","1,918,890,028.27","1,628,477,021.02","1,921,132,698.16","2,106,038,821.22","2,385,820,258.07","2,206,873,504.74","2,304,970,295.81"
应付账款,"10,171,702.77","9,246,004.22","7,123,259.18","13,486,011.13","37,887,172.57","8,493,330.67","12,618,514.14","15,427,651.71","54,015,559.33","28,996,105.05","42,736,500.65","41,286,431.72","40,219,964.57","35,624,822.76","46,485,364.77","72,110,833.90","171,551,995.70","183,684,254.34","182,145,952.32","178,412,775.85","131,098,218.33","126,752,361.94","162,576,457.40","221,427,989.72","90,256,897.55","286,219,278.74","410,789,085.48","455,367,223.56","425,336,238.50","530,363,539.81","628,187,129.77","771,502,839.72","966,326,484.18","830,557,969.76"
预付款项,"6,912,921.17","10,479,508.97","11,680,350.40","55,425,372.65","43,497,880.09","64,751,078.40","54,990,400.80","52,011,377.35","86,155,173.41","147,878,075.64","106,948,143.77","75,284,599.02","86,843,429.72","98,829,975.45","113,241,446.71","105,383,505.73","86,073,673.17","158,498,405.88","154,629,584.97","199,842,754.74","105,102,111.45","116,027,121.92","128,601,578.22","338,091,572.03","331,079,190.05","600,312,702.69","609,800,549.21","864,784,357.37","1,061,964,687.28","1,465,803,784.71","1,573,973,043.08","1,975,484,722.75","2,233,292,350.09","2,771,384,689.47"
预收款项,"11,114,895.06","18,998,727.13","32,892,617.00","32,077,523.00","56,772,509.80","17,821,278.30","22,368,182.00","25,525,832.20","68,661,378.13","88,880,564.17","69,256,523.65","87,824,758.35","10,336,026.70","30,256,474.24","7,183,529.49","33,308,963.91","5,593,456.98","26,334,794.79","23,308,610.68","10,020,837.63","26,401,375.77","42,712,944.03","78,824,989.05","317,390,605.72","182,512,264.04","125,939,119.59","85,620,068.64","114,596,154.77","104,680,963.62","227,525,904.65","161,656,290.06","197,297,893.07","284,269,622.51","215,046,841.42"
其他应收款,"660,953.08","6,149,839.50","6,299,713.32","8,633,624.74","10,171,129.32","14,998,588.57","20,198,580.40","13,701,281.67","131,468,841.06","124,669,411.62","137,007,488.46","136,035,747.97","24,813,979.36","31,263,411.79","30,029,102.77","38,112,401.21","76,128,392.20","75,019,172.23","67,203,610.21","69,335,696.25","69,539,748.84","92,504,608.78","78,524,601.79","79,688,825.53","150,661,020.67","200,308,952.74","280,523,805.66","301,538,622.34","209,388,936.92","272,433,048.91","250,534,388.69","314,886,331.48","481,405,124.89","453,199,504.85"
应付职工薪酬,"30,165.70","137,188.71","290,522.50","552,328.08","742,605.38","662,063.30","741,890.72","834,847.99","1,255,747.79","533,501.31","1,307,223.83","882,797.38","1,449,050.28","1,360,573.48","1,707,665.48","1,752,933.37","1,575,478.14","764,628.41","1,794,291.91","890,829.43","1,500,316.66","1,549,352.39","1,271,807.96","1,737,188.04","1,075,229.27","2,087,129.39","2,333,151.92","3,220,809.54","6,960,624.14","3,727,739.40","3,847,620.63","4,743,494.57","14,312,854.03","8,684,113.28"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"384,329.03","123,352.33","3,334,017.11","8,309,460.59","8,030,377.21","10,701,072.90","7,864,007.00","6,859,102.47","12,573,961.27","15,023,632.74","12,710,929.87","-1,506,699.83","46,275,823.65","44,980,974.86","69,286,489.67","43,434,480.07","82,317,708.80","76,637,288.57","43,156,585.19","72,278,556.47","101,433,941.07","96,294,292.45","100,106,199.57","129,140,115.15","211,753,038.34","145,483,630.14","152,803,465.94","120,975,710.26","157,775,295.89","123,618,611.71","177,195,194.60","142,599,793.41","190,540,512.03","149,933,231.13"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,726,221.38"
应付利息,,,,,,,,,,,,,,,,,"688,419.09","59,200.00",,"1,521,846.67","225,710.95",,"124,750.00","726,050.00","2,423,297.59","2,120,300.00","145,000.00","353,437.50","4,667,567.56","8,485,543.10","20,905,671.43","36,549,004.76","27,730,112.58","9,584,454.61"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,000,000.00","16,000,000.00"
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"13,601,787.59","18,149,653.04","17,603,606.33","14,986,773.98","61,276,970.24","35,531,326.87","35,121,653.27","24,798,697.21","78,597,081.85","72,509,508.16","86,315,396.33","160,712,368.37","70,488,336.48","53,321,205.18","60,324,327.00","72,554,989.82","122,629,690.02","114,219,340.35","225,496,872.02","168,928,326.20","202,238,902.28","212,617,476.76","258,674,465.04","650,408,103.85","494,609,344.06","577,253,005.93","545,876,335.68","475,989,959.97","515,131,981.40","520,622,721.33","496,396,169.17","555,369,826.39","562,768,070.13","561,975,165.90"
其他应付款,"4,014,846.89","5,223,555.65","63,964.29","314,418.35","648,200.90","895,521.68","20,499.40","34,667.94","1,163,463.43","1,184,984.81","7,785,864.93","7,939,990.79","13,261,551.02","6,867,128.44","8,077,110.74","5,195,900.45","7,936,685.46","8,968,226.96","9,605,434.50","12,764,530.13","9,413,811.66","9,808,102.12","6,884,163.73","50,688,141.09","75,475,293.04","86,648,653.54","442,219,692.29","623,039,004.70","545,547,993.85","382,356,999.91","332,439,831.32","551,192,040.79","570,110,397.07","400,294,801.81"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,898,514.72","29,898,514.72"
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"132,600,000.00","112,950,000.00","71,600,000.00","51,600,000.00","155,600,000.00","155,600,000.00"
