科目,2007-06-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
应交税费,"7,212,074.95","9,989,784.99","13,934,297.63","13,497,448.38","13,304,924.60","14,969,864.12","18,476,540.33","17,581,738.56","25,046,838.80","24,210,572.40","17,849,103.07","21,989,298.35","34,033,580.55","39,168,047.43","27,803,348.51","40,472,716.04","42,878,694.66","48,111,422.92","42,663,648.38","46,056,367.28","50,384,355.21","44,924,416.29","71,376,476.04","44,859,064.99","42,152,185.23","50,038,586.52","77,044,661.94","55,645,764.32","66,464,940.49","57,015,700.33","53,438,340.94","42,543,232.48","74,631,455.69","87,031,664.34","73,576,334.83","30,329,497.70","17,231,538.03","39,664,679.09","22,586,334.11","21,520,460.90","30,476,822.06"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"348,291.26","348,291.26","348,291.26","348,291.26","22,606,786.02"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,056,679.63","4,035,069.16","4,035,069.16",,,,,,,,
应付股利,,,,,,,,,368.82,320.00,320.00,320.00,"319,456.00","6,176.00","6,176.00","6,176.00","6,176.00","6,176.00","6,176.00","6,176.00","6,176.00","6,176.00","6,176.00","6,176.00","6,176.00","6,176.00","817,826.00","563,831.00","563,831.00","563,831.00","563,831.00","563,831.00","563,831.00","563,831.00","563,831.00","563,831.00","6,176.00","6,176.00","6,176.00","6,176.00","6,176.00"
存货,"72,607,821.39","81,891,329.17","61,619,115.98","49,294,032.07","38,966,677.80","34,576,581.51","27,264,824.42","22,680,715.83","58,613,960.06","75,355,240.97","88,098,524.54","81,797,686.87","100,906,413.60","93,540,108.59","93,573,094.47","85,201,867.38","99,312,114.15","95,463,966.55","84,466,789.71","90,445,737.84","102,254,971.49","97,431,334.33","80,166,775.75","76,770,907.12","98,443,473.73","100,328,955.12","98,614,628.45","92,538,351.11","104,031,333.38","98,971,985.61","115,932,594.23","131,118,871.01","138,929,230.06","124,558,432.31","139,699,439.69","165,211,988.43","489,242,202.26","528,853,391.51","607,294,914.29","636,184,838.35","544,526,705.57"
其他应付款,"1,418,775.17","1,854,367.33","10,040,204.35","3,342,598.98","2,529,683.08","1,598,839.02","1,199,631.64","1,081,429.92","492,227.58","924,481.94","1,443,670.51","1,343,926.54","1,836,020.99","2,842,046.97","2,130,735.92","1,448,916.23","1,493,572.70","1,542,865.95","1,549,569.02","13,312,082.76","13,683,099.13","9,258,128.12","7,537,185.86","73,931,944.54","21,172,846.81","45,494,550.02","77,957,533.84","136,913,358.14","187,914,711.48","200,399,816.43","739,836,406.50","700,404,763.70","432,050,835.56","399,412,188.71","331,212,044.99","332,274,986.24","323,253,704.54","338,744,465.01","318,628,557.26","278,991,675.81","318,747,105.26"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,"1,042,852.00","792,852.00","792,852.00","792,852.00","792,852.00","792,852.00","6,789,635.24","6,789,635.24","12,769,861.78","12,769,861.78","12,769,861.78","12,769,861.78","22,011,819.63","22,011,819.63","25,823,629.84","43,493,078.61"
其他流动资产,,,,,,,,,"30,000.00",,,,,,,,,,,,,,,,,,,,,,,,,"80,000,000.00",,,,"3,308,704.01","1,125,460.28","27,792,753.43","5,364,978.30"
其他流动负债,,,,,,,,,,,,,,"1,540,000.00","1,540,000.00","770,000.00","770,000.00","1,840,000.00","1,840,000.00","920,000.00","920,000.00","2,240,000.00","2,240,000.00","2,240,000.00","2,240,000.00","2,240,000.00","2,240,000.00","2,240,000.00","2,240,000.00","736,667.33","220,167.33",,,,,,,,,,
流动资产合计,"140,091,588.77","192,442,305.86","332,653,152.64","311,996,700.37","311,032,780.94","278,295,952.32","291,488,599.04","300,630,078.42","351,823,503.96","277,125,382.36","277,286,151.95","303,997,484.28","334,194,842.55","324,066,919.84","329,804,483.87","349,803,252.43","422,134,838.18","432,177,131.86","448,825,379.72","421,020,849.12","422,271,715.19","551,506,454.30","583,159,120.50","622,546,148.51","587,518,361.49","489,661,700.61","645,649,741.47","743,419,246.68","865,452,587.23","922,340,770.61","1,297,178,403.99","3,641,154,889.56","2,500,369,306.03","2,222,813,345.21","2,240,682,886.41","2,371,035,784.18","2,492,683,219.34","2,929,958,098.12","3,239,331,417.63","4,277,909,289.30","3,214,131,889.23"
流动负债合计,"47,854,416.68","93,206,759.38","92,046,567.91","62,639,222.18","46,494,613.28","41,725,594.19","41,942,462.82","43,221,995.30","103,633,335.09","91,460,765.16","90,552,340.62","108,917,554.33","120,310,875.87","94,433,489.44","81,576,914.23","87,093,511.38","135,033,794.91","119,729,133.93","114,635,031.93","197,853,715.50","174,036,671.92","283,446,333.94","307,222,624.66","407,161,264.13","341,304,359.43","301,014,988.17","468,485,600.83","609,380,802.55","805,434,492.27","815,498,559.76","1,927,576,093.04","1,975,541,055.07","894,806,793.91","867,625,002.89","824,662,238.99","924,281,497.08","1,144,505,343.04","1,693,100,862.38","2,033,411,659.88","2,952,429,513.54","3,479,847,386.23"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"250,000.00","250,000.00","250,000.00","305,000.00","223,748.69","64,223,748.69","223,748.69","223,748.69"
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,335,963.91","10,000,000.00","10,000,000.00","200,000,000.00","535,073,506.62"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,"4,000,000.00","4,000,000.00","3,250,000.00","2,500,000.00","4,240,833.32","4,039,266.00","2,048,201.00","1,849,988.00","1,651,775.00","1,453,562.00","1,255,349.00","1,057,136.00","56,966,052.92","48,752,083.74","32,574,705.74","24,578,402.56","17,109,705.79","22,787,519.08","20,770,953.81","13,842,612.95","13,007,112.91","54,727,637.07"
长期股权投资,,,,,,,,,,,,,,,,,,,,"322,568.70","322,568.70",,,,,,,"127,804,100.00","127,804,100.00","127,804,100.00","202,804,100.00","127,804,100.00","127,804,100.00","289,940.78","289,940.78","289,940.78","11,445,522.46","2,595,132.69","3,784,591.69","100,484,591.69","123,584,591.69"
专项应付款,"143,676.20","491,676.20","466,676.20","466,676.20","466,676.20","586,676.20","552,676.20","285,676.20","65,676.20",,,,,,,,,,,,,"1,200,000.00","1,200,000.00","1,200,000.00","1,200,000.00","1,200,000.00","1,200,000.00","1,200,000.00","1,200,000.00","1,200,000.00","1,200,000.00","1,200,000.00","1,200,000.00","1,200,000.00","1,200,000.00","1,200,000.00","1,200,000.00","1,200,000.00","1,200,000.00","1,200,000.00","1,200,000.00"
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,065,473.97","3,065,473.97","36,965,473.97","36,965,473.97","14,986,000.00","14,986,000.00","9,800,000.00","2,900,000.00"
固定资产,"33,286,716.84","32,678,405.73","31,656,023.62","37,083,781.83","35,949,891.93","34,773,729.98","33,369,583.49","32,026,257.97","30,842,564.02","50,376,923.01","48,756,972.00","166,976,137.72","163,112,612.60","161,060,484.34","160,305,218.15","155,087,384.10","150,434,103.95","145,348,848.25","140,764,940.99","180,745,321.65","175,629,520.44","171,048,038.81","165,474,654.65","186,371,009.44","189,505,654.59","207,849,159.45","212,615,561.87","208,085,627.33","274,347,940.37","277,555,132.12","674,782,449.27","920,055,846.82","978,268,876.19","1,114,610,875.30","1,103,153,226.17","1,108,693,389.22","1,144,762,567.39","1,537,285,941.29","1,515,619,260.14","1,515,073,292.25","1,760,248,693.82"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,"17,949,304.24","17,571,659.89","17,987,883.69","17,611,074.48","17,115,150.27","16,739,167.59","16,739,167.59","16,739,167.59","18,097,409.98","32,658,887.77","59,677,811.47","50,574,061.00","71,653,444.47","71,653,444.47","71,653,444.47","71,653,444.47","68,315,865.22","68,315,865.22","68,315,865.22","68,315,865.22"
在建工程,"326,718.49","10,061,172.00","10,071,612.00","10,071,612.00","10,323,805.10","26,651,485.73","27,123,923.90","17,969,978.10","27,112,297.70","103,975,118.49","112,293,371.35","2,266,597.00","3,141,677.00","4,455,707.00","1,316,560.00","1,316,560.00","1,316,560.00","1,116,560.00","1,876,560.00","1,952,070.12","2,251,560.00","2,758,860.00","2,808,860.00","8,539,860.14","11,985,710.26","15,948,511.87","20,277,907.25","23,236,487.37","4,546,166.52","8,171,009.11","86,879,887.74","157,856,463.46","273,823,306.21","257,335,959.32","276,651,162.92","344,622,723.76","371,227,900.21","162,317,304.12","205,615,262.75","242,945,079.50","348,994,490.81"
其他非流动负债,,,"4,600,000.00","4,600,000.00","4,600,000.00","4,600,000.00","5,600,000.00","5,600,000.00","5,600,000.00","6,400,000.00","6,400,000.00","5,760,000.00","5,760,000.00","4,750,000.00","4,750,000.00","4,750,000.00","4,750,000.00","3,910,000.00","3,910,000.00","3,910,000.00","3,910,000.00","2,603,334.00","2,603,334.00","1,483,334.00","1,483,334.00","913,334.00","6,513,334.00","6,513,334.00","6,513,334.00",,,,,,,,,,,,
工程物资,,,,,,"9,355,600.94","9,349,498.37","9,349,498.37","17,123,555.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"143,676.20","491,676.20","5,066,676.20","5,066,676.20","5,066,676.20","5,186,676.20","6,152,676.20","5,885,676.20","5,665,676.20","6,400,000.00","6,400,000.00","5,760,000.00","5,760,000.00","4,750,000.00","4,750,000.00","4,750,000.00","4,750,000.00","3,910,000.00","3,910,000.00","7,910,000.00","7,910,000.00","25,002,638.24","23,874,993.89","24,912,051.01","24,333,674.48","21,276,685.27","26,302,489.59","26,104,276.59","25,906,063.59","20,552,758.98","34,916,023.77","117,843,864.39","100,526,144.74","109,813,624.18","101,817,321.00","127,339,124.23","148,352,901.43","118,985,819.03","112,057,478.17","296,035,978.13","670,636,490.90"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,629.48","56,125.47","56,125.41","56,873.16",747.75,747.75,,500.00
负债合计,"47,998,092.88","93,698,435.58","97,113,244.11","67,705,898.38","51,561,289.48","46,912,270.39","48,095,139.02","49,107,671.50","109,299,011.29","97,860,765.16","96,952,340.62","114,677,554.33","126,070,875.87","99,183,489.44","86,326,914.23","91,843,511.38","139,783,794.91","123,639,133.93","118,545,031.93","205,763,715.50","181,946,671.92","308,448,972.18","331,097,618.55","432,073,315.14","365,638,033.91","322,291,673.44","494,788,090.42","635,485,079.14","831,340,555.86","836,051,318.74","1,962,492,116.81","2,093,384,919.46","995,332,938.65","977,438,627.07","926,479,559.99","1,051,620,621.31","1,292,858,244.47","1,812,086,681.41","2,145,469,138.05","3,248,465,491.67","4,150,483,877.13"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"70,000,000.00","70,000,000.00","93,400,000.00","93,400,000.00","93,400,000.00","93,400,000.00","93,400,000.00","93,400,000.00","186,800,000.00","186,800,000.00","186,800,000.00","186,800,000.00","298,880,000.00","298,880,000.00","298,880,000.00","373,600,000.00","373,600,000.00","373,600,000.00","373,600,000.00","429,640,000.00","429,640,000.00","429,640,000.00","440,462,000.00","440,462,000.00","440,462,000.00","440,462,000.00","616,646,800.00","616,329,000.00","616,329,000.00","616,329,000.00","616,329,000.00","756,504,132.00","756,504,132.00","1,891,260,330.00","1,891,260,330.00","1,891,260,330.00","1,878,515,430.00","1,865,236,430.00","1,865,236,430.00","1,865,236,430.00","1,865,236,430.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"26,766,891.93","26,766,891.93","128,126,571.93","128,126,571.93","128,126,571.93","128,126,571.93","128,126,571.93","128,126,571.93","81,426,571.93","81,426,571.93","81,426,571.93","81,426,571.93","25,386,571.93","25,386,571.93","25,386,571.93","10,442,571.93","10,442,571.93","10,442,571.93","10,442,571.93","10,442,571.93","10,442,571.93","10,442,571.93","66,067,651.93","66,067,651.93","66,067,651.93","88,447,651.93","88,447,666.79","86,811,433.75","86,811,433.75","93,405,558.75","93,405,558.75","2,571,053,752.04","2,571,053,752.04","1,200,656,664.12","1,200,656,664.12","1,200,656,664.12","1,191,043,368.12","1,181,027,208.12","1,181,027,208.12","1,181,027,208.12","1,181,027,208.12"
无形资产,"829,396.51","827,447.55","823,131.23","822,064.91","853,071.79","6,493,099.27","6,456,271.00","6,392,812.71","6,351,844.91","6,312,727.13","6,272,434.34","10,919,771.56","10,854,128.60","10,789,953.54","10,726,695.15","10,663,436.76","10,602,122.74","10,541,781.01","10,550,148.20","106,809,670.32","104,844,236.14","102,880,401.80","219,028,391.60","215,673,532.74","213,249,638.95","214,837,377.66","210,811,320.24","207,119,463.59","210,516,874.74","204,658,466.02","215,204,550.09","213,823,422.30","212,591,506.27","224,653,238.17","221,988,056.12","211,457,609.39","256,024,980.75","260,853,522.77","255,774,246.70","253,245,158.00","250,225,539.46"
盈余公积,"3,043,358.96","4,611,288.19","4,611,288.19","4,611,288.19","4,611,288.19","9,062,410.74","9,062,410.74","9,062,410.74","9,062,410.74","13,842,951.52","13,842,951.52","13,842,951.52","13,842,951.52","20,439,094.47","20,439,094.47","20,439,094.47","20,439,094.47","27,576,055.25","27,576,055.25","27,576,055.25","27,576,055.25","35,362,851.84","35,362,851.84","35,362,851.84","35,362,851.84","51,726,342.78","51,726,342.78","51,726,342.78","51,726,342.78","59,558,881.99","59,558,881.99","59,558,881.99","59,558,881.99","63,246,043.75","63,246,043.75","63,246,043.75","63,246,043.75","129,454,641.54","129,454,641.54","129,454,641.54","129,454,641.54"
开发支出,,,,,,,,,,,,,,,,,,,,"3,828,178.11","3,828,178.11","3,828,178.11","3,828,178.11","3,828,178.11","3,828,178.11","4,145,178.11","4,145,178.11","4,556,489.73","4,747,376.28","3,828,178.11","3,828,178.11","3,828,178.11","3,828,178.11","6,860,000.00","6,860,000.00","6,860,000.00","6,860,000.00","6,860,000.00","6,860,000.00","6,860,000.00","6,860,000.00"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,"1,260,598.68","1,604,310.09","16,484,275.35","16,484,275.35","105,075,561.30","102,003,569.13","189,261,739.04","229,753,230.71","231,771,349.93","322,215,429.45","323,659,665.09","630,203,196.37","801,016,882.66","803,226,430.45","900,609,653.42","900,609,653.42","900,609,653.42","955,251,516.46","973,849,076.72","973,849,076.72","973,849,076.72","2,742,749,858.90"
未分配利润,"27,234,123.94","41,345,487.02","52,365,586.84","66,543,172.19","80,873,171.74","81,405,589.98","92,468,333.09","102,139,396.09","61,803,551.91","72,500,057.01","79,868,462.68","101,329,242.45","60,672,505.02","69,474,143.55","83,743,925.13","32,911,523.76","52,221,545.73","65,538,269.34","83,153,543.05","37,602,268.12","56,319,976.66","69,032,647.90","119,264,703.49","173,107,548.48","205,806,100.04","222,496,204.97","76,725,476.89","161,708,791.64","220,347,293.04","251,879,027.26","303,531,290.19","332,887,914.77","442,010,533.82","571,818,183.15","643,971,124.28","715,659,101.98","773,670,890.38","909,241,074.83","981,201,881.50","1,074,730,172.29","1,160,880,759.97"
长期待摊费用,,,,,,"2,132,466.67","2,160,070.85","13,248,215.91","12,918,570.56","12,559,773.04","12,200,975.52","11,826,401.00","11,459,714.92","11,093,028.84","10,726,342.76","10,359,656.68","9,992,970.60","9,626,284.52","9,314,748.44","8,984,705.26","8,648,374.53","8,268,012.80","7,942,801.07","10,442,487.78","10,042,652.37","9,660,817.67","10,847,564.74","10,565,596.03","10,554,417.16","9,994,977.20","8,568,585.27","8,273,768.11","7,702,859.86","13,297,498.49","13,723,310.17","13,256,196.28","12,534,005.09","19,690,294.99","32,099,421.16","30,064,610.62","28,409,065.49"
少数股东权益,,,,,,,,,,,,,,,,,,,,"16,027,264.36","15,603,100.64","16,170,798.18","17,029,085.12","16,719,092.11","16,112,808.66","17,669,703.98","17,495,220.20","16,156,390.31","25,775,467.11","34,159,141.75","96,537,988.59","89,316,371.78","111,633,388.05","75,926,768.24","78,269,115.48","74,307,137.44","97,180,428.94","87,663,589.94","85,787,489.32","82,970,492.85","177,167,661.29"
递延所得税资产,"508,047.10","412,771.58","412,771.58","412,771.58","412,771.58","1,204,508.13","1,204,508.13","2,219,208.78","2,219,208.78","2,080,421.59","2,080,421.59","2,089,928.67","2,089,928.67","1,897,205.83","1,897,205.83","2,006,411.57","2,006,411.57","1,985,424.81","1,985,424.81","2,127,913.20","2,127,913.20","12,323,620.86","10,557,629.65","11,315,681.48","11,315,681.48","11,729,092.69","11,729,092.69","11,658,676.96","12,145,200.79","13,370,630.23","12,405,485.49","28,892,421.02","28,479,063.43","39,618,476.16","39,618,476.16","39,618,476.16","45,362,820.80","56,816,024.29","56,816,024.29","56,816,024.29","64,479,605.36"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34,259,734.41","34,202,991.01","124,413,565.41","124,342,594.60"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"34,950,878.94","43,979,796.86","42,963,538.43","48,390,230.32","47,539,540.40","80,610,890.72","79,663,855.74","81,205,971.84","96,568,041.91","175,304,963.26","181,604,174.80","194,078,835.95","190,658,061.79","189,296,379.55","184,972,021.89","179,433,449.11","174,352,168.86","168,618,898.59","164,491,822.44","306,031,026.04","299,256,661.21","317,591,387.73","426,124,790.43","541,246,310.99","541,931,084.89","653,431,876.49","700,179,855.61","824,797,790.94","966,877,505.31","969,042,157.88","1,834,676,432.34","2,261,551,082.48","2,435,724,320.52","2,557,533,271.12","2,563,199,951.21","2,625,714,114.42","2,803,831,186.32","3,054,751,527.72","3,148,845,370.90","3,303,975,147.17","5,450,118,688.82"
所有者权益(或股东权益)合计,"127,044,374.83","142,723,667.14","278,503,446.96","292,681,032.31","307,011,031.86","311,994,572.65","323,057,315.76","332,728,378.76","339,092,534.58","354,569,580.46","361,937,986.13","383,398,765.90","398,782,028.47","414,179,809.95","428,449,591.53","437,393,190.16","456,703,212.13","477,156,896.52","494,772,170.23","521,288,159.66","539,581,704.48","560,648,869.85","678,186,292.38","731,719,144.36","763,811,412.47","820,801,903.66","851,041,506.66","932,731,958.48","1,000,989,536.68","1,055,331,609.75","1,169,362,719.52","3,809,321,052.58","3,940,760,687.90","3,802,907,989.26","3,877,403,277.63","3,945,129,277.29","4,003,656,161.19","4,172,622,944.43","4,242,707,650.48","4,333,418,944.80","4,513,766,700.92"
资产总计,"175,042,467.71","236,422,102.72","375,616,691.07","360,386,930.69","358,572,321.34","358,906,843.04","371,152,454.78","381,836,050.26","448,391,545.87","452,430,345.62","458,890,326.75","498,076,320.23","524,852,904.34","513,363,299.39","514,776,505.76","529,236,701.54","596,487,007.04","600,796,030.45","613,317,202.16","727,051,875.16","721,528,376.40","869,097,842.03","1,009,283,910.93","1,163,792,459.50","1,129,449,446.38","1,143,093,577.10","1,345,829,597.08","1,568,217,037.62","1,832,330,092.54","1,891,382,928.49","3,131,854,836.33","5,902,705,972.04","4,936,093,626.55","4,780,346,616.33","4,803,882,837.62","4,996,749,898.60","5,296,514,405.66","5,984,709,625.84","6,388,176,788.53","7,581,884,436.47","8,664,250,578.05"
