科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
筹资活动现金流入小计,"22,000,000.00","13,930,000.00","6,500,000.00","5,000,000.00","288,500,000.00","288,500,000.00","310,700,000.00",,"5,000,000.00","5,000,000.00","11,900,000.00",,"6,200,000.00","46,200,000.00","60,200,000.00",,"5,770,000.00","5,770,000.00","5,770,000.00",,"44,700,000.00","44,700,000.00","459,707,936.00","90,900,000.00","121,400,000.00","150,900,000.00","184,300,000.00","233,492,350.00","284,692,350.00"
经营活动现金流出小计,"142,873,899.36","194,302,502.26","252,104,309.21","58,849,607.58","115,668,623.78","190,026,386.44","257,444,696.19","81,906,979.17","155,825,832.35","238,031,791.37","341,300,396.07","80,232,752.21","176,477,125.32","278,509,241.71","374,953,097.76","104,602,827.07","207,134,529.30","314,335,688.06","421,244,401.31","138,577,479.69","235,821,692.35","363,843,491.67","479,263,367.73","245,577,009.81","361,638,808.47","757,508,509.18","893,289,059.48","307,583,983.93","585,732,077.98"
偿还债务支付的现金,"16,000,000.00","16,000,000.00","5,000,000.00",,"2,000,000.00","2,000,000.00","6,500,000.00","5,000,000.00","5,000,000.00","5,000,000.00","18,000,000.00",,"5,000,000.00","10,000,000.00","14,500,000.00",,,,"4,000,000.00",,,"40,000,000.00","80,000,000.00","85,000,000.00","109,000,000.00","177,000,000.00","274,600,000.00","78,200,000.00","113,400,000.00"
经营活动产生的现金流量净额,"31,264,434.66","16,877,099.65","48,327,970.63","-11,542,643.38","4,566,368.56","-19,942,362.75","-1,117,969.56","-6,333,885.11","-1,648,318.03","-34,212.30","20,029,142.90","-8,905,278.59","16,468,126.93","13,574,495.73","5,198,919.93","-7,567,963.73","-2,059,118.28","17,050,420.69","22,655,523.33","-9,416,818.12","-24,302,162.61","-31,196,575.78","-8,422,131.59","-19,249,469.71","-14,527,694.10","8,222,766.58","51,212,013.14","-50,824,337.37","-62,591,528.08"
分配股利、利润或偿还利息支付的现金,"6,734,686.84","678,845.72","9,818,847.25","112,923.12","294,985.51","447,738.00","13,021,141.19","139,678.23","11,812,195.62","12,617,368.36","12,930,333.31","142,499.99","3,399,833.32","3,911,333.32","4,483,111.10","556,000.00","2,984,355.55","3,552,871.74","4,108,827.30","505,555.56","4,736,666.67","5,232,278.11","5,715,611.44","2,575,554.09","16,434,990.20","19,071,796.19","20,818,088.69","2,116,088.15","23,452,695.23"
收回投资收到的现金,,,,,,,"4,800,000.00",,,,,,,,,"35,000,000.00",,"174,000,000.00",,"57,000,000.00",,,,,,,,,
支付其他与筹资活动有关的现金,"430,000.00",,,,"800,000.00","7,209,243.23","7,005,630.33",,"141,750.00","141,750.00",,,,"56,000.00","5,770,000.00",,"1,000,000.00","1,000,000.00","4,700,000.00",,"350,000.00","350,000.00","40,048.84","2,000,000.00","2,500,000.00","5,300,000.00","830,865.28","410,659.90",
取得投资收益收到的现金,,,,,,,,,,,,,,,,"142,140.03","701,153.73","1,304,567.43","1,705,885.23","280,744.21","924,384.69","1,391,430.72","1,951,588.25","307,099.32","838,093.92","1,457,814.52","2,260,735.08","122,720.54","145,343.83"
筹资活动现金流出小计,"23,164,686.84","16,678,845.72","14,818,847.25","112,923.12","3,094,985.51","9,656,981.23","26,526,771.52","5,139,678.23","16,953,945.62","17,759,118.36","30,930,333.31","142,499.99","8,399,833.32","13,967,333.32","24,753,111.10","556,000.00","3,984,355.55","4,552,871.74","12,808,827.30","505,555.56","5,086,666.67","45,582,278.11","85,755,660.28","89,575,554.09","127,934,990.20","201,371,796.19","296,248,953.97","80,726,748.05","136,852,695.23"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"110,500.00","59,085.00",,,"75,894.23","83,544.23",,,,,,,,"184,000.00","45,900.00","140,400.00","184,420.00","147,640.00","264,475.73","678,500.00","678,500.00","683,500.00","11,500.00","11,500.00","25,175.21","1,163,579.95","125,000.00","125,000.00"
筹资活动产生的现金流量净额,"-1,164,686.84","-2,748,845.72","-8,318,847.25","4,887,076.88","285,405,014.49","278,843,018.77","284,173,228.48","-5,139,678.23","-11,953,945.62","-12,759,118.36","-19,030,333.31","-142,499.99","-2,199,833.32","32,232,666.68","35,446,888.90","-556,000.00","1,785,644.45","1,217,128.26","-7,038,827.30","-505,555.56","39,613,333.33","-882,278.11","373,952,275.72","1,324,445.91","-6,534,990.20","-50,471,796.19","-111,948,953.97","152,765,601.95","147,839,654.77"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-4,019.60","-69,881.46","-116,407.94","1,957.38","3,627.15","5,393.38","12,529.09","-2,035.84","-56,987.52","-39,419.56","-127,272.73","39,588.97","41,278.21","41,366.19","16,810.77","-36,404.46","-108,208.02","28,501.73","25,108.96","-30,998.93","-42,044.65","98,644.93","311,537.80","-177,826.03","-266,033.31","-916,991.82","-1,041,435.28","-625,895.50","446,866.69"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,"113,000,000.00",,"230,000,000.00",,"129,000,000.00","171,000,000.00","267,500,000.00","22,500,000.00","85,500,000.00","166,500,000.00","242,500,000.00","30,000,000.00","34,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"110,500.00","59,085.00",,,"75,894.23","4,883,544.23",,,,,,,,"184,000.00","35,188,040.03","113,841,553.73","175,488,987.43","231,853,525.23","57,545,219.94","130,602,884.69","173,069,930.72","270,135,088.25","22,818,599.32","86,349,593.92","167,982,989.73","245,924,315.03","30,247,720.54","34,270,343.83"
五、现金及现金等价物净增加额,"6,490,056.36","2,220,136.68","-7,990,993.88","-12,307,659.87","277,872,947.19","221,729,560.51","223,130,335.82","-34,428,472.75","-68,158,244.66","-85,301,994.62","-94,243,762.14","-18,820,929.77","-10,211,498.06","10,578,374.57","45,689.21","-53,302,032.14","-76,025,230.26","-58,799,767.99","-33,486,299.57","-88,097,192.13","-26,633,592.41","-78,194,383.10","205,558,494.90","-73,600,978.38","-119,550,524.67","-135,403,086.22","-145,345,013.15","-2,729,591.03","-66,314,016.27"
购建固定资产、无形资产和其他长期资产支付的现金,"23,605,671.86","11,948,735.79","47,342,794.32","5,654,050.75","12,102,063.01","29,020,383.12","55,755,996.42","22,952,873.57","54,498,993.49","72,469,244.40","95,115,299.00","9,812,740.16","24,521,069.88","35,270,154.03","40,800,930.39","5,329,703.98","15,485,102.14","23,584,806.10","31,981,629.79","3,689,039.46","6,505,603.17","8,284,104.86","12,986,258.21","13,316,727.87","29,571,400.98","45,220,054.52","94,490,952.07","36,292,680.65","53,279,353.48"
期初现金及现金等价物余额,"42,104,345.26","48,594,401.62","50,814,538.30",,"42,823,544.42","42,823,544.42","42,823,544.42","265,953,880.24","265,953,880.24","265,953,880.24","265,953,880.24","171,710,118.10","171,710,118.10","171,710,118.10","171,710,118.10","171,755,807.31","171,755,807.31","177,525,807.31","171,755,807.31","142,969,507.74","138,269,507.74","138,269,507.74","138,269,507.74","343,828,002.64","343,828,002.64","343,828,002.64","343,828,002.64","198,482,989.49","198,482,989.49"
投资支付的现金,,,,,,,"9,065,000.00",,,,,,,,,"75,000,000.00",,"229,000,000.00",,"132,000,000.00",,,,,,,,,
期末现金及现金等价物余额,"48,594,401.62","50,814,538.30","42,823,544.42",,"320,696,491.61","264,553,104.93","265,953,880.24","231,525,407.49","197,795,635.58","180,651,885.62","171,710,118.10","152,889,188.33","161,498,620.04","182,288,492.67","171,755,807.31","118,453,775.17","95,730,577.05","118,726,039.32","138,269,507.74","54,872,315.61","111,635,915.33","60,075,124.64","343,828,002.64","270,227,024.26","224,277,477.97","208,424,916.42","198,482,989.49","195,753,398.46","132,168,973.22"
