科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
其他应收款,"12,420,650.28","12,918,998.27","14,051,009.94","15,075,722.34","11,508,356.00","2,837,172.13","4,770,109.76","6,083,483.89","6,548,342.21","41,018,140.56","6,108,248.67","10,466,872.08","175,588,723.91","24,369,884.00","26,370,764.68","25,314,628.96","24,312,555.28","7,005,205.28","7,303,352.72","6,932,045.65","6,940,482.88","5,802,603.84","5,417,667.34","7,109,197.58","6,331,363.03","3,968,372.25","5,978,286.68","6,914,552.68","6,339,167.50"
应付职工薪酬,"410,196.79","881,770.76","1,030,000.00","1,002,600.00","1,056,634.00","1,293,940.00","764,000.00","1,030,443.00","1,220,000.00","1,306,000.00","956,558.82","1,090,922.29","698,374.61","3,621,014.24","3,187,683.60","3,573,546.65","3,676,382.16","4,852,518.37","3,436,127.31","2,696,162.59","2,658,999.53","2,930,738.62","1,944,974.27","2,879,271.03","3,670,004.02","10,729,978.26","3,047,687.22","3,188,614.19","3,475,620.34"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"3,619,078.41","2,018,953.33","-4,317,892.96","7,141,263.05","4,895,296.60","3,307,356.76","902,227.20","1,350,143.97","1,831,226.68","-4,287,812.64","-1,191,943.04","2,048,860.28","-10,066,577.07","-22,374,545.44","-29,659,435.86","-16,203,531.20","-12,228,569.05","6,183,820.77","3,718,641.09","14,173,839.61","7,579,092.12","6,048,058.24","1,177,464.37","5,007,189.48","4,299,996.22","5,165,855.83","2,919,057.01","7,119,665.83","4,908,480.79"
应收利息,,,,,,"1,319,512.09","1,034,307.12","2,704,922.18","2,127,696.42","2,907,027.90","673,544.91","1,598,396.66","3,408,683.79","3,898,900.60","31,528.78","902,217.39","901,867.47","3,525,290.90","563,163.14","264,083.56","2,132,580.58","24,226.66","1,117.33",,"129,625.00","606,250.41","37,018.79","587,347.42","678,259.33"
应付利息,"484,048.35","282,507.00","248,702.77","326,621.81","237,099.31","177,098.47","67,856.26","184,731.25","99,588.89","107,141.53","63,043.75","57,312.50","57,312.50","63,043.75","63,043.75","57,312.50","57,312.50","60,942.29","60,942.29","60,942.29","3,219,751.50","523,530.81","3,321,793.02","533,434.28","3,327,286.19","340,283.90","3,134,135.81","376,272.67","3,170,124.58"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"204,208.89","92,900.00",,,,,,,,,,,,,,,,,,,,,,,,,,"1,018,000.00","1,018,000.00"
存货,"225,051,845.14","237,601,889.99","301,115,056.45","319,430,238.65","293,067,722.76","341,444,568.64","363,217,490.60","332,258,495.22","299,266,586.56","330,622,176.58","367,264,830.53","377,934,445.92","339,787,060.50","449,849,644.63","515,577,345.94","463,819,067.52","395,762,558.07","428,455,493.76","515,778,920.39","473,260,351.81","376,056,709.48","363,347,849.23","417,843,805.69","422,657,670.62","359,101,919.79","408,887,709.21","458,065,426.32","399,925,905.86","313,250,843.69"
其他应付款,"107,991,144.04","117,676,592.09","53,251,088.00","54,159,569.38","8,223,417.59","3,275,569.40","3,573,173.54","5,003,012.21","4,659,051.93","4,046,504.14","4,756,200.23","5,723,068.29","15,470,962.11","61,426,669.29","44,688,122.19","48,611,721.00","53,747,847.30","40,638,960.51","31,545,923.32","38,098,376.43","36,793,078.51","12,986,623.43","11,818,402.85","11,578,738.89","11,964,292.48","15,699,556.45","68,798,378.43","62,628,645.04","62,848,277.74"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"37,920,329.57","16,000,000.00","35,000,000.00","30,000,000.00",,,,,,,,,,"1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","28,800,000.00","28,800,000.00","28,800,000.00","28,800,000.00"
其他流动资产,,,,,,,,,,,,,,"60,000,000.00",,,,"13,451,325.86","17,172,469.14","9,006,891.46","3,550,137.84","12,872,249.63","11,224,645.75","6,382,120.29","847,109.99","6,021,767.63","3,632,461.08","1,158,725.51","540,902.19"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"461,912,970.78","518,673,803.63","602,173,766.25","662,188,895.35","1,357,750,718.44","1,316,253,378.39","1,240,009,604.84","1,296,839,044.57","1,255,209,027.63","1,270,728,102.22","1,132,735,947.41","1,149,060,914.28","1,118,639,296.41","1,149,359,597.28","1,088,566,041.93","1,175,878,572.30","1,128,688,002.49","1,194,998,596.43","1,129,304,640.75","1,173,285,640.16","1,364,981,031.74","1,357,053,163.62","1,380,223,958.63","1,340,943,297.73","1,374,057,634.76","1,397,336,876.59","1,455,425,932.38","1,414,311,158.65","1,414,499,827.40"
流动负债合计,"253,737,871.01","315,311,360.23","257,226,246.57","281,659,051.78","185,082,182.70","181,268,994.22","103,457,153.53","141,775,025.41","95,447,664.26","93,104,801.71","63,137,200.62","101,054,157.75","68,923,144.23","227,477,078.20","159,028,528.63","213,741,424.82","174,960,704.03","235,134,509.93","171,663,067.19","203,451,276.20","184,940,290.68","141,804,277.15","141,013,136.92","159,834,996.58","136,344,493.18","214,631,001.41","248,317,363.49","220,612,273.25","204,679,546.37"
可供出售金融资产,,,,,,,,,,,,,,"50,000.00",,,"50,000.00","50,000.00","50,000.00","15,050,000.00","15,050,000.00","15,050,000.00","15,050,000.00","15,050,000.00","15,050,000.00","30,050,000.00","30,050,000.00","30,050,000.00","30,050,000.00"
长期借款,"127,696,127.56","87,000,000.00","82,000,000.00","82,000,000.00","82,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","29,000,000.00","29,000,000.00","29,000,000.00","29,000,000.00","28,900,000.00","28,900,000.00","28,900,000.00","215,416,000.00","215,316,000.00","215,316,000.00","215,316,000.00","215,316,000.00","186,516,000.00","186,516,000.00","186,516,000.00","196,516,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,"50,000.00","50,000.00","50,000.00","50,000.00","50,000.00","50,000.00","50,000.00","50,000.00","50,000.00","50,000.00","50,000.00","50,000.00",,"18,572,957.35","18,795,621.44","18,745,621.44","15,730,825.95","15,730,825.95","14,894,526.94","14,894,526.94",,,,,,,,
专项应付款,,"294,280.50","671,971.50","1,728,540.50","1,868,284.09","359,693.75","362,993.75","326,355.48","728,925.88","714,392.74","704,744.74","988,248.08","977,265.25","2,227,000.00","90,600.00","63,600.00","315,466.66","229,316.65","84,600.00","66,600.00","48,600.00","250,316.66","22,600.00","22,600.00","22,600.00","222,600.00","22,600.00","22,600.00","459,200.00"
投资性房地产,,,,,,,,,,,,,,,,,,,,,,"18,381,516.47","18,119,781.20","17,858,045.93","17,596,310.66",,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"442,079,297.57","444,951,418.57","410,212,689.49","388,024,899.38","376,685,255.64","367,841,752.15","357,376,083.94","347,123,366.47","336,802,040.84","326,896,282.97","315,374,269.25","304,420,358.64","295,343,455.25","437,080,921.52","573,993,794.09","555,984,035.94","533,288,872.55","588,045,916.90","580,999,983.68","565,278,254.87","547,549,634.92","577,897,488.38","557,843,554.35","542,165,887.91","527,998,073.64","533,124,093.48","521,477,629.07","504,513,543.44","496,856,578.51"
递延所得税负债,"3,030.51","1,479,586.85","1,479,586.85","1,455,400.95","1,443,308.01","1,405,982.69","1,387,581.65","1,369,180.61","1,350,779.57","1,332,378.53","1,313,977.49","1,295,576.45","1,277,175.41","4,660,486.05","4,621,215.61","4,581,945.18","4,542,674.74","4,503,404.30","4,464,133.86","4,424,863.43","4,385,592.99","4,402,107.93","4,374,357.42","4,346,606.91","4,318,856.40","4,291,105.88","4,263,355.36","4,235,604.86","4,207,854.34"
在建工程,"5,511,267.63","725,256.57","684,646.60","699,886.64","1,640,437.05","1,211,574.53","2,927,851.05","14,218,033.30","42,548,957.53","52,452,478.20","102,836,624.54","153,740,135.01","175,871,127.25","181,957,021.41","39,330,305.76","42,335,352.52","89,305,185.85","39,842,534.20","53,766,875.35","51,590,785.62","58,098,406.29","547,327.05","831,478.42","1,058,099.23","1,703,111.54","1,581,183.78","4,159,306.07","15,031,106.06","64,386,107.99"
其他非流动负债,,,,,,"1,392,337.48","1,377,632.35","1,192,139.55","1,045,421.91","5,585,298.85","5,577,957.85","5,612,432.47","5,604,848.47","7,235,843.01","7,233,613.01","7,867,857.70","8,261,363.57",,,,,,,,,,,,
工程物资,"286,723.10",,,,,,,,"62,667.68","80,047.36","80,047.36","177,607.44","177,607.44","223,980.84","117,964.45","89,285.96","115,280.08","125,750.73",,,,,,,,"696,388.77","1,391,357.51","4,284,519.80","5,181,870.18"
非流动负债合计,"127,699,158.07","88,773,867.35","84,151,558.35","85,183,941.45","85,311,592.10","33,158,013.92","33,128,207.75","32,887,675.64","33,125,127.36","37,632,070.12","37,596,680.08","37,896,257.00","37,859,289.13","43,123,329.06","40,945,428.62","41,513,402.88","42,119,504.97","41,174,670.83","40,969,852.11","41,069,580.66","227,255,290.17","227,058,146.29","226,655,778.69","226,349,829.12","226,338,713.94","198,113,596.54","197,866,215.92","198,771,004.08","209,372,609.49"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,"193,754.69",
负债合计,"381,437,029.08","404,085,227.58","341,377,804.92","366,842,993.23","270,393,774.80","214,427,008.14","136,585,361.28","174,662,701.05","128,572,791.62","130,736,871.83","100,733,880.70","138,950,414.75","106,782,433.36","270,600,407.26","199,973,957.25","255,254,827.70","217,080,209.00","276,309,180.76","212,632,919.30","244,520,856.86","412,195,580.85","368,862,423.44","367,668,915.61","386,184,825.70","362,683,207.12","412,744,597.95","446,183,579.41","419,383,277.33","414,052,155.86"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"175,836,000.00","175,836,000.00","175,836,000.00","175,836,000.00","234,456,000.00","234,456,000.00","234,456,000.00","468,912,000.00","468,912,000.00","468,912,000.00","468,912,000.00","468,912,000.00","468,912,000.00","468,912,000.00","468,912,000.00","468,912,000.00","468,912,000.00","468,912,000.00","468,912,000.00","468,912,000.00","468,912,000.00","468,912,000.00","468,912,000.00","468,912,000.00","468,912,000.00","468,912,000.00","479,092,000.00","958,184,000.00","958,184,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"248,932,446.72","247,210,489.28","247,210,489.28","247,210,489.28","955,496,291.28","955,496,291.28","955,496,291.28","721,040,291.28","721,040,291.28","721,040,291.28","721,040,291.28","721,040,291.28","721,040,291.28","721,040,291.28","725,766,441.27","725,766,441.27","725,766,441.27","721,040,291.28",,"721,040,291.28","721,040,291.28","721,040,291.28","721,040,291.28","715,190,156.57","715,190,156.57","715,190,156.57","750,107,556.57","271,015,556.57","271,015,556.57"
无形资产,"34,150,393.31","47,676,553.52","48,792,848.83","48,450,996.87","49,419,067.77","50,295,986.67","49,873,893.77","49,387,284.95","49,081,950.18","48,388,106.82","122,041,971.82","121,338,526.60","126,992,557.95","199,336,392.90","195,214,530.93","193,930,991.64","192,727,845.35","192,700,611.92","191,300,365.29","189,853,642.20","189,153,991.14","181,642,713.04","180,842,711.44","181,250,052.09","180,452,148.96","200,490,379.13","198,919,306.21","197,649,403.62","196,487,281.53"
盈余公积,"8,239,886.33","11,201,493.40","16,249,971.35","16,249,971.35","16,249,971.35","22,956,229.22","22,956,229.22","22,956,229.22","22,956,229.22","33,926,220.83","33,926,220.83","33,926,220.83","33,926,220.83","45,885,745.13","45,397,248.00","45,397,248.00","45,397,248.00","56,554,241.50","56,554,241.50","56,554,241.50","56,554,241.50","64,444,114.22","64,444,114.22","64,444,114.22","64,444,114.22","74,292,556.52","74,292,556.52","74,292,556.52","74,292,556.52"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,"45,097,400.00","45,097,400.00","45,097,400.00"
商誉,,"3,359,589.87","3,359,589.87","3,359,589.87","3,359,589.87",,,,,,,,,,,,,,,,,,,,,"12,917,832.82","12,917,832.82","12,917,832.82","12,917,832.82"
未分配利润,"110,347,400.35","178,160,870.61","286,013,290.70","298,149,838.35","313,824,055.44","309,676,905.88","302,103,294.60","321,511,240.90","343,738,064.90","345,531,059.26","350,057,893.20","367,634,829.77","388,089,313.49","400,818,210.08","414,279,976.82","429,210,293.88","442,944,431.94","445,458,905.28","449,385,558.09","456,133,908.63","467,185,756.94","463,384,310.32","466,364,560.19","465,587,541.83","507,621,057.08","514,104,797.47","536,518,167.17","533,014,634.02","589,685,380.03"
长期待摊费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东权益,"20,755,132.14",,,,,,,,,,,,,"62,163,093.68","62,626,379.59","63,896,173.04","64,243,601.64","64,562,052.85","63,970,116.39","64,394,067.29","65,442,236.23","65,951,771.58","66,504,305.02",,,"22,339,631.78","22,375,994.35","22,562,084.97","22,452,835.86"
递延所得税资产,"1,607,242.23","1,057,458.71","1,414,015.21","1,515,024.10","1,515,024.10","1,359,742.78","1,359,742.78","1,464,733.16","1,464,733.16","1,551,425.63","1,551,425.63","1,676,214.66","1,676,214.66","1,411,833.48","1,160,408.42","1,423,124.09","1,423,124.09","1,342,435.54","1,342,435.54","1,602,515.77","1,602,515.77","2,072,350.29","2,072,350.29","2,125,043.53","2,125,043.53","1,630,339.51","1,630,339.51","1,635,187.82","1,635,187.82"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,"30,050,974.96","37,795,079.20","53,015,637.59","62,817,833.67"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"483,634,923.84","497,820,277.24","464,513,790.00","442,100,396.86","432,669,374.43","420,759,056.13","411,587,571.54","412,243,417.88","430,010,349.39","429,418,340.98","541,934,338.60","581,402,842.35","600,110,962.55","820,060,150.15","828,389,961.00","812,558,411.59","835,655,929.36","837,838,075.24","843,190,485.81","838,269,725.40","826,349,075.06","795,591,395.23","774,759,875.70","759,507,128.69","744,924,688.33","810,541,192.45","808,340,850.39","819,290,985.84","870,332,692.52"
所有者权益(或股东权益)合计,"564,110,865.54","612,408,853.29","725,309,751.33","737,446,298.98","1,520,026,318.07","1,522,585,426.38","1,515,011,815.10","1,534,419,761.40","1,556,646,585.40","1,569,409,571.37","1,573,936,405.31","1,591,513,341.88","1,611,967,825.60","1,698,819,340.17","1,716,982,045.68","1,733,182,156.19","1,747,263,722.85","1,756,527,490.91","1,759,862,207.26","1,767,034,508.70","1,779,134,525.95","1,783,782,135.41","1,787,314,918.72","1,714,265,600.72","1,756,299,115.97","1,795,133,471.09","1,817,583,203.36","1,814,218,867.16","1,870,780,364.06"
资产总计,"945,547,894.62","1,016,494,080.87","1,066,687,556.25","1,104,289,292.21","1,790,420,092.87","1,737,012,434.52","1,651,597,176.38","1,709,082,462.45","1,685,219,377.02","1,700,146,443.20","1,674,670,286.01","1,730,463,756.63","1,718,750,258.96","1,969,419,747.43","1,916,956,002.93","1,988,436,983.89","1,964,343,931.85","2,032,836,671.67","1,972,495,126.56","2,011,555,365.56","2,191,330,106.80","2,152,644,558.85","2,154,983,834.33","2,100,450,426.42","2,118,982,323.09","2,207,878,069.04","2,263,766,782.77","2,233,602,144.49","2,284,832,519.92"
负债和所有者(或股东权益)合计,"945,547,894.62","1,016,494,080.87","1,066,687,556.25","1,104,289,292.21","1,790,420,092.87","1,737,012,434.52","1,651,597,176.38","1,709,082,462.45","1,685,219,377.02","1,700,146,443.20","1,674,670,286.01","1,730,463,756.63","1,718,750,258.96","1,969,419,747.43","1,916,956,002.93","1,988,436,983.89","1,964,343,931.85","2,032,836,671.67","1,972,495,126.56","2,011,555,365.56","2,191,330,106.80","2,152,644,558.85","2,154,983,834.33","2,100,450,426.42","2,118,982,323.09","2,207,878,069.04","2,263,766,782.77","2,233,602,144.49","2,284,832,519.92"
