科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"1,784,870,435.19","4,043,187,800.00","6,202,413,071.43","8,455,549,041.00","2,111,093,644.69","4,584,730,006.00","6,705,258,843.51","8,587,033,608.00","2,157,826,687.74","4,722,445,599.00","7,499,030,520.31","10,433,205,023.00","3,565,674,457.81","7,675,817,269.00","11,641,762,931.06","15,767,896,708.00","4,727,348,374.71","9,221,540,059.00","13,309,511,338.89","17,456,998,864.00","4,493,959,867.57","8,721,528,786.00","12,745,784,681.18","17,474,707,097.00","4,900,874,926.87","9,670,757,076.00","14,795,231,986.45","20,889,705,715.00","6,190,538,510.10","12,274,929,660.00","18,095,963,681.80","25,537,289,610.00","6,350,233,525.03","11,989,327,365.00","16,966,214,985.81","24,527,892,839.00","5,341,489,672.00","10,810,735,569.00","17,229,358,022.00","26,633,948,551.00","8,155,676,321.00","15,666,475,904.00","22,435,181,477.00","31,345,746,762.00","6,481,073,238.00","14,287,497,313.00","20,190,123,934.00","28,249,339,672.00","6,506,385,533.00"
二、营业利润,"167,375,257.54","484,166,256.00","743,787,332.13","857,217,676.00","239,077,999.93","460,952,800.00","587,717,612.08","737,671,647.00","232,562,871.17","547,796,074.00","944,388,785.75","1,236,400,125.00","582,482,631.21","1,244,783,319.00","1,733,502,323.25","2,041,724,088.00","665,104,328.72","1,290,595,433.00","1,760,299,325.97","2,029,194,757.00","556,820,938.27","1,068,385,056.00","1,452,400,051.74","1,717,225,226.00","598,611,013.49","1,094,860,269.00","1,491,618,728.72","1,753,477,239.00","609,488,794.07","1,066,457,729.00","1,482,397,570.75","1,851,976,842.00","547,239,388.45","1,064,286,654.00","1,484,475,475.30","1,801,908,037.00","257,094,552.00","540,098,065.00","956,682,186.00","955,029,749.00","208,947,238.00","405,363,598.00","437,454,843.00","128,582,676.00","102,118,264.00","191,228,764.00","41,567,367.00","-198,266,057.00","-96,434,676.00"
减:营业成本,"1,373,663,657.09","3,034,607,152.00","4,648,689,908.52","6,359,447,039.00","1,568,485,348.56","3,457,989,680.00","5,116,774,698.67","6,645,061,869.00","1,682,165,510.87","3,549,912,340.00","5,548,357,003.70","7,706,608,170.00","2,630,049,706.79","5,675,347,581.00","8,629,733,074.49","11,696,387,779.00","3,627,937,636.05","6,992,496,536.00","10,066,861,689.82","13,143,861,295.00","3,409,213,377.08","6,591,019,104.00","9,599,165,663.99","13,107,626,855.00","3,635,961,832.81","7,154,927,125.00","10,964,002,846.48","15,523,060,683.00","4,669,023,263.10","9,236,374,839.00","13,595,101,269.61","19,098,715,294.00","4,808,494,888.86","9,009,816,378.00","12,713,141,439.40","18,131,134,952.00","4,058,811,388.00","8,356,083,244.00","13,222,470,789.00","20,612,722,940.00","6,465,003,182.00","12,371,957,181.00","17,779,599,883.00","25,045,089,962.00","5,603,280,788.00","12,277,723,600.00","17,321,692,624.00","24,409,546,754.00","5,601,573,530.00"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"31,815,709.20","68,210,915.00","105,189,719.71","145,208,094.00","37,041,993.81","79,429,268.00","112,617,824.01","145,541,626.00","37,198,507.45","76,244,832.00","127,136,526.87","180,522,984.00","60,984,133.43","131,398,825.00","201,421,171.94","287,282,820.00","133,446,991.56","262,719,591.00","387,856,406.41","513,922,378.00","145,267,442.70","255,970,066.00","357,379,343.18","506,733,659.00","165,247,485.81","272,146,078.00","423,992,534.12","614,397,236.00","241,922,518.20","439,827,272.00","617,706,597.87","852,415,871.00","213,987,115.29","371,170,657.00","522,025,551.68","788,236,243.00","176,622,371.00","320,458,769.00","505,842,709.00","823,493,757.00","292,970,683.00","544,622,204.00","735,362,839.00","967,011,351.00","183,607,073.00","368,792,194.00","520,125,367.00","687,132,627.00","179,764,943.00"
营业外收入,"168,243.09","1,228,290.00","6,825,070.31","7,509,534.00","528,662.80","165,591,924.00","167,337,656.54","167,696,381.00","69,598.04","2,599,195.00","5,628,040.95","8,365,021.00","1,385,803.33","2,831,515.00","3,176,766.77","4,237,920.00","1,242,104.55","3,431,590.00","6,451,887.60","101,337,654.00","11,384,337.54","12,213,936.00","12,551,605.86","181,943,636.00","837,105.27","7,257,183.00","18,152,539.63","179,480,908.00","90,873,462.52","276,836,684.00","281,652,249.08","585,828,579.00","148,453,193.55","207,185,716.00","300,267,480.38","714,861,706.00","191,018,977.00","231,885,759.00","280,801,253.00","529,893,166.00","51,336,117.00","210,838,678.00","257,521,848.00","637,346,229.00","70,209,141.00","155,624,144.00","155,791,521.00","248,127,231.00","106,321,760.00"
销售费用,"128,286,460.74","268,410,942.00","417,411,919.53","618,712,663.00","181,072,350.00","365,659,999.00","541,722,668.26","526,314,997.00","126,144,572.80","319,154,428.00","535,003,655.09","770,235,645.00","183,800,388.22","381,235,947.00","661,556,625.65","1,019,046,384.00","180,108,989.32","402,392,558.00","672,713,400.70","1,010,260,927.00","272,954,856.51","551,580,531.00","806,530,373.43","1,117,030,338.00","231,767,422.32","567,567,510.00","978,386,567.76","1,443,447,483.00","402,068,591.17","844,977,237.00","1,247,074,517.48","1,738,087,238.00","344,101,447.25","634,669,948.00","961,423,007.21","1,591,235,088.00","455,959,980.00","758,003,372.00","1,209,756,205.00","1,961,534,561.00","704,191,218.00","1,270,477,414.00","1,884,349,456.00","2,694,779,385.00","187,620,602.00","452,934,072.00","737,230,384.00","1,202,382,122.00","315,747,801.00"
减:营业外支出,"797,721.99","2,338,135.00","3,826,458.04","4,269,121.00","74,752.95","1,397,927.00","2,602,501.98","2,971,614.00","253,000.62","330,793.00","350,013.50","1,120,751.00","257,359.08","6,689,798.00","10,107,992.26","12,585,476.00","13,230.20","2,595,151.00","3,040,658.83","3,281,516.00","289,120.02","2,575,571.00","2,695,181.18","3,924,898.00","21,268.09","1,281,317.00","2,969,450.52","5,870,693.00","306,583.86","1,099,666.00","1,814,071.54","8,510,202.00","742,682.11","4,016,184.00","4,779,828.10","7,166,038.00","709,051.00","1,364,299.00","1,867,156.00","3,331,667.00","117,453.00","864,413.00","3,591,823.00","4,106,080.00","373,576.00","498,247.00","8,479,755.00","10,221,387.00","2,434,977.00"
管理费用,"95,674,741.27","210,210,760.00","327,800,245.23","536,552,633.00","100,646,221.28","251,218,161.00","393,974,458.40","588,530,529.00","90,590,057.15","251,455,768.00","385,857,838.00","596,114,442.00","128,829,492.16","287,125,218.00","482,749,520.78","820,275,725.00","156,411,493.52","347,503,695.00","534,546,476.47","914,569,910.00","169,717,114.23","370,695,363.00","691,902,293.47","1,236,755,874.00","302,746,085.93","671,507,725.00","1,079,227,244.54","1,699,503,052.00","326,475,813.44","819,867,087.00","1,346,743,216.69","2,136,984,154.00","506,125,253.91","1,058,653,876.00","1,483,169,741.08","2,444,414,548.00","452,014,316.00","925,923,875.00","1,480,719,961.00","2,461,840,500.00","540,119,715.00","1,171,795,511.00","1,754,942,617.00","2,704,643,497.00","498,598,845.00","1,133,334,930.00","514,120,994.00","796,704,897.00","195,174,150.00"
其中:非流动资产处置净损失,"687,311.99","2,136,190.00","-3,619,975.97","3,695,781.00","74,459.55","163,127.00","192,218.66","557,781.00","58,734.19","107,089.00","122,378.17","761,966.00","257,159.08","2,393,448.00","2,411,180.24","3,866,764.00","8,138.20","536,525.00","890,231.83","966,686.00","288,870.02","572,661.00","690,591.73","1,624,711.00","20,218.09","551,154.00","1,827,414.90","3,028,177.00","305,486.47","974,999.00","1,686,461.67","7,922,742.00","460,940.27","3,724,782.00","4,487,425.91","6,722,636.00","708,451.00","980,269.00","1,386,476.00","2,728,401.00","117,103.00","694,549.00","1,366,379.00",,,,,,
