科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"89,372,956.18","120,359,262.86","177,005,856.91","288,352,711.35","136,069,859.36","2,492,874,923.79","1,500,076,614.39","1,177,292,695.86","1,081,700,040.33","675,514,133.74","1,153,571,603.98","568,301,591.84","457,669,653.06","209,058,552.05","95,708,345.22","65,058,964.04","61,876,146.24","55,637,415.68","50,789,203.22","59,508,824.63","305,685,803.40","113,235,771.66","243,062,663.73","761,275,919.99","1,201,259,920.87","3,291,402,006.87","2,052,635,256.82","2,889,719,739.49","3,531,524,916.06","3,803,305,892.07","4,676,539,009.21","4,094,098,153.27","4,247,876,426.98","4,550,382,119.08","4,059,107,077.89","4,001,178,205.10","4,250,976,030.16","4,396,436,298.74","5,500,801,642.99"
短期借款,"4,550,000.00","217,826,081.15","375,276,688.38","373,539,487.80","603,555,104.67","1,075,587,200.00","1,098,214,300.00","1,788,327,100.00","1,910,132,767.03","2,261,969,364.99","2,332,598,464.30","1,921,195,227.95","1,777,696,287.95","1,872,153,989.06","1,883,583,558.65","1,768,118,464.81","1,776,816,796.79","1,320,996,122.55","1,374,364,832.77","1,374,547,614.78","1,106,750,662.10",,,"950,000,000.00","1,150,000,000.00","2,705,884,800.00","2,857,895,400.00","3,125,083,200.00","4,955,867,600.00","4,366,046,626.38","4,972,524,075.04","5,197,013,762.41","5,264,598,561.53","3,081,292,302.86","4,376,720,573.53","3,892,322,968.05","4,295,894,043.09","4,059,295,838.45","4,415,853,382.75"
交易性金融资产,,,,"4,332,700.00",,"3,160,800.00","3,160,800.00",,,,,"11,864,970.00","3,563,538.00",,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,"3,201,600.00",,,,,,"2,159,323.87","2,159,323.87",,"7,466,500.00",,"6,367,300.00",,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,"832,977.44",,,,"10,296,960.77","12,586,960.77","1,311,880.56","311,880.56",,,,,,,"4,800,000.00","43,500,000.00","1,092,485,000.00","788,984,013.20","2,149,569,224.25","3,056,545,320.02","3,071,588,566.60","2,984,356,329.73","2,952,200,430.98","3,519,097,305.54","2,787,504,844.14","2,467,206,523.36","3,179,952,583.52","3,019,812,555.58","1,326,420,409.80","847,308,143.46"
应付票据,,"27,866,800.00","97,936,060.00","56,859,860.00","45,157,080.00","31,683,000.00","70,833,500.00","146,904,578.70","169,181,018.70","77,089,155.31","239,229,327.79","585,018,629.76","680,094,722.64","330,176,964.70","163,816,708.70","34,100,000.00","25,000,000.00",,,,,,,,"1,620,490,686.00","2,302,703,490.64","2,036,972,620.26","3,105,280,372.02","3,473,022,717.82","1,982,101,572.79","2,194,314,150.88","2,335,539,951.28","3,453,675,120.46","4,107,554,751.85","3,001,736,514.48","3,000,858,715.85",,"2,069,284,986.88",
应收账款,"35,294,247.02","74,044,395.05","278,400,883.91","245,112,426.88","431,933,050.02","649,937,848.41","992,427,569.85","1,925,966,767.72","2,035,026,957.07","2,242,314,535.09","2,634,476,737.71","2,585,981,647.00","3,342,348,154.68","2,140,208,174.55","2,140,352,587.31","2,056,412,639.45","2,104,092,062.99","92,783,575.06","1,477,465,857.61","381,945,565.88","1,137,217,188.40","1,863,310,681.83","3,175,658,049.96","3,892,350,930.96","5,253,267,828.94","5,495,408,800.90","7,390,292,290.32","6,569,354,911.82","7,373,377,671.50","6,453,360,248.27","6,721,542,503.93","6,610,792,462.25","6,144,286,660.72","7,597,163,334.64","7,202,425,355.90","5,313,050,588.00","5,013,091,714.21","3,443,383,328.30","2,595,086,073.74"
应付账款,"46,472,776.70","110,279,724.99","159,882,940.34","183,761,260.81","268,467,925.78","96,364,551.79","366,712,893.64","490,326,769.48","591,763,349.65","1,357,460,825.24","1,047,361,598.81","772,578,357.38","990,972,705.00","1,839,688,927.04","1,885,379,124.53","2,055,976,305.45","2,026,456,129.80","1,550,308,234.19","1,596,805,542.35","1,605,135,106.62","2,311,537,789.21","1,636,816,488.37","2,749,144,545.78","3,344,174,932.27","2,776,441,381.33","2,392,494,259.92","3,054,346,152.69","2,612,139,930.49","2,940,300,462.90","2,732,026,302.54","2,577,604,132.54","2,456,141,774.82","2,426,036,828.24","2,975,349,891.27","3,565,220,421.53","3,418,824,599.64",,"3,429,290,080.63",
预付款项,"109,166,509.52","44,288,646.27","123,911,158.78","233,514,291.56","527,403,878.30","317,827,527.26","935,816,031.75","741,963,275.16","968,697,588.17","475,834,817.79","684,326,421.08","526,680,915.27","528,494,304.44","359,699,204.79","331,683,800.51","401,729,641.45","317,848,319.39","17,616,257.20","112,844,299.54","83,498,111.39","24,525,530.97","5,353,682.14","373,921.75","63,466,859.52","66,752,891.18","296,796,901.98","317,893,694.83","146,357,838.90","106,369,762.87","485,996,172.41","514,815,233.69","648,290,507.78","680,088,617.81","286,707,210.49","378,287,429.77","508,776,520.16","221,338,070.77","335,192,454.03","380,541,983.41"
预收款项,"84,519,141.72","2,196,267.33","988,697.13","629,051.97","8,641,167.90","5,065,754.66","62,335,746.61","18,014,958.96","24,691,478.74","120,870,294.41","70,015,752.09","84,478,181.14","16,434,392.16","5,705,061.62","49,188,219.15","22,351,817.15","6,249,200.72","39,731,391.99","21,523,855.64","18,299,016.29","18,338,040.69",,,"24,000,000.00","77,556,092.40","578,511,525.01","875,100,660.40","626,957,794.62","122,575,490.80","1,054,522,436.92","1,371,345,929.62","1,002,406,428.16","650,611,988.08","462,348,407.77","967,062,532.17","541,280,106.74","479,032,364.58","942,972,360.08","499,343,255.21"
