科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"14,854,658.42","46,290,757.45","42,446,807.50","49,719,128.41","659,843,909.38","453,025,631.81","403,082,402.94","411,610,255.17","379,968,880.90","320,727,844.84","309,473,866.51","292,047,898.11","313,703,965.17","285,209,303.46","204,756,490.14","220,603,247.72","164,896,989.53","173,559,994.49","132,653,090.47","184,805,332.14","187,364,414.73","205,635,193.81","256,772,078.81","66,563,409.56","84,252,607.47","91,088,429.88","160,113,427.38","178,607,229.51","154,284,802.97","132,865,276.49","177,296,996.42","86,273,900.89","261,287,976.79","417,801,353.21","416,961,210.18"
短期借款,"100,000,000.00","152,444,000.00","80,000,000.00","75,000,000.00","115,000,000.00",,"40,000,000.00","10,000,000.00",,,,,,,,,,,,"49,000,000.00","43,700,000.00","60,200,000.00","70,000,000.00","79,846,400.00","49,474,600.00","82,000,000.00","112,000,000.00","79,900,000.00","72,200,000.00","37,500,000.00","22,500,000.00","26,800,000.00","9,500,000.00","9,500,000.00","9,500,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"9,000,000.00","468,759.10","1,940,000.00",,"3,000,000.00","79,740,557.77","19,090,000.00","73,537,000.00","51,531,522.92","47,183,193.96","58,008,951.88","5,309,831.00","3,830,684.07","22,354,000.00","20,158,197.85","13,754,352.23","15,292,000.00","7,655,827.90","896,700.00","72,764,889.85","63,473,737.65","105,676,270.12","42,051,767.91","16,190,383.21","12,504,135.66","4,586,697.82","1,234,800.00","23,688,627.25","11,157,035.26","12,819,100.64","7,991,935.00","26,566,598.75","8,897,235.42","13,680,691.06","3,952,762.78"
应付票据,,"10,000,000.00",,,,,,,,,,,,,,,,,,"9,000,000.00","6,000,000.00",,,,"8,500,000.00",,,"10,000,000.00","15,000,000.00","18,500,000.00","34,800,000.00","27,586,770.01","5,286,770.01","5,892,901.22","23,079,434.13"
应收账款,"24,840,542.42","67,003,243.40","80,709,260.23","64,778,108.80","147,034,960.49","82,059,871.42","213,721,298.52","126,031,320.14","138,432,702.69","160,494,109.05","184,422,274.78","266,333,030.56","263,591,767.10","141,178,274.74","243,022,248.80","231,703,292.37","234,735,376.24","219,819,124.06","324,803,013.88","343,966,954.61","311,506,678.35","389,571,315.57","392,502,278.54","430,094,770.10","404,332,195.08","468,206,998.56","431,179,004.58","286,367,317.53","350,497,206.11","309,687,673.02","227,124,741.83","246,167,664.62","149,517,270.89","130,271,620.88","56,504,897.25"
应付账款,"90,262,428.25","41,339,783.30","68,823,065.22","71,725,067.94","58,710,584.43","46,829,774.05","40,879,594.85","76,803,702.24","63,817,017.90","59,001,080.52","44,662,611.29","83,197,184.93","72,213,345.77","61,106,133.03","56,791,412.26","67,019,673.05","64,049,479.05","86,444,747.88","65,816,707.70","82,576,056.64","91,096,934.89","118,916,161.06","104,398,163.24","110,910,137.27","107,728,700.77","210,229,747.26","216,435,012.82","191,446,692.97","149,060,939.14","138,538,627.62","101,556,281.72","104,790,826.43","76,453,226.45","93,988,049.18","77,283,769.30"
预付款项,"14,773,177.42","4,667,286.88","6,312,268.16","8,017,534.92","15,543,859.53","11,283,691.08","29,422,600.93","4,242,751.82","50,051,963.17","29,182,013.77","38,853,293.38","41,902,340.57","95,496,411.92","45,796,426.54","45,445,873.31","42,338,005.41","59,498,079.52","14,662,053.11","4,587,615.77","23,780,627.25","28,783,827.28","13,247,328.31","11,543,986.23","19,867,968.00","19,911,889.02","18,559,757.71","55,303,515.32","39,273,431.10","125,026,675.09","37,633,076.40","28,451,998.92","41,595,234.69","32,584,283.86","29,851,723.64","36,248,489.37"
预收款项,"11,092,066.67","209,508.93","734,236.75","140,643.86","684,322.16","328,001.35","426,076.46","342,410.10","528,738.05","3,927,405.43","2,206,692.20","778,130.95","2,456,866.19","9,273,107.84","9,330,074.88","743,301.77","10,410,806.71","20,253,710.29","19,662,257.81","19,677,737.87","19,309,227.75","13,471,734.71","15,638,333.91","3,682,985.32","3,736,979.47","240,574.50","769,164.90","357,820.42","9,925,484.42","656,322.56","1,822,932.26","1,415,962.40","83,588,041.89","899,993.00","1,837,388.24"
其他应收款,"5,328,039.06","2,368,982.23","1,812,401.66","1,976,834.98","2,125,509.92","2,129,302.28","2,526,406.00","3,846,284.99","4,131,535.24","2,327,305.92","2,286,252.17","3,836,473.16","4,083,249.73","1,358,621.38","2,976,686.48","3,817,345.81","4,423,132.59","2,227,724.01","3,498,389.83","5,624,869.69","6,971,822.89","3,785,497.96","11,498,892.25","10,356,030.30","8,710,516.28","9,326,065.94","10,680,923.13","23,720,836.27","12,003,420.44","5,966,095.45","18,329,488.09","3,927,073.02","13,863,905.80","4,842,032.35","5,416,182.54"
应付职工薪酬,"1,438,922.79","3,195,558.94","2,607,387.66","2,576,624.52","2,232,255.52","5,435,674.72","5,717,430.83","1,990,622.86","2,742,448.36","3,011,627.50","2,326,905.47","3,075,610.96","977,130.01","2,143,613.22","2,078,916.86","1,139,165.36","912,203.00","2,048,003.46","2,293,521.83","2,944,855.51","3,440,130.52","5,180,747.72","5,646,715.46","2,083,209.75","2,629,327.78","4,439,071.87","3,259,200.43","667,412.62","783,346.62","693,359.12","651,142.39","712,019.94","696,522.67","693,359.12","749,153.13"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"16,601,566.26","2,527,942.16","5,785,894.23","4,048,232.06","12,833,102.97","5,696,192.80","10,852,453.65","8,337,098.34","4,071,002.13","-3,400,582.71","15,438,803.57","6,932,384.66","20,776,370.14","4,183,367.89","15,773,004.75","12,207,997.90","12,596,110.11","5,305,127.03","13,821,492.74","12,926,215.53","5,123,937.35","14,556,009.19","10,858,480.97","2,949,114.44","2,684,757.65","9,020,639.92","7,120,029.86","691,240.34","7,631,138.57","20,684,519.86","4,061,419.42","1,382,309.09","1,830,679.34","11,412,911.24","1,972,989.22"
应收利息,,,,,,"1,610,450.00","1,675,000.00","3,145,986.11","218,583.33","1,716,794.52","85,250.00","834,466.65","61,493.06","591,975.80","760,926.66","86,191.78","62,685.00",,"269,510.98","454,520.13",,,,,,,,,,,"218,375.00",,,,
应付利息,"226,504.11","374,512.76","225,791.25","139,318.00",,,,,,,,,,,,,,,,"510,273.97","51,397.25","65,205.47","2,684.93","9,424.66","9,424.66","7,342.47","7,342.47","54,821.92",,"93,160.12","93,160.12","93,160.12","145,232.87","137,424.66","139,333.33"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66,451.55",,,,
应付股利,,,,,,,,,,,,,,,,"10,381,204.45",,,,,,,,"8,854,569.00",,,,,,,,,,,
存货,"124,128,780.86","55,989,372.04","33,050,173.57","41,027,813.37","39,867,783.22","74,532,565.51","87,902,234.52","98,179,756.02","81,154,472.70","107,809,878.64","115,715,936.98","106,861,213.59","60,322,876.22","98,271,580.14","87,627,455.79","96,876,819.81","88,310,231.05","90,545,714.85","93,376,528.59","74,649,390.14","103,324,379.79","65,531,472.47","92,246,712.51","93,220,392.91","90,212,085.50","104,945,368.06","160,582,971.89","172,936,314.52","123,945,780.93","65,288,857.22","100,608,008.33","113,563,850.05","100,716,760.63","44,858,154.56","104,474,194.82"
其他应付款,"1,144,761.26","746,765.08","1,001,745.44","663,993.39","5,205,059.89","1,357,869.03","1,476,916.73","1,560,369.87","1,622,660.87","596,630.76","481,434.76","625,950.12","765,931.76","602,719.93","443,196.93","509,103.38","492,645.94","736,139.50","715,904.50","3,812,841.43","4,409,047.25","14,415,531.19","17,821,951.93","16,799,681.77","21,538,200.97","10,980,441.55","13,276,587.01","1,238,513.78","11,181,112.44","2,095,043.42","1,602,066.71","1,613,605.98","81,761,887.42","62,177,496.65","37,262,932.58"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,"4,097,764.50",,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,000,000.00","17,000,000.00","24,000,000.00","24,000,000.00","24,000,000.00","24,000,000.00"
其他流动资产,,,,,,,,,,"16,000,000.00",,,,"43,500,000.00","60,000,000.00","64,000,000.00","113,000,000.00","168,540,000.00","107,140,000.00","20,470,000.00","50,414,000.00","52,560,000.00","45,473,506.46","67,060,000.00","59,170,000.00","45,201,245.93","13,380,612.46","67,179,755.13","20,079,755.13","71,294,291.40","8,214,306.74","14,766,430.83","53,344,008.56","52,204,387.52","29,027,763.69"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"192,925,198.18","176,788,401.10","166,270,911.12","165,519,420.48","867,416,022.54","704,382,069.87","757,419,942.91","720,593,354.25","705,489,660.95","685,441,140.70","708,845,825.70","717,125,253.64","741,090,447.27","638,260,182.06","664,747,879.03","673,179,255.13","680,218,493.93","677,010,438.42","667,224,849.52","726,516,583.81","751,838,860.69","836,007,078.24","852,089,222.71","703,352,954.08","683,191,193.51","741,914,563.90","832,475,254.76","791,773,511.31","796,994,675.93","635,554,370.62","568,302,301.88","532,860,752.85","620,211,441.95","693,509,963.22","652,585,500.63"
流动负债合计,"220,766,249.34","210,838,071.17","159,178,120.55","154,293,879.77","194,665,324.97","59,647,511.95","99,352,472.52","99,034,203.41","72,781,867.31","63,136,161.50","65,116,447.29","94,609,261.62","97,189,643.87","77,308,941.91","84,416,605.68","92,000,445.91","88,461,244.81","114,787,728.16","102,309,884.58","180,447,980.95","173,130,675.01","226,805,389.34","224,366,330.44","225,135,522.21","196,301,991.30","316,917,817.57","352,867,337.49","284,356,502.05","265,782,021.19","235,761,032.70","184,087,002.62","188,394,653.97","283,262,360.65","208,702,135.07","175,824,999.93"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,,"40,000,000.00","40,000,000.00","37,550,000.00",,,,,,,,,,,,,,,,,,,,,,,"43,166,207.80","56,657,151.08","42,655,164.82","46,330,164.82","69,000,000.00","69,000,000.00","64,000,000.00","64,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,"52,578,996.98","51,819,594.28","51,050,369.51","50,681,189.47","48,988,875.80","47,822,942.66","47,216,916.33","46,609,359.70","47,759,725.31","47,313,417.18","44,868,328.37","43,586,161.35","44,880,856.92","43,485,509.16","43,633,379.08","42,287,859.79","41,053,815.44","39,544,673.06","34,431,627.48","32,438,836.22","25,542,919.59","22,607,590.71"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
