科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"131,675,819.59","194,158,731.90","188,589,379.98","36,310,105.75","88,680,104.86","139,683,524.17","227,781,631.06","46,756,483.22","135,791,946.16","205,594,157.93","338,482,371.20","71,885,475.65","140,645,505.62","184,745,123.24","402,310,770.68","62,805,671.54","134,160,073.60","207,411,759.14","376,608,731.45","39,624,680.51","92,076,989.93","163,011,199.11","192,671,769.86","61,854,306.76","114,498,523.06","160,956,081.57","149,309,669.92","46,214,717.85","93,653,580.89","138,491,315.73","155,337,906.01","33,579,564.88","74,428,125.98","112,894,467.97","152,733,022.47","31,762,779.80","98,445,800.13"
取得子公司及其他营业单位支付的现金净额,,,,,,,"6,036,618.27",,,,,,,,,,,,"4,970,645.24",,,,,,,,,,,,,,,,"30,000,000.00",,
收到的税费返还,,,,,"6,030.77","56,101.89","54,300.85","4,000.00","313,840.00","305,840.00","1,756.23",,,"128,213.70","152,145.32","227,296.40","227,296.40","227,296.40","291,129.74","32,307.70","123,134.33","123,134.33","32,307.70",,,,"2,184,853.17",,,,"379,748.29","920,028.57","2,293,410.60","2,310,896.80","1,373,382.03","132,972.49","135,833.89"
支付其他与投资活动有关的现金,,"585,044.40",,,,,,"500,000.00","500,000.00","500,000.00",,,,,,,,,,,,,,,,,,,,,,"21,000,000.00",,,"25,000,000.00",,
收到其他与经营活动有关的现金,"32,283,717.02","25,822,816.99","22,708,490.08","2,780,649.88","5,974,726.57","14,489,113.27","12,191,506.89","5,005,171.45","33,097,925.30","28,492,924.19","28,448,782.61","3,878,372.70","14,508,763.18","15,488,024.36","23,104,728.92","7,879,350.29","5,038,464.87","15,513,824.53","19,351,962.90","9,108,656.75","2,640,039.56","26,545,945.94","28,767,147.55","1,272,734.79","5,000,536.00","14,625,116.28","13,478,736.26","1,088,059.26","1,615,130.45","19,717,928.98","21,483,835.93","1,322,614.85","4,860,710.36","33,605,454.53","39,590,721.88","1,167,733.60","688,929.47"
投资活动现金流出小计,"66,231,903.83","43,025,137.82","23,553,810.92","8,212,462.87","14,072,890.89","68,067,984.66","86,222,650.70","11,910,321.82","25,739,533.71","37,865,553.48","54,530,344.98","11,940,880.82","16,926,306.18","25,264,591.24","30,781,091.05","14,502,959.35","17,538,228.95","19,393,688.79","18,535,051.75","2,728,597.30","8,103,450.76","86,210,310.46","83,098,603.41","597,263.03","3,085,324.87","3,742,578.44","76,755,620.12","66,853,948.53","74,316,704.43","127,979,534.87","648,954,033.58","28,465,464.39","14,434,187.26","490,751,597.33","1,534,091,052.98","43,152,022.21","680,890,333.22"
经营活动现金流入小计,"163,959,536.61","219,981,548.89","211,297,870.06","39,090,755.63","94,660,862.20","154,228,739.33","240,027,438.80","51,765,654.67","169,203,711.46","234,392,922.12","366,932,910.04","75,763,848.35","155,154,268.80","200,361,361.30","425,567,644.92","70,912,318.23","139,425,834.87","223,152,880.07","396,251,824.09","48,765,644.96","94,840,163.82","189,680,279.38","221,471,225.11","63,127,041.55","119,499,059.06","175,581,197.85","164,973,259.35","47,302,777.11","95,268,711.34","158,209,244.71","177,201,490.23","35,822,208.30","81,582,246.94","148,810,819.30","193,697,126.38","33,063,485.89","99,270,563.49"
投资活动产生的现金流量净额,"-58,039,299.55","-42,811,259.92","-23,551,810.92","-8,194,071.19","-14,072,890.89","-68,032,984.66","-86,186,382.57","-11,910,321.82","-25,739,533.71","-37,865,553.48","-54,436,486.11","-11,935,880.82","-16,468,453.38","-24,878,162.44","-30,396,056.43","-11,901,959.35","-14,937,228.95","-16,792,688.79","-16,387,489.57","18,715,484.26","8,232,231.34","-65,919,128.36","-51,508,265.72","-597,263.03","-3,085,324.87","-3,742,578.44","-22,646,085.87","-58,836,786.89","-65,273,032.85","-110,384,501.54","-107,923,999.82","-10,291,656.17","-6,745,538.55","-478,612,761.60","-456,446,997.10","-39,958,074.41","-50,442,887.91"
购买商品、接受劳务支付的现金,"71,090,055.73","97,969,432.93","96,179,690.06","7,316,736.51","67,465,274.99","90,385,644.95","151,817,668.52","42,812,615.05","104,913,516.10","141,414,801.01","228,224,102.75","53,961,953.91","64,589,369.92","82,456,112.15","266,961,367.58","45,668,767.98","85,901,450.52","137,515,111.52","231,715,440.17","15,394,546.16","46,944,451.93","71,019,867.96","55,252,991.36","23,072,908.12","56,599,105.38","121,521,352.27","68,986,644.76","34,065,216.11","56,625,456.58","67,012,242.20","63,351,183.46","28,287,896.17","44,844,093.04","60,344,302.07","66,365,023.76","17,830,453.30","58,371,921.38"
吸收投资收到的现金,"16,176,233.75",,"1,490,880.00",,"828,225,120.00","810,385,120.00","816,778,487.44",,,"2,499,000.00","2,835,595.26",,,,,,,,,,,,,,,,,,,,"3,000,000.00",,"51,695,148.63","51,695,148.63",,,
支付给职工以及为职工支付的现金,"11,681,296.62","15,905,246.35","21,055,368.01","6,623,371.50","13,427,107.51","19,217,553.43","24,821,177.32","8,518,899.20","14,669,900.48","22,305,841.84","31,016,461.94","11,587,576.67","18,862,798.43","28,768,436.89","40,793,411.88","14,736,178.08","25,515,255.53","37,302,822.78","55,194,438.19","14,635,846.77","22,448,968.57","30,378,357.48","47,830,898.72","11,995,958.63","18,264,024.25","25,452,807.77","40,922,293.67","10,021,932.24","17,298,269.33","32,476,180.94","40,170,823.18","11,036,605.57","19,651,172.43","28,304,746.08","40,481,186.51","10,321,063.12","23,147,435.51"
