科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
取得借款收到的现金,"75,361,507.00","108,047,197.50","122,159,020.00","14,000,000.00","27,000,000.00","29,800,000.00","52,280,000.00",,"8,000,000.00","8,000,000.00","8,000,000.00",,,"5,000,000.00","115,000,000.00",,"5,000,000.00","7,000,000.00","145,000,000.00",,"80,900,000.00","92,900,000.00","148,900,000.00","48,000,000.00","20,000,000.00","117,000,000.00","117,000,000.00",,"8,000,000.00",,"8,000,000.00",,,,,,
支付的各项税费,"26,336,990.09","58,360,299.81","27,681,606.65","13,109,973.22","20,529,563.84","30,823,541.74","38,102,501.59","9,671,903.15","17,346,311.08","24,185,736.37","28,547,184.49","22,332,922.44","33,080,969.01","39,936,781.71","47,365,845.00","9,079,504.05","20,035,656.11","23,547,241.63","35,898,168.26","6,428,392.00","10,740,944.32","20,315,267.77","30,996,708.08","10,793,848.30","12,957,897.89","20,666,737.50","23,118,150.28","6,139,104.95","11,569,388.29","16,211,121.13","18,483,921.37","4,594,258.72","10,347,688.73","11,493,974.16","16,273,643.81","9,324,040.37","11,001,649.36"
收到其他与筹资活动有关的现金,,,,,,,,,"428,322.22","428,322.22",,,,,,,,,,,,,,,,,,,,,,,,,"51,695,148.63",,
支付其他与经营活动有关的现金,"16,092,101.48","23,822,544.90","27,309,350.31","28,094,451.94","19,292,654.45","43,926,563.79","44,455,853.66","20,585,955.08","44,601,372.19","45,766,247.53","50,764,806.12","13,738,207.45","46,983,765.11","74,108,947.96","53,388,021.14","22,208,590.03","32,679,203.17","49,083,883.64","74,602,173.13","21,929,307.91","22,468,106.41","34,454,687.69","52,510,080.95","20,934,661.96","29,601,740.66","38,164,841.83","33,519,827.80","9,022,701.23","16,964,317.19","29,522,022.85","29,448,429.76","12,094,145.06","15,856,662.48","25,696,290.49","26,484,193.03","19,872,092.80","14,308,699.40"
筹资活动现金流入小计,"91,537,740.75","108,047,197.50","123,649,900.00","14,000,000.00","855,225,120.00","840,185,120.00","869,058,487.44",,"8,428,322.22","10,927,322.22","10,835,595.26",,,"5,000,000.00","115,000,000.00",,"5,000,000.00","7,000,000.00","145,000,000.00",,"80,900,000.00","92,900,000.00","148,900,000.00","48,000,000.00","20,000,000.00","117,000,000.00","117,000,000.00",,"8,000,000.00",,"11,000,000.00",,"51,695,148.63","51,695,148.63","51,695,148.63",,
经营活动现金流出小计,"125,200,443.92","196,057,523.99","172,226,015.03","55,144,533.17","120,714,600.79","184,353,303.91","259,197,201.09","81,589,372.48","181,531,099.85","233,672,626.75","338,552,555.30","101,620,660.47","163,516,902.47","225,270,278.71","408,508,645.60","91,693,040.14","164,131,565.33","247,449,059.57","397,410,219.75","58,388,092.84","102,602,471.23","156,168,180.90","186,590,679.11","66,797,377.01","117,422,768.18","205,805,739.37","166,546,916.51","59,248,954.53","102,457,431.39","145,221,567.12","151,454,357.77","56,012,905.52","90,699,616.68","125,839,312.80","149,604,047.11","57,347,649.59","106,829,705.65"
偿还债务支付的现金,"41,752,187.33","104,669,778.42","122,001,427.87","6,279,980.49","15,460,752.06","88,040,732.55","110,715,358.89","279,980.49","8,559,960.98","8,842,499.24","8,987,278.11","282,538.26","565,076.52","847,614.78","116,051,769.44","282,538.26","557,292.41","557,292.41","120,557,292.41",,"15,000,000.00","40,900,000.00","110,900,000.00",,,"164,000,000.00","164,000,000.00",,,,"8,000,000.00",,,,,,
经营活动产生的现金流量净额,"38,759,092.69","23,924,024.90","39,071,855.03","-16,053,777.54","-26,053,738.59","-30,124,564.58","-19,169,762.29","-29,823,717.81","-12,327,388.39","720,295.37","28,380,354.74","-25,856,812.12","-8,362,633.67","-24,908,917.41","17,058,999.32","-20,780,721.91","-24,705,730.46","-24,296,179.50","-1,158,395.66","-9,622,447.88","-7,762,307.41","33,512,098.48","34,880,546.00","-3,670,335.46","2,076,290.88","-30,224,541.52","-1,573,657.16","-11,946,177.42","-7,188,720.05","12,987,677.59","25,747,132.46","-20,190,697.22","-9,117,369.74","22,971,506.50","44,093,079.27","-24,284,163.70","-7,559,142.16"
分配股利、利润或偿还利息支付的现金,"2,968,537.20","10,847,336.68","9,221,949.64","418,913.40","1,776,023.92","16,747,962.51","18,320,114.05",,"181,178.40","181,178.40","402,089.94","35,750.00","99,527.78","31,818,300.00","32,294,772.50",,"83,899.29","168,421.53","654,231.22","210,000.00","11,370,777.74","12,464,835.51","13,704,719.89","875,044.44","18,540,544.44","18,641,638.88","18,641,638.88","64,131.33","64,131.33","82,498.00","18,366.67",,,,,,
收回投资收到的现金,,"153,063.61",,,,,,,,,,,,,,"2,601,000.00","2,601,000.00","2,601,000.00",,"16,950,000.00",,,,,,,"54,000,000.00","8,000,000.00","9,000,000.00","9,000,000.00","527,500,000.00","18,000,000.00","7,000,000.00","8,300,000.00","999,780,000.00","2,400,000.00","608,660,000.00"
支付其他与筹资活动有关的现金,,,,"303,660.95","6,831,632.56",,"5,835,000.00",,,,,,,,,,,"14,000.00",,,,"159,591.00",,,,,,,,,,,,"3,000,000.00","3,000,000.00",,
取得投资收益收到的现金,,"52,152.65",,,,,,,,,,,,,,,,,,"4,488,000.00",,,"14,327,256.56",,,,"109,534.25","17,161.64","17,161.64","105,928.76","570,182.18","173,808.22","451,275.33","610,729.30","9,044,421.50","769,197.80","9,467,445.31"
筹资活动现金流出小计,"44,720,724.53","115,517,115.10","131,223,377.51","7,002,554.84","24,068,408.54","104,788,695.06","134,870,472.94","279,980.49","8,741,139.38","9,023,677.64","9,389,368.05","318,288.26","664,604.30","32,665,914.78","148,346,541.94","282,538.26","641,191.70","739,713.94","121,211,523.63","210,000.00","26,370,777.74","53,524,426.51","124,604,719.89","875,044.44","18,540,544.44","182,641,638.88","182,641,638.88","64,131.33","64,131.33","82,498.00","8,018,366.67",,,"3,000,000.00","3,000,000.00",,
处置固定资产、无形资产和其他长期资产收回的现金净额,"192,604.28","8,661.64","2,000.00","18,391.68",,,"36,268.13",,,,"93,858.87","5,000.00","457,852.80","386,428.80","385,034.62",,,,"44,022.12","6,081.56","28,900.00","14,400.00","1,851,906.30",,,,,,"26,509.94","8,489,104.57","12,959,851.58",,"237,373.38","3,228,106.43","43,819,634.38","24,750.00","12,320,000.00"
筹资活动产生的现金流量净额,"46,817,016.22","-7,469,917.60","-7,573,477.51","6,997,445.16","831,156,711.46","735,396,424.94","734,188,014.50","-279,980.49","-312,817.16","1,903,644.58","1,446,227.21","-318,288.26","-664,604.30","-27,665,914.78","-33,346,541.94","-282,538.26","4,358,808.30","6,260,286.06","23,788,476.37","-210,000.00","54,529,222.26","39,375,573.49","24,295,280.11","47,124,955.56","1,459,455.56","-65,641,638.88","-65,641,638.88","-64,131.33","7,935,868.67","-82,498.00","2,981,633.33",,"51,695,148.63","48,695,148.63","48,695,148.63",,
处置子公司及其他营业单位收到的现金净额,,,,,,"35,000.00",,,,,,,,,,,,,"2,103,540.06",,"16,306,782.10","20,276,782.10","15,411,174.83",,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-342,754.49","-175,164.32","-10,765.28","-5,657.45","-15,168.71","-13,718.53","-77,083.88",,-143.35,-181.50,"-29,955.74",,13.38,7.28,201.98,,-19.22,-24.79,"-8,405.18",,10.18,10.18,10.18,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,"8,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,000,000.00",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"8,192,604.28","213,877.90","2,000.00","18,391.68",,"35,000.00","36,268.13",,,,"93,858.87","5,000.00","457,852.80","386,428.80","385,034.62","2,601,000.00","2,601,000.00","2,601,000.00","2,147,562.18","21,444,081.56","16,335,682.10","20,291,182.10","31,590,337.69",,,,"54,109,534.25","8,017,161.64","9,043,671.58","17,595,033.33","541,030,033.76","18,173,808.22","7,688,648.71","12,138,835.73","1,077,644,055.88","3,193,947.80","630,447,445.31"
五、现金及现金等价物净增加额,"27,194,054.87","-26,532,316.94","7,935,801.32","-17,256,061.02","791,014,913.27","637,225,157.17","628,754,785.76","-42,014,020.12","-38,379,882.61","-35,241,795.03","-24,639,859.90","-38,110,981.20","-25,495,677.97","-77,452,987.35","-46,683,397.07","-32,965,219.52","-35,284,170.33","-34,828,607.02","6,234,185.96","8,883,036.38","54,999,156.37","6,968,553.79","7,667,570.57","42,857,357.07","450,421.57","-99,608,758.84","-89,861,381.91","-70,847,095.64","-64,525,884.23","-97,479,321.95","-79,195,234.03","-30,482,353.39","35,832,240.34","-406,946,106.47","-363,658,769.20","-64,242,238.11","-58,002,030.07"
购建固定资产、无形资产和其他长期资产支付的现金,"44,747,903.83","27,455,750.53","23,553,810.92","7,212,462.87","13,072,890.89","67,067,984.66","80,186,032.43","11,410,321.82","25,239,533.71","36,365,553.48","53,530,344.98","11,940,880.82","16,926,306.18","25,264,591.24","30,781,091.05","9,502,959.35","12,538,228.95","14,393,688.79","13,564,406.51","2,728,597.30","8,103,450.76","86,210,310.46","5,614,663.41","597,263.03","3,085,324.87","3,742,578.44","5,780,222.49","930,948.53","6,393,704.43","10,160,454.89","12,531,033.58","4,465,464.39","7,134,187.26","9,471,597.33","10,851,052.98","2,752,022.21","2,990,333.22"
期初现金及现金等价物余额,"25,006,150.29","52,200,205.16","25,667,888.22",,"33,603,689.54","33,603,689.54","33,603,689.54",,"662,358,475.30","662,358,475.30","662,358,475.30","638,308,615.40","638,308,615.40","638,308,615.40","637,718,615.40","593,206,828.33","591,035,218.33","591,035,218.33","591,035,218.33","591,162,904.81","591,123,689.21","591,123,689.21","597,269,404.29","604,936,974.86","604,936,974.86","604,936,974.86","604,936,974.86","515,643,081.95","515,075,592.95","515,075,592.95","515,075,592.95","435,880,358.92","436,380,358.92","436,380,358.92","435,880,358.92","72,221,589.72","72,221,589.72"
投资支付的现金,"21,484,000.00","14,984,342.89",,"1,000,000.00","1,000,000.00","1,000,000.00",,,,"1,000,000.00","1,000,000.00",,,,,"5,000,000.00","5,000,000.00","5,000,000.00",,,,,"77,483,940.00",,,,"70,975,397.63","65,923,000.00","67,923,000.00","117,819,079.98","636,423,000.00","3,000,000.00","7,300,000.00","481,280,000.00","1,468,240,000.00","40,400,000.00","677,900,000.00"
期末现金及现金等价物余额,"52,200,205.16","25,667,888.22","33,603,689.54",,"824,618,602.81","670,828,846.71","662,358,475.30","-42,014,020.12","623,978,592.69","627,116,680.27","637,718,615.40","600,197,634.20","612,812,937.43","560,855,628.05","591,035,218.33","560,241,608.81","555,751,048.00","556,206,611.31","597,269,404.29","600,045,941.19","646,122,845.58","598,092,243.00","604,936,974.86","647,794,331.93","605,387,396.43","505,328,216.02","515,075,592.95","444,795,986.31","450,549,708.72","417,596,271.00","435,880,358.92","405,398,005.53","472,212,599.26","29,434,252.45","72,221,589.72","7,979,351.61","14,219,559.65"
